,국가,대학교명,내용,번역,영한_재번역,추출요약,분류,5분류
1933,인도,Ashoka University,"Influencing Policies on Inclusion in
Higher Education
Reena Gupta, Director of OLS, was appointed as a
national committee member by AICTE to prepare and
present policy recommendations on extending
support to students with specific learning disabilities
in higher education institutions in India. These
engagements have increased the momentum for
creating comprehensive support systems for students
with disabilities and for ensuring their inclusion in
higher education institutes in India.
","포함에 대한 정책 영향
고등교육
OLS의 디렉터인 Reena Gupta가 임명되었습니다.
준비하기 위해 AICTE에 의한 국가 위원회 구성원
확장에 대한 정책 권고안을 제시하다
특정 학습 장애가 있는 학생에 대한 지원
인도의 고등 교육 기관에서. 이것들
약혼은 의 추진력을 증가시켰다.
학생들을 위한 종합적인 지원 시스템 만들기
장애를 가지고 그리고 그들이 에 포함되도록 보장하기 위해.
인도의 고등 교육 기관",OLS의 이사 인 고등 교육에 대한 포함에 관한 정책에 영향을 미치는 REENA GUPTA는 AICTE의 전국위원회 위원으로 임명되어 인도의 고등 교육 기관의 특정 학습 장애가있는 학생들에게 지원을 확대하는 정책 권고를 준비하고 제시했습니다.이러한 참여는 장애 학생들을위한 포괄적 인 지원 시스템을 만들고 인도의 고등 교육 기관에 포함시킬 수있는 추진력을 높였습니다., 참여는 장애 학생들을위한 포괄적 인 지원 시스템을 만들고 인도의 고등 교육 기관에 포함시킬 수있는 추진력을 높였습니다.,4,1
1927,인도,Ashoka University,"Academic Integrity Workshop
Writing tutors Uday Kanungo and Aakshi Magazine
conducted a remedial workshop intended for
students who had been listed for violation of
Academic Integrity by the OAA. Employing an
interactive format, the workshop discussed the
concerns of students regarding plagiarism and
violation of academic integrity. The workshop also
used a group activity to help students understand
the importance of collaborative work without
necessarily resorting to copying each others’ ideas.
The workshop meant for the Monsoon semester
was attended by 28 students, while in July, 31
students listed for the Spring semester attended the
workshop. The students included UG, PG, and PhD
students from a range of courses","학술 청렴 워크숍
글쓰기 과외 우다 카눈고와 아크시 매거진.
하기 위한 교정 워크숍을 실시했다.
위반으로 명단에 오른 학생들
OAA에 의한 학문적 진실성. 채용 중
대화형 형식, 워크샵은 다음을 논의했습니다.
표절에 대한 학생들의 우려와
학문적 청렴의 침해 워크샵 또한
학생들의 이해를 돕기 위해 그룹 활동을 사용했다.
없는 공동 작업의 중요성
필연적으로 서로의 생각을 베끼는 것에 의지한다.
그 워크숍은 몬순 학기를 위한 것이었다.
7월 31일 동안 28명의 학생들이 참석했다.
봄 학기에 등록된 학생들은 참석했다.
연수회. 학생들은 UG, PG, 그리고 PhD를 포함했다.
다양한 과목의 학생들","학업 무결성 워크숍 작성 교사 Uday Kanungo와 Aakshi Magazine은 OAA의 학업 적 완전성 위반을 위해 상장 된 학생들을위한 치료 워크샵을 수행했습니다.대화식 형식을 사용하여 워크숍은 표절과 학업 적 완전성 위반에 관한 학생들의 우려를 논의했습니다.워크숍은 또한 그룹 활동을 사용하여 학생들이 서로의 아이디어를 복사하지 않고도 공동 작업의 중요성을 이해하도록 돕습니다.몬순 학기를위한 워크숍에는 28 명의 학생들이 참석했으며 7 월에는 봄 학기에 31 명의 학생들이 워크숍에 참석했습니다.학생들은 다양한 과정의 UG, PG 및 PhD 학생들을 포함했습니다.", 형식을 사용하여 워크숍은 표절과 학업 적 완전성 위반에 관한 학생들의 우려를 논의했습니다,4,1
1644,핀란드,University of Eastern Finland,"Together with Karelia University
of Applied Sciences, we offer high
school students the opportunity to
complete various working life skills
certificates, such as a hygiene pass.
The certificates can help young people
find summer jobs, for example.","카렐리야 대학교와 함께
응용 과학에서, 우리는 높은 것을 제공한다.
학생들에게 ...할 기회를 주다
다양한 직장 생활 기술을 이수하다
위생 출입증과 같은 증명서
그 자격증은 젊은이들에게 도움이 될 수 있다.
예를 들어 여름 일자리를 구하라.","Karelia University of Applied Sciences와 함께, 우리는 고등학생들에게 위생 패스와 같은 다양한 작업 생활 기술 증명서를 완료 할 수있는 기회를 제공합니다.이 증명서는 예를 들어 젊은이들이 여름 일자리를 찾는 데 도움이 될 수 있습니다.", 증명서는 예를 들어 젊은이들이 여름 일자리를 찾는 데 도움이 될 수 있습니다.,1,1
971,말레이시아,Sunway University,"Our Sunway University Business
School is also part of the research
team behind an upcoming journal
article by Rezazade, F. et al. (2022),
entitled A holistic approach to food
fraud vulnerability assessment. The
increase in fraudulent incidents
has resulted in a change of focus
in theory related to investigating
food fraud from risk mitigation to
vulnerability reduction. This paper developed a holistic approach to
analyse food fraud vulnerability
factors using a Bayesian Network
(BN) approach based on the
Decernis food fraud database
incidents. The model discussed in
this paper will help authorities in
border protection, policymakers,
and quality assurance agencies
assess fraud vulnerability in
a range of food products for
incoming (imported) food products,
mainly if they know the country of
origin and type of food products.","우리 선웨이 대학 사업
학교도 연구의 일부이다.
곧 발행될 잡지의 배후에 팀을 짜다.
Rezazade의 기사, F. 등(2022),
음식에 대한 총체적인 접근이라는 제목의
부정 행위 취약성 평가. 그
사기 사건의 증가
포커스가 바뀌었습니다.
조사와 관련된 이론상
위험 완화에서 로의 식품 사기
취약성 감소 이 논문은 에 대한 전체론적 접근법을 개발하였다.
식품 사기의 취약성을 분석하다
베이지안 네트워크를 사용하는 요인
(BN) 기반 접근 방식
Decernis 식품 사기 데이터베이스
사건들 에서 논의된 모델
이 종이는 당국에게 도움이 될 것이다.
국경 보호, 정책 입안자,
및 품질 보증 기관
의 사기 취약성을 평가하다
을 위한 다양한 식품.
들어오는(입고된) 식품,
주로 그들이 의 나라를 안다면.
식품의 원산지 및 종류.","우리의 Sunway University Business School은 또한 Rezazade, F. et al.(2022), 식품 사기 취약성 평가에 대한 전체적인 접근 방식.사기 사건의 증가로 인해 위험 완화에서 취약성 감소로 식품 사기를 조사하는 것과 관련된 이론에서 초점이 바뀌 었습니다.이 백서는 Decernis Food Fraud 데이터베이스 사고를 기반으로 베이지안 네트워크 (BN) 접근법을 사용하여 식품 사기 취약점 요인을 분석하기위한 전체적인 접근 방식을 개발했습니다.이 논문에서 논의 된 모델은 국경 보호, 정책 입안자 및 품질 보증 기관의 당국이 주로 원산지 및 식품 유형을 알고있는 경우, 식품 제품을위한 다양한 식품에서 사기 취약성을 평가하는 데 도움이 될 것입니다.", 식품 사기 취약성 평가에 대한 전체적인 접근 방식,2,1
1998,캐나다,Brock University,International Student Ambassador Award – is given out annually for up to 15 students that are examples of Brock University’s mission and vision. The award is due to their academic achievements on and off campus.,"국제 학생 대사상 – 매년 최대 15명의 학생을 대상으로 수여되며, 이는 브록 대학의 사명 및 비전의 예입니다. 이 상은 캠퍼스 안팎에서 거둔 학업 성적 덕분이다.",국제 학생 대사상 - Brock University의 사명과 비전의 예인 최대 15 명의 학생들에게 매년 수여됩니다.이상은 캠퍼스 안팎에서 학업 성취로 인한 것입니다., 캠퍼스 안팎에서 학업 성취로 인한 것입니다.,4,1
913,네덜란드,Erasmus MC,"Senior researcher and pediatrician Jasper Been is pleased with
the results: “It is of course fantastic to see that the number of
people smoking is decreasing because of the zone. We now need
to look at what we can improve together to achieve that SmokeFree Generation.” Smoking is not prohibited in the smoke-free
zone. However, visitors to the zone are asked to help keep the area
smoke-free. Lines, tiles, banners, and signs are used to indicate
Photo: Alliance for Nutrition in Healthcare
8
where it is preferable not to smoke. In the first weeks, monitors
actively approached smokers and requested that they refrain from
smoking.
Research by medical students has shown that the vast majority of
smokers responded positively when approached. Three-quarters of
the smokers then observed the policy (extinguished their cigarette
or continued smoking outside the zone). Additional research by the
municipality of Rotterdam also showed that many tobacco users
consider it perfectly acceptable not to smoke in the vicinity of a
hospital/educational institution.
The results are promising and a step in the right direction, says
alderman Sven de Langen: “Smoking still causes the greatest
burden of disease and mortality. Rotterdam is therefore striving
to reduce the number of smokers in Rotterdam and to achieve a
Smoke-Free Generation","선임 연구원이자 소아과 의사인 재스퍼 빈은 이 일에 만족한다.
결과는 다음과 같습니다: ""물론 그 수가
흡연하는 사람들은 그 구역 때문에 줄어들고 있다. 우리는 지금 필요하다.
""Smoke Free Generation을 달성하기 위해 우리가 함께 개선할 수 있는 것이 무엇인지 살펴봅니다."" 금연 구역에서는 흡연이 금지되어 있지 않습니다.
그러나, 그 지역을 방문하는 사람들은 그 지역을 유지하는 것을 도와달라고 요청 받는다.
금연의 선, 타일, 배너 및 기호는 다음을 나타내기 위해 사용됩니다.
사진: 의료 영양 동맹
8
담배를 피우지 않는 것이 더 좋은 경우. 처음 몇 주 동안 모니터는
흡연자들에게 적극적으로 접근하여 그들이 자제할 것을 요청하였다.
흡연석을 부탁해요.
의대생들의 연구는 대부분의
흡연자들은 접근했을 때 긍정적인 반응을 보였다. 4분의 3
그 후 흡연자들은 정책을 준수했다(담배를 끊었다).
또는 구역 밖에서 흡연을 계속한다). 에 의한 추가 연구
로테르담의 지방 자치체는 또한 많은 담배 사용자들이
...근처에서 담배를 피우지 않는 것은 전적으로 용인된다고 생각하다.
병원/교육 기관
결과는 유망하며 올바른 방향으로 나아가는 단계라고 말합니다.
스벤 드 랑겐 의원 : ""흡연은 여전히 가장 큰 원인입니다.
질병과 사망률의 부담 로테르담은 그러므로 노력하고 있다.
로테르담의 흡연자 수를 줄이고 흡연자 수를 늘리기 위해
금연 세대","선임 연구원과 소아과 의사 Jasper는 결과에 만족했습니다.“물론이 지역 때문에 흡연자의 수가 감소하고 있음을 알 수 있습니다. 우리는 이제 연기가없는 세대를 달성하기 위해 함께 개선 할 수있는 것을 살펴 봐야합니다.” 흡연은 금연 구역에서 금지되지 않습니다. 그러나이 구역 방문객에게는 해당 지역의 금연을 유지하도록 요청받습니다. 라인, 타일, 배너 및 표지판은 사진을 나타내는 데 사용됩니다. 첫 주에 모니터는 흡연자에게 적극적으로 접근하여 흡연을 자제하도록 요청했습니다. 의대생의 연구에 따르면 대다수의 흡연자들은 접근했을 때 긍정적으로 반응 한 것으로 나타났습니다. 흡연자의 4 분의 3이 정책을 관찰했습니다 (담배를 끄거나 지역 밖에서 계속 담배를 피 웠습니다). 로테르담의 지방 자치 단체에 의한 추가 연구에 따르면 많은 담배 사용자는 병원/교육 기관 근처에서 담배를 피우지 않는 것이 완벽하게 수용 될 수 있다고 생각합니다. Alderman Sven de Langen은 그 결과가 유망하고 올바른 방향으로 나아가고 있다고 말합니다.“흡연은 여전히 ​​질병과 사망률의 가장 큰 부담을 유발합니다. 로테르담", 지역 때문에 흡연자의 수가 감소하고 있음을 알 수 있습니다. 우리는 이제 연기가없는 세대를 달성하기 위해 함께 개선 할 수있는 것을 살펴 봐야합니다,3,1
1164,미국,Lynn University,"Ambassador Corps
Students worked with women’s organizations in Costa Rica and Colombia to bring women's empowerment to the forefront of experiential learning opportunities.","대사단
학생들은 코스타리카와 콜롬비아의 여성 단체와 협력하여 여성의 능력을 경험적 학습 기회의 최전선에 끌어 올렸습니다.",대사 군단 학생들은 코스타리카와 콜롬비아의 여성 단체와 협력하여 체험 학습 기회의 최전선에 여성의 권한을 부여합니다.,대사 군단 학생들은 코스타리카와 콜롬비아의 여성 단체와 협력하여 체험 학습 기회의 최전선에 여성의 권한을 부여합니다.,5,1
2096,영국,University of East Anglia,We aim to identify products and practices that can be changed to improve the nutritional value of our food such as using healthier cooking oils and cooking methods. All in-house produced products do not feature hydrogenated fat and/or unnecessary additives in line with Food Standards Agency guidance. We reduce the frequency and portion size of red and processed meats we serve by always offering a red meat alternative,"우리는 건강한 식용유 사용, 조리방법 등 우리 음식의 영양가 향상을 위해 변화할 수 있는 제품과 관행을 발굴하는 것을 목표로 하고 있습니다. 자체 생산되는 모든 제품은 식품 표준국의 지침에 따라 수소화 지방 및/또는 불필요한 첨가물이 포함되어 있지 않습니다. 우리는 항상 붉은 고기 대체를 제공함으로써 우리가 제공하는 붉은 고기와 가공된 고기의 빈도와 양을 줄인다.",우리는 건강한 식용유 및 요리 방법과 같은 음식의 영양가를 향상시키기 위해 변경 될 수있는 제품과 관행을 식별하는 것을 목표로합니다.모든 사내 생산 된 제품에는 식품 표준 에이전트 에이전트에 따라 수소화 지방 및/또는 불필요한 첨가제가 특징이 없습니다.우리는 항상 붉은 육류 대안을 제공함으로써 제공하는 적색 및 가공 고기의 주파수와 부분 크기를 줄입니다.,우리는 건강한 식용유 및 요리 방법과 같은 음식의 영양가를 향상시키기 위해 변경 될 수있는 제품과 관행을 식별하는 것을 목표로합니다,2,1
316,캐나다,Concordia University,"ACHIEVE GENDER EQUALITY
AND EMPOWER ALL WOMEN
AND GIRLS","""양성평등을 달성하라""
모든 여성에게 권한을 부여합니다
AND GIRLS""",성 평등을 달성하고 모든 여성과 소녀에게 힘을 실어줍니다,성 평등을 달성하고 모든 여성과 소녀에게 힘을 실어줍니다,5,1
184,스위스,ETHzurich,"The COVID-19 crisis revealed an unmistakable truth: We’re all in this together. I am convinced that we can overcome difficult situations like this one as well. What will it take? We all need to act in solidarity, proactively and sustainably. In 2020, we saw that when we act together, we can achieve things that we couldn’t imagine before.","COVID-19 위기는 명백한 사실을 드러냈다. 우리 모두 한패야. 나는 우리가 이번과 같은 어려운 상황도 극복할 수 있다고 확신한다. 얼마나 걸릴까요? 우리는 모두 연대하고, 능동적으로 그리고 지속가능하게 행동할 필요가 있다. 2020년, 우리는 우리가 함께 행동할 때, 이전에는 상상할 수 없었던 것들을 성취할 수 있다는 것을 보았습니다.",Covid-19 위기는 틀림없이 진실을 보여주었습니다. 우리는 모두 함께 있습니다.나는 우리가 이와 같은 어려운 상황을 극복 할 수 있다고 확신합니다.무엇이 필요할까요?우리 모두는 연대하고 능동적으로 지속적으로 행동해야합니다.2020 년에 우리는 함께 행동 할 때 이전에 상상할 수 없었던 것들을 달성 할 수 있음을 알았습니다., 년에 우리는 함께 행동 할 때 이전에 상상할 수 없었던 것들을 달성 할 수 있음을 알았습니다.,3,1
701,이탈리아,Bologna University,"For students: This service is aimed at young people with emotional and relational problems, affective and behavioural disorders, and difficulties withuniversity and/or work life, and is free of chargefor students studying at UniBo and for all youngpeople aged between 18 and 28 years who use thehealth service in Bologna.","학생의 경우: 이 서비스는 정서적·관계적 문제, 정서적·행동적 장애, 대학 및/또는 직장생활의 어려움을 겪는 청소년을 대상으로 하며, 유니보에서 공부하는 학생 및 볼로냐에서 의료서비스를 이용하는 18~28세 청년 모두에게 무료로 제공된다.","학생들의 경우 :이 서비스는 정서적, 관계 적 문제, 정서적 및 행동 장애, 대학 및/또는 직장 생활에 대한 어려움을 겪고 있으며 유니보에서 공부하는 학생들과 18 세에서 28 세 사이의 모든 젊은이들에게 무료입니다.볼로냐에서 건강 서비스를 사용하십시오.", 건강 서비스를 사용하십시오.,3,1
210,영국,University of Glasgow,"The city of Glasgow has 56 of the most deprived (MD) areas in Scotland. The University offers financial aid to help students in need pay for essentials such as food, rent, travel and childcare costs. The University’s Sustainable Food Policy sets out our commitment and action plan to ensure the provision of healthy and sustainable food at our catering outlets. We were only the second university in Scotland to achieve Fairtrade status, and our Catering and Events team holds a variety of food accreditations.","글래스고 시는 스코틀랜드에서 가장 빈곤한 56개의 지역을 가지고 있습니다. 그 대학은 도움이 필요한 학생들이 음식, 집세, 여행, 육아 비용과 같은 필수품을 지불할 수 있도록 재정 지원을 제공한다. University의 지속 가능한 음식 정책은 우리의 케이터링 아웃렛에서 건강하고 지속 가능한 음식을 제공하기 위한 우리의 약속과 실행 계획을 제시한다. 당사는 공정무역 지위를 획득한 스코틀랜드에서 두 번째 대학이며, Catering and Events 팀은 다양한 식품 인증을 보유하고 있습니다.","글래스고시에는 스코틀랜드에서 가장 박탈당한 56 개 지역이 있습니다.이 대학은 필요한 학생들이 음식, 임대, 여행 및 보육 비용과 같은 필수 요금을 지불 할 수 있도록 재정 지원을 제공합니다.대학의 지속 가능한 식품 정책은 케이터링 매장에서 건강하고 지속 가능한 식품을 제공하기위한 약속과 행동 계획을 세웁니다.우리는 스코틀랜드에서 공정 무역 지위를 달성 한 두 번째 대학교였으며, 케이터링 및 이벤트 팀은 다양한 식품 인증을 보유하고 있습니다."," 스코틀랜드에서 공정 무역 지위를 달성 한 두 번째 대학교였으며, 케이터링 및 이벤트 팀은 다양한 식품 인증을 보유하고 있습니다.",2,1
342,오스트레일리아,RMIT University,"Medical Hub
The ‘Medical Hub @ RMIT’ launched in 2019 offering no-gap fee
consultations for RMIT students and staff. It offers a holistic approach
to health in a safe environment for people of all backgrounds,
cultures, beliefs, abilities and sexualities. The services offered
support an approach to managing healthcare, which is sensitive
to the individual needs of the local and wider community. Through
innovative processes and systems, in a state-of-the-art facility, the
Medical Hub provides a safe, inclusive and welcoming environment
which enables confidential, sensitive, private and emotionally
connected care.","메디컬 허브
2019년 '메디컬 허브 @ RMIT'를 오픈하여 수수료 없는 서비스를 제공합니다.
RMIT 학생들과 직원들을 위한 상담. 전체적인 접근 방식을 제공합니다.
모든 배경을 가진 사람들을 위한 안전한 환경에서 건강을 위해,
문화, 신념, 능력, 성적. 제공되는 서비스
민감한 의료 서비스 관리에 대한 접근 방식을 지지합니다.
지역 및 더 넓은 공동체의 개별적인 요구에 부응합니다. 통해.
혁신적인 프로세스와 시스템, 최첨단 시설에서
Medical Hub는 안전하고 포괄적이며 환영할 수 있는 환경을 제공합니다.
기밀성, 민감성, 사적, 감정적으로 가능한
연결 관리""라고 말합니다.","Medical Hub 2019 년에 시작된 'Medical Hub @ Rmit'은 RMIT 학생 및 교직원을위한 No-Gap 수수료 상담을 제공합니다.그것은 모든 배경, 문화, 신념, 능력 및 성적인 사람들을위한 안전한 환경에서 건강에 대한 전체적인 접근 방식을 제공합니다.이 서비스는 지역 사회 및 더 넓은 지역 사회의 개별 요구에 민감한 의료 관리에 대한 접근 방식을 지원했습니다.최첨단 시설에서 혁신적인 프로세스 및 시스템을 통해 의료 허브는 안전하고 포용 적이며 환영하는 환경을 제공하여 기밀, 민감한 개인적, 정서적으로 연결된 치료를 가능하게합니다.", 서비스는 지역 사회 및 더 넓은 지역 사회의 개별 요구에 민감한 의료 관리에 대한 접근 방식을 지원했습니다,3,1
48,이탈리아,Bologna University,"The Progetto KM0 is coordinated by the Azienda Agraria of the University of Bologna with the scientific contribution of the Department of Agricultural and Food Sciences, in order to ensure the highest quality of the supply chain. This initiative aims to promote a closer relationship between the city and the countryside, encouraging consumers to know and appreciate the typical agricultural products of the area, following the seasonal trend. This project let consumers know about the place of origin, the cultivation technique and above all, the consumption of products in full ripeness. In addition, the farm also cultivates minor species of fruit trees and there are numerous varieties, some of which can be considered real “ancient fruits","Progetto KM0는 공급망의 최고 품질을 보장하기 위해 농업 및 식품 과학부의 과학적 기여와 볼로냐 대학의 Azienda Agraria에서 조정합니다. 이 이니셔티브는 도시와 시골 사이의 더 긴밀한 관계를 촉진하는 것을 목표로 하고 소비자가 계절 추세에 따라 지역의 전형적인 농산물을 알고 감상하도록 장려합니다. 이 프로젝트는 소비자에게 원산지, 재배 ​​기술 및 무엇보다도 완숙 제품의 소비에 대해 알려줍니다. 또한 농장에서는 소수의 과수를 재배하며 수많은 품종이 있으며 그 중 일부는 진정한 ""고대 과일""로 간주될 수 있습니다.","Progetto KM0은 공급망의 최고 품질을 보장하기 위해 Bologna University의 Azienda Agraria에 의해 농업 및 식품 과학부의 과학적 기여와 함께 조정됩니다.이 이니셔티브는 도시와 시골 사이의 밀접한 관계를 장려하여 소비자들이 계절적 추세에 따라이 지역의 전형적인 농산물을 알고 감사하도록 장려하는 것을 목표로합니다.이 프로젝트는 소비자에게 원산지, 재배 기술 및 무엇보다도 제품 소비에 대해 알 수 있도록합니다.또한이 농장은 또한 미성년자의 과일 나무를 키우고 수많은 품종이 있으며 그 중 일부는 실제 ""고대 과일로 간주 될 수 있습니다."," 프로젝트는 소비자에게 원산지, 재배 기술 및 무엇보다도 제품 소비에 대해 알 수 있도록합니다",2,1
508,영국,Manchester University,Equal pay and progressionOur 2017 gender pay gap report foundan average gender pay gap of 17.1% andactions are being taken to improve this.Women in academic and professionalroles are invited to the womenonly leadership developmentprogramme Aurora andthere has been an increasein the proportion offemale senior academicsfrom 23.2% in 2009 to31.1% in 2017.,동일 임금과 진행률2017년 성별 임금 격차 보고서에 따르면 평균 성별 임금 격차는 17.1%이며 이를 개선하기 위한 조치가 취해지고 있습니다.학업 및 전문적 역할의 여성을 여성 전용 리더십 육성 프로그램인 오로라에 초청하고 여성 원로 학자의 비율이 2009년 23.2%에서 2017년 31.1%로 증가했다.,"동등한 임금 및 진보 2017 성별 임금 격차 보고서는 17.1%의 평균 성별 임금 차이를 발견하고 학업 및 전문성에서 개선을 위해 취해지고 있으며, 여성 리더십 개발 프로그램에 초대되었으며 2009 년에 23.2% ~ 31의 비율이 증가하고 있습니다.2017 년 .1%.","평균 성별 임금 차이를 발견하고 학업 및 전문성에서 개선을 위해 취해지고 있으며, 여성 리더십 개발 프로그램에 초대되었으며 2009 년에 23",5,1
1784,덴마크,Aalborg University,"THE FACULTY OF MEDICINE
The Faculty of Medicine is committed to ensuring good health
and well-being, and with the 2030 Vision, the faculty aims to
be a leader in digital health, and for doctors and engineers
to find solutions together. The faculty has several research
centres dedicated to different aspects of good health and
well-being in conjunction with local, national and international
healthcare providers. This includes, but is not limited
to, the Danish Centre for Clinical Health Services Research
(DACS), the Danish Centre for Healthcare Improvements
(DCHI), the Sport and Social Issues group (SSI), and the Research
Centre for Sexology (SeFo).","의학부
의학부는 건강을 보장하기 위해 최선을 다하고 있다.
그리고 웰빙, 그리고 2030 비전을 가지고, 교수진은
디지털 보건 및 의사 및 엔지니어 분야의 선두주자이다.
함께 해결책을 찾기 위해. 그 교수진은 몇 가지 연구를 한다.
건강의 다양한 측면에 전념하는 센터들
지역, 국가 및 국제와 연계한 복지.
의료 제공자 여기에는 다음이 포함되지만 이에 국한되지는 않습니다.
덴마크 임상 보건 서비스 연구 센터로
덴마크 의료 개선 센터(DACS),
(DCI), 스포츠 및 사회 문제 그룹(SSI), 그리고 연구.
성학 센터(SeFo).","의학 학부 의학 학부는 건강과 복지를 보장하기 위해 노력하고 있으며, 2030 비전으로 교수진은 디지털 건강의 리더가되고 의사와 엔지니어가 함께 솔루션을 찾을 수 있습니다.교수진에는 지역, 국내 및 국제 의료 서비스 제공 업체와 함께 건강과 복지의 다양한 측면에 전념하는 여러 연구 센터가 있습니다.여기에는 DACS (Danish Clinical Health Services Research), 덴마크의 건강 관리 개선 센터 (DCHI), 스포츠 및 사회 이슈 그룹 (SSI) 및 SEFO (Seption for Sexology)가 포함되지만 이에 국한되지는 않습니다.."," 지역, 국내 및 국제 의료 서비스 제공 업체와 함께 건강과 복지의 다양한 측면에 전념하는 여러 연구 센터가 있습니다",3,1
278,캐나다,York University,"YOUNG INDIGENOUS WOMEN LEADERS IN DECOLONIZING
RESEARCH
York University’s Faculty of Environmental and Urban Change
welcomed youth leaders from the Young Indigenous Women’s
Utopia project. Three youth leaders travelled from Treaty 6 and
the traditional homelands of the Métis to share their knowledge
and stories about resurgence, youth activism and decolonizing
research. The youth leaders facilitated workshops with students
to share their work and approach to Indigenizing research. One
workshop included making and wearing red ribbon skirts to
celebrate and acknowledge survival, resilience and resistance to
colonial and gender-based violence. In another workshop, the
group shared their award-winning “cellfilm” that imagines a world
free of violence. Learn more here.","""탈식민지화의 젊은 원주민 여성 지도자""
조사.
요크대학교 환경 및 도시변화학과
젊은 원주민 여성회 출신의 청년 지도자들을 환영했다.
유토피아 프로젝트. 3명의 젊은 지도자들이 6조약에서 여행했고
그들의 지식을 나누기 위해 메티스족의 전통적인 고향들
그리고 부활, 청소년 행동주의, 탈식민지화에 대한 이야기들
조사. 청소년 지도자들은 학생들과 함께 워크숍을 진행하였다.
원주민화 연구에 대한 그들의 작업 및 접근 방식을 공유합니다. 하나.
워크샵은 빨간 리본 치마를 만들고 입는 것을 포함했다.
생존, 회복력 및 에 대한 저항을 축하하고 인정한다.
식민지와 성별에 근거한 폭력 또 다른 워크샵에서는
그룹은 세상을 상상하는 그들의 수상작인 ""셀 필름""을 공유했다.
폭력이 없는 자세한 내용은 여기를 참조하십시오.""","Decolonizing Research York University의 환경 및 도시 변화 학부의 젊은 원주민 여성 지도자들은 젊은이들의 유토피아 프로젝트에서 청소년 지도자들을 환영했습니다.세 명의 청소년 지도자가 조약 6과 Métis의 전통적인 고향을 여행하여 부활, 청소년 행동주의 및 탈식민 화 연구에 대한 지식과 이야기를 나누었습니다.청소년 지도자들은 학생들과 함께 워크샵을 촉진하여 연구와 연구에 대한 접근 방식을 공유했습니다.한 워크숍에는 식민지 및 성별 기반 폭력에 대한 생존, 탄력성 및 저항을 축하하고 인정하기 위해 빨간 리본 치마 제작 및 착용이 포함되었습니다.또 다른 워크숍 에서이 그룹은 폭력이없는 세상을 상상하는 수상 경력에 빛나는“Cellfilm”을 공유했습니다.여기에서 자세히 알아보십시오.", 지도자들은 학생들과 함께 워크샵을 촉진하여 연구와 연구에 대한 접근 방식을 공유했습니다,5,1
180,스위스,ETHzurich,"Sustainability Course Catalogue
The Sustainable Development Goals have been given a notably higher profile, since 2020, through a new course catalogue, in addition to the traditional one. Keywords from the 2030 Agenda were identified and applied as a filter to the existing course catalogue. Both a selection as well as the full list are available online, grouped by the 17 SDGs. The list will be updated each year. In future, it will be possible to attach the SDGs to each course in the next iteration of the course management software.","""지속가능성 과정 카탈로그
지속가능개발목표는 2020년부터 기존의 코스목록과 더불어 새로운 코스목록을 통해 눈에 띄게 높은 인지도를 부여받았다. 2030년 의제의 키워드는 기존 과정 카탈로그의 필터로 식별되어 적용되었습니다. 17개의 SDG별로 분류된 온라인 목록에서 선택 항목과 전체 목록을 모두 사용할 수 있습니다. 그 목록은 매년 업데이트될 것이다. 향후에는 SDG를 각 과정에 부착하는 것이 가능해질 것입니다.""라고 말합니다.",지속 가능성 과정 카탈로그 지속 가능한 개발 목표는 2020 년 이래로 전통적인 코스 카탈로그를 통해 눈에 띄게 더 높은 프로파일을 제공했습니다.2030 의제의 키워드가 기존 코스 카탈로그에 필터로 식별되고 적용되었습니다.선택과 전체 목록은 모두 온라인으로 제공되며 17 SDG로 그룹화됩니다.목록은 매년 업데이트됩니다.앞으로 코스 관리 소프트웨어의 다음 반복에서 SDG를 각 코스에 첨부 할 수 있습니다., 의제의 키워드가 기존 코스 카탈로그에 필터로 식별되고 적용되었습니다,1,1
