,국가,대학교명,내용,번역,영한_재번역,추출요약,분류,5분류
158,말레이시아,Sunway University,"As a conscientious employer, all
employees and associates of the
University must not offer, promise
or bribe anyone, and must not
request, agree to accept or receive
bribes from anyone. The purpose of
this policy is to provide guidance to
all the employees of the University
and its associates concerning how
to deal with bribery and corruption
issues that may arise in the course
of business.","양심적인 고용주로서, 모두
직원 및 동료들
대학은 제공해서는 안 된다. 약속하라.
다른 사람에게 뇌물을 주면 안 된다.
요청, 수락 또는 수신 동의
아무에게서나 받은 뇌물 의 목적
이 정책은 에 지침을 제공하는 것이다.
그 대학의 전 직원
그리고 그 동료들은 어떻게
뇌물과 부패를 다루다
그 과정에서 발생할 수 있는 문제들
장사의","양심적 인 고용주로서, 대학의 모든 직원과 직원은 다른 사람을 제안하거나 약속하거나 뇌물을 주어서는 안되며, 요청하지 말아야하며, 다른 사람으로부터 뇌물을 수락하거나 받기로 동의해서는 안됩니다.이 정책의 목적은 비즈니스 과정에서 발생할 수있는 뇌물 수수 및 부패 문제를 다루는 방법에 관한 대학의 모든 직원과 그 직원들에게 지침을 제공하는 것입니다.", 정책의 목적은 비즈니스 과정에서 발생할 수있는 뇌물 수수 및 부패 문제를 다루는 방법에 관한 대학의 모든 직원과 그 직원들에게 지침을 제공하는 것입니다.,16,4
42,캐나다,Concordia University,"PROMOTE PEACEFUL AND
INCLUSIVE SOCIETIES FOR
SUSTAINABLE DEVELOPMENT,
PROVIDE ACCESS TO JUSTICE
FOR ALL AND BUILD EFFECTIVE,
ACCOUNTABLE AND INCLUSIVE
INSTITUTIONS AT ALL LEVELS","""평화롭고""
포용적 사회
지속 가능한 개발,
정의를 신장하다.
모든 것을 위한 효과적인 구축,
책임감 있고 포괄적
모든 수준의 기관""","지속 가능한 발전을위한 평화 롭고 포용적인 사회를 홍보하고, 모든 사람을위한 정의에 대한 접근성을 제공하며, 모든 수준에서 효과적이고 책임감 있고 포괄적 인 기관을 건설하십시오.","지속 가능한 발전을위한 평화 롭고 포용적인 사회를 홍보하고, 모든 사람을위한 정의에 대한 접근성을 제공하며, 모든 수준에서 효과적이고 책임감 있고 포괄적 인 기관을 건설하십시오.",16,4
115,뉴질랜드,University of Cantebury,"Research Facilitates Positive Change / UC Law Professor Elisabeth McDonald’s book published in 2020, Rape Myths as Barriers to Fair Trial Process contains findings from four years of research, and opened the court room door on rape trials. Professor McDonald explains she “was determined that it would not just amount to yet another demonstration of how the criminal justice system does not do right by rape victims. Rather, it might demonstrate how the adversarial trial process could be different, could provide fair trial process for both complainants and defendants, and not continue to be one of the reasons for the extraordinarily high attrition rates.” The book is written for a wide audience and available to sector workers, victim support agency workers, policy makers and students of law, criminology, criminal justice and sociology can benefit from the insights and recommendations.","긍정적인 변화를 촉진하는 연구

엘리자베스 맥도널드 UC법학 교수가 2020년 펴낸 책 '공정재판 과정의 장벽으로서의 강간 신화'에는 4년간의 연구 결과가 담겨 있으며, 강간 재판의 법정 문을 열었다. 맥도날드 교수는 ""그것이 강간 피해자들에 의해 어떻게 형사 사법 제도가 제대로 작동하지 않는지 보여주는 또 다른 증거에 불과하지는 않을 것""이라고 설명했다. 오히려 적대적인 재판 과정이 어떻게 다를 수 있고, 고소인과 피고 모두에게 공정한 재판 과정을 제공할 수 있으며, 비정상적으로 높은 감소율의 이유 중 하나가 계속 되지 않을 수 있음을 보여줄 수 있다."" 이 책은 광범위한 독자를 위해 작성되었으며 부문 근로자, 피해자 지원 기관 근로자, 정책 입안자 및 법률, 형사학, 형사 사법 및 사회학 학생들이 통찰력과 권고 사항으로부터 혜택을 받을 수 있다.","연구는 긍정적 인 변화 / UC 법률 교수 Elisabeth McDonald의 저서, 2020 년에 출판 된 Rape Myths가 4 년간의 연구 결과를 포함하여 강간 재판에 대한 법원 방 문을 열었습니다.맥도날드 교수는 그녀가“형사 사법 제도가 강간 피해자들에 의해 어떻게 작동하지 않는지에 대한 또 다른 시연만으로는 단지 다른 시연을 할 것이라고 결심했다.오히려, 적대적 재판 과정이 어떻게 다를 수 있는지, 고소인과 피고인 모두에게 공정한 재판 절차를 제공 할 수 있으며, 매우 높은 마모율의 이유 중 하나가되지는 않습니다.”이 책은 광범위한 청중을 위해 작성되었으며 부문 근로자, 피해자 지원 대행사 근로자, 정책 입안자 및 법률, 범죄학, 형사 사법 및 사회학 학생이 통찰력과 권고의 혜택을받을 수 있습니다.", 교수는 그녀가“형사 사법 제도가 강간 피해자들에 의해 어떻게 작동하지 않는지에 대한 또 다른 시연만으로는 단지 다른 시연을 할 것이라고 결심했다,16,4
142,오스트레일리아,Charles Sturt University,"An inconsistent approach to how ‘child safety’
is defined by the institutions, governments and
organisations who design policies to uphold the
wellbeing of children may overlook the crucial
elements that achieve these aims, argues a
2020 paper co-authored by Charles Sturt’s Dr
Donnah Anderson from the School of Psychology.
The article, published in the journal Social
Policy and Administration, found that two main
constructions of children were evident in the
394 policy documents analysed – one that sees
children as vulnerable and needing protection, and
another as social actors with agency, rights, and
capabilities. The paper found that the organisations
primarily evaluating their ‘child safe’ status by
compliance-based agendas that protect institutions
overlooked the importance of the cultural
conditions that enhance children’s wellbeing
and safety.","아동 안전'에 대한 일관성 없는 접근 방식
기관, 정부, 그리고 에 의해 정의된다.
정책을 설계하는 단체들
아이들의 복지는 중요한 것을 간과할 수 있다.
이러한 목적을 달성하는 요소들은 다음과 같이 주장한다.
2020년 찰스 스터트 박사가 공동 집필한 논문
심리학 대학의 도나 앤더슨입니다.
그 기사는 소셜 저널에 실렸다.
Policy and Administration, 두 가지 주요 내용
아이들의 구조는 명백했다.
분석된 394개의 정책 문서 - 다음 중 하나
취약하고 보호가 필요한 어린이들
또 다른 사람은 대리인, 권리, 그리고 사회적 행위자로서
능력의 그 신문은 그 기관들이
주로 다음과 같이 '어린이 안전' 상태를 평가한다.
기관을 보호하는 규정 준수 기반 의제
문화의 중요성을 간과했다
아이들의 복지를 증진시키는 조건
그리고 안전.","어린이의 복지를지지하기위한 정책을 설계하는 기관, 정부 및 조직이 '아동 안전'을 정의하는 방법에 대한 일관되지 않은 접근 방식은 이러한 목표를 달성하는 중요한 요소를 간과 할 수 있다고 Charles Sturt의 Donnah Anderson 박사가 공동 저술 한 2020 종이에 대해 주장합니다.심리학 학교에서.Social Policy and Administration 저널에 발표 된이 기사는 394 개의 정책 문서에서 어린이를 취약하고 보호가 필요한 것으로보고있는 394 개의 정책 문서에서 두 가지 주요 구성이 분명하다는 것을 발견했습니다..이 논문은 조직이 주로 기관을 보호하는 규정 준수 기반 의제에 의해 '아동 안전'상태를 평가하는 조직은 어린이의 복지와 안전을 향상시키는 문화적 조건의 중요성을 간과 한 것으로 나타났습니다.","어린이의 복지를지지하기위한 정책을 설계하는 기관, 정부 및 조직이 '아동 안전'을 정의하는 방법에 대한 일관되지 않은 접근 방식은 이러한 목표를 달성하는 중요한 요소를 간과 할 수 있다고 Charles Sturt의 Donnah Anderson 박사가 공동 저술 한 2020 종이에 대해 주장합니다",16,4
8,캐나다,Waterloo,"Grebel Peace Incubator The Grebel Peace Incubator advances expansive
and innovative understandings and practices of peace, locally and globally. They link new ventures to social innovation tools that help unpack complex human problems. Their expertise in thinking and working politically helps new ventures engage governments and transform systems. New ventures in the incubator thrive within a culture of inclusion, collaboration, and community-mindedness.","""Grebel Peace 인큐베이터 Grebel Peace 인큐베이터는 확장적으로 발전합니다.
그리고 지역적으로 그리고 세계적으로 평화의 혁신적인 이해와 실천. 그들은 복잡한 인간 문제를 해결하는 데 도움이 되는 사회 혁신 도구와 새로운 벤처들을 연결한다. 그들의 정치적 사고와 작업에 대한 전문지식은 새로운 벤처기업들이 정부를 참여시키고 시스템을 변화시키는 것을 돕는다. 인큐베이터의 새로운 모험은 포용, 협업 및 커뮤니티 마인드의 문화 안에서 번창합니다.""","Grebel Peace Incubator Grebel Peace Incubator는 지역 및 전 세계 평화의 광대하고 혁신적인 이해와 관행을 발전시킵니다.그들은 새로운 벤처를 복잡한 인간 문제를 포장하는 데 도움이되는 사회 혁신 도구에 연결합니다.정치적으로 사고와 일에 대한 그들의 전문 지식은 새로운 벤처가 정부와 시스템을 변화시키는 데 도움이됩니다.인큐베이터의 새로운 벤처는 포용, 협력 및 지역 사회의 문화 내에서 번성합니다."," 새로운 벤처는 포용, 협력 및 지역 사회의 문화 내에서 번성합니다.",16,4
85,영국,Bournemouth University,"Social WorkOur BA (Hons) Social Work programme isranked 1st in its subject area in the 2021and 2022 Guardian League Tables.Students on the course gain an in-depthunderstanding of the social processes thatlead to marginalisation and isolation; thescope and complexity of relevant socialand political philosophies, policies andpriorities; moral concepts of rights andresponsibility; freedom within practice;and public and social policy.Graduates are equipped with the specialistknowledge and skills needed to supportareas including child protection, adultsafeguarding, substance use and disability.They are also able to use their knowledgeof law and social policy competentlyto apply social justice within complexand diverse contexts and contributeto non-discriminatory and transparentsystems of support.","사회사업 우리 BA(Hons)사회 복지 프로그램은 2021년과 2022년 가디언 리그 테이블에서 주제 영역 1위를 차지하고 있다.이 과정의 학생들은 소외와 고립을 초래하는 사회적 과정, 관련 사회 및 정치 철학, 정책과 우선순위, 권리와 책임에 대한 도덕적 개념, 실천 내의 자유, 공공 및 사회 정책에 대한 심층적인 이해를 얻는다.졸업생들은 아동 보호, 성인 보호, 약물 사용 및 장애와 같은 분야를 지원하는 데 필요한 전문 지식과 기술을 갖추고 있습니다.그들은 또한 법과 사회 정책에 대한 지식을 복잡하고 다양한 맥락에서 사회 정의를 적용하고 비차별적이고 투명한 지원 시스템에 기여할 수 있다.","Social Workour BA (HONS) 사회 복지 프로그램은 2021 년과 2022 년 가디언 리그 테이블에서 주제 영역에서 1 위를 차지했습니다.이 과정의 학생들은 소외와 고립에 대한 사회적 과정에 대한 심층적 인 이해를 얻습니다.관련 사회 및 정치적 철학, 정책 및 우선 순위의 표현과 복잡성;권리의 도덕적 개념과 책임;실무 내의 자유 및 공공 및 사회 정책. 졸업생들은 아동 보호, 성인, 성인 사용, 약물 사용을 포함한 지원 기호에 필요한 전문 지식과 기술을 갖추고 있으며, 법과 사회 정책에 대한 지식을 복잡하고 다양한 맥락에서 사회 정의를 적용 할 수 있습니다.지원의 비차행 및 투명 시스템 기여."," 사회 및 정치적 철학, 정책 및 우선 순위의 표현과 복잡성;권리의 도덕적 개념과 책임;실무 내의 자유 및 공공 및 사회 정책. 졸업생들은 아동 보호, 성인, 성인 사용, 약물 사용을 포함한 지원 기호에 필요한 전문 지식과 기술을 갖추고 있으며, 법과 사회 정책에 대한 지식을 복잡하고 다양한 맥락에서 사회 정의를 적용 할 수 있습니다",16,4
126,호주,University of Wollongong,"UOW researchers are collaborating with the National Social Security Rights Network (NSSRN), which represents community legal centres across Australia, to assess the relationship between family violence and social security compliance and fraud. The project involves the analysis of case files from the Welfare Rights Centre in Sydney. The team is investigating Centrelink’s responses to victims of domestic violence and how the response may alleviate or exacerbate the impact of domestic violence. The research is informing strategies to improve how the government responds to extremely vulnerable welfare recipients.",UOW 연구원들은 호주 전역의 지역사회 법률 센터를 대표하는 국가 사회 보장 권리 네트워크(NSSRN)와 협력하여 가정 폭력과 사회 보장 규정 준수 및 사기 간의 관계를 평가하고 있습니다. 이 프로젝트에는 시드니 복지 권리 센터의 사례 파일 분석이 포함됩니다. 연구팀은 가정폭력의 피해자들에 대한 센터링크의 반응과 그 반응이 가정폭력의 영향을 어떻게 완화하거나 악화시킬 수 있는지를 조사하고 있습니다. 그 연구는 정부가 극도로 취약한 복지 수급자들에게 어떻게 반응하는지를 개선하기 위한 전략을 알려주고 있습니다.,UOW 연구원들은 가족 폭력과 사회 보장 준수 및 사기 사이의 관계를 평가하기 위해 호주 전역의 지역 사회 법률 센터를 대표하는 국가 사회 보장권 네트워크 (NSSRN)와 협력하고 있습니다.이 프로젝트에는 시드니의 복지 권리 센터의 사례 파일 분석이 포함됩니다.이 팀은 가정 폭력 피해자에 대한 Centrelink의 반응과 반응이 가정 폭력의 영향을 완화 시키거나 악화시킬 수있는 방법을 조사하고 있습니다.이 연구는 정부가 극도로 취약한 복지 수상자에게 어떻게 대응하는지 개선하기위한 전략을 알려주고 있습니다., 프로젝트에는 시드니의 복지 권리 센터의 사례 파일 분석이 포함됩니다,16,4
44,캐나다,Concordia University,"UNESCO CHAIR IN PREVENTION
OF RADICALISATION AND
VIOLENT EXTREMISM
The chair, co-held by Concordia’s Vivek Venkatesh, aims to act as
a centre of excellence to develop, share and promote research
and actions around the prevention of violent radicalization and
extremism. The chair aims to enhance cooperation between
various centres and communities of practice in preventing
radicalization, undertake action research projects, develop best
practices, shape programs and public policy and raise awareness
and visibility.","""유네스코 예방의 의자""
과격화 및
폭력적인 극단주의
콩코디아의 비베크 벤카테쉬가 공동 소유하는 이 의자는 다음과 같은 역할을 하는 것을 목표로 한다.
연구 개발, 공유 및 촉진을 위한 우수 센터
과격한 과격화 방지를 위한 조치와
극단주의 그 의장은 사이의 협력을 증진하는 것을 목표로 한다.
예방을 위한 다양한 센터와 지역 사회.
급진화, 행동 연구 프로젝트 수행, 최선의 개발
관행, 프로그램 및 공공 정책을 구체화하고 인식을 높입니다.
가시성을 확보했습니다.""","Concordia의 Vivek Venkatesh가 공동으로 공동으로 공동으로 공동으로 공동으로 급진파와 폭력적인 극단주의를 방지하는 유네스코 의장은 폭력적인 급 진화와 극단주의 예방에 관한 연구와 행동을 개발, 공유 및 홍보하기위한 우수성의 중심 역할을하는 것을 목표로합니다.의장은 급진파를 예방하고 행동 연구 프로젝트를 수행하며 모범 사례 개발, 모범 사례 개발, 공공 정책 및 공공 정책 및 인식과 가시성을 높이는 다양한 센터와 실무 지역 사회 간의 협력을 강화하는 것을 목표로합니다."," 급진파를 예방하고 행동 연구 프로젝트를 수행하며 모범 사례 개발, 모범 사례 개발, 공공 정책 및 공공 정책 및 인식과 가시성을 높이는 다양한 센터와 실무 지역 사회 간의 협력을 강화하는 것을 목표로합니다.",16,4
21,오스트레일리아,Newcastle australia,"CENTRE FOR STUDY OF VIOLENCE
Researchers at the Centre for the Study of Violence are focused on the origins, causes, and experience of violence throughout history and the present day. They explore the global roots of contemporary violence by examining the connections between the past and the present, and the range of cultural values and perceptions that surrounds both patterns of structural violence and individual acts of violence.","""폭력 연구 센터
폭력 연구 센터의 연구원들은 역사와 현재를 통해 폭력의 기원, 원인, 그리고 경험에 초점을 맞추고 있다. '과거와 현재 사이의 연관성, 구조적 폭력의 패턴과 개별적인 폭력 행위 모두를 둘러싸고 있는 문화적 가치와 인식의 범위를 조사함으로써 현대 폭력의 세계적 뿌리를 탐구한다'는 것이다.","폭력 연구 센터 연구 센터 폭력 연구 센터의 연구원은 역사와 현재의 폭력의 기원, 원인 및 경험에 중점을 둡니다.그들은 과거와 현재의 연결과 구조적 폭력의 패턴과 개인 폭력 행위를 둘러싼 문화적 가치와 인식의 범위를 조사함으로써 현대 폭력의 세계적인 뿌리를 탐구합니다.", 과거와 현재의 연결과 구조적 폭력의 패턴과 개인 폭력 행위를 둘러싼 문화적 가치와 인식의 범위를 조사함으로써 현대 폭력의 세계적인 뿌리를 탐구합니다.,16,4
192,캐나다,Western University,"Humanitarian Society
UWO Humanitarian Society
works in partnership withCanadian Red Cross to fundraise and increase awarenessfor humanitarian crises. They also provide their memberswith a wide variety of volunteer opportunities within theLondon community. Past events include fundraising carepackages of essential supplies and non-perishable fooditems that will be donated to local food banks andshelters in London.","인도주의 학회
UWO 인도주의 학회
캐나다 적십자사와 협력하여 기금을 조성하고 인도주의적 위기에 대한 인식을 높입니다. 그들은 또한 회원들에게 런던 공동체 내에서 다양한 자원봉사 기회를 제공한다. 과거 행사로는 런던의 지역 푸드뱅크와 쉼터에 기부될 필수 물품과 썩지 않는 식품 품목의 모금 관리 패키지가 포함되어 있다.",인도주의 사회 UWO 인도주의 사회는 인도 주의적 위기에 대한 인식을 높이고 인식을 높이기 위해 카나디아 적십자사와 협력하여 일한다.또한 Thelondon 커뮤니티 내에서 다양한 자원 봉사 기회를 제공하는 회원들에게 제공합니다.과거의 행사에는 런던의 현지 푸드 뱅크와 껍질에 기증 될 필수 공급품의 기금 모금 및 부패하기 어려운 식품이 포함됩니다., 행사에는 런던의 현지 푸드 뱅크와 껍질에 기증 될 필수 공급품의 기금 모금 및 부패하기 어려운 식품이 포함됩니다.,16,4
207,호주,Victoria University,"In June 2020, SZCC hosted Governing
in a Crisis , a forum for community
leaders examining the effects of
COVID-19 on faith-communities in
Victoria. The panel reflected on the
support faith-based organisations
are providing to individuals in
crisis due to the pandemic, how
communities are managing to worship
together while being apart, and how
good governance practices can help
faith-based organisations meet the
needs of their communities in these
challenging times.","2020년 6월, SZCC는 거버넌스를 개최하였다.
공동체를 위한 포럼인 위기 속에서.
의 효과를 검토하는 지도자
COVID-19의 종교 공동체
빅토리아 패널이 에 반사되었습니다.
신앙에 입각한 단체를 지원하다
을 개인에게 제공하고 있습니다.
팬데믹으로 인한 위기, 어떻게
공동체는 간신히 예배를 드리고 있다.
떨어져 있는 동안 함께, 그리고 어떻게
좋은 거버넌스 관행이 도움이 될 수 있다.
신앙에 기반을 둔 조직이
이들 지역사회의 요구.
어려운 시대","2020 년 6 월, SZCC는 Covid-19가 빅토리아의 신앙 공동체에 미치는 영향을 조사하는 지역 사회 지도자를위한 포럼 인 위기에 관한 통치를 주최했습니다.패널은 지원 신앙 기반 조직에 반영된 패널은 전염병, 지역 사회가 어떻게 숭배하는 동안 함께 숭배하는지, 그리고 좋은 거버넌스 관행이 신앙 기반 조직이 지역 사회의 요구를 충족시키는 데 도움이 될 수있는 방법으로 인해 위기에 처한 개인에게 제공하고 있습니다.이 어려운시기."," 지원 신앙 기반 조직에 반영된 패널은 전염병, 지역 사회가 어떻게 숭배하는 동안 함께 숭배하는지, 그리고 좋은 거버넌스 관행이 신앙 기반 조직이 지역 사회의 요구를 충족시키는 데 도움이 될 수있는 방법으로 인해 위기에 처한 개인에게 제공하고 있습니다",16,4
213,미국,Carnegie Mellon University,"Practice
For SDG 16, five areas of activity at CMU had the largest number of activities. These included reducing
violence, ensuring equal access to justice, reducing corruption, developing accountable institutions,
combating human trafficking, and ensuring access to information. Policies related to the governance of
the university were also included here. Many activities in President Jahanian’s Confronting Racism memo
contribute to this goal, as do the numerous programs and initiatives related to ethics and conflicts of
interest.","연습
SDG 16의 경우, CMU의 5개 활동 영역이 가장 많은 활동을 했습니다. 여기에는 절감 효과도 포함됩니다.
폭력, 정의에 대한 평등한 접근 보장, 부패 감소, 책임 있는 제도 개발,
인신매매와 싸우고, 정보에 대한 접근을 보장한다. 의 거버넌스와 관련된 정책
대학교도 여기에 포함되었습니다. 자하니안 대통령의 인종차별에 맞선 메모의 많은 활동
윤리와 충돌과 관련된 수많은 프로그램과 계획들이 그렇듯이, 이 목표에 기여한다.
흥미.","CMU의 5 가지 활동 영역 인 SDG 16에 대한 연습은 가장 많은 활동을 가졌습니다.여기에는 폭력 감소, 정의에 대한 동등한 접근 보장, 부패 감소, 책임 기관 개발, 인신 매매 퇴치, 정보에 대한 접근 보장이 포함됩니다.대학의 거버넌스와 관련된 정책도 여기에 포함되었습니다.자하니아 대통령의 인종 차별 메모와의 많은 활동은 윤리 및 이해 상충과 관련된 수많은 프로그램과 이니셔티브와 마찬가지로이 목표에 기여합니다.", 대통령의 인종 차별 메모와의 많은 활동은 윤리 및 이해 상충과 관련된 수많은 프로그램과 이니셔티브와 마찬가지로이 목표에 기여합니다.,16,4
287,바레인,Bahrain University,"GOOD GOVERNANCE
UOB promotes good governance through several mechanisms.
First, the Student Council consists of representatives of
academic colleges, presidents of student societies, and
representatives of student clubs. Female candidates have won
seats in different colleges, and a high sense of responsibility
and leadership is observed among the student community.
Second, colleges are managed by College Councils comprising
department heads, a high-ranking academic member from
each department appointed by the University President, and
three members from outside the University appointed by the
Board of Trustees. These councils oversee matters related
to teaching, research and examination as well as scientific,
cultural and sports affairs. Finally, Program Advisory
Committees (PACs) composed of employers, scholars, and
other external stakeholders with an interest in the quality of
a program’s graduates acts as advisors for programs and their
development.","양호한 거버넌스
UOB는 몇 가지 메커니즘을 통해 좋은 거버넌스를 촉진한다.
첫째, 학생회는 다음과 같은 대표들로 구성된다.
대학, 학생회 회장, 그리고
학생 클럽의 대표자들 여성 후보가 당선되었다.
다른 대학의 좌석과 높은 책임감.
그리고 학생 공동체에서 리더십이 관찰된다.
둘째, 대학은 다음과 같이 구성된 대학 협의회에 의해 관리된다.
의 고위 학자인 학과장들
대학 총장이 임명한 각 부서 및
대학 밖에서 임명된 세 명의 구성원
이사회. 이 협의회는 관련된 문제를 감독한다.
과학뿐만 아니라 교수, 연구, 시험에도.
문화 체육 문제 마지막으로, 프로그램 자문
고용주, 학자, 그리고 그들로 구성된 위원회(PACs)
품질에 관심이 있는 다른 외부 이해관계자
프로그램의 졸업생들은 프로그램과 그들의 조언자 역할을 한다.
발전.","좋은 거버넌스 UOB는 여러 메커니즘을 통해 좋은 거버넌스를 장려합니다.첫째, 학생회는 학술 대학 대표, 학생 사회 대통령 및 학생 클럽 대표로 구성됩니다.여성 후보자들은 다른 대학에서 자리를 차지했으며 학생 커뮤니티에서 높은 책임과 리더십이 관찰됩니다.둘째, 대학은 부서장, 대학 회장이 임명 한 각 부서의 고위 학업 회원, 이사회가 임명 한 대학 외부의 3 명의 구성원으로 구성된 대학 협의회가 관리합니다.이 협의회는 과학, 문화 및 스포츠 업무뿐만 아니라 교육, 연구 및 시험과 관련된 문제를 감독합니다.마지막으로, 프로그램 졸업생의 품질에 관심이있는 고용주, 학자 및 기타 외부 이해 관계자로 구성된 프로그램 자문위원회 (PACS)는 프로그램 및 개발의 고문 역할을합니다."," 학생회는 학술 대학 대표, 학생 사회 대통령 및 학생 클럽 대표로 구성됩니다",16,4
283,남아프리카 공화국,University of Cape Town,"Also in the Faculty of Law is the Centre of Criminology, which engages with a range of partners, including civil society, local government, state institutions and the international multilateral system. Based in a city plagued by gang violence and high rates of violent crime, its research covers urban security, state and non-state security policing and organised crime and illicit markets.","또한 범죄학 센터는 시민 사회, 지방 정부, 국가 기관 및 국제 다자간 시스템을 포함한 다양한 파트너와 협력하고 있다. 갱단의 폭력과 높은 폭력 범죄율에 시달리는 도시에 기반을 둔 이 연구는 도시 보안, 주 및 비주 보안 경찰, 조직 범죄 및 불법 시장을 다룬다.","또한 법학 학부에는 범죄학의 중심지가 있으며,이 중심은 시민 사회, 지방 정부, 주 기관 및 국제 다자간 시스템을 포함한 다양한 파트너와 관련이 있습니다.갱 폭력과 높은 폭력 범죄에 시달리는 도시에 기반을 둔이 연구는 도시 안보, 주 및 비 국가 안보 정책 및 조직 범죄 및 불법 시장을 다루고 있습니다."," 폭력과 높은 폭력 범죄에 시달리는 도시에 기반을 둔이 연구는 도시 안보, 주 및 비 국가 안보 정책 및 조직 범죄 및 불법 시장을 다루고 있습니다.",16,4
107,뉴질랜드,Auckland universitiy,"CONTRIBUTION TO NATIONAL POLICYMAKINGUniversity of Auckland academics have been appointed as Chief ScienceAdvisors under successive New Zealand governments. Professor JulietGerrard was appointed as the Prime Minster's Chief Science Advisor(PMCSA) in 2018, taking over from Sir Peter Gluckman. The PMCSA advisesthe Prime Minister on scientific evidence in its broadest sense, acts as aconduit of alerts between the research community and government, andengages in activities to raise the profile of science in Aotearoa New Zealand.Some of the major pieces of work have included: the #rethinkplasticproject, advice on antimicrobial resistance, and a briefing to informrecovery after the Christchurch attacks.","국가 정책 수립에 대한 기여

오클랜드 대학교는 뉴질랜드 정부의 수석 과학 고문으로 임명되었다. 줄리엣 제라드 교수는 피터 글럭먼 경을 이어받아 2018년 국무총리 최고과학고문(PMCSA)에 임명됐다. PMCSA는 가장 넓은 의미에서 과학 증거에 대해 총리에게 조언하고, 연구 커뮤니티와 정부 사이의 경계 통로로 작용하며, 뉴질랜드의 과학 인지도를 높이기 위한 활동에 참여한다.주요 작품으로는 #리씽크 플라스틱 프로젝트, 항균제 내성 조언, 크라이스트처치 공격 후 복구에 대한 브리핑을 들 수 있다.","오클랜드 아카데미의 국가 정책 구성 행사에 대한 기여는 연속적인 뉴질랜드 정부 하에서 최고 공상 과학과로 임명되었습니다.Julietgerrard 교수는 Peter Gluckman 경을 인수하여 2018 년 PMCSA (Prime Minster의 최고 과학 고문)로 임명되었습니다.PMCSA의 고문은 과학적 증거에 관한 총리가 가장 광범위한 의미에서 연구 커뮤니티와 정부 사이의 경고의 aconduit 역할을하며, 주요 작품 중 새로운 작품의 과학 프로필을 높이기위한 활동의 엔지니어링 (#RethinkPlasticProject, #RethinkPlasticProject,항균성 저항성에 대한 조언과 크라이스트 처치 공격 후 정보를 제공하기위한 브리핑.",오클랜드 아카데미의 국가 정책 구성 행사에 대한 기여는 연속적인 뉴질랜드 정부 하에서 최고 공상 과학과로 임명되었습니다,16,4
128,호주,University of Wollongong,"Senior Professor Sharon Robinson is a member of the United Nations Environment Programme Environmental Effects Assessment Panel and has highlighted how ozone depletion is impacting ecosystems across the Southern Hemisphere, through its effects on climate. The United Nations Environment Programme is responsible for coordinating the UN’s environmental activities and assisting developing countries in implementing environmentally sound policies and practices.",수석 교수인 Sharon Robinson은 유엔 환경 프로그램 환경 효과 평가 위원회의 일원입니다. 그리고 오존의 고갈이 기후에 미치는 영향을 통해 남반구 전역의 생태계에 어떤 영향을 미치고 있는지를 강조했습니다. 유엔 환경 프로그램은 유엔의 환경 활동을 조정하고 개발도상국들이 환경적으로 건전한 정책과 관행을 이행할 수 있도록 도울 책임이 있습니다.,샤론 로빈슨 (Sharon Robinson) 선임 교수는 유엔 환경 프로그램 환경 효과 평가 패널의 일원이며 오존 고갈이 기후에 미치는 영향을 통해 남반구 전역의 생태계에 어떤 영향을 미치는지 강조했습니다.유엔 환경 프로그램은 유엔의 환경 활동을 조정하고 개발 도상국이 환경 건전한 정책과 관행을 시행하는 데 도움을주는 책임을 맡고 있습니다., 환경 프로그램은 유엔의 환경 활동을 조정하고 개발 도상국이 환경 건전한 정책과 관행을 시행하는 데 도움을주는 책임을 맡고 있습니다.,16,4
302,덴마크,Aalborg University,"STUDENT ASSOCIATIONS
AAU recognises student associations by the university working
closely with them and providing the student associations
with financial and practical support. Once a year, the Rector’s
Office meets with all student associations to discuss university
policies and strategies to ensure inclusion of students’
comments and ideas.","학생회
AAU는 대학에서 일하는 것에 의해 학생회를 인정한다.
그들과 긴밀히 협력하고 학생회를 제공한다.
재정적, 실질적인 지원으로 1년에 한 번, 렉터스는
사무실은 모든 학생회들과 대학에 대해 토론하기 위해 만난다.
학생들의 포함을 보장하기 위한 정책과 전략
의견과 의견","학생 협회 AAU는 대학의 학생 협회를 인정하고 그들과 긴밀히 협력하고 학생 협회에 재정적 및 실질적인 지원을 제공합니다.1 년에 한 번, 총재 사무실은 모든 학생 협회와 만나 학생들의 의견과 아이디어를 포함시키기위한 대학 정책과 전략을 논의합니다."," 년에 한 번, 총재 사무실은 모든 학생 협회와 만나 학생들의 의견과 아이디어를 포함시키기위한 대학 정책과 전략을 논의합니다.",16,4
