,국가,대학교명,내용,번역,영한_재번역,추출요약,분류,5분류
745,영국,Oxford University,"We’ll reduce our water consumption even more: continue to roll out our Water Management Strategy, prioritise water efficiency in buildings that use lots of water, fit low flow taps and showers, calibrate taps and showers for shorter run times, fit smart meters on water supplies to identify leaks, improve the efficiency of equipment that produces laboratory grade water","우리는 물 소비량을 더욱 줄일 것입니다. 물 관리 전략을 지속적으로 수립하고, 물을 많이 사용하는 건물에서 물 효율의 우선 순위를 정하고, 저유량 수도꼭지와 샤워기를 설치하며, 가동 시간을 단축하기 위해 수도꼭지와 샤워기를 조정하고, 누수를 식별하기 위한 스마트 계량기를 수도 공급기에 장착하고, la를 생산하는 장비의 효율성을 개선합니다.","우리의 물 소비를 더욱 줄일 것입니다 : 물 관리 전략을 계속 발전시키고, 많은 물을 사용하는 건물의 물 효율성 우선 순위를 정하고, 낮은 흐름 탭 및 샤워를 맞추고, 더 짧은 달리기 시간을 위해 샤워를 보정하고, 스마트 미터를 맞추십시오.누출을 식별하고 실험실 등급 물을 생산하는 장비의 효율성을 향상시키기위한 물 공급", 식별하고 실험실 등급 물을 생산하는 장비의 효율성을 향상시키기위한 물 공급,6,2
227,캐나다,York University,"CENTRE FOR BEE RESEARCH
Experts from disciplines across York, including
biologists, social scientists and mathematicians,
have convened their own hive to tackle the global
crisis concerning the health and decline of bees. The
Centre for Bee Ecology, Evolution and Conservation
(BEEc) received approval by the York University’s
Senate to become the 26th Organized Research
Unit. BEEc researchers will study the health,
behaviour, biodiversity, genomics and conservation
of bees, with the goal of enhancing their
survivability and their important contribution,
through pollination, to planetary
health. Learn more here.","""꿀벌 연구 센터""
다음과 같은 요크 전역의 학문의 전문가들
생물학자들, 사회과학자들 그리고 수학자들,
전 세계에 대항하기 위해 그들 자신의 벌집을 소집했다.
벌의 건강과 쇠퇴에 관한 위기 그
벌 생태·진화·보존
(BEC)는 요크 대학교의 승인을 받았다.
상원, 제26대 조직적 연구로 선정
팀. BEEC 연구원들이 건강을 연구할 것이고,
행동, 생물 다양성, 유전체학 및 보존
꿀벌의 양을 증가시키기 위해
생존가능성과 그들의 중요한 기여,
수분작용을 통해, 행성으로.
건강. 자세한 내용은 여기를 참조하십시오.""","생물 학자, 사회 과학자 및 수학자를 포함한 요크 전역의 분야의 꿀벌 연구 전문가 센터는 꿀벌의 건강과 쇠퇴에 관한 세계적인 위기를 해결하기 위해 자신의 벌집을 소집했습니다.BEEC (Bee Ecology, Evolution and Conservation) 센터는 York University의 상원 의원으로부터 26 번째 조직화 된 연구 부서가되기 위해 승인을 받았습니다.BEEC 연구원들은 생존 가능성과 수분을 통해 행성 건강에 대한 중요한 기여를 향상시키기 위해 꿀벌의 건강, 행동, 생물 다양성, 유전체학 및 보존을 연구 할 것입니다.여기에서 자세히 알아보십시오.","생물 학자, 사회 과학자 및 수학자를 포함한 요크 전역의 분야의 꿀벌 연구 전문가 센터는 꿀벌의 건강과 쇠퇴에 관한 세계적인 위기를 해결하기 위해 자신의 벌집을 소집했습니다",15,2
1758,덴마크,Aalborg University,"OCEANS PAST PLATFORM
The Oceans Past Platform Action, anchored at the Department
of Politics and Society, aims to measure and understand
the significance and value to European societies of living
marine resource extraction and production to help shape
the future of coasts and oceans. The integrative platform will
lower the barriers between human, social and natural sciences;
multiply the learning capacity of research environments;
and enable knowledge transfer and co-production among
researchers and other sectors of society specifically by integrating
historical findings on the scale and intensity of resource
use into management and policy frameworks.","플랫폼을 지나온 바다
해양과거 플랫폼 액션, 부처에 닻을 내렸다.
정치와 사회의, 측정하고 이해하는 것을 목표로 한다.
유럽생활사회에 대한 의의와 가치
형성을 돕기 위한 해양 자원 추출 및 생산
해안과 바다의 미래 통합 플랫폼은
인간, 사회, 자연과학 사이의 장벽을 낮추다.
연구 환경의 학습 능력을 배가한다.
그리고 지식 전달과 공동 생산을 가능하게 한다.
특히 통합함으로써 연구자들과 사회의 다른 부문들.
자원의 규모와 강도에 대한 역사적 발견
관리 및 정책 프레임워크에 사용합니다.","정치 및 사회학과에 정박 한 바다의 바다 과거 플랫폼 플랫폼 과거 플랫폼 행동은 해안과 해양의 미래를 형성하는 데 도움이되는 해양 자원 추출 및 생산의 유럽 사회에 대한 중요성과 가치를 측정하고 이해하는 것을 목표로합니다.통합 플랫폼은 인간, 사회 및 자연 과학 사이의 장벽을 낮출 것입니다.연구 환경의 학습 능력을 곱합니다.그리고 자원 사용의 규모와 강도에 대한 역사적 결과를 관리 및 정책 프레임 워크에 통합함으로써 연구원 및 기타 사회 부문 간의 지식 이전 및 공동 제작을 가능하게합니다.", 자원 사용의 규모와 강도에 대한 역사적 결과를 관리 및 정책 프레임 워크에 통합함으로써 연구원 및 기타 사회 부문 간의 지식 이전 및 공동 제작을 가능하게합니다.,14,2
60,캐나다,Waterloo,"Biology Programs
Biology explores how species in the natural world live
and interact with the environment around them. In our programs, students can study the human body, the ecology of plants and animals on land and in water, biological processes at the molecular level, and the detailed and complex interactions that take place within and among biological organisms. Understanding biology helps us maintain the rich and diverse ecosystem in which we live and helps define our place within it.","《바이오 프로그램》
생물학은 자연계의 종들이 어떻게 살고 그들 주변의 환경과 상호 작용하는지를 탐구한다. 우리의 프로그램에서, 학생들은 인간의 신체, 육지와 물에 있는 식물과 동물의 생태, 분자 수준의 생물학적 과정, 그리고 생물학적 유기체 내에서 그리고 생물 유기체들 사이에서 일어나는 상세하고 복잡한 상호 작용을 연구할 수 있다. 생물학에 대한 이해는 우리가 살고 있는 풍부하고 다양한 생태계를 유지하는데 도움을 주고 그 안에서 우","생물학 프로그램 생물학은 자연 세계의 종들이 어떻게 주변 환경과 어떻게 살고 상호 작용하는지 탐구합니다.우리의 프로그램에서 학생들은 인체, 육상과 물에서 식물과 동물의 생태, 분자 수준의 생물학적 과정, 생물학적 유기체 내에서 그리고 생물학적 유기체에서 발생하는 상세하고 복잡한 상호 작용을 연구 할 수 있습니다.생물학을 이해하면 우리가 살고있는 풍부하고 다양한 생태계를 유지하고 그 안에서 우리의 위치를 정의하는 데 도움이됩니다."," 프로그램에서 학생들은 인체, 육상과 물에서 식물과 동물의 생태, 분자 수준의 생물학적 과정, 생물학적 유기체 내에서 그리고 생물학적 유기체에서 발생하는 상세하고 복잡한 상호 작용을 연구 할 수 있습니다",15,2
1632,핀란드,University of Eastern Finland,"The research group on Plant Biology
studies how Northern plants adapt
to global warming, changing water
conditions and increased greenhouse
gases","식물생물학 연구회
북부식물이 어떻게 적응하는지 연구들
지구 온난화, 물갈이
조건과 증가된 온실
가스","식물 생물학 연구 그룹은 북부 식물이 지구 온난화, 물 조건 변화 및 온실 가스 증가에 어떻게 적응하는지 연구","식물 생물학 연구 그룹은 북부 식물이 지구 온난화, 물 조건 변화 및 온실 가스 증가에 어떻게 적응하는지 연구",15,2
1865,캐나다,Brock University,"Initiatives at Brock University
WATER REFILL STATIONS  
Brock has 44 water refill stations across  campus that can be used to reduce the need for single use plastic bottles. There are many negative effects from the use of single use plastics, and any effort made by using these water refill stations is greatly appreciated.","Brock University의 이니셔티브
급수 스테이션  
브록은 1회용 플라스틱 병의 필요성을 줄이는 데 사용할 수 있는 44개의 물 리필 스테이션이 캠퍼스 전역에 있습니다. 일회용 플라스틱 사용으로 인한 많은 부정적인 영향이 있으며, 이러한 물 리필 스테이션을 사용하는 모든 노력은 매우 감사합니다.","Brock University Water Refill Station의 이니셔티브 Brock에는 단일 사용 플라스틱 병의 필요성을 줄이는 데 사용할 수있는 캠퍼스 전역에 44 개의 물 리필 스테이션이 있습니다.단일 사용 플라스틱의 사용으로 인한 많은 부정적인 영향이 있으며, 이러한 물 리필 스테이션을 사용한 노력은 대단히 감사합니다."," 사용 플라스틱의 사용으로 인한 많은 부정적인 영향이 있으며, 이러한 물 리필 스테이션을 사용한 노력은 대단히 감사합니다.",6,2
1298,미국,The University of Texas at Dallas,"Goals / Future Work
Increase student participation in Watershed Warriors and Campus Cleanup programs","목표/향후 작업
Waterial Warriors 및 Campus Cleanup 프로그램에 대한 학생 참여 증가",목표 / 미래의 작업 유역 전사 및 캠퍼스 청소 프로그램에 대한 학생 참여 증가,목표 / 미래의 작업 유역 전사 및 캠퍼스 청소 프로그램에 대한 학생 참여 증가,14,2
1645,캐나다,Carleton University,"Drink tap water instead of bottled
Take advantage of water bottle filling stations across the campus.

Drink only from the tap with glasses or reusable water bottles
Fill up reusable water bottles on campus at a filtered water bottle filling station","병에 담지 말고 수돗물을 마셔라.
캠퍼스 전체에 있는 물병 충전소를 이용하십시오.

유리잔이나 재사용 가능한 물병과 함께 수도꼭지에서만 마시기
여과된 물병 충전소에서 캠퍼스에서 재사용 가능한 물병을 채웁니다.",병에 든 수돗물을 마시면 캠퍼스 전역의 물병 충전국을 활용하십시오.안경이나 재사용 가능한 물병으로 수돗물에서만 마시십시오. 필터링 된 물병 충전재의 캠퍼스에서 재사용 가능한 물병을 채우십시오., 재사용 가능한 물병으로 수돗물에서만 마시십시오. 필터링 된 물병 충전재의 캠퍼스에서 재사용 가능한 물병을 채우십시오.,6,2
537,뉴질랜드,Auckland universitiy,"Injecting sustainability into the future / New technology to make recycling plastics easier and cheaper isthe first step in a plan that University of Auckland researchers haveto reduce New Zealand’s rate of generating plastic waste which, percapita, is one of the highest in the world. The idea is to stimulate acircular economy that is enabled by this technology, to grow recyclingopportunities and then amplify it by creating a market for high-valuerecycled materials. Ultimately, this would reduce the amount of plasticwe are importing and putting into landfills. Associate Professor JohanVerbeek, director of the Plastics Centre of Excellence at the Universityhas worked with plastics since 1995, and has always had an interest ininnovating with sustainability in mind. The new technology Johan wantsto develop is just one component of an ambitious idea he is seekingto make happen, together with Professor Simon Bickerton, AssociateProfessor Deb Polson, Dr Julia Fehrer, and in partnership with industryorganisations across the value chain, including product manufacturers,designers, recyclers and local government.","미래에 지속 가능성 주입
재활용 플라스틱을 더 쉽고 더 저렴하게 만들기 위한 새로운 기술은 오클랜드 대학 연구원들이 1인당 세계에서 가장 높은 플라스틱 쓰레기 발생률을 줄이기 위한 계획의 첫 단계이다. 이 기술로 가능해진 순환형 경제를 활성화하고 재활용 기회를 키운 뒤 고부가가치 재활용 재료 시장을 만들어 이를 증폭시킨다는 구상이다. 궁극적으로, 이것은 우리가 수입하고 있는 플라스틱의 양을 줄이고 쓰레기 매립지에 넣을 것이다. University의 플라스틱 우수 센터 소장인 Johan Verbeek 부교수는 1995년부터 플라스틱을 연구해 왔으며 항상 지속 가능성을 염두에 두고 혁신에 관심을 가져왔습니다. Johan이 개발하고자 하는 새로운 기술은 Simon Bickerton 교수, Deb Polson 부교수, Julia Ferer 박사와 함께 제품 제조업체, 디자이너, 재활용 업체 및 지방 정부를 포함한 가치 사슬 전반에 걸친 산업 조직과의 파트너십을 통해 실현하고자 하는 야심찬 아이디어의 한 구성 요소에 불과합니다.","재활용 플라스틱을 더 쉽고 저렴하게 만들기 위해 미래 / 신기술에 지속 가능성을 주입하는 것은 오클랜드 대학교 연구원들의 혼란이 뉴질랜드의 플라스틱 폐기물을 생성하는 비율을 줄이는 첫 번째 단계입니다. 이 아이디어는이 기술에 의해 가능해지는 acircular 경제를 자극하고, 재활용 지식을 성장시킨 다음 고소 평가 된 재료의 시장을 만들어 증폭시키는 것입니다. 궁극적으로 이것은 플라스틱이 수입하고 매립지에 넣는 양을 줄입니다. Universityhas의 Plastics Center of Excellence 책임자 인 Johanverbeek 부교수는 1995 년부터 플라스틱과 함께 일했으며 항상 지속 가능성을 염두에두고 관심을 가졌습니다. 새로운 기술 Johan Wantsto Develop은 Simon Bickerton 교수, Associateprofessor Deb Polson, Julia Fehrer 박사와 함께 제품 제조업체, 디자이너, 디자이너, 디자이너, 디자이너, 제품 체인의 산업 조직과 파트너십을 맺고있는 야심 찬 아이디어의 한 구성 요소 일뿐입니다. 재활용 업체 및 지방 정부.","재활용 플라스틱을 더 쉽고 저렴하게 만들기 위해 미래 / 신기술에 지속 가능성을 주입하는 것은 오클랜드 대학교 연구원들의 혼란이 뉴질랜드의 플라스틱 폐기물을 생성하는 비율을 줄이는 첫 번째 단계입니다. 이 아이디어는이 기술에 의해 가능해지는 acircular 경제를 자극하고, 재활용 지식을 성장시킨 다음 고소 평가 된 재료의 시장을 만들어 증폭시키는 것입니다. 궁극적으로 이것은 플라스틱이 수입하고 매립지에 넣는 양을 줄입니다. Universityhas의 Plastics Center of Excellence 책임자 인 Johanverbeek 부교수는 1995 년부터 플라스틱과 함께 일했으며 항상 지속 가능성을 염두에두고 관심을 가졌습니다. 새로운 기술 Johan Wantsto Develop은 Simon Bickerton 교수, Associateprofessor Deb Polson, Julia Fehrer 박사와 함께 제품 제조업체, 디자이너, 디자이너, 디자이너, 디자이너, 제품 체인의 산업 조직과 파트너십을 맺고있는 야심 찬 아이디어의 한 구성 요소 일뿐입니다. 재활용 업체 및 지방 정부.",13,2
1667,캐나다,Carleton University,Carleton University offers several locations that operate the E-waste Recycling Program which provides environmentally friendly and secure disposal of e-waste free of charge. See the following list of Carleton’s accepted e-waste items list.,칼튼 대학교는 환경 친화적이고 안전한 전자 폐기물 처리를 무료로 제공하는 전자 폐기물 재활용 프로그램을 운영하는 여러 곳을 제공합니다. 다음 칼튼의 승인된 전자 폐기물 품목 목록을 참조하십시오.,칼튼 대학교 (Carleton University)는 전자 폐기물을 무료로 무료로 처리하는 전자 폐기물 재활용 프로그램을 운영하는 여러 지역을 제공합니다.Carleton의 허용 된 전자 폐기물 항목 목록의 다음 목록을 참조하십시오., 허용 된 전자 폐기물 항목 목록의 다음 목록을 참조하십시오.,14,2
243,캐나다,Concordia University,"WASTE REDUCTION INITIATIVES
Facilities Management’s Zero Waste Concordia program
is committed to becoming a model for sustainable waste,
water and energy management at universities. Zero Waste
Concordia’s mission is to divert landfill waste and instead
reduce, reuse, recycle and rot. The program targets coffee cups,
e-waste, paper, office furnishings and organic waste.
The Zero Waste Week and Challenge is a yearly, free event
series and pledge dedicated to rethinking and innovating the
way we approach waste. Students learn about upcycling,
repurposing, composting and recycling, as well as the
environmental and social implications of unsustainable waste
management systems through workshops and activities.
The Dish Project is a student-run waste reduction initiative
and official partner of Zero Waste Concordia. By lending out
its inventory of reusable dishes, the project makes it easy for
anyone in Montreal to run a sustainable event. It aims to make
events more sustainable by supplying reusable dishes as a free
and accessible alternative to disposable products. By providing
practical resources to ease participation in the shared economy,
the project hopes to encourage people to rethink consumer
culture and act in solidarity with those most impacted by it.
SDG 12 RESPONSIBLE CONSUMPTION
AND PRODUCTION
The catering agreement contract used by Concordia’s Food
Services includes sustainable practices. All of our dining halls
employ a compost-only model. Compost collection has more
than doubled, from around 45 metric tonnes in 2015-2016
through 15 compost bins to over 90 metric tonnes in 2018-
2019 through over 200 compost bins.","폐기물 감소 이니셔티브_x000D_
시설 관리의 폐기물 제로 콩코드 프로그램_x000D_
지속 가능한 폐기물의 모델이 되기 위해 최선을 다하고 있습니다._x000D_
대학의 물과 에너지 관리 제로 웨이스트_x000D_
콩코디아의 임무는 쓰레기 매립지를 다른 곳으로 옮기는 것이다._x000D_
감소, 재사용, 재활용 및 썩습니다. 그 프로그램은 커피잔을 목표로 하고 있고_x000D_
전자 폐기물, 종이, 사무용 가구 및 유기 폐기물._x000D_
제로 웨이스트 위크 앤 챌린지는 매년 열리는 무료 이벤트입니다._x000D_
시리즈와 서약서를 다시 생각하고 혁신하는 데 전념합니다._x000D_
우리가 폐기물에 접근하는 방법 학생들은 업사이클링에 대해 배운다._x000D_
용도 변경, 퇴비화, 재활용, 그리고 그 외_x000D_
지속 불가능한 폐기물의 환경 및 사회적 영향_x000D_
워크샵과 활동을 통한 관리 시스템._x000D_
Dish Project는 학생이 운영하는 폐기물 감소 이니셔티브입니다._x000D_
제로 웨이스트 콩코디아의 공식 파트너입니다. 빌려줌으로써_x000D_
재사용 가능한 접시에 대한 그것의 재고, 그 프로젝트는 그것을 쉽게 만든다._x000D_
몬트리올에서 지속 가능한 행사를 운영하는 모든 사람들. 을 만드는 것을 목표로 한다._x000D_
재사용 가능한 접시를 무료로 제공함으로써 더 지속 가능한 행사들_x000D_
일회용품에 대한 접근성 있는 대안. 제공_x000D_
공유경제에 쉽게 참여할 수 있는 실질적인 자원,_x000D_
그 프로젝트는 사람들이 소비자를 다시 생각하도록 장려하기를 희망한다._x000D_
그것에 의해 가장 영향을 받는 사람들과 연대하여 문화하고 행동한다._x000D_
SDG 12 책임 있는 소비_x000D_
및 프로덕션_x000D_
콩코디아 식품이 사용한 음식 제공 계약서_x000D_
서비스에는 지속 가능한 관행이 포함됩니다. 우리의 모든 식당들_x000D_
퇴비 전용 모델을 채용하다 퇴비 수집은 더 많은 것을 가지고 있다._x000D_
2015-2016년 약 45metric tons에서 두 배 이상 증가_x000D_
퇴비통 15개를 통해 2018년 90metric ton 초과 달성_x000D_
200개가 넘는 퇴비통을 통해 2019년을 맞이했습니다.","폐기물 감소 이니셔티브 시설 관리의 제로 폐기물 콩코르 디아 프로그램은 대학에서 지속 가능한 폐기물, 수자원 및 에너지 관리를위한 모델이되기 위해 노력하고 있습니다. 제로 폐기물 콩코르 디아의 사명은 매립 폐기물을 전환하고 대신 대신 재사용, 재활용, 재활용 및 부패하는 것입니다. 이 프로그램은 커피 컵, 전자 폐기물, 종이, 사무용 가구 및 유기농 폐기물을 대상으로합니다. 제로 폐기물 주와 챌린지는 매년 무료 이벤트 시리즈이며 폐기물에 접근하는 방식을 다시 생각하고 혁신하기위한 서약입니다. 학생들은 작업장 및 활동을 통해 지속 불가능한 폐기물 관리 시스템의 환경 및 사회적 영향뿐만 아니라 업 사이클링, 용도 변경, 퇴비 및 재활용에 대해 배웁니다. Dish Project는 학생이 운영하는 폐기물 감소 이니셔티브이며 Zero Waste Concordia의 공식 파트너입니다. 재사용 가능한 요리의 인벤토리를 빌려서이 프로젝트는 몬트리올의 모든 사람이 지속 가능한 행사를 쉽게 운영 할 수 있도록합니다. 재사용 가능한 요리를 일회용 제품에 대한 무료 및 접근 가능한 대안으로 공급함으로써 이벤트를보다 지속 가능하게 만드는 것을 목표로합니다. 공유 경제에 참여할 수있는 실용적인 자원을 제공 함으로써이 프로젝트는 사람들이 소비자 문화를 재고하고 가장 영향을받는 사람들과 연대하게 행동하도록 장려하기를 희망합니다. SDG 12 책임 소비 및 생산 Concordia의 식품 서비스에서 사용하는 케이터링 계약 계약에는 지속 가능한 관행이 포함됩니다. 모든 식당은 퇴비 전용 모델을 사용합니다. 퇴비 컬렉션은 2015-2016 년 약 45 미터 톤에서 15 퇴비 빈 (퇴비 빈)에서 2018-2019 년에 90 톤 이상으로 200 개가 넘는 퇴비 빈을 두 배 이상 증가 시켰습니다.","폐기물 감소 이니셔티브 시설 관리의 제로 폐기물 콩코르 디아 프로그램은 대학에서 지속 가능한 폐기물, 수자원 및 에너지 관리를위한 모델이되기 위해 노력하고 있습니다. 제로 폐기물 콩코르 디아의 사명은 매립 폐기물을 전환하고 대신 대신 재사용, 재활용, 재활용 및 부패하는 것입니다. 이 프로그램은 커피 컵, 전자 폐기물, 종이, 사무용 가구 및 유기농 폐기물을 대상으로합니다. 제로 폐기물 주와 챌린지는 매년 무료 이벤트 시리즈이며 폐기물에 접근하는 방식을 다시 생각하고 혁신하기위한 서약입니다. 학생들은 작업장 및 활동을 통해 지속 불가능한 폐기물 관리 시스템의 환경 및 사회적 영향뿐만 아니라 업 사이클링, 용도 변경, 퇴비 및 재활용에 대해 배웁니다. Dish Project는 학생이 운영하는 폐기물 감소 이니셔티브이며 Zero Waste Concordia의 공식 파트너입니다. 재사용 가능한 요리의 인벤토리를 빌려서이 프로젝트는 몬트리올의 모든 사람이 지속 가능한 행사를 쉽게 운영 할 수 있도록합니다. 재사용 가능한 요리를 일회용 제품에 대한 무료 및 접근 가능한 대안으로 공급함으로써 이벤트를보다 지속 가능하게 만드는 것을 목표로합니다. 공유 경제에 참여할 수있는 실용적인 자원을 제공 함으로써이 프로젝트는 사람들이 소비자 문화를 재고하고 가장 영향을받는 사람들과 연대하게 행동하도록 장려하기를 희망합니다. SDG 12 책임 소비 및 생산 Concordia의 식품 서비스에서 사용하는 케이터링 계약 계약에는 지속 가능한 관행이 포함됩니다. 모든 식당은 퇴비 전용 모델을 사용합니다. 퇴비 컬렉션은 2015-2016 년 약 45 미터 톤에서 15 퇴비 빈 (퇴비 빈)에서 2018-2019 년에 90 톤 이상으로 200 개가 넘는 퇴비 빈을 두 배 이상 증가 시켰습니다.",12,2
1521,영국,London School of Economics and Political Science,"We apply the “Reduce, Reuse, Recycle, Recover” waste hierarchy in our waste and resource management. LSE’s total waste volume (excluding construction waste) in 2019/20 was 1,045 tonnes, of which 53 per cent was reused or recycled. Excluding a small fraction of construction waste, zero waste to landfill was achieved again this year. The temporary closure of campus reduced waste production, a trend expected to continue into 2020/21.","폐기물 및 자원 관리에 ""감소, 재사용, 재활용, 복구"" 폐기물 계층을 적용합니다. LSE의 2019/20년 총 폐기물량(건설 폐기물 제외)은 1,045톤이며, 이 중 53%가 재사용 또는 재활용되었습니다. 건설폐기물의 극히 일부를 제외하고, 매립지로의 폐기물 제로화가 올해 다시 달성되었습니다. 캠퍼스의 임시 폐쇄는 폐기물 생산을 감소시켰으며, 이러한 추세는 2020/21년까지 계속될 것으로 예상됩니다.","우리는 폐기물 및 자원 관리에“감소, 재사용, 재활용, 복구”폐기물 계층 구조를 적용합니다.2019/20의 LSE의 총 폐기물량 (건축 폐기물 제외)은 1,045 톤으로 53 %가 재사용되거나 재활용되었습니다.건축 폐기물의 작은 부분을 제외하고 올해 매립지에 대한 제로 폐기물이 다시 달성되었습니다.캠퍼스의 임시 폐쇄로 인해 폐기물 생산이 줄어들 었으며, 2020/21로 계속 될 것으로 예상됩니다.","우리는 폐기물 및 자원 관리에“감소, 재사용, 재활용, 복구”폐기물 계층 구조를 적용합니다",12,2
979,말레이시아,Sunway University,"Through the Strategic
Internationalisation Programme:
Microplastic Pollution in Malaysia,
the research team, under
the umbrella of the School of
Medical and Life Sciences, set
out to determine microplastics
contamination in Kuala Selangor,
Malaysia. This is done by
investigating the presence
of microplastics and variant
anthropogenic debris containing
in Malaysian edible bivalves due
to its filter-feeding role.","전략을 통해
국제화 프로그램:
말레이시아의 미세플라스틱 오염
의 연구팀
학파의 우산.
의료 및 생명과학, 세트
미세플라스틱을 결정하기 위해
쿠알라 셀랑고르에서 오염되었습니다.
말레이시아. 이 작업은 에 의해 수행됩니다.
존재 여부 조사
미세플라스틱 및 변종의
가 포함된 인공 잔해
말레이시아에서 유통되는 식용 이매기.
필터 공급 역할을 합니다.","전략적 국제화 프로그램 : 말레이시아의 소액 가소성 오염, 연구팀은 의료 및 생명 과학 학교의 우산 아래 말레이시아 쿠알라 셀랑 고르의 미세 유전자 오염을 결정하기 시작했습니다.이것은 필터 수유 역할로 인해 말레이시아 식용 자발에 함유 된 미세 플라스틱 및 변형 인위성 잔해의 존재를 조사함으로써 수행됩니다.", 필터 수유 역할로 인해 말레이시아 식용 자발에 함유 된 미세 플라스틱 및 변형 인위성 잔해의 존재를 조사함으로써 수행됩니다.,12,2
169,영국,University of Glasgow,"We are a signatory to the SDG Accord and
are working in partnership with organisations
locally, nationally and internationally to promote
sustainability. In 2019, we signed a civic
agreement with Glasgow City Council, which committed us to delivering our sustainability
targets in line with those of the city and playing
an active role in the Sustainable Glasgow
initiative. This commitment is also reflected in
our Glasgow Green strategy, which sets out our
climate change strategy and action plan.","우리는 SDG 협정에 서명했습니다._x000D_
조직과 협력하여 작업하고 있습니다._x000D_
지역, 국내 및 국제적으로 홍보하기 위해_x000D_
지속 가능성 2019년에 시민결합을 했습니다._x000D_
지속가능성 실현을 위해 헌신한 글래스고 시의회와의 합의_x000D_
도시와 놀이의 대상들_x000D_
지속가능한 글래스고에서의 적극적인 역할_x000D_
계획. 이 헌신은 또한 다음에도 반영됩니다._x000D_
우리의 Glasgow Green 전략 , 우리의 시작._x000D_
기후 변화 전략과 행동 계획이라고 말했다.","우리는 SDG Accord의 서명자이며 지속 가능성을 촉진하기 위해 현지, 국가 및 국제 조직과 협력하고 있습니다.2019 년에 우리는 글래스고 시의회와 시민 협약에 서명했으며, 이는 도시의 목표와 일치하며 지속 가능한 글래스고 이니셔티브에서 적극적인 역할을 수행하는 지속 가능성 목표를 제공하기 위해 노력했습니다.이 약속은 또한 우리의 기후 변화 전략과 행동 계획을 세우는 Glasgow Green 전략에도 반영됩니다."," 년에 우리는 글래스고 시의회와 시민 협약에 서명했으며, 이는 도시의 목표와 일치하며 지속 가능한 글래스고 이니셔티브에서 적극적인 역할을 수행하는 지속 가능성 목표를 제공하기 위해 노력했습니다",12,2
188,영국,University of Glasgow,"Academics from the University have contributed
to Edinburgh Shoreline’s Greening the Grey
project. An early joint public engagement
project involved a team that worked with
local schools to explore coastal biodiversity
by combining art, ecology, engineering and
biogeomorphology. Children designed and
made tiles from concrete and strapped them
to the coastal defences along the shoreline
at Cramond, encouraging colonisation by
marine seaweeds, barnacles, lichens, and other
species.","대학에서 온 학자들이 기여했습니다._x000D_
에든버러 해안의 그린 더 그레이로_x000D_
프로젝트. 조기 공동 참여_x000D_
프로젝트에는 함께 작업한 팀이 포함되었습니다._x000D_
해안의 생물 다양성을 탐구하는 지역 학교들_x000D_
예술, 생태, 공학, 그리고 을 결합함으로써_x000D_
생물 지리학 어린이 디자인 및_x000D_
콘크리트로 타일을 만들어 끈으로 묶었다._x000D_
해안선을 따라 해안 방어에._x000D_
에 의한 식민지화를 장려하는 크라몬드._x000D_
해조류, 외양간, 지의류 및 기타_x000D_
종이라고 말했다.","대학의 학자들은 에딘버러 쇼어 라인의 녹색 프로젝트에 기여했습니다.초기 공동 공공 참여 프로젝트에는 지역 학교와 협력하여 예술, 생태, 공학 및 생물 형태를 결합하여 해안 생물 다양성을 탐색하는 팀이 포함되었습니다.어린이들은 콘크리트로 타일을 설계하고 만들었고 Cramond의 해안선을 따라 해안 방어로 묶어 해양 해초, 매성, 이끼 및 기타 종의 식민지화를 장려합니다."," 공동 공공 참여 프로젝트에는 지역 학교와 협력하여 예술, 생태, 공학 및 생물 형태를 결합하여 해안 생물 다양성을 탐색하는 팀이 포함되었습니다",14,2
235,캐나다,Concordia University,"MONTREAL WATERWAYS PROJECT
Montreal Waterways is a collaborative experiment in
composite ethnography investigating the city’s relationship
with water as a defining feature of its environment and
infrastructure. Housed within the Concordia Ethnography
Lab, this project offers inquiry into the heterogeneous relations
of our shared waterways. The Montreal Waterways working
group recently completed the Ghost River Project, which
presented an interactive map of one of Montreal’s lost rivers.","""몬트리올 수로 프로젝트""
몬트리올 수로는 공동 실험이다.
도시의 관계를 조사하는 종합 민족지학
환경의 결정적인 특징으로서 물을 가지고 그리고
사회 기반 시설. 콩코디아 민족지 내에 수용됨
연구실, 이 프로젝트는 이질적인 관계에 대한 조사를 제공합니다.
우리 수로를 공유하지 몬트리올 수로가 작동
그 그룹은 최근에 고스트 리버 프로젝트를 완성했다.
몬트리올의 유실된 강 중 하나에 대한 대화형 지도를 제시했습니다.""",Montreal Waterways Project Montreal Waterways는 환경 및 인프라의 정의 특징으로서 물과의 관계를 조사하는 복합 민족 지학의 공동 실험입니다.Concordia Ethnography Lab 내에있는이 프로젝트는 공유 수로의 이기종 관계에 대한 조사를 제공합니다.몬트리올 워터웨이 실무 그룹은 최근 몬트리올의 잃어버린 강 중 하나의 대화식지도를 발표 한 고스트 리버 프로젝트를 완료했습니다., 워터웨이 실무 그룹은 최근 몬트리올의 잃어버린 강 중 하나의 대화식지도를 발표 한 고스트 리버 프로젝트를 완료했습니다.,6,2
