,국가,대학교명,내용,요약,요약번역,분류,5분류
425,덴마크,Aalborg,"THE DANISH ACADEMY OF TECHNICAL
SCIENCES (ATV)
With the ambition of making Denmark one of the five leading
Science and Engineering regions in the world, the independent
think tank ATV utilises the combined knowledge and skills of
more than 800 Fellows and partner members to improve the
framework for science and technology research and application
in Denmark. The Academy’s work is organised in seven
areas, including Technology for Sustainability. From AAU, Professor
Mogens Ryholt Poulsen, Dean of the Faculty of Engineering
and Science, is member of the presidium, and several
researchers are members of the different sage councils within
the Academy.",The Danish Academy of Science and Technology is a not-for-profit organisation based at the University of Copenhagen., 덴마크 과학 기술 아카데미는 코펜하겐 대학에 기반을 둔 비영리 조직입니다.,17,5
145,뉴질랜드,Auckland,"BRINGING TOGETHER PARTNERSThe Future Cities Research Hub is currently working on the organisationof the fourth Association of Pacific Rim Universities – Sustainable Citiesand Landscapes Conference that will take place in Auckland in 2020.The conference addresses the main topics related to sustainable cities:sustainable urban design, vulnerable communities, food and nutritionsecurity, transitions in urban waterfronts, landscape and human health,urban renewable energy, infrastructural ecologies, smart cities, urbanbiodiversity, and water and wastewater.",The Future Cities Research Hub is a collaboration between the University of Auckland and the University of Hawaii at Manoa., 미래 도시 연구 허브는 오클랜드 대학교와 하와이 대학교 마노아가 공동으로 설립한 프로젝트입니다.,17,5
448,인도,Ashoka,"Cambridge Partnership
The University of Cambridge and Ashoka University
signed a Memorandum of Understanding in
recognition of their mutual interest in promoting and
furthering academic links between the two
institutions. The possibilities of collaboration include
staff and student exchange and collaborative
research.",The University of Cambridge and Ashoka University signed a Memorandum of Understanding in recognition of their mutual interest in promoting and furthering academic links between the two institutions., 캠브리지 대학교와 아쇼카 대학교는 두 기관 간의 학문적 연계를 촉진하고 증진하는 데 상호 관심을 인정하여 양해각서에 서명했습니다.,17,5
278,미국,Texas at Dallas,"Highlights
Sustainability Service Honors
SDG 1: No Poverty
SDG 10: Reduced Inequalities
Students and staff gathered under a tree making the sign of the UTD “mini-whoosh”.
Photo Source: UTD Sustainability Instagram

Sustainability Service Honors is an award given to honor UT Dallas graduating students whose service advances any of the 17 United Nations Sustainable Development Goals. Student leaders may provide volunteer service that advances global sustainability efforts both at UT Dallas and in the community. Nearing graduation, students will be recognized at a sustainability service ceremony organized by the Office of Sustainability. To receive the honor, students must register on the Office of Sustainability website, log 250+ hours (125+ for transfer students) throughout their college experience, and then attend the ceremony. This honor recognizes the interdisciplinary nature of the SDGs and encourages students to seek out their own partnerships within their community.",The Office of Sustainability at the University of Texas at Dallas has announced the recipients of its Sustainability Service Honors.,댈러스에 있는 텍사스 대학교의 지속 가능성 사무국은 지속 가능성 서비스 영예의 수상자를 발표했습니다.,17,5
423,덴마크,Aalborg,"SUSTAINABLE CAMPUS FORUM
In 2019, a Sustainable Campus Forum was established at AAU
with the purpose of inspiring and qualifying sustainability efforts
in campus operations. The forum is composed of representatives
of students and staff from the different campuses
at AAU along with representatives of Campus Service, the
campus managers of AAU Esbjerg and AAU Copenhagen, and
the campus director of AAU Aalborg. The vision is for the forum
to achieve a common understanding of sustainability in
relation to AAU operations.",The aim of the forum is to achieve a common understanding of sustainability in relation to operations., 포럼의 목적은 운영과 관련하여 지속 가능성에 대한 공통된 이해를 달성하는 것입니다.,17,5
22,이탈리아,Bologna,"UNIversity COrridors for REfugees (EthiopiaUnibo 2019-21). The initiative is created to allow refugee students from Ethiopia to continue their academic career at the University of Bologna. The project is promoted by the Alma Mater and UNHCR Italy - UN Agency for Refugees and carried out thanks to the support of: Italian Ministry of Foreign Affairs and International Cooperation, Archdiocese of Bologna, Caritas Italiana, ER.GO – Regional Board for the Right to Higher Studies of Emilia-Romagna, Federmanager Bologna - Ravenna, Gandhi Charity, Manageritalia Emilia Romagna, Next Generation Italy",Students from Ethiopia will study at the University of Bologna as part of a new initiative.,에티오피아 학생들은 새로운 계획의 일환으로 볼로냐 대학교에서 공부하게 됩니다.,17,5
406,핀란드,Eastern Finland,"We are an active member of the
international scientific community,
with an extensive network of international
partners. Our university
has signed cooperation agreements
with leading universities and research
institutes around the world.
The university considers Europe,
North America, China and Russia to
be areas of strategic importance for
cooperation.",The University of Bristol is one of the world's leading research universities., 브리스톨 대학교는 세계 최고의 연구 대학 중 하나입니다.,17,5
294,인도네시아,IPB,"The Center for Transdisciplinary and
S u s t a i n a b i l i t y S c i e n c e ( C T S S ) - I P B
University, has officially been approved as a
m e m b e r o f t h e U N S u s t a i n a b l e
Development Solutions Network (SDSN).
CTSS joins the list of Indonesian institutions
that are members of SDSN. Prof Damayanti
Buchori, the Head of CTSS, conveyed that
the research center is keen to solve
problems from the local scale to the global
scale, especially in creating sustainable
science.
In this global age, international
partnerships are becoming more critical
d u e t o t h e i n t e r c o n n e c t e d n e s s o f
environmental issues, which will need
cross-country solutions. Solutions for the
climate change crisis, waste management,
and forest fires need to be brainstormed
together. Because of that, the involvement
of CTSS in SDSN is a strategic entry point in
the joint effort of learning together to
create sustainable science with all
s t a k e h o l d e r s f r o m n a t i o n a l a n d
international levels.
Concerning SDGs, CTSS with the
Government of South Sumatera Province
has together worked to create green
d e v e l o p m e n t t h r o u g h s u s t a i n a b l e
landscape programs. This sustainable
landscape program is meant to support
SDGs based on the environment in South
Sumatera. This partnership has also
created a policy draft on the landscape
index.",A university in South Sumatera has become the first university in Indonesia to join an international network aimed at developing sustainable development solutions., 남수마트라의 한 대학은 인도네시아에서 지속 가능한 개발 솔루션 개발을 목표로 하는 국제 네트워크에 가입한 최초의 대학이 되었습니다.,17,5
95,호주,Charles Sturt,"Pacific Indigenous rights: Charles Sturt
academic addresses UN department
(SDG16 - International Engagement)
Following an interview on Radio Australia’s Pacific Beat program in September where he discussed developments in contemporary Fijian politics, Professor Dominic O’Sullivan was invited by the United Nations to deliver a paper on Pacific politics to staff of its Departments of Political and Peacebuilding Affairs and Peace Operations in New York and Suva on 22 October.",An Australian academic has been invited by the United Nations to deliver a paper on Pacific politics to staff of its Departments of Political and Peacebuilding Affairs and Peace Operations in New York and Suva., 한 호주 학자가 유엔의 초청으로 뉴욕과 수바에 있는 정치 및 평화 구축 업무 및 평화 작전부의 직원들에게 태평양 정치에 관한 논문을 전하도록 했습니다.,17,5
262,호주,Victoria,"The Mitchell Institute released the
national policy blueprint Self-Care
For Health . The policy blueprint
presents nine priorities to support
self-care and improve the underlying
factors linked to disparate health
outcomes for well resourced versus
disadvantaged communities. The
report launched by the Federal
Minister for Health, Honourable Greg
Hunt MP, was developed by seven
expert working groups developed the
blueprint, involving researchers and
authorities from Australian and
international universities and
government and non-government
health organisations, including the
World Health Organisation.",An Australian think tank has released a national policy blueprint to support self-care and improve the underlying factors linked to disparate health outcomes for well resourced versus disadvantaged communities., 호주 싱크탱크는 자가 관리를 지원하고 자원이 풍부한 지역과 소외된 지역 사회의 이질적인 건강 결과와 관련된 근본적인 요인을 개선하기 위한 국가 정책 청사진을 발표했습니다.,17,5
140,뉴질랜드,Auckland,"The Future Voices Forum /University of Auckland students and staff were given theopportunity to influence the thinking of New Zealandgovernment and business leaders on creating a sustainable andinclusive New Zealand. The Future Voices Forum was a workshoporganised by the Business School’s Centre for Innovation andEntrepreneurship in partnership with the Aotearoa Circle. A group of 68participants were canvased on their thoughts and concerns regardingtransport, food and energy. The results were reported back to theCEOs of organisations such as ASB, Mercury, Sanford and Treasury atthe related Fenwick Forum event. The Forum was created in responseto the ongoing global pandemic. The decline of New Zealand’s naturalcapital and the need to create a way forward to ensure sustainableprosperity was already of concern to many. Covid-19 has highlightedthe need for new ways of thinking and doing as New Zealand’seconomic foundations are challenged.",Students and staff from the University of Auckland were given the opportunity to influence the thinking of New Zealand business leaders on creating a sustainable andsustainable New Zealand., 오클랜드 대학교의 학생과 교직원은 지속 가능하고 지속 가능한 뉴질랜드를 만드는 데 있어 뉴질랜드 비즈니스 리더의 생각에 영향을 줄 수 있는 기회를 얻었습니다.,17,5
30,캐나다,Queen's,"Teaching and student life
Educating responsible leaders of tomorrow
The world needs leaders who are passionate about making a
change and are ready to tackle challenging issues. The Smith Business School Certificate in Social Impact integrates social impact approaches into core business strategies and business models to inform the next generation of change leaders. Students have the opportunity to engage with industry leaders who are advancing social impact and grow their network through events offered through the Centre for Social Impact. Canadian students compete to develop local
solutions for global goals
Recognizing that students across our country have their own perspectives on how to advance sustainability, students at the Smith School of Business hosted a national competition to highlight student innovation. The Global Goals JAM at Smith is a competition that challenges student teams from across Canada to contribute to the Sustainable Development Goals by creating local solutions with long-term impact.",Smith School of Business, 스미스 경영대학원,17,5
20,이탈리아,Bologna,The University of Bologna is also member of various national networks that promotes Sustainable Development and Cooperation. These movements pursue the 17 SDGs,"The University of Bologna is a member of the European Commission, the United Nations and the World Bank."," 볼로냐 대학교는 유럽연합 집행위원회, 유엔 및 세계은행의 회원입니다.",17,5
343,영국,LSE,"Engage staff, students and members of the public in sustainability initiatives.","Engage students, staff and the public in sustainability initiatives."," 지속 가능성 이니셔티브에 학생, 교직원 및 대중을 참여시킵니다.",17,5
402,핀란드,Eastern Finland,"The Kuopio campus is located in the
Savilahti area, which is undergoing
significant changes. Stakeholders
in the area have drafted a shared
vision. The vision reflects the shared
will and commitment to the development
of the area and a desire to
build the next chapter of Savilahti
together.",The University of Helsinki's Kuopio campus has been chosen as the location for the new Aalto University campus., 헬싱키 대학교의 쿠오피오 캠퍼스가 새로운 알토 대학교 캠퍼스의 위치로 선택되었습니다.,17,5
424,덴마크,Aalborg,"COLLABORATION WITH INDUSTRY,
PUBLIC SECTOR AND NGOS
Each semester, several thousand AAU students collaborate
with companies on their semester projects. Students are
given real-life cases from companies, and provide potential
solutions to the given problem from companies. In addition to
semester projects, students also do internships for three to
six months in companies in Denmark and abroad",Business students at the University of Copenhagen have a unique opportunity to work with companies., 코펜하겐 대학교의 경영학과 학생들은 회사와 협력할 수 있는 독특한 기회를 갖습니다.,17,5
362,영국,LSE,"The centre provides regular and one-off volunteering opportunities and worked with Greenwich Ecology Park and The Orchard Project amongst others to provide such opportunities. Students top three motivations for volunteering this year were: improving things, giving back to society and personal values.",Students at the University of Greenwich's Centre for Social Responsibility have been giving back to the community., 그리니치 대학교 사회적 책임 센터의 학생들은 지역 사회에 환원하고 있습니다.,17,5
130,뉴질랜드,Auckland,"Data partnership with the insurance sector/The University has partnered with insurance provider Tower to leveragethe vast array of data that Tower has collected over its many years inthe industry. From this arrangement, the University gains real-worldmaterial for researchers and data science students, while Tower obtainsaccess to expertise that will help them improve customer service,streamline processes, and more equitably price insurance products.The nature of insurance as a product means that insurance-relateddata touches on nearly every aspect of society, from healthcareto property ownership, with associated demographic informationon almost any group imaginable. As a result, the data to which theUniversity gains access will support a range of economic, social, andhealth-related research.","The University of Bristol has entered into a data partnership with the insurance sector to support economic, social, and social research."," 브리스톨 대학교는 경제, 사회 및 사회 연구를 지원하기 위해 보험 부문과 데이터 파트너십을 체결했습니다.",17,5
240,미국,Lynn,"Lynn University Coworking
Lynn opened a coworking space in Fall 2019 to host faculty, students and community members looking to work on projects to enhance the local and global communities.","A new co-working space has opened in Lynn, Massachusetts.", 매사추세츠주 린에 새로운 코워킹 스페이스가 오픈했습니다.,17,5
393,핀란드,Eastern Finland,"Our university has established strong
regional, national, and international
networks with universities and research
institutes. We have signed bi44
lateral cooperation agreements with
around 100 universities worldwide.",The University of Groningen is one of the largest universities in the Netherlands., 흐로닝언 대학교는 네덜란드에서 가장 큰 대학교 중 하나입니다.,17,5
19,이탈리아,Bologna,The University of Bologna takes part into a series of international university networks that share the task of promoting cooperative activities in diverse fields and seek to create a communal area of higher education and research and to follow the objectives of the Agenda 2030,The University of Bologna is one of the founding members of the Bologna International University Network., 볼로냐 대학은 볼로냐 국제 대학 네트워크의 창립 멤버 중 하나입니다.,17,5
238,미국,Lynn,"Ambassador Corps
In 2019, ten students were deployed to five different countries: Colombia, Belize, Costa Rica, Rwanda and Liberia. They worked on a variety of projects on important subjects, including quality education, women’s empowerment and microfinance.",Students who completed the Ambassador Corps programme at the University of Cambridge have returned to the UK., 캠브리지 대학교에서 대사단 프로그램을 마친 학생들이 영국으로 돌아왔습니다.,17,5
105,영국,Manchester,"Medical Aid RegisterHumanitarian responses to internationaldisasters can have unforeseen negativeconsequences. It’s thought that theyled to needless amputations during the2010 Haiti earthquake aid response dueto low medical standards. To addressthis, our Humanitarian and ConflictResponse Institute created the UKEmergency Medical Team, which actsas the UK’s interface between the NHSand other professional volunteers andlocal aid providers. It lists health andother specialists, trains them for work indifficult working environments, and thenmakes them available to NGOs or stateresponses, most recently responding tothe diphtheria outbreak in Bangladesh.","The UK Emergency Medical Team is made up of doctors, nurses and other health professionals who have been trained to work in conflict zones."," 영국 응급 의료 팀은 분쟁 지역에서 일하도록 훈련받은 의사, 간호사 및 기타 의료 전문가로 구성됩니다.",17,5
117,영국,Bournemouth,"Schools Liaisonand PartnershipsTo ensure inclusive and equitable qualityeducation that addresses the UN SDGs,we work with 104 schools, colleges,and academies to help students makeinformed decisions about their educationand career progression. The SchoolsLiaison and Partnership Team havedeveloped an engaging and progressiveprogramme of activity across primary,secondary, sixth forms and colleges.These activities range from one-offinterventions and workshops to intensiveprogrammes such as ten-week readingand literacy schemes and residentialsummer schools. A significant amountof this outreach activity is targetedtoward students from under-representedgroups in Higher Education, includingyoung people living in low participationneighbourhoods and students from lowsocio-economic backgrounds. The SchoolsLiaison and Partnership Team also workin collaboration with local authorities,educational partners, charities and otherHEIs to achieve this goal.","The Schools Liaison and Partnership Team works with schools, colleges and academies to help students make decisions about their education and career progression."," 학교 연락 및 파트너십 팀은 학교, 대학 및 아카데미와 협력하여 학생들이 교육 및 경력 발전에 대한 결정을 내릴 수 있도록 돕습니다.",17,5
201,말레이시아,Sunway,"Community Service
At the Department of Psychology
in the School of Medical and Life
Sciences, Community Service
is a compulsory module for
psychology students. Organisations
involved included elderly homes,
orphanages, pet centres, and NGOs
focusing on mental health and the
environment. This activity provides
students a real demonstration
of impacting the community and
an illustration on how they can
contribute in the UN-Sustainable
Development Goals, which includes
quality education, reducing
inequalities, sustainable cities and
communities, and good health
and well-being",Students at the University of Bristol have been working with local communities in Bristol to improve the lives of vulnerable people., 브리스톨 대학교의 학생들은 취약한 사람들의 삶을 개선하기 위해 브리스톨의 지역 사회와 협력해 왔습니다.,17,5
142,뉴질랜드,Auckland,"THE LEARNING QUARTERAcross the globe, leading cities are forming partnerships with universitiesto drive local and national development. The Learning Quarter partners –Auckland University of Technology, the University of Auckland and AucklandCouncil, are large institutions and employers in Auckland’s CBD, committedto stimulating learning, research, cultural and business experiences inthe city with a vision to drive the economic, social, cultural and physicaldevelopment over the next ten years.","The Learning Quarter is a new initiative in Auckland, New Zealand.", 학습 분기는 뉴질랜드 오클랜드의 새로운 이니셔티브입니다.,17,5
361,영국,LSE,"The School’s dedicated volunteer centre helps students and staff find volunteering placements at charities and not-for-profit organisations. In 2019 environmental, conservation or animal related organisations were the 7th most popular type of organisation worked with.",The School of Veterinary Medicine at the University of Bristol is one of the leading veterinary schools in the UK.,브리스톨 대학교 수의과 대학은 영국 최고의 수의과 대학 중 하나입니다.,17,5
41,런던,UCL,"Sharing expertise to ensure high-quality medical education worldwide
To raise standards of medical education globally and encourage more clinicians to build careers within the healthcare systems
in their home countries, staff
in the UCL Medical School
are collaborating with medical educators to support teaching programmes around the world.
“We are working with partner institutions across the globe
to adapt elements of UCL’s internationally recognised medical programmes and tailor them to make them relevant to different local cultural, ethical and regulatory contexts,” explains Dr Ahmed Rashid, who leads the UCL Medical School Education Consultancy Unit.
In one partnership, UCL academics worked with colleagues at
New Giza University, Egypt, to devise modern and innovative undergraduate medicine, dentistry, and pharmacy programmes, to
be taught in Egypt. They used established materials, assessments and processes from the equivalent programmes at UCL as the programme’s basis, and adapted them to Egyptian sociocultural, ethical, professional and regulatory frameworks. Dr Rashid’s research with students and educators in
partner institutions has identified challenges such as language barriers and differing sociocultural traditions, which have been overcome by working with local education leaders to develop personalised programmes that fit the local context.
“These adaptations help to
ensure graduates develop a
sense of social responsibility and an understanding of local health challenges, making it more likely that they will stay in the healthcare system in their home country, where they are needed most,” explains Dr Rashid.","To raise standards of medical education globally and encourage more clinicians to build careers within the healthcare systems in their home countries, staff in the UCL Medical School are collaborating with medical educators to support teaching programmes around the world.", 전 세계적으로 의학 교육의 표준을 높이고 더 많은 임상의가 본국의 의료 시스템 내에서 경력을 쌓도록 장려하기 위해 UCL 의과 대학의 직원은 의료 교육자와 협력하여 전 세계의 교육 프로그램을 지원하고 있습니다.,17,5
504,대만,Tunghai,"International Research - Marine Ecology
The THU International College visited Cebu, Philippines from November 27 to
December 3, 2019 for the fourth travel study program on marine ecology. Global
collaboration with researchers from the Department of Biology at the local University of
San Carlos, KP Green-Japan Corporate Responsibility Group and Oxford University's
Innovative Infrastructure Investment (In3) Group. Research topics included regional
phytoplankton, seaweed, mangrove conservation, carbon footprints, etc. and were
mainly targeted towards understanding the impact of global warming on marine ecology","Research topics included regional phytoplankton, seaweed, mangrove conservation, carbon footprints, etc."," 연구 주제에는 지역 식물성 플랑크톤, 해조류, 맹그로브 보호, 탄소 발자국 등이 포함되었습니다.",17,5
160,이탈리아,Bologna,"The University of Bologna has joined the ItalianAlliance for Sustainable Development (ASviS) inorder to increase its contribution to the processof transition to a sustainable society. We want toexpand our commitment to education for sustainabledevelopment and the dissemination of a culture ofsustainability, recognising the value of the UN GlobalAgenda for Sustainable Development and makingits objectives our own. The Alliance representsa possibility to extend our areas of interventionto the definition of shared strategies that allowconsolidation of a sustainable approach.",The University of Bologna has joined the ItalianAlliance for Sustainable Development (ASviS) in order to increase its contribution to the process of transition to a sustainable society.,볼로냐 대학교는 지속 가능한 사회로의 전환 과정에 대한 기여도를 높이기 위해 지속 가능한 개발을 위한 이탈리아 연합(ASviS)에 합류했습니다.,17,5
413,남아프리카 공화국,Cape Town,"To contribute most meaningfully to SDG17, universities need to go well beyond these international networks of academia, partnering with government and civil society at all levels. For instance, at a local level, UCT researchers worked closely with the City of Cape Town on behavioural change during the city’s extreme drought, and subsequently shared the lessons learned with a global audience.",Universities around the world are playing a key role in the global response to climate change., 전 세계의 대학들은 기후변화에 대한 전지구적 대응에서 핵심적인 역할을 하고 있습니다.,17,5
146,뉴질랜드,Auckland,"NATION STATE AND EARTH TRUSTEESHIPProfessor Klaus Bosselmann (Faculty of Law) and Ms Prue Taylor (Schoolof Architecture and Planning) jointly lead a Faculty Research DevelopmentFund project to examine the concept of state sovereignty in the light ofglobal environmental challenges. At the recent UN General Assembly,Prime Minister Jacinda Ardern stressed the fundamental importance ofgovernments acting with ‘guardianship’ of the Earth. In legal terms, thiswould require a state obligation to protect Earth’s ecological systems(including the atmosphere, oceans, and biosphere) and trusteeshipgovernance using legal mechanisms such as fiduciary duties, publictrusteeship doctrine and human rights theory. The project leaders recentlyco-founded the Earth Trusteeship Initiative, a global coalition of 80civil society and environmental law organisations aiming for trusteeshipinstitutions at national and international (UN) levels. Professor Bosselmannwas also main author of the ‘Hague Principles for a Universal Declarationof Responsibilities for Human Rights and Earth Trusteeship’ adopted atthe Peace Palace in The Hague on 8 December 2018, to mark the 70thanniversary of the Universal Declaration of Human Rights.",Researchers at the University of Auckland are leading a project exploring the implications of state sovereignty for the protection of the Earth.,오클랜드 대학의 연구원들은 지구 보호를 위한 국가 주권의 의미를 탐구하는 프로젝트를 주도하고 있습니다.,17,5
284,미국,Texas at Dallas,"Sustainability and Art
SDG 3: Good Health and Well-Being
SDG 4: Quality Education
Multiple views of mural art featuring flowers, butterflies and the Universiy mascot.
Photo Source: UTD Collegium V Newsletter

The Office of Sustainability has partnered with the Art UTD student organization on 2 occasions to have sustainability-themed art installed on campus. 2 murals were placed on the walls of the shed at the community garden and students also installed murals on 3 walls of the water catchment at the Blanca Botello Garden. Both installations are meant to build a culture for sustainability on campus while providing student artists high-visibility art installations on campus. Past this initiative, a UT Dallas Master’s student created a sustainability-themed art project during the Oddities Exhibit and the SPN Art Gallery. The exhibition was intended to raise awareness of sustainability initiatives.",Sustainability-themed art has been installed on campus at the University of Texas at Dallas., 지속 가능성을 주제로 한 예술 작품이 댈러스에 있는 텍사스 대학교 캠퍼스에 설치되었습니다.,17,5
291,영국,Exeter,"In addition, the comprehensive nature of the team “ ’ s research activities in Gabon means that these data are also being used to address other key conservation challenges, with Wildlife Conservation Society Country Program Director Gaspard Abitsi writing The University fisheries management of Exeter ’ …. s research has also been instrumental in enhancing contributing to implementation of fisheries zones, revision of the fisheries licensing process and infractions ,….. a ban on discards , and the legal requirement to deploy turtle exclude devices (TEDs) on all shrimp trawlers ”.",Researchers from the University of Exeter have been working with the Gabonese government to improve the management of the country's fisheries., 엑서터 대학의 연구원들은 가봉 정부와 협력하여 국가의 어업 관리를 개선해 왔습니다.,17,5
397,핀란드,Eastern Finland,"The Joint Nordic Master Programme
in Environmental Law (NOMPEL) is a
joint study module on environmental
law by three Nordic universities.
Student gain international experience
attending studies at each of the three
universities.",Students gain international experience attending studies at each of the three universities., 학생들은 세 대학 각각에서 공부하는 국제 경험을 얻습니다.,17,5
