,국가,대학교명,내용,요약,요약번역,분류,5분류
1007,영국,Essex,"We know that there is no alternative to water.
Reducing and making efficient use of it is vital;
fresh water is a precious resource and it takes
energy to use and distribute it.",Water is one of the most important natural resources in the world., 물은 세계에서 가장 중요한 천연 자원 중 하나입니다.,6,2
1426,홍콩,Hong Kong,"Global clean water supply remains a huge challenge around the globe. As estimated by UNICEF, by 2040, one in four of the world’s children under 18 will be living in areas of extremely high water stress. To ensure safe and resilient water supplies, HKU’s Centre for Water Technology and Policy (CWTP) addresses issues such as the region’s water resource management and water-use efficiency through interdisciplinary research and teaching.",Water is one of the world’s most important natural resources., 물은 세계에서 가장 중요한 천연 자원 중 하나입니다.,6,2
1891,홍콩,CUHK,"Although humans cannot live without water, many countries struggle to provide a clean water supply.  CUHK endeavours to incorporate sustainability in every aspect of campus life and ensure the sustainable use of water resources.  Water conservation is built into the university’s daily operations.  Clean drinking water is provided free of charge on campus, and is easily accessible.",Water is one of the most important natural resources in the world., 물은 세계에서 가장 중요한 천연 자원 중 하나입니다.,6,2
1177,호주,Victoria,"Conflicts between territories over
water sharing arrangements may
become more severe due to additional
dependency on water, growing
population, and reduced availability as
a result of climate change. This
complex issue is addressed in An
Engineering Perspective of Water
Sharing Issues in Pakistan , in
relation to the water sharing
arrangements between Pakistan, India
and Afghanistan in the Indus Basin, by
Muhammed Atiq Ur Rehman Tariq from
VU and researchers from the
Netherlands and Pakistan. Equitable
management issues and outdated
irrigation practices are exacerbating
a water shortage in the basin which
is now increasingly countered by the
use of groundwater. This sudden high
extraction of groundwater is causing
depletion of the groundwater table
and quality issues, which is
heightening provincial conflicts
over water. Policy, enforcement,
engineering and social support are all
needed to develop a comprensive, fair
and transparent water strategy.",Water is one of the most contentious issues in international relations., 물은 국제 관계에서 가장 논쟁의 여지가 있는 문제 중 하나입니다.,6,2
218,캐나다,York,"SCHULICH PARTNERS WITH THE UN TO STUDY HOW CLIMATE CHANGE IMPACTS REAL ESTATE VALUES
The impact of climate change on real estate
values was the key focus of new research by
York University’s Schulich School of Business in
partnership with the United Nations and the Henley
Business School in the U.K. The research was
commissioned to support real estate investors in
correlating recent extreme weather events to real
estate values and prices, and how risk should factor
into future projections. Their report shows that
physical climate risk is fundamental and
critical to all real estate investors, but
there is a lack of information on how
these risks could affect property values
in the long term. Learn more here.",The impact of climate change on real estate values was the key focus of new research by York University’s Schulich School of Business in partnership with the United Nations and the Henley Business School in the U.K., 부동산 가치에 대한 기후 변화의 영향은 유엔 및 영국의 헨리 비즈니스 스쿨과 협력하여 요크 대학교의 슐리히 경영 대학원에서 새로운 연구의 핵심 초점이었습니다.,13,2
514,뉴질랜드,Auckland,"3D models for speedy solutions / Professor Olaf Diegel in the University’s Creative Design andAdditive Manufacturing Lab is focused on using 3D printing toaccelerate rapid product development, and developed a range of opensource products to try and help the world cope with the pandemic.These included cheap disposable face shields to alleviate thedistribution challenges that governments encountered with distributingPersonal Protective Equipment (PPE) gear. The lab also developedsome very simple widgets to help open doors without the use of hands,in an attempt to minimise the risk of transmission by contaminatedhands touching the face. For more acute respiratory emergencies, thelab developed a prototype emergency ventilator that allows doctors and nurses to free up their hands to do more critical work. Thanks to3D printing, the development time for this ventilator was less thantwo weeks to get to a working prototype. The files for all of these areavailable open-source from cdamlab.com to allow people in need tomake or adapt their own.","In the wake of the swine flu outbreak in Mexico and the United States, researchers at the University of Groningen in the Netherlands have been working on ways to help people affected by the virus.", 멕시코와 미국에서 돼지독감이 발생한 후 네덜란드 흐로닝언 대학의 연구원들은 바이러스에 감염된 사람들을 돕는 방법을 연구하고 있습니다.,12,2
668,영국,Oxford,We will manage resources responsibly and critically evaluate the environmental and health aspects of the materials and resources we procure and use in our buildings,We will use our buildings in a manner that is respectful of the environment and the communities in which we operate., 우리는 환경과 우리가 운영하는 지역 사회를 존중하는 방식으로 건물을 사용할 것입니다.,12,2
1640,캐나다,Carleton,"At Carleton, we offer several e-waste recycling programs for all Carleton community members to recycle their computers, monitors and electronic accessories responsibly.",E-waste recycling is a great way to reduce your impact on the environment., 전자 폐기물 재활용은 환경에 미치는 영향을 줄이는 좋은 방법입니다.,14,2
1623,캐나다,Carleton,"Install low-flow shower heads and taps
Aerators introduce bubbles into the stream so that although you are still able to wash, rinse, etc effectively, much less water is used.",The amount of water you use in your home is directly proportional to the amount of water you use in your shower., 가정에서 사용하는 물의 양은 샤워할 때 사용하는 물의 양에 정비례합니다.,6,2
1006,영국,Essex,"Our grounds maintenance team also monitors
water quality in the lakes on campus and use
organic fertilisers to avoid the risk of water and
oil pollution.",All of our grounds are maintained in accordance with the highest environmental standards., 우리의 모든 부지는 가장 높은 환경 기준에 따라 유지됩니다.,6,2
62,캐나다,Waterloo,"University of Waterloo
Science Outreach
The University of Waterloo Science Outreach team has developed several in-class workshops and on-campus activities in partnership with Let’s Talk Science to complement the Ontario Science Curriculum and nurture high school students’ love for science discovery. Specific topics include the diversity of living things, endangered earth, and water resource sustainability.",The University of Waterloo Science Outreach team has developed several in-class workshops and on-campus activities in partnership with Let’s Talk Science to complement the Ontario Science Curriculum and nurture high school students’ love for science discovery.,워털루 대학교 과학 지원 팀은 온타리오 과학 교과 과정을 보완하고 과학 발견에 대한 고등학생들의 사랑을 키우기 위해 Let's Talk Science와 협력하여 여러 교실 내 워크숍과 교내 활동을 개발했습니다.,15,2
903,캐나다,McMaster,"Why do almost a billion people go without daily access to safe water?
How does climate change affect water-borne illness? And why does
half the world’s population go without adequate sanitation? The
Water Without Borders program at McMaster seeks to answer these
questions and more. ",Water is one of the world’s most fundamental human rights., 물은 세계에서 가장 기본적인 인권 중 하나입니다.,6,2
18,남아프리카 공화국,Pretoria,"Design, biodiversity and open spaces In the previous section on our planetary boundaries, we discussed the role of planning and design for effective environmental management. New construction has biodiversity embedded into its design, such as our recently completed Future Africa Institute and Engineering 4.0 complex. Taking the thinking further, the Department of Architecture has a programme investigating the introduction of plant species to open spaces to promote the country’s vast biodiversity, as well as to provide local distinctiveness in places for social interaction. The department is undertaking a research project which explores the survival of native plant palettes in urban contexts, and the degree to which these native plants contribute to biodiversity, sense of place and food production. The University additionally hosts the Manie van der Schijff Botanical Garden Collections, which showcase many endemic species, including the IUCN red-listed aloe and cycad collection. We are a member of Botanical Gardens Conservation International and a registered Scientific Institution at CITES","The Department of Architecture at the University of Cape Town has a programme investigating the introduction of plant species to open spaces to promote the country’s vast biodiversity, as well as to provide local distinctiveness in places for social interaction.", 케이프 타운 대학교 건축학과는 국가의 광대한 생물 다양성을 홍보하고 사회적 상호 작용을 위한 장소에 지역적 특성을 제공하기 위해 열린 공간에 식물 종의 도입을 조사하는 프로그램을 가지고 있습니다.,15,2
1931,영국,East Anglia,"Water Security professional training
The Water Security Research Centre offers a short course for policy makers and practitioners focusing on the global challenges of water security for human populations and how this is intrinsically related to social and political factors. The course explores how to co-create water secure futures for those with responsibility or interest in the integration of water security into development planning, projects and policy.",The Water Security Research Centre offers a short course for policy makers and practitioners focusing on the global challenges of water security for human populations and how this is intrinsically related to social and political factors.,"물 안보 연구 센터는 정책 입안자와 실무자를 위한 단기 과정을 제공하여 인구를 위한 물 안보의 세계적 과제와 이것이 본질적으로 사회적, 정치적 요인과 어떻게 관련되는지에 초점을 맞춥니다.",6,2
1172,영국,Northampton,"The ecological needs of our site are at the
forefront of all our land management practices;
our sustainable methods of management aim
to increase and sustain biodiversity and create
suitable habitats for an array of flora, fauna
and wildlife.",All of the land on which we operate is managed in accordance with the highest environmental standards., 우리가 사업을 운영하는 모든 토지는 가장 높은 환경 기준에 따라 관리됩니다.,15,2
2039,대만,Tunghai,"According to the drinking water management standards, total coliform count must be
less than 6 CFU/100ml. We will sample and test drinking water from water dispensers
every three months and post results on the dispenser to offer safe drinking waters.
We are also committed to water and energy conservation. All water dispensers in
administrative buildings and some in education buildings have timers to turn it off during
times of low-use (12:00 A.M. to 6:00 A.M.) for energy conservation.",All water dispensers in our buildings are tested for coliform bacteria., 우리 건물의 모든 정수기는 대장균군 테스트를 거쳤습니다.,6,2
441,영국,Bournemouth,"Environmenstrual CollectiveWe worked with our Students’ Union andVice President Welfare & Community tolaunch the Environmenstrual Collective.The Collective is a social space andinitiative which promotes sustainableperiod products, tackles period povertyand breaks the taboo around menstruationand sexual health. Through a collaborationwith HeyGirls, students were offered freemenstrual cups to trial which helped tocombat single-use waste, period povertyand ensure sanitation for all.Via the Environmenstrual Collective,Toluwa Atilade was successfully ableto set up three menstruation stationsacross three different campuses. Talbot,Lansdowne and Portsmouth are thelocations, and the stations stock a rangeof sustainable menstrual products.Toluwa also successfully passed anenvironmenstrual policy for the work tocontinue after she leaves office and for theuniversity to do the same for their staff.",Students at the University of Portsmouth have been given the chance to take part in a project which aims to break the taboo around menstruation., 포츠머스 대학의 학생들은 월경에 대한 금기를 깨는 것을 목표로 하는 프로젝트에 참여할 기회를 받았습니다.,6,2
1001,영국,Essex,"As a University, we are taking action to reduce
water consumption across our three sites,
focusing on waste avoidance and increasing
rain/grey water use.","As a University, we are taking action to reduce water consumption across our three sites, focusing on waste avoidance and increasing rain or grey water use.", 대학으로서 우리는 폐기물 방지와 비 또는 중수 사용 증가에 중점을 두고 세 곳에서 물 소비를 줄이기 위한 조치를 취하고 있습니다.,6,2
1618,캐나다,Carleton,"Never the leave the tap running when not in use
Faucets use about 11 litres of water a minute, so when you brush your teeth, shave, wash your face, hands, do the dishes, or anything else, make sure that the tap is only turned on when you are actually using the water. Doing so can save over 1,500 gallons of water per person per year!

Turn off the tap when lathering your hands, brushing your teeth, or scrubbing dishes
Use just enough water to wash your hands or your face when it is time to rinse","As part of World Water Day, here are some tips to help you save water.", 세계 물의 날의 일환으로 다음은 물 절약에 도움이 되는 몇 가지 팁입니다.,6,2
1621,캐나다,Carleton,"Drink tap water instead of bottled
Take advantage of water bottle filling stations across the campus.

Drink only from the tap with glasses or reusable water bottles
Fill up reusable water bottles on campus at a filtered water bottle filling station","As part of World Water Day, here are some tips to help you save water.", 세계 물의 날의 일환으로 다음은 물 절약에 도움이 되는 몇 가지 팁입니다.,6,2
1967,영국,East Anglia,"Student Activity and Learning
Teaching
Our courses offer a wide variety of teaching on water biodiversity and conservation - developing students’ knowledge on how we can sustainably manage this resource for the benefit of all. Students on our Marine Sciences, Geography and other Environment Sciences courses can study modules on Global Environmental Challenges, Catchment Water Resources, Aquatic Ecology, Environmental Politics and Policy Making, Natural Resources and Environmental Economics, and Biodiversity Conservation and Human Society. Our Ecology and Conservation course explores Sustainability, Society and Biodiversity, and students of Biological Sciences can study Population Ecology and Management. In the School of International Development students can learn about Natural Resources and the Environment and the need for sustainable management.",Our courses offer a wide variety of teaching on water biodiversity and conservation - developing students’ knowledge on how we can sustainably manage this resource for the benefit of all., 우리 과정은 수중 생물다양성 및 보존에 대한 다양한 교육을 제공하여 모두의 이익을 위해 이 자원을 지속 가능하게 관리할 수 있는 방법에 대한 학생들의 지식을 개발합니다.,14,2
471,뉴질랜드,Auckland,"Leaks in Auckland’s potable water system cost the city tens ofmillions of litres a day. Although this rate is not bad by globalstandards, or compared to other cities around New Zealand, itis still an added strain on a limited a resource and a strugglinginfrastructure. Professor Kobus van Zyl, theWatercare Chair in Infrastructure, works withthe public sector to identify pipes withthe highest risk of leakage in Auckland’swater system. He and his colleaguesuse technology they developed tounderstand where in the complexunderground system leaks occur and howsevere they are.",Researchers at the University of Auckland are working with the public sector to identify pipes with the highest risk of leakage in Auckland’s water system.,오클랜드 대학교의 연구원들은 공공 부문과 협력하여 오클랜드 상수도에서 누수 위험이 가장 높은 파이프를 식별하고 있습니다.,6,2
1075,파키스탄,NUST,"Recycled Road
Recycled Road is a project by one of our Millennium Fellows 2019 that aims to repurpose plastic waste
to building roads. When building roads, the materials of construction required are concrete, sand and
petroleum derived bitumen. In Pakistan, we have limited resources of workable plants of petroleum
refinery from which bitumen can be extracted. So to compensate the needs, we are compelled to import
bitumen product from various countries. By using solid plastic waste for this purpose, the project aims
to improve waste management and provide cost-effective infrastructure development to cities, suburbs,
rural areas, and slums.","The project aims to improve waste management and provide cost-effective infrastructure development to cities, suburbs, rural areas, and slums."," 이 프로젝트는 폐기물 관리를 개선하고 도시, 교외, 농촌 지역 및 빈민가에 비용 효율적인 인프라 개발을 제공하는 것을 목표로 합니다.",12,2
1622,캐나다,Carleton,"Carry a reusable water bottle
Bottled water costs consumers 240 to 10,000 times more per gallon than tap water. Additionally, bottling water comes with tremendous environmental and social costs. Save yourself some money and help save the planet by bringing your own water bottle everywhere.","Water is one of the most precious resources on the planet, but it is also one of the most expensive.", 물은 지구상에서 가장 귀중한 자원 중 하나이지만 가장 비싼 자원이기도 합니다.,6,2
557,뉴질랜드,Auckland,"PERSONAL ACTION TO COMBAT CLIMATECHANGETaking personal action is imperative to creating a more sustainablesociety thereby combatting climate change. Inspiring people to live moresustainably is at the heart of the work of Professor Niki Harré (Departmentof Psychology), who has published books on the topic and engagesextensively in talks and workshops to inspire others. Other academics thathave been inspiring others to take action to reduce their carbon footprint,are Professor Shaun Hendy (Department of Physics) and Professor QuentinAtkinson (Department of Psychology), who adopted a year of no flying todraw attention to the behaviour changes needed to transition to a lowcarbon economy. Professor Hendy has recently published a book on hisyear of no flying #NoFly - Walking the Talk on Climate Change. ",The Department of Psychology at the University of Bristol is leading the way in inspiring people to take personal action to reduce their carbon footprint., 브리스톨 대학교의 심리학과는 사람들이 탄소 발자국을 줄이기 위해 개인적인 행동을 취하도록 고무하는 데 앞장서고 있습니다.,13,2
673,영국,Oxford,Achieve 75% diversion from landfill & incineration.,Work with local councils to develop waste management plans to reduce the amount of waste sent to landfill., 지역 의회와 협력하여 매립지로 보내지는 폐기물의 양을 줄이기 위한 폐기물 관리 계획을 개발합니다.,12,2
693,영국,Oxford,Achieve 70% diversion from landfill & incineration.,Work with local councils to develop waste management plans to reduce the amount of waste sent to landfill., 지역 의회와 협력하여 매립지로 보내지는 폐기물의 양을 줄이기 위한 폐기물 관리 계획을 개발합니다.,12,2
