,국가,대학교명,내용,요약,요약번역,분류,5분류
284,바레인,Bahrain,"RAISING LEGAL AWARENESS IN THE COMMUNITY
The University’s Legal and Human Rights Clinic serves the local government by organizing training programs
and workshops on numerous legal topics in coordination with many of the related bodies and entities of
the Kingdom. The Clinic also provides educational sessions to university affiliates and the general public on
human rights principles and contributes to raising legal awareness in the community through free lectures and
workshops.",The Legal and Human Rights Clinic at the Faculty of Law at the University of Saudi Arabia is dedicated to the promotion and protection of human rights in the Kingdom of Saudi Arabia., 사우디 아라비아 대학교 법학부의 법률 및 인권 클리닉은 사우디 아라비아 왕국의 인권 증진과 보호에 전념하고 있습니다.,16,4
288,덴마크,Aalborg,"CRIMINALIZED VICTIMS (CRIVIC)
The project CRIVIC, anchored at the Department of Sociology
and Social Work examines trafficked women’s encounters
with Danish authorities, and the significance of a status as a
“victim of trafficking” for victims’ opportunities and everyday
life in Denmark. Based on the voices of potentially trafficked
women, the project seeks an understanding of how they, as
irregular sex workers with a status as potentially trafficked,
experience and manage to live a life in Denmark outside the
system. Furthermore, the project seeks an understanding of
how the Danish system is organised in relation to combatting
human trafficking in Denmark.",The aim of this project is to investigate the experiences of trafficked women working in the sex industry in Denmark., 이 프로젝트의 목적은 덴마크의 성산업에서 일하는 인신매매 여성의 경험을 조사하는 것입니다.,16,4
275,남아프리카 공화국,Cape Town,"During 2019, two-thirds of the 437 000 homicide victims globally were in sub-Saharan Africa, Latin America and the Caribbean.","More than half of the world's homicide victims were in sub-Saharan Africa, according to the United Nations.", 유엔에 따르면 전 세계 살인 피해자의 절반 이상이 사하라 사막 이남의 아프리카에서 발생했습니다.,16,4
108,뉴질랜드,Auckland,"SUSTAINABILITY LAW AND GOVERNANCEFaculty of Law academics are involved with The Planetary Integrity Project,a collaboration between world-leading environmental lawyers to developlegal tools for the Anthropocene era that will ensure humanity can livein a ‘safe operating space’ within the planet’s boundaries. The results ofthe project will be presented to the United Nations in 2020. The projectis coordinated by the New Zealand Centre for Environmental Law at theUniversity of Auckland, which provides leading-edge research and trainingfor sustainability law and governance.",The University of Auckland has been selected to lead a major international project to develop new laws to protect the Earth., 오클랜드 대학교는 지구를 보호하기 위한 새로운 법률을 개발하기 위한 주요 국제 프로젝트를 주도하도록 선정되었습니다.,16,4
93,뉴질랜드,Auckland,"Pacific experiences of the criminaljustice system /Litia Tuiburelevu, a research fellow in the Faculty of Law, was awardeda substantial grant from the Michael and Suzanne Borrin Foundationto capture the experiences of Pacific peoples in the New ZealandCriminal Justice System (CJS). Litia is particularly interested inunderstanding why Pacific peoples are overrepresented in the CJS, andwhat individual, structural, and cultural determinants contribute tothis phenomenon. Her work builds on earlier scholarship by prominentlawyer Moana Jackson, author of He Whaipaanga Hou, a report on theexperiences of Māori with the CJS. ",A researcher at the University of Auckland has been awarded a grant to study the criminal justice system in New Zealand.,오클랜드 대학교의 연구원이 뉴질랜드의 형사 사법 시스템을 연구할 수 있는 보조금을 받았습니다.,16,4
290,덴마크,Aalborg,"The project is based on an open development platform with
international participation and cooperation from individuals
in research and industry including, Denmark, Germany,
France, Italy, Spain, USA, Norway, and the Netherlands. At
AAU, the project is based on a collaboration between the Department
of Planning and the Department of Computer Science.",The aim of the project is to develop a new approach to the planning and management of urban areas., 이 프로젝트의 목표는 도시 지역의 계획 및 관리에 대한 새로운 접근 방식을 개발하는 것입니다.,16,4
57,호주,RMIT,"Supporting Justice Project
Supporting Justice is a system change project working with people
with lived experience and key stakeholders from the criminal justice
and disability service systems to address the over-representation
of people with disability in the criminal justice system. Supporting
Justice aims to drive system change by bringing people with
disability to the centre of the process and ensuring their voices are
heard in relation to justice system reform. The report ‘Recognition
Respect and Support: Enabling Justice for people with an Acquired
Brain Injury’, found that fragmented and inconsistent responses
throughout the criminal justice and disability service systems meant
that the needs of people with a disability were rarely recognised and
responded to appropriately.
4.4%",The project aims to drive system change by bringing people with disability to the centre of the process and ensuring their voices are heard in relation to justice system reform., 이 프로젝트는 장애를 가진 사람들을 프로세스의 중심에 두고 사법 시스템 개혁과 관련하여 그들의 목소리를 들을 수 있도록 함으로써 시스템 변화를 주도하는 것을 목표로 합니다.,16,4
26,런던,UCL,"Helping people who lived in care as children to understand their past
UCL information researchers are exploring how child social care records are recorded, stored and accessed, so they can help to enhance the memories and sense of self of individuals who have been in care.
An estimated 400,000 adults
in Britain have experienced out-of-home care at some stage of their childhood.
“Many people who grow up in
care have gaps in their childhood memories, including unanswered questions such as ‘Why was I taken into care?’ or ‘Where did I live?’,” explains Professor Elizabeth Shepherd (UCL Information","People who have experienced out-of-home care as children have gaps in their childhood memories, including unanswered questions such as ‘Why was I taken into care?’", 어렸을 때 집 밖 돌봄을 경험한 사람들은 '내가 왜 보살핌을 받았을까?'와 같은 답이 없는 질문을 포함하여 어린 시절 기억에 공백이 있습니다.,16,4
7,캐나다,Waterloo,"PROMOTE PEACEFUL AND INCLUSIVE SOCIETIES FOR SUSTAINABLE DEVELOPMENT, PROVIDE ACCESS TO JUSTICE FOR ALL
AND BUILD EFFECTIVE, ACCOUNTABLE AND INCLUSIVE INSTITUTIONS AT ALL LEVELS
SDG 16 has goals of reducing violence, organized crime and corruption; ending abuse and exploitation; developing participatory practices
and strong, transparent institutions; and protecting fundamental freedoms. Work on SDG 16 can be seen in the University of Waterloo’s
work on peace promotion and effective global governance while advancing an inclusive governance structure,
robust policies, and ethical conduct guidelines on campus.",The United Nations Population Fund (Unicef) has awarded the University of Waterloo a three-year grant to support its work on peace promotion and effective global governance.,유엔 인구 기금(유니세프)은 평화 증진과 효과적인 글로벌 거버넌스에 대한 작업을 지원하기 위해 워털루 대학교에 3년 보조금을 수여했습니다.,16,4
220,영국,Exeter,"Abuse in jails and other places of detention can now be recorded with greater         accuracy than ever before. A new system for recording weapons and restraints is helping human rights monitors to  better independently document and track the use of torture in without the need to be reliant on information from authorities. Although many monitors have unrestricted access to places where persons may be deprived of their liberty, and many countries also have national bodies to prevent torture and ill treatment, there is a knowledge gap on how best to record the firearms, less lethal weapons and restraints often found in places of detention. Exeter research insights led by Dr Abi Dymond were translated into resources, codesigned with the Chair of the UN Subcommittee for the Prevention of Torture (SPT) to meet the needs of       torture prevention bodies and substantive input from Omega Research Foundation (an influential NGO in this area, who coguide authored the resources). The new Monitoring weapons and restraints in places of detention: a practical guide for detention monitors , was launched at the United Nations in Geneva, with a          presentation to the Plenary of the UN Sub(SPT) during its 35th meeting.",A new system for recording weapons and restraints is helping human rights monitors to better track the use of torture in without the need to be reliant on information from authorities.,무기 및 구속 기록을 위한 새로운 시스템은 인권 감시자들이 당국의 정보에 의존할 필요 없이 고문 사용을 더 잘 추적할 수 있도록 돕고 있습니다.,16,4
130,태국,Chulalongkorn,"“Ecological and social justice lies at the heart of a new
politics of sustainability in Southeast Asia, in which all
life, both human and non-human, is valued and
respected,” states a vision statement from the Center
for Social Development Studies (CSDS) in the Faculty of
Political Science at Chulalongkorn University.To lay a foundation for that vision, the CSDS
conducts interdisciplinary and transdisciplinary research
on development policy and practice in Southeast Asia
that is innovative, inclusive and sustainable. Some recent
research produced by the CSDS includes: “Hybrid
Governance of Transboundary Commons: Insights from
Southeast Asia”; “Shaping the Future of Mekong
Regional Architecture: Reinforcing Transboundary Water
Governance Through Reciprocity” (policy brief); “The
Water-Food-Energy Nexus: Power, Politics and Justice”
(book); “Knowing the Salween River: Resource Politics of
a Contested Transboundary River” (book).","The Center for Social Development Studies at Chulalongkorn University conducts interdisciplinary and transdisciplinary research on development policy and practice in Southeast Asia that is innovative, inclusive and sustainable.", 출라롱콘 대학교의 사회 개발 연구 센터는 혁신적이고 포용적이며 지속 가능한 동남아시아 개발 정책 및 관행에 대한 학제간 및 학제간 연구를 수행합니다.,16,4
8,캐나다,Waterloo,"Grebel Peace Incubator The Grebel Peace Incubator advances expansive
and innovative understandings and practices of peace, locally and globally. They link new ventures to social innovation tools that help unpack complex human problems. Their expertise in thinking and working politically helps new ventures engage governments and transform systems. New ventures in the incubator thrive within a culture of inclusion, collaboration, and community-mindedness.","New ventures in the incubator thrive within a culture of inclusion, collaboration, and community-mindedness."," 인큐베이터의 새로운 벤처는 포용, 협업 및 커뮤니티 마인드의 문화 내에서 번창합니다.",16,4
146,캐나다,McMaster,"In his role as chair of the UN Expert Mechanism on the Right to
Development, Bonny Ibhawoh — who holds the university’s Chair
in Global Human Rights — works to monitor, evaluate and report on
conditions around the world related to the rights of individuals and
countries to freely enjoy economic, social, cultural and political progress.","In our series of letters from African journalists, University of Cape Town’s Bonny Ibhawoh reflects on his time as a UN expert on human rights.", 아프리카 저널리스트들이 보낸 일련의 편지에서 케이프타운 대학교의 보니 이바워는 유엔 인권 전문가로서 자신의 시간을 회상합니다.,16,4
310,미국,UC Davis,"The University of California Firearm Violence Research Center (UCFC) is the first state-funded center for firearm violence research, founded in July 2017 to address these gaps in knowledge on firearm violence and its prevention. In addition to rigorous research on firearm violence, UCFC is dedicated to its role in policy development, public dissemination of research findings, training of new investigators in the field of firearm violence and supporting non-UCFC investigators conducting firearm violence research through its small grants program","There is a growing body of research showing that firearm violence is a major public health problem, but there is no comprehensive understanding of how to prevent it.", 총기 폭력이 주요 공중 보건 문제라는 것을 보여주는 연구가 늘어나고 있지만 이를 예방하는 방법에 대한 포괄적인 이해는 없습니다.,16,4
98,뉴질랜드,Auckland,"University commits to improving culturalcompetency /As part of the University’s 2021 – 2030 strategic plan Taumata Teitei,the University has committed to improving the knowledge that staffhave regarding the tikanga (customs and culture) and reo (language)of New Zealand’s Indigenous Māori people. The University recognisesthat institutions of higher learning have an important role to play in thepreservation and advancement of Indigenous cultures, and hopes withthis initiative to lead by example. Uptake of te reo and tikanga Māoricourses among staff will be measured as a key performance indicator,and published in the annual reports.",The University of Auckland has committed to improving culturalcompetency among staff., 오클랜드 대학교는 직원들의 문화적 역량을 향상시키기 위해 최선을 다하고 있습니다.,16,4
294,덴마크,Aalborg,"FREE LEGAL AID
An association of law students from AAU offer free legal aid
to individuals across Denmark with regard to any legal issues
concerning e.g. family, inheritance, insurance, employment,
property, health, debt and integration. The law students support
individuals with guidance and recommendations on how
to manage their case","Law students at the University of Copenhagen offer free legal aid to individuals across Denmark with regard to any legal issues concerning family, inheritance, insurance, employment, property, health, debt and integration."," 코펜하겐 대학의 법대생은 가족, 상속, 보험, 고용, 재산, 건강, 부채 및 통합과 관련된 모든 법적 문제와 관련하여 덴마크 전역의 개인에게 무료 법률 지원을 제공합니다.",16,4
159,호주,Sydney,"At least 61 units of study across three faculties
focus on ‘justice’ issues and other units of study
support the topic.
– Example units of study:
SLSS2604 Indigenous Social and Legal Justice
PACS6901 United Nations, Peace and Security
LAWS3468 Theories of Justice",The School of Law at the University of Sydney has a strong focus on justice., 시드니 대학교 법학부는 정의에 중점을 두고 있습니다.,16,4
122,호주,Wollongong,"UOW Law researchers Professor Trish Mundy and Professor Nan Seuffert have been engaged by the YWCA NSW to undertake an evaluation of the Domestic Violence Intervention Service (DVIS) based in Nowra. This report documents the first formal evaluation of the YWCA NSW DVIS, a specialist service established in 1992 offering a crisis response to victims of domestic and family violence through support, information, referral and case management services. The evaluation assesses and measures the effectiveness of DVIS in the context of its aims and objectives, with a particular focus on assessing the benefits, challenges and impact of their co-location as a community sector domestic violence service within a police station.",An evaluation of a specialist domestic violence service based in a police station has been carried out., 경찰서에 기반을 둔 가정폭력 전문 서비스에 대한 평가가 진행되었습니다.,16,4
192,캐나다,Western,"Sustainable Procurement
In alignment with Western’s
Sustainable ProcurementPolicy
, Procurement Services will endeavour to purchaseproducts and services that meet a comprehensive range ofsustainability criteria that mirror the University’s values,sustainability principles and goals.",Procurement Services will endeavour to purchase products and services that meet a comprehensive range of Sustainable Procurement criteria that mirror the University’s values and goals., 조달 서비스는 대학의 가치와 목표를 반영하는 포괄적인 지속 가능한 조달 기준을 충족하는 제품과 서비스를 구매하기 위해 노력할 것입니다.,16,4
196,호주,Victoria,"Engagement
The Preventing and Countering Violent
Extremism (PCVE) group has been
engaged in a series of applied research
projects for preventing radicalisation,
promoting social cohesion and
countering terrorism for safe and
inclusive communities. Four major
reports for international, national and
state partners were completed in 2020
on: assessing terrorism risk, evaluation
of police case management,
understanding vulnerabilities to
right-wing extremism and identifying
transitions to violent attacks.","The work of thePreventing and Countering Violent Extremism group has been focused on preventing radicalisation, promoting social cohesion and countering terrorism for safe and inclusive communities.", 폭력적 극단주의 방지 및 대응 그룹의 작업은 안전하고 포용적인 커뮤니티를 위해 급진화를 방지하고 사회적 결속을 촉진하며 테러리즘에 대응하는 데 중점을 두었습니다.,16,4
56,호주,RMIT,"Ethnic diversity and a sense of belonging
The impact of ethnic diversity, socio-economic disadvantage and
sense of belonging on Islamophobia and social cohesion locally
and nationally project explores the impact of socio-economic
disadvantage and ethnic diversity on local and national community
cohesion. The project ‘The impact of ethnic diversity, socioeconomic
disadvantage and sense of belonging on Islamophobia and social
cohesion locally and nationally’ aimed to achieve two key outcomes:
1) Provide nationally representative evidence based on a) the
analyses of Census and the HILDA Survey data, separately and in
combination and b) a national survey on acceptance of Muslims/
Islamophobia; and 2) Provide empirical evidence about the ways
in which ethno-religious diversity, disadvantage and acceptance of
Muslims/Islamophobia impact on community cohesion in chosen
localities through interviews with stakeholders and a survey of a
representative sample of local populations.","The project aims to examine the impact of ethnic diversity, socio-economic disadvantage and sense of belonging on Islamophobia and social cohesion locally and nationally."," 이 프로젝트는 인종적 다양성, 사회경제적 불이익, 소속감이 이슬람 혐오증과 지역 및 국가적 사회 통합에 미치는 영향을 조사하는 것을 목표로 합니다.",16,4
182,일본,Sophia,"Peace studies
Koyama Hideyuki, Professor
Faculty of Theology, Department of Theology
【Course description】
Peace studies is an “interdisciplinary research and education on the causes of
war and conditions of amity,” and what I personally refer to as peace studies is
conducted particularly from the standpoint of Christianity on the basis of God’s
creation and redemption.
The peace aimed at here is not just “negative peace,” which refers to a state
without warfare or discord, but also “positive peace,” which refers to a state
wherein structural violence such as poverty, oppression, and discrimination have
been eradicated. Structural violence is built into the social, cultural and economic
institutions. In the Bible, peace is signified by the Hebrew word “shalom,” which
is derived from the word meaning “complete,” and it represents peace in a
comprehensive sense. Shalom is a state of life that requires nothing, and it the
fulfillment of life in the existence of the living God, the love of human beings for
each other, and the fullness of life in the community of all cr eatures. It is something
completely intact. Consequently, the goal of peace studies broadly covers the
goals of the SDGs.
Here we will develop an ability to analyze the world situation, and we will develop
also a sensitivity towards concord, via the use of textbooks and audiovisual material.","The goal of this course is to develop an ability to analyze the world situation, and we will develop also a sensitivity towards concord, via the use of textbooks and audiovisual material."," 본 교과목의 목표는 세계정세를 분석하는 능력을 기르는 것이며, 교과서와 시청각자료를 활용하여 화합에 대한 감수성을 함양하는 것이다.",16,4
269,캐나다,Carleton,"The best way to make an appointment, send an inquiry, or otherwise connect with us is to email equity@carleton.ca. You should receive a reply to your inquiry within two business days.","If you have a question about our services, please feel free to contact us.", 저희 서비스에 대해 질문이 있으시면 언제든지 저희에게 연락해 주십시오.,16,4
76,영국,Manchester,"In Place of WarResearch in our School of Arts, Languagesand Cultures has been used to create aspin-out charity, In Place of War, whichsupports artists and communities livingin sites of conflict globally. For over tenyears it has connected and cultivatedinternational networks of creative artistsmaking theatre, street art, music, spokenword and more in response to war. Theproject is delivered for free to local youngpeople in some of the most underresourced parts of the world. The project isalso working to develop four cultural spacesin areas with little access to the creativearts: Makokoba in Zimbabwe; Kisanganiand Bukavu in DR Congo; and Rocinha, thelargest favela in Rio de Janeiro. ","As part of this year's International Year of the Arts, the School of Arts, Languages and Cultures at the University of Bristol is hosting an exhibition of work by its students in response to war."," 올해의 국제 예술의 해의 일환으로 브리스톨 대학교의 예술, 언어 및 문화 학교는 전쟁에 대응한 학생들의 작품 전시회를 주최합니다.",16,4
133,태국,Chulalongkorn,"The Student Council is composed of elected
representatives from all faculties and Chulalongkorn
University residences. The council is responsible for
budget control as well as ensuring that activities are
organized according to stated objectives.
 The Student Union actively looks out for the best
interests of the students. When the situation calls for it,
the Union acts on behalf of the student body to voice
opinions to the Thai government on issues of concern.
The Union is non-discriminatory and all-inclusive. In
2019, the Union was led, for the first time, by a female
president",The Chulalongkorn University Student Union is the student body of Chulalongkorn University., 출라롱콘 대학교 학생회는 출라롱콘 대학교의 학생회입니다.,16,4
272,캐나다,Carleton,Go to the Centre for Indigenous Initiatives website.,Find out more about the Centre for Indigenous Initiatives at the University of British Columbia., 브리티시 컬럼비아 대학교의 원주민 이니셔티브 센터에 대해 자세히 알아보십시오.,16,4
225,인도네시아,IPB,"Indonesia’s Social Forestry (SF)
programme is promoted on the premise
that it can give people land rights. This can
make land owners and people who wish to
use land attractive to those who want to
claim legal rights over land access and
resource use where they have carried out
work or wish to manage. Conflicts over land
can be eliminated or reduced by clarifying
land tenure.
Center for Alternative Dispute and
Empowerment (CARE) IPB University held
a webinar with the topic “Social Forestry
Business Development: Opportunities and
Challenges”. This webinar activity is a
medium to share experiences between
participants regarding the development of
social forestry, especially the actors in the
field. Therefore, CARE LPPM IPB invited
assistants in the field of social forestry
programs to share their field experiences.
This webinar activity attended by more
than 100 participants from various circles
in various regions, including academics,
practitioners, government, and also field
assistants.","The purpose of this activity is to share experiences between participants regarding the development of social forestry, especially the actors in the field.","이 활동의 목적은 참가자들, 특히 현장에서 활동하는 사회 임업의 발전에 관한 경험을 공유하는 것입니다.",16,4
100,뉴질랜드,Auckland,"Digital imbalance /Associate Professors Fernando Beltran and Gehan Gunasekara atthe University are working on a project that could potentially reversethe digital power imbalance generated by data monetisation. The rawmaterial of people’s digital lives is transformed into behavioural datathat earn digital giants billions of dollars. In this project, students will bepaid to take part in experiments to discover what monetary values theyput on their personal information. They will be asked to rank differenttypes of information – financial, health, religious and political – by value.Then they’ll be asked to name their price for surrendering specific data.If they agree, for instance, for a health condition, a deal is struck, andthe candidates can be paid real money. The explorations by Gehan andFernando tie in with a swelling interest in the topic. Part of this projectis also focused on a technique to ensure individuals’ identities are kept secret when sets of anonymised data are moved around. Calleddifferential privacy, this method was co-devised by Harvard computerscientist Cynthia Dwork and is being used by organisations such as Apple,Google and the US Census Bureau.",Researchers at the University of Cambridge are exploring the idea that people might be willing to give up some of their personal data in exchange for money.,케임브리지 대학의 연구원들은 사람들이 돈을 받는 대가로 개인 데이터의 일부를 기꺼이 포기할 수 있다는 아이디어를 탐구하고 있습니다.,16,4
352,아일랜드,NUI Galway,"Community Engagement
International Disability
Law Summer School
The world’s largest Disability Law Summer
School focusing on the United Nations
Convention on the Rights of Persons with
Disabilities took place virtually from 31st
May to 2nd July 2021. The Summer School,
hosted by the Centre for Disability Law and
Policy, focused on Article 30 of the UN
Convention on the Rights of Persons with
Disabilities, Access to Culture, Recreation,
Leisure and Sport for People with Disabilities.
The Summer School took place over 5
weeks with over 140 participants from over
40 countries taking part, including artists,
academics and human rights activists",All photographs courtesy of the Centre for Disability Law and Policy.,모든 사진 제공: 장애 법률 및 정책 센터.,16,4
276,남아프리카 공화국,Cape Town,"UCT’s Faculty of Law has a long track record of providing an evidence base for policies and programmes that can help vulnerable people and communities and strengthen institutions. The Department of Public Law tackles issues as diverse as gender-based violence, securing South Arica’s freshwater sources, refugee rights and customary law.","The Department of Public Law tackles issues as diverse as gender-based violence, securing South Arica’s freshwater sources, refugee rights and customary law."," 공법부는 남 아리카의 담수원, 난민 권리 및 관습법을 보호하면서 젠더 기반 폭력과 같은 다양한 문제를 다룹니다.",16,4
346,영국,East Anglia,"Higher Education and Research Act 2017
The university adheres to the Higher Education and Research Act 2017 which has a statutory obligation to maintain freedom of speech. Our Code of Practice on Freedom of Speech commits the university to promoting and encouraging free debate and inquiry. It ensures an individual can express their views, even when they are unpopular, controversial or provocative, without risk of discrimination.",The University of Bristol is committed to promoting and encouraging free debate and inquiry., 브리스톨 대학교는 자유로운 토론과 탐구를 장려하고 장려하기 위해 최선을 다하고 있습니다.,16,4
309,미국,UC Davis,"The UC Violence Prevention Research Program
Firearm violence is a significant health and social problem in California and across the United States. The lack of basic information on the epidemiology of firearm violence and its prevention has led to widespread misunderstanding of the problem and has impeded prevention efforts. Evidence of the effects of state policies and programs for reducing firearm violence as well as basic information on benefits, risks and prevalence of firearm ownership in California are also lacking.",The purpose of this study is to provide basic information on firearm violence and its prevention in California., 이 연구의 목적은 캘리포니아의 총기 폭력과 예방에 대한 기본 정보를 제공하는 것입니다.,16,4
39,캐나다,York,"YORK ANNOUNCES LAUNCH OF CENTRE FOR INDIGENOUS
KNOWLEDGES AND LANGUAGES (CIKL)                         The new Centre is led by inaugural Director Deborah McGregor,
an associate professor at York and the Canada Research Chair in
Indigenous Environmental Justice at Osgoode Hall Law School.
The Centre will host Indigenous and non-Indigenous researchers
and students engaged in these areas of scholarship and aims to
facilitate knowledge production and dissemination that re-centres
Indigenous knowledges, languages, practices and ways of being.
Moreover, the CIKL will support research involving both traditional
and contemporary knowledges, as care-taken, shared and created
by Indigenous scholars at the University and from Indigenous
knowledge holders in the community. Learn more here.",A new Centre for Indigenous Knowledges and Languages has been established at the University of York., 토착 지식 및 언어를 위한 새로운 센터가 요크 대학교에 설립되었습니다.,16,4
