,국가,대학교명,내용,요약,요약번역,분류,5분류
1354,미국,Texas at Dallas,"Learn More
Educate yourself about Quality Education by visiting the free virtual courses offered by the SDG Academy
Learn more about the targets and indicators at the UN Global Goals website
Learn more about the great work the Office of Diversity and Community Engagement does to make UT Dallas a more inclusive space
Visit the UTD Website to hear the story of UTD’s founding, and how we have grown
Read more about how education remains inequitable today, and how a history of racism in the United States has shaped our education system",Find out more about the University of Texas at Dallas., 달라스에 있는 텍사스 대학교에 대해 자세히 알아보세요.,4,1
359,호주,RMIT,"Women Transforming Justice
RMIT’s Centre for Innovative Justice (CIJ) is conducting an ongoing
evaluation of Women Transforming Justice (WTJ), a collaboration
between the Fitzroy Legal Service (incorporating Darebin Community
Legal Centre), the Law and Advocacy Centre for Women (LACW)
and Flat Out. The project is funded by the Legal Services Board and
provides gender-informed legal assistance specifically to women
seeking bail, combined with follow up case management and other
support to women either while they are in custody or the community.
WTJ recognises the very particular needs of a growing cohort within
our community: women on remand – as well as the disproportionate
impacts that recent bail and other legislative reforms have had on
women and their children.
The CIJ’s evaluation over the life of the project is assessing its
implementation, the specific needs of women on remand and the
extent to which the service is meeting these needs. Importantly, the
evaluation is also measuring to the extent possible how the project
is raising awareness of these needs within the legal system and
prompting a shift towards a more evidence-based, gender-informed
approach.",A gender-informed legal assistance project for women on remand in Melbourne is being evaluated.,멜번에서 구금된 여성을 위한 성별 정보 법률 지원 프로젝트가 평가되고 있습니다.,5,1
780,호주,Wollongong,"This research supports the development of an integrated approach to address under-nutrition in children and overnutrition (obesity) in adults by positioning food security as the central drive for sustainably managing coastal fisheries in the Pacific islands. The research informs the development of more effective and integrated interventions to reduce household food insecurity, strengthen fisheries and coastal management, and further prevent non-communicable diseases across the Pacific region which currently account for 60–80% of deaths.",Food security and coastal management in the Pacific region have been identified as key drivers of malnutrition and non-communicable diseases in the region., 태평양 지역의 식량 안보와 연안 관리는 이 지역의 영양실조와 비전염성 질병의 주요 동인으로 확인되었습니다.,2,1
1672,핀란드,Eastern Finland,"In 2020, women accounted for 53% of UEF’s teaching and
research staff and 74% of other staff. 63% of all degree students
were women.",The number of women working at the University of Edinburgh has continued to rise., 에든버러 대학교에서 일하는 여성의 수는 계속해서 증가하고 있습니다.,5,1
796,호주,Wollongong,"Recovery Camp’s mission is for students and people with lived experience of mental illness realise their personal strengths and their contribution to the mental health and recovery of others. The research program combines professional experience placement for health students, with a recovery-oriented experience for those living with a mental illness. The program also provides support for carers of people with a mental illness and continuing professional development opportunities for practicing health professionals. Recovery Camp has provided over 65,000 hours of clinical placement to over 800 health students.",Recovery Camp is a professional development and research program for health students and people with lived experience of mental illness., 회복 캠프는 정신 질환의 경험이 있는 건강 학생과 사람들을 위한 전문 개발 및 연구 프로그램입니다.,3,1
538,뉴질랜드,Auckland,"Funded by the Health Research Council and headed by the University ofAuckland, the DIET programme is an ongoing series of research projectsaimed at promoting healthy eating patterns. The DIET team worksclosely with food retailers to look at product placement and promotionand to evaluate food-labelling practices. Other projects includecataloguing nutritional data for foods sold in New Zealand, investigatingthe impact of low-sodium diets, and supporting organisations toimplement healthy eating policies. ",A team of researchers in New Zealand is working to improve the nutritional content of food sold in the country., 뉴질랜드의 연구원 팀은 뉴질랜드에서 판매되는 식품의 영양 성분을 개선하기 위해 노력하고 있습니다.,2,1
1422,인도네시아,IPB,"Our students developed a quartered
card game innovation into an alternative
learning method for elementary school
students in improving the score of natural
science subjects in the national exam. This
innovation, Quarter or ""Quarter Pinter""
(Smart Quarter) was selected as one of the
thousands proposals that were awarded a
grant from the Ministry of Research,
Technology and Higher Education
(Kemristekdikti). The quarter is the
answer to the needs of educators and
parents in understanding natural science
lessons and includes riddles in the game
content to support elementary students'
knowledge.",Our students developed a quartered card game innovation into an alternative learning method for elementary school students in improving the score of natural science subjects in the national exam.,우리 학생들은 국가 시험에서 자연 과학 과목의 점수를 향상시키기 위해 초등학생을 위한 대안 학습 방법으로 4분의 1 카드 게임 혁신을 개발했습니다.,4,1
1257,호주,Victoria,"Engagement
A Brief Interventions Toolkit was
deployed on the headspace website,
accessed by thousands of young
people, to provide solutions-focused,
skills-based material to help handle
life’s challenges, without needing to
speak to a clinician. The toolkit of
micro-intervention modules for use
by young people to deal with personal
trials, draws on the research by
Professor Alex Parker into physical
activity and problem solving by young
people with mental health concerns.",A toolkit for young people with mental health concerns has been developed by the University of Bath., 정신 건강 문제가 있는 청소년을 위한 도구 키트가 배스 대학교에서 개발되었습니다.,3,1
207,영국,Glasgow,"Researchers from our School of Education and the charity Food Train have published research on food access and risk of malnutrition for older people. The research shows that barriers such as loneliness and the changing nature of the high street are leading to a lack of access to healthy and nutritious food to the detriment of physical health. The research calls for a rethink of food insecurity, particularly in older adults, as access to food is not simply down to financial means. Academics within the Adam Smith Business School are also researching how derelict land and community gardens demonstrate how growing initiatives can improve healthy consumption and sustainable food production. ","Researchers at Cardiff University are calling for a rethink of food insecurity, particularly in older adults, as access to food is not simply down to financial means.", 카디프 대학의 연구원들은 식량에 대한 접근이 단순히 재정적 수단에 국한되지 않기 때문에 특히 노인의 식량 불안정에 대해 재고할 것을 촉구하고 있습니다.,2,1
1369,영국,Exeter,"Together, this work has increased diagnostic rates for genetic disease from less than 15% (2013) to  more than 70% by 2020, reduced hospitalisations, prevented major neurological and physical impairments, and enabled estimated savings of over $100 million in community healthcare costs. As a consequence of Exeterled research, local clinicians are now able to recognise a patient’s disorder and   order a cost-effective (~$50) genetic test, enabling diagnoses for around 50% of families. Exeter researchers, Dr Baple and Professor Crosby, also support regular clinics for patients translating research discoveries directly into clinical care.",Researchers at the University of Exeter have made significant contributions to the diagnosis and treatment of genetic diseases., 엑서터 대학의 연구원들은 유전 질환의 진단과 치료에 상당한 기여를 했습니다.,1,1
843,태국,Chulalongkorn,"While Thailand has made significant progress in manysocial spheres, gender equality still lags far behind. Topromote gender equality, Chulalongkorn Universitycommissioned outside researchers to conduct a studyto identify factors that would lead to a more equalgender environment in its communities. The research report published in 2018 – “EqualOpportunity and Gender Enabling Environment in thePromotion of Gender Equality in ChulalongkornUniversity” – aimed to create a body of knowledge andforge an understanding of the issue of gender equalityamong university staff, from administrators on down tothe rank-and-file. It found, among other things, that while femalefaculty members were capable of climbing theacademic ladder, they often hit the same “glassceiling” that women in other segments of society do. The study recommended that the university adoptpolicies that support equality in all dimensions andlaunch campaigns to educate people on the relevantconcepts, especially that of gender equality.",Chulalongkorn University has launched a campaign to promote gender equality., 출라롱콘 대학교는 성평등 증진을 위한 캠페인을 시작했습니다.,5,1
2027,홍콩,CUHK,"Research
Eyes are supposed to reveal our true character, and they can certainly be windows on our health.  Professor Benny Zee’s team from the Jockey Club School of Public Health and Primary Care has developed a convenient, non-invasive and painless Automatic Retinal Image Analysis (ARIA) technology that can quickly assess the risk of autism spectrum disorder simply by analysing the fundus images of children’s eyes.  This technology will allow diagnoses to be made much more quickly, and enable children with autism to receive early intervention.","Research Eyes are supposed to reveal our true character, and they can certainly be windows on our health."," 연구 눈은 우리의 진정한 성격을 드러내야 하며, 확실히 우리의 건강에 대한 창이 될 수 있습니다.",3,1
531,뉴질랜드,Auckland,"Dr Louise Humpage, from the University of Auckland’s School ofSocial Science, conducted research examining the experiencesof income-support recipients during the national lockdown in2020. She drew attention to the fact thatexisting policies and clawbacks largelyeliminated the benefit increase thatoccurred in April of that year, andthat many participants reportedfeelings of stress and stigma inaccessing their entitlements. Shehopes to encourage governmentto ensure that adequate andequitable levels of support areavailable to everyone who needs it.","New Zealand’s income-support system is not fit for purpose, according to a new study.", 새로운 연구에 따르면 뉴질랜드의 소득 지원 시스템은 목적에 적합하지 않습니다.,1,1
1990,캐나다,Brock,"SOLIDARITÉ DES FEMMES ET FAMILLES IMMIGRANTES FRANCOPHONES DU NIAGARA (SOFIFRAN) 
SOFIFRAN is a project designed to help with the social and economic combination of francophone women immigrants in the Niagara Region. It is a 36-month project, where work with child care services, school boards, city councils, transportation companies, and others will establish a model to address the barriers francophone immigrant women face to employment.",francophone immigrant women face barriers to employment in the Niagara Region., 불어권 이민자 여성은 나이아가라 지역에서 고용 장벽에 직면해 있습니다.,5,1
1438,인도네시아,IPB,"Student from the Faculty of Human
Ecology, IPB University, initiated a
women's empowerment program called
FIA (Female in Action). She formed FIA, a
women's empowerment startup based on
entertainment art and technology in
i n t e n s i v e t r a i n i n g a n d i n n o v a t i v e
education. FIA is expected to be a solution
to change the mindset, become a driver
for women to develop their passion and
skills. The FIA launched an app called FIA
4.0, the first women's empowerment
application in Indonesia.",A young Indonesian woman has started a women's empowerment startup., 인도네시아의 한 젊은 여성이 여성 역량 강화 스타트업을 시작했습니다.,5,1
1692,남아프리카 공화국,Cape Town,"Those people living in poverty and adversity are at increased risk of a range of mental health conditions, and people who live with mental health problems are at greater risk of drifting into or remaining in poverty. The Alan J Flisher Centre for Public Mental Health at UCT engages with this nexus.",The link between poverty and mental health problems is well established., 빈곤과 정신 건강 문제 사이의 연관성은 잘 알려져 있습니다.,1,1
543,뉴질랜드,Auckland,"As part of the Growing Up in New Zealand study, Professor Clare Walland her colleagues (Dr Teresa de Castro and Dr Sarah Gerritsen) havebeen analysing data to describe what children are eating in the first1,000 days of life and to understand what factors are associated withthe risk of being an overweight or obese child in New Zealand. NewZealand has some of the highest rates of childhood obesity in the world.The research considers a range of factors, including what is eaten, whyand how it is eaten, and the sociodemographic and environmentalfactors that influence access to food. Professor Wall hopes thisresearch will inform practice and policy to help reverse this trend, andto safeguard the long-term health of New Zealand’s children.",The University of Auckland’s School of Public Health is conducting research into childhood obesity in New Zealand.,오클랜드 대학교의 공중 보건 학교는 뉴질랜드의 아동 비만에 대한 연구를 수행하고 있습니다.,2,1
873,호주,Charles Sturt,"The Charles Sturt Equine Isolation Facility in
Wagga Wagga is ready to take high-risk patients.
The facility features six independently operated
stables with separate airflow and plumbing and a
designated treatment and exam room. We work in
times where there are risks to human health and
this facility provides a safeguard to the health
of all patients in the hospital and the personnel
involved in the management of animals in the
isolation facility. Any animal that has, through a risk
assessment, the possibility of having a contagious
disease, will be admitted to this facility to allow us
to deliver state-of-the-art care and uphold rigorous
infection control. The completion of the facility
fulfils ongoing accreditation requirements of the
university, while also providing a biosecurity asset
to be used on a global, national, and regional scale.
This facility will be a fantastic teaching aid while
ensuring clients receive quality care and treatment",A new state-of-the-art isolation facility for horses has opened in New South Wales., 뉴사우스웨일즈에 최신식 말 격리 시설이 새로 문을 열었습니다.,4,1
1812,미국,UC Davis,"UC Davis is home to more than 60 centers and institutes that conduct research on topics related to agriculture or food systems. Among faculty who completed the SDG survey instruments, 81 indicated that they perform research related to SDG 2. Roughly the same number of faculty indicated that they teach (48) or engage in service activities (49) related to SDG 2, and a handful (6) responded that they are involved in campus operations that touch upon SDG 2.","Researchers at the University of California, Davis, are increasingly involved in campus operations that touch upon agriculture or food systems, according to a new survey.", 새로운 설문 조사에 따르면 캘리포니아 대학교 데이비스의 연구원들은 농업이나 식품 시스템을 다루는 캠퍼스 운영에 점점 더 많이 관여하고 있습니다.,2,1
1991,캐나다,Brock,"Individual Actions
If you wish to help by volunteering, there are some great opportunities where you can help make a change such as:  

Big Brothers/Big Sisters mentoring program provides girls and young women with a role model to talk to and share the experiences of growing up with.  
Canadian Federation of University Women, a local, provincial, national, and international organization of women. A non-profit group who are committed to the: pursuit of knowledge, promotion of education, and the improvement of the status of women and their human rights. 
Encourage gender training and education at your company. 
Represent gender equality in your home. 
Look to and support women leaders. 
Stand up for woman rights. 
Let media outlets know it is not alright to portray women as inferior, less intelligent or incompetent compared to males.  
Increase female leadership roles in the workplace. 
Encourage scholarships for girls to attend school, especially those in science, technology, and engineering. 
Set a good example to youth and ensure you use equal decision making skills. ","As part of International Women's Day, here are some ways you can help.", 세계 여성의 날의 일환으로 여러분이 도울 수 있는 몇 가지 방법이 있습니다.,5,1
1623,핀란드,Eastern Finland,"As a Fairtrade University, we are
committed to using Fairtrade products
that guarantee a sufficient livelihood
for producers.","As part of our commitment to environmental sustainability, we are committed to using products that guarantee a sufficient livelihood for producers.",환경적 지속 가능성에 대한 약속의 일환으로 우리는 생산자에게 충분한 생계를 보장하는 제품을 사용하기 위해 최선을 다하고 있습니다.,1,1
1283,호주,Victoria,"The United Nations Population Fund,
Avenir Health, John Hopkins University
and VISES researchers collaborated
on assessing the impact of COVID 19
on family planning and ending gender
based violence .",A new study suggests that the use of contraceptives is linked to a reduction in violence against women., 새로운 연구는 피임약의 사용이 여성에 대한 폭력의 감소와 관련이 있음을 시사합니다.,5,1
1475,호주,Griffith,"GRIFFITH TRANSFORMING MENTAL HEALTHOver the next five years, Griffith is part of a in new, nationalmental health initiative prioritising people with lived experience ofmental illness at the forefront of research. Launched by the federalgovernment in 2021, the National Academy of LIVed-Experience(ALIVE) will transform Australia’s mental health care system byoperating as a virtual network across 14 university partners,government bodies and community organisations from all statesand territories, working with more than 2200 members with livedexperience of mental illness and carers. Griffith’s Professor AmandaWheeler, co-lead of the Menzies Health Institute QueenslandChanging Health Systems, is one of the project’s chief investigators.",Griffith University has been named one of Australia’s top universities for research into mental health., 그리피스 대학교는 정신 건강 연구 분야에서 호주 최고의 대학교 중 하나로 선정되었습니다.,3,1
75,캐나다,Waterloo,"END HUNGER, ACHIEVE
FOOD SECURITY AND IMPROVED
NUTRITION, AND PROMOTE
SUSTAINABLE AGRICULTURE
SDG 2 focuses on ensuring access to adequate healthy food while supporting resilient agriculture practices that respect workers and the land. At the University of Waterloo, implementation of
SDG 2 is reflected in academic work to develop sustainable agricultural and food distribution practices worldwide
while improving the access to healthy and sustainable food choices for those in the campus community.",The University of Waterloo has become one of the first universities in the world to implement an adequate food system.,워털루 대학교는 적절한 식품 시스템을 구현한 세계 최초의 대학교 중 하나가 되었습니다.,2,1
1225,영국,Northampton,"The drive for gender equality globally remains an
ongoing battle and is an area that the University of
Northampton is fully committed to supporting. Our
work in this area encompasses supporting females
being taught in compulsory education and in higher
education, as well as equity for women in the
workplace. We are also committed to preventing
violence against women, and other forms of
exploitation and harm. We are proud of our work
to ensure that we promote gender equality and
actively support women in their lives and careers","As part of International Women's Day, the University of Northampton would like to take this opportunity to highlight our commitment to gender equality.", 세계 여성의 날의 일환으로 노샘프턴 대학교는 이 기회를 통해 성평등에 대한 우리의 약속을 강조하고자 합니다.,5,1
1666,핀란드,Eastern Finland,"Gender equality has traditionally
been a great source of pride for
Finns, and the country’s comprehensive
school has been considered
a cornerstone of gender equality.
However, as gender awareness
has increased, more critical views
of the Finnish school system have
emerged. It has been noted that
instead of promoting equality,
schools can also maintain unequal
structures. In her ongoing doctoral
dissertation, researcher and former
classroom teacher Salla Myyry looks
at how interpretations of gender
equality have changed in basic education
curricula from 2004 to 2014.",The Finnish education system has a long tradition of promoting gender equality.,핀란드 교육 시스템은 양성 평등을 장려하는 오랜 전통을 가지고 있습니다.,5,1
1998,영국,Sheffield,"Local food, Covid-19 and the future of the UK's food systems
The local food sector came into focus during the Covid-19 pandemic as the UK’s mainstream food systems experienced shocks and shifts. This project examines this period and shows how we can enhance the resilience of the local food sector and of the wider food system in the UK. The pandemic not only substantiated the importance of the local food sector, it also provided an opportunity to envision a food systems transformation centred on strengthening local food systems. Research in this area can help improve levels of food security so more people can gain access to food.",The local food sector is an important part of the UK’s food system but its importance has been under scrutiny in recent years., 지역 식품 부문은 영국 식품 시스템의 중요한 부분이지만 최근 몇 년 동안 그 중요성에 대한 정밀 조사가 이루어졌습니다.,2,1
67,이탈리아,Bologna,"The University of Bologna applies the national policy against any formof gender pay gap as stated in the Italian Constitutional Chart, art. 37,where it is written: “Working women are entitled to equal rights and,for comparable jobs, equal pay as men”. Thus, at a specific academicposition corresponds a specific pay equal for both genders.To monitor the application of this national policy and the eliminationof the gender pay gap, the University provides its data per year in itsGender Equality Annual Report, where it is included also the indicator“University Gender Inequality Index (UGII)”.",The gender pay gap is defined as the difference between the pay of men and women working in the same job., 성별 임금격차는 같은 직업에 종사하는 남녀의 임금차이로 정의된다.,5,1
613,뉴질랜드,Auckland,"Women entrepreneursWomen are underrepresented in business, which affects the well-beingof individuals and their families. Supporting more women entrepreneursand innovators to thrive is about future-proofing and growing thesocial and economic well-being of families and their communities. TheUniversity’s Centre for Innovation and Entrepreneurship has activelysought to increase the participation of women through role modelling,communication campaigns, actively recruiting more women to volunteeras mentors and speakers, and initiating social innovation programmes proven to appeal to women. The University has led New Zealand into thetop-ranked position for female founder graduates. An internationalstudy found New Zealand has the world’s highest percentage of femalegraduates who found start-ups, at 13.4 percent. Of these, almost halfare from the University of Auckland. These results were provided by thebusiness banking app Tide. Its Pioneering Women study analysed datafrom Crunchbase for companies that had raised at least US$1 million. Thesums involved indicate that founders identified in the study are generatingsubstantial enterprises. Of the 79,140 enterprises, only 6,940 hadfemale founders.",The University of Auckland is committed to supporting women entrepreneurs and innovators., 오클랜드 대학교는 여성 기업가와 혁신가를 지원하기 위해 최선을 다하고 있습니다.,5,1
1965,캐나다,Brock,"If you notice someone close to you such as a friend, family member or coworkers is acting differently reach out to them to make sure they are okay, offer them some help with tasks that might be draining and ensure they have someone to talk. ",If you are worried about someone you know is having a difficult time contact your local mental health service., 아는 사람이 어려운 시간을 보내고 있는 것이 걱정된다면 지역 정신 건강 서비스에 연락하십시오.,3,1
1231,호주,Victoria,"The Centre for International Research
on Education Systems and the Mitchell
Institute prepared a major report to
inform educational policy. The report
Educational opportunity in Australia
2020: Who succeeds and who misses
out provides indicators to measure
progress towards the national goals for
education. The national data shows
that the Australian education system
is not bridging the gap between rich
and poor in the crucial early years of
learning, allowing cycles of poverty
to continue.","Australia's education system is failing the country's poorest children, according to a new report.", 새로운 보고서에 따르면 호주의 교육 시스템은 가장 가난한 아이들에게 실패하고 있습니다.,1,1
1638,핀란드,Eastern Finland,"The Metabolic Diseases research
community looks for solutions to
obesity, diabetes and heart disease.","The Metabolic Diseases Research community looks at solutions to obesity, diabetes and heart disease."," 대사 질환 연구 커뮤니티는 비만, 당뇨병 및 심장 질환에 대한 솔루션을 찾습니다.",3,1
567,뉴질랜드,Auckland,"An initiative was launched where staff and students could donateunused clothing items for students who were exploring their genderidentity or who were actively transitioning. The intention of theproject is to provide a safe place where gender-diverse students canobtain gender-affirming clothing, without needing to shop in stronglygendered retail outlets.",A gender-diverse clothing bank has been set up at the University of Aberdeen., 에버딘 대학교에 성별이 다양한 의류 은행이 설립되었습니다.,5,1
1985,캐나다,Brock,"FREE ACCESS TO MENSTRUAL PRODUCTS ON CAMPUS 
Menstruation is something that people born with a uterus have to deal with that causes an additional strain on finances, with the high costs of menstrual products such as tampons, pads, menstrual cups etc. can be a burden that some cannot afford. As it is something that half of the population has to deal with for the majority of their lives it is unfair that these products are high in prices as people do not choose to menstruate, it is simply something that occurs if you have a uterus.  ","As part of International Women's Day, I would like to highlight the issue of menstrual products.", 세계 여성의 날의 일환으로 저는 생리용품 문제를 강조하고 싶습니다.,5,1
1220,영국,Northampton,"184
of our students
graduated with
qualifications that
entitled them to teach
at primary school level.","At our graduation ceremony, we celebrated the achievements of our students who have achieved qualifications to teach at primary school level.",졸업식에서 우리는 초등학교 수준의 교사 자격을 획득한 학생들의 성취를 축하했습니다.,4,1
906,캐나다,McMaster,"Hamilton Community Food Centre (HCFC), a project of the Neighbour
to Neighbour Centre (N2N), offers food-based programs that bring
everyone together to grow, cook, share and advocate for good food.
Researcher Tina Moffat received funding to evaluate the youth
food programming at the HCFC, part of a growing movement of food
centres across Canada that move beyond charity models of food
banks to give food-insecure populations access to nutritious food in
a dignified manner.","A food centre in Hamilton, Ont., is the first of its kind in Canada.", 온타리오주 해밀턴에 있는 푸드 센터는 캐나다 최초입니다.,2,1
1005,영국,Essex,"It is a concept which has also generated
interest from people around the globe as a
solution to improve mental wellbeing for
all ages.",The world's first self-help book for children has been launched in the UK.,영국에서 세계 최초로 어린이를 위한 자기계발서가 출간되었습니다.,3,1
837,태국,Chulalongkorn,"University study is a highly stressful pursuit. Students whofind it hard to cope sometimes either drop out or engage inunhealthy lifestyles, such as taking alcohol or drugs. Aspart of its overall wellness strategy, ChulalongkornUniversity has established the Chula Student WellnessCenter, which offers psychological services for bothstudents and staff.",Chulalongkorn University has set up a wellness centre to help students cope with the demands of university study., 출라롱콘 대학교는 학생들이 대학 공부의 요구에 대처할 수 있도록 웰니스 센터를 설립했습니다.,3,1
1239,호주,Victoria,"Victoria University research into
sustainable agriculture on the water
footprint of food exports found
Australia loses about 35,000 gigalitres
of freshwater a year embedded in
agricultural exports. That is roughly
equivalent to all Australia’s stored
reservoir water. As Australia has
volatile water resources, measuring
the water footprint of products is
critical for national policy. The study
found 65% of the nation’s agricultural
products are exported for relatively
low benefit, when water is factored
into the cost. The report was coauthored
by Dr Muhammad Tariq and
Dr Nitin Muttil and two Bachelor of
Civil Engineering students Riley
Damnics and Zohreh Rajabi, along
with Muhammad Laiq Ur Rahman
Shahid from the University of
Engineering and Technology Taxila.
Dr Tariq and Dr Muttil mentored the
students in after-class sessions
toward a goal of publication.","Australia loses billions of litres of water a year to agriculture exports, according to a new study.", 새로운 연구에 따르면 호주는 농업 수출로 인해 연간 수십억 리터의 물을 잃습니다.,2,1
1243,호주,Victoria,"Vasileios Stavropoulos worked with
Turkish and UK researchers to develop
a new food addiction scale for the
measurement, prevalence and
psychological risk factors associated
with addictive food consumption.",A researcher at the University of Athens has developed a new scale for measuring food addiction., 아테네 대학의 연구원이 음식 중독을 측정하는 새로운 척도를 개발했습니다.,2,1
