,국가,대학교명,내용,요약,요약번역,분류,5분류
1814,미국,UC Davis,"SDG 2–related centers at UC Davis
Aggie Compass Basic Needs Center
Agricultural Experiment Station (UCANR)
Agricultural Sustainability Institute
Agronomy Research and Information Center
Blum Center for Developing Economies
California Animal Health and Food Safety Laboratory System
California Center for Urban Horticulture
California Crop Improvement Association
California Institute of Food and Agricultural Research
Center for Animal Disease Modeling and Surveillance
Center for Food Animal Health
Center for Aquatic Biology & Aquaculture
Center for Health & Nutrition Research
Chile Life Sciences Innovation Center
Clarity and Leadership for Environmental Awareness and Research
Global Healthshare Initiative (CLEAR Initiative)
Conservation Agriculture Systems Innovation Center
Dairy Research and Information Center
Foods for Health Institute
Food Loss and Waste Collaborative
Food Recovery Network
Foundation Plant Services
Fruit and Nut Research and Information Center
Global Fellowships for Agricultural Development
Honey & Pollination Center
Innovation Institute for Food and Health
Institute for Global Nutrition
Nutrition Education Program
Plant Breeding Center
Postharvest Technology Center
Program in International and Community Nutrition
Public Intellectual Property Resource for Agriculture
Robert Mondavi Institute
Sustainable Agriculture Research And Education Program (SAREP)
Seed Biotechnology Center
UC Cooperative Extension (UCANR)
UC Davis Coffee Center
UC Davis Olive Center
UC Davis Student Farm
University of California Agricultural Issues Center
University of California CalFresh Nutrition Education Program
USAID Feed the Future Innovation Lab for Assets and Market Access
USAID Feed the Future Innovation Lab for Genomics to Improve Poultry
USAID Feed the Future Innovation Lab for Climate Resilient Chickpea
USAID Feed the Future Innovation Lab Climate Resilient Millet
USAID Feed the Future Innovation Lab for Horticulture
USDA Western Human Nutrition Research Center
Western Institute for Food Safety & Security
World Food Center","University of California, Davis", 캘리포니아 대학교 데이비스,2,1
1832,미국,UC Davis,"SDG 3–related centers at UC Davis
Comprehensive Cancer Center
Center for Health and Technology
Center for Healthcare Policy and Research
Center for Mind and Brain
Center for Precision Medicine
Center for Reducing Health Disparities
Center for Vector-borne Diseases
MIND Institute
One Health Institute | UC Davis
PREDICT
School of Medicine
School of Medicine Student Run Clinics
School of Nursing
Western Center for Agricultural Health and Safety
Western Institute for Food Safety and Security","University of California, Davis", 캘리포니아 대학교 데이비스,3,1
1861,미국,UC Davis,"SDG 5–related centers at UC Davis
Designated Emphasis in Feminist Theory and Research
Family Protection and Legal Assistance Clinic
Feminist Research Institute
Girls' Outdoor Adventure in Leadership and Science
Gender Research Cluster
Hatch Project
UC Davis ADVANCE
Women’s and Gender History
Women's Resources and Research Center","University of California, Davis", 캘리포니아 대학교 데이비스,5,1
1022,영국,Essex,"In January 2020, we began working with
all departments to achieve a 60/40 gender
distribution of men to women in every grade
– although not an ideal target, it is a good
first step. It would lead to the mean gender
gap being reduced to 9.3% and the median to
around 11.1%. We will continue to work with
departments to achieve this goal by 2025.
We place great importance on supporting
women’s development in the workplace and
identifying visible role models at all levels. And
we are committed to building a more agile and
flexible working culture – this is likely to have a
positive effect on the gender pay gap over time.",We are committed to reducing the gender pay gap., 우리는 성별 임금격차를 줄이기 위해 최선을 다하고 있습니다.,5,1
521,영국,Bournemouth,"Library and open accessWe work hard to provide a comprehensivelibraries and learning support service toour community. As well as our two libraries– The Sir Michael Cobham Library andWeston Library – we offer a wide range ofonline resources, including e-books ande-journals. We welcome visitors to bothThe Sir Michael Cobham Library and toWeston Library to use its resources.",We are a community-led library and learning support service.,우리는 지역 사회 주도 도서관 및 학습 지원 서비스입니다.,4,1
1284,호주,Victoria,"Engagement
HealthWest Partnership and Victoria
University worked together on Project
Momentum: Working Together with
Men to engage younger male
students and staff in prevention of
violence against women. The project
created a guide for creating and
supporting projects of this kind.
The project conducted a number
of activities in 2020 for exploring
ideas of manhood and the narratives
surrounding ‘real men’, including
the Enter the Man Box art installation
for VU O Week and workshops on the
Man Box Story.",Working with young men to prevent violence against women., 여성에 대한 폭력을 예방하기 위해 청년들과 함께 일합니다.,5,1
906,캐나다,McMaster,"Hamilton Community Food Centre (HCFC), a project of the Neighbour
to Neighbour Centre (N2N), offers food-based programs that bring
everyone together to grow, cook, share and advocate for good food.
Researcher Tina Moffat received funding to evaluate the youth
food programming at the HCFC, part of a growing movement of food
centres across Canada that move beyond charity models of food
banks to give food-insecure populations access to nutritious food in
a dignified manner.","A food centre in Hamilton, Ont., is the first of its kind in Canada.", 온타리오주 해밀턴에 있는 푸드 센터는 캐나다 최초입니다.,2,1
2085,영국,East Anglia,"Promoting trainee teacher mental health
Current mental health resources in teacher training programmes are focused on the role of educators in supporting their pupils. The Mental Health and Wellbeing Trainee Teachers Project, is a new initiative looking into the support trainee teachers themselves may need. The study explores the extent of the current provision of mental health and wellbeing support provided to trainee teachers, and the type of provision that would be needed and suitable in the future. Data collection and initial analysis has begun, with the group planning to inform teacher training providers of the support required to positively influence trainee teacher mental health and wellbeing.",A new project is looking into the mental health and wellbeing of trainee teachers., 새로운 프로젝트는 연수생 교사의 정신 건강과 웰빙을 조사하고 있습니다.,4,1
1763,덴마크,Aalborg,"COVID-19 ACTIONS
During the COVID-19 pandemic, AAU initiated several projects
to support Danish and international efforts in understanding
and managing this pandemic. Examples:",The Danish Ministry of Foreign Affairs has been involved in a number of international projects on climate change., 덴마크 외무부는 기후 변화에 관한 여러 국제 프로젝트에 참여했습니다.,3,1
1369,영국,Exeter,"Together, this work has increased diagnostic rates for genetic disease from less than 15% (2013) to  more than 70% by 2020, reduced hospitalisations, prevented major neurological and physical impairments, and enabled estimated savings of over $100 million in community healthcare costs. As a consequence of Exeterled research, local clinicians are now able to recognise a patient’s disorder and   order a cost-effective (~$50) genetic test, enabling diagnoses for around 50% of families. Exeter researchers, Dr Baple and Professor Crosby, also support regular clinics for patients translating research discoveries directly into clinical care.",Researchers at the University of Exeter have made significant contributions to the diagnosis and treatment of genetic diseases., 엑서터 대학의 연구원들은 유전 질환의 진단과 치료에 상당한 기여를 했습니다.,1,1
1985,캐나다,Brock,"FREE ACCESS TO MENSTRUAL PRODUCTS ON CAMPUS 
Menstruation is something that people born with a uterus have to deal with that causes an additional strain on finances, with the high costs of menstrual products such as tampons, pads, menstrual cups etc. can be a burden that some cannot afford. As it is something that half of the population has to deal with for the majority of their lives it is unfair that these products are high in prices as people do not choose to menstruate, it is simply something that occurs if you have a uterus.  ","As part of International Women's Day, I would like to highlight the issue of menstrual products.", 세계 여성의 날의 일환으로 저는 생리용품 문제를 강조하고 싶습니다.,5,1
613,뉴질랜드,Auckland,"Women entrepreneursWomen are underrepresented in business, which affects the well-beingof individuals and their families. Supporting more women entrepreneursand innovators to thrive is about future-proofing and growing thesocial and economic well-being of families and their communities. TheUniversity’s Centre for Innovation and Entrepreneurship has activelysought to increase the participation of women through role modelling,communication campaigns, actively recruiting more women to volunteeras mentors and speakers, and initiating social innovation programmes proven to appeal to women. The University has led New Zealand into thetop-ranked position for female founder graduates. An internationalstudy found New Zealand has the world’s highest percentage of femalegraduates who found start-ups, at 13.4 percent. Of these, almost halfare from the University of Auckland. These results were provided by thebusiness banking app Tide. Its Pioneering Women study analysed datafrom Crunchbase for companies that had raised at least US$1 million. Thesums involved indicate that founders identified in the study are generatingsubstantial enterprises. Of the 79,140 enterprises, only 6,940 hadfemale founders.",The University of Auckland is committed to supporting women entrepreneurs and innovators., 오클랜드 대학교는 여성 기업가와 혁신가를 지원하기 위해 최선을 다하고 있습니다.,5,1
1457,캐나다,Manitoba,"This program explores a wide range of womencentred
social, political and cultural issues. As a
dynamic and interdisciplinary program, students
study diverse theoretical and practical approaches,
including popular culture and consumption,
violence against women, lesbian/gay/queer
studies, women in science and technology, human
geography, Indigenous feminism, masculinity
studies, and history.",This master's degree in women's studies is designed to prepare students for graduate study in a variety of fields., 이 여성학 석사 학위는 학생들이 다양한 분야의 대학원 과정을 준비할 수 있도록 설계되었습니다.,5,1
1438,인도네시아,IPB,"Student from the Faculty of Human
Ecology, IPB University, initiated a
women's empowerment program called
FIA (Female in Action). She formed FIA, a
women's empowerment startup based on
entertainment art and technology in
i n t e n s i v e t r a i n i n g a n d i n n o v a t i v e
education. FIA is expected to be a solution
to change the mindset, become a driver
for women to develop their passion and
skills. The FIA launched an app called FIA
4.0, the first women's empowerment
application in Indonesia.",A young Indonesian woman has started a women's empowerment startup., 인도네시아의 한 젊은 여성이 여성 역량 강화 스타트업을 시작했습니다.,5,1
75,캐나다,Waterloo,"END HUNGER, ACHIEVE
FOOD SECURITY AND IMPROVED
NUTRITION, AND PROMOTE
SUSTAINABLE AGRICULTURE
SDG 2 focuses on ensuring access to adequate healthy food while supporting resilient agriculture practices that respect workers and the land. At the University of Waterloo, implementation of
SDG 2 is reflected in academic work to develop sustainable agricultural and food distribution practices worldwide
while improving the access to healthy and sustainable food choices for those in the campus community.",The University of Waterloo has become one of the first universities in the world to implement an adequate food system.,워털루 대학교는 적절한 식품 시스템을 구현한 세계 최초의 대학교 중 하나가 되었습니다.,2,1
1626,핀란드,Eastern Finland,"Home economics is taught in the
School of Applied Educational Science
and Teacher Training. The
studies focus on the viewpoints
of sustainable development and
well-being.",The studies focus on the viewpoints of sustainable development and well-being., 연구는 지속 가능한 개발과 웰빙의 관점에 초점을 맞춥니다.,2,1
1023,영국,Essex,"It’s important not to consider gender as a binary
concept. We know that many members of our
community identify outside the gender binary
and/or as trans, and we remain committed
to creating a welcoming environment for all
members of our community.","As part of our commitment to equality, we have introduced a new policy on gender identity.", 평등에 대한 약속의 일환으로 우리는 성 정체성에 대한 새로운 정책을 도입했습니다.,5,1
1666,핀란드,Eastern Finland,"Gender equality has traditionally
been a great source of pride for
Finns, and the country’s comprehensive
school has been considered
a cornerstone of gender equality.
However, as gender awareness
has increased, more critical views
of the Finnish school system have
emerged. It has been noted that
instead of promoting equality,
schools can also maintain unequal
structures. In her ongoing doctoral
dissertation, researcher and former
classroom teacher Salla Myyry looks
at how interpretations of gender
equality have changed in basic education
curricula from 2004 to 2014.",The Finnish education system has a long tradition of promoting gender equality.,핀란드 교육 시스템은 양성 평등을 장려하는 오랜 전통을 가지고 있습니다.,5,1
837,태국,Chulalongkorn,"University study is a highly stressful pursuit. Students whofind it hard to cope sometimes either drop out or engage inunhealthy lifestyles, such as taking alcohol or drugs. Aspart of its overall wellness strategy, ChulalongkornUniversity has established the Chula Student WellnessCenter, which offers psychological services for bothstudents and staff.",Chulalongkorn University has set up a wellness centre to help students cope with the demands of university study., 출라롱콘 대학교는 학생들이 대학 공부의 요구에 대처할 수 있도록 웰니스 센터를 설립했습니다.,3,1
982,호주,Sydney,"Gender equality is fundamental to our sustainable future. Despite many advances, gender inequality and
gender-based discrimination still holds back sustainable development. In a 2016 gender gap report by the
World Economic Forum, Australia ranked 46th, demonstrating there is much work to be done locally.
The University of Sydney is committed to gender equality and improving workplace culture and, globally,
was one of the first universities to admit women on the same basis as men. The University supports women in
leadership, and recently shared advice from prominent female academics on what makes a good leader. Our
Sydney Ideas program runs regular events to share our work on gender, equality and diversity.
The Faculty of Science runs a Women in Science (WISCI) project to progress gender equity in the faculty.
Read about some of the scientific breakthroughs by Sydney Science women. The Faculty of Engineering offers a
range of scholarships for women to encourage more female participation in engineering.","On International Women's Day, the University of Sydney celebrates the achievements of women around the world.", 세계 여성의 날에 시드니 대학교는 전 세계 여성의 업적을 기립니다.,5,1
359,호주,RMIT,"Women Transforming Justice
RMIT’s Centre for Innovative Justice (CIJ) is conducting an ongoing
evaluation of Women Transforming Justice (WTJ), a collaboration
between the Fitzroy Legal Service (incorporating Darebin Community
Legal Centre), the Law and Advocacy Centre for Women (LACW)
and Flat Out. The project is funded by the Legal Services Board and
provides gender-informed legal assistance specifically to women
seeking bail, combined with follow up case management and other
support to women either while they are in custody or the community.
WTJ recognises the very particular needs of a growing cohort within
our community: women on remand – as well as the disproportionate
impacts that recent bail and other legislative reforms have had on
women and their children.
The CIJ’s evaluation over the life of the project is assessing its
implementation, the specific needs of women on remand and the
extent to which the service is meeting these needs. Importantly, the
evaluation is also measuring to the extent possible how the project
is raising awareness of these needs within the legal system and
prompting a shift towards a more evidence-based, gender-informed
approach.",A gender-informed legal assistance project for women on remand in Melbourne is being evaluated.,멜번에서 구금된 여성을 위한 성별 정보 법률 지원 프로젝트가 평가되고 있습니다.,5,1
742,영국,Oxford,We will incorporate world-class features and amenities in our buildings that support the success of our customers and help them live healthy and active lives.,We are committed to providing our customers with a world-class experience., 우리는 고객에게 세계적 수준의 경험을 제공하기 위해 최선을 다하고 있습니다.,3,1
752,영국,Oxford,we will incorporate world-class features and amenities in our buildings that support the success of our customers and help them live healthy and active lives.,We are committed to providing our customers with a world-class experience., 우리는 고객에게 세계적 수준의 경험을 제공하기 위해 최선을 다하고 있습니다.,3,1
538,뉴질랜드,Auckland,"Funded by the Health Research Council and headed by the University ofAuckland, the DIET programme is an ongoing series of research projectsaimed at promoting healthy eating patterns. The DIET team worksclosely with food retailers to look at product placement and promotionand to evaluate food-labelling practices. Other projects includecataloguing nutritional data for foods sold in New Zealand, investigatingthe impact of low-sodium diets, and supporting organisations toimplement healthy eating policies. ",A team of researchers in New Zealand is working to improve the nutritional content of food sold in the country., 뉴질랜드의 연구원 팀은 뉴질랜드에서 판매되는 식품의 영양 성분을 개선하기 위해 노력하고 있습니다.,2,1
2046,홍콩,CUHK,"Advocating gender equality
To promote gender equality and women’s human rights, the Gender Studies Programme co-organized two international conferences.  The conference ‘Gender and (Im)mobility in Uncertain Times’ was organized in March 2021 with the Diversity and Inclusion Office, and the ‘International Conference on Gender: Moving Towards Gender Equality and A Sustainable Society’ was organized in December 2021 with the Hong Kong Federation of Women’s Centre.  The first conference presented the findings of recent research on workplace dynamics, family relations and gender norms across societies during the pandemic, while the second conference illustrated the development of women’s services in a diversified manner through keynote speeches, learning groups and experiential workshops.",Two international conferences were held at the University of Hong Kong to promote gender equality and women’s human rights.,성평등과 여성인권 증진을 위해 홍콩대학교에서 두 차례의 국제회의가 열렸다.,5,1
45,이탈리아,Bologna,"Through PLOTINA project and our Gender Equality Plan (GEP) we promote and favour women's access to university studies even in those areas of study traditionally most frequented by men. The Gender Equality Plan (GEP) is a flexible tool, comparable to a Positive Action Plan, which is constructed taking into account the peculiarities and needs of each single University or Research Center. Moreover, to contrast gender biases in the evaluation and recruitment of professors and researchers, we produced and diffused a formative downloadable video. Last, but not least, our University participates in a national project that allows transgender students to adopt the name they want without being discriminated against at any time during their university career",Our University participates in a number of national and international projects aimed at promoting gender equality., 우리 대학은 성평등 증진을 목표로 하는 다수의 국내 및 국제 프로젝트에 참여하고 있습니다.,5,1
618,뉴질랜드,Auckland,"HARDSHIP SUPPORT AND AUSA HARDSHIPGRANTThe University provides various grants under its ‘hardship support’ initiativefor students enrolled for more than two weeks. It supports students facedwith financial difficulties that may be affecting their studies. The AucklandUniversity Students’ Association (AUSA) Hardship Grant helps studentsin hardship with basic necessities of life under the categories of food,accommodation, travel and medical.",The University of Auckland has a number of financial support schemes for its students., 오클랜드 대학교에는 학생들을 위한 다양한 재정 지원 제도가 있습니다.,1,1
1334,미국,Texas at Dallas,"Learn More
Check out SDG Academy to take interactive educational courses pertaining to SDG 2: Zero Hunger
Learn more about the targets and indicators at the UN Global Goals website
Check out the Comet Cupboard to donate or receive needed resources
Visit the North Texas Food Bank to learn about food insecurity in the greater Dallas community",Find out more about the United Nations Global Goals and how you can help., 유엔 글로벌 목표와 귀하가 도울 수 있는 방법에 대해 자세히 알아보십시오.,2,1
628,뉴질랜드,Auckland,"COMBATTING TROPICAL DISEASEUniversity of Auckland researchers from the Maurice Wilkins Centre forMolecular Biodiscovery, in collaboration with the Drugs for NeglectedDiseases Initiative in Geneva, have developed a new drug, DNDi-0690,for the often-fatal tropical disease Leishmaniasis. The drug is currently inclinical trials. This disease affects people in 98 countries, with two millionnew cases in 2018, and causes up to 50,000 premature deaths yearly.",Scientists in New Zealand have developed a new drug to treat a neglected tropical disease., 뉴질랜드 과학자들이 방치된 열대성 질병을 치료하는 신약을 개발했습니다.,3,1
1378,영국,Exeter,"Inequality and low social mobility continue to be major national challenges in the UK,        entrenched from birth to work, due to failures in education and employment policies. The University of Exeter ’ s Centre for Social Mobility is the UK social mobility through evidence’ s first centre dedicated to improving informed practice and policy, collaboratively developed with professionals, practitioners and other stakeholders. Its goal is to help disadvantaged young people to access higher education and succeed at university and in adult life. The centre has demonstrated impact, through research cocreated with key stakeholders, across a number of important areas, to improve social mobility. It has: 1) Informed professional guidelines and best practice in how university evaluation of outreach is undertaken; 2) Changed         institutional widening participation policies and practices in Higher Education to improve       educational outcomes for disadvantaged students; 3) Informed guidance and advice on the use of contextualised admissions to support access to Higher Education","The Centre for Social Mobility at the University of Exeter is the UK's first centre dedicated to improving informed practice and policy, collaboratively developed with professionals, practitioners and other stakeholders."," 엑서터 대학교의 사회 이동 센터는 정보에 입각한 관행과 정책을 개선하는 데 전념하는 영국 최초의 센터로 전문가, 실무자 및 기타 이해 관계자와 공동으로 개발했습니다.",4,1
570,뉴질랜드,Auckland,"The Faculty of Arts hosted the 'Choose to Challeng' event incelebration of International Women’s Day. The event includedseminars on a range of topics by University academics, as well as abreak-out session facilitated by the Campus Feminist Collective. Theevent gave students the opportunity to consider issues of power,activism, and gender in politics.",Students at the University of Cape Town have been given the opportunity to consider the role of women in politics., 케이프타운 대학의 학생들은 정치에서 여성의 역할에 대해 생각할 기회를 얻었습니다.,5,1
1638,핀란드,Eastern Finland,"The Metabolic Diseases research
community looks for solutions to
obesity, diabetes and heart disease.","The Metabolic Diseases Research community looks at solutions to obesity, diabetes and heart disease."," 대사 질환 연구 커뮤니티는 비만, 당뇨병 및 심장 질환에 대한 솔루션을 찾습니다.",3,1
1257,호주,Victoria,"Engagement
A Brief Interventions Toolkit was
deployed on the headspace website,
accessed by thousands of young
people, to provide solutions-focused,
skills-based material to help handle
life’s challenges, without needing to
speak to a clinician. The toolkit of
micro-intervention modules for use
by young people to deal with personal
trials, draws on the research by
Professor Alex Parker into physical
activity and problem solving by young
people with mental health concerns.",A toolkit for young people with mental health concerns has been developed by the University of Bath., 정신 건강 문제가 있는 청소년을 위한 도구 키트가 배스 대학교에서 개발되었습니다.,3,1
1230,영국,Northampton,"64%
We are proud that over
64% of our students
are female.
53%
of our senior managers
are women.
82%
of our medical students
are women.
61%
of our staff are female.",More than half of our senior managers are women., 우리 고위 관리자의 절반 이상이 여성입니다.,5,1
5,영국,Leicester,Three members of the Business School wrote the Government Equalities Office report ‘The effects of menopause transition on women’s economic participation in the UK’. This resulted in Leicester becoming the first university in the UK to have a menopause policy.,A group of students from the Business School at the University of Leicester have made history by being the first in the UK to have a menopause policy., 레스터 대학교 경영대학원 학생들이 영국에서 최초로 폐경 정책을 시행함으로써 역사를 만들었습니다.,5,1
1998,영국,Sheffield,"Local food, Covid-19 and the future of the UK's food systems
The local food sector came into focus during the Covid-19 pandemic as the UK’s mainstream food systems experienced shocks and shifts. This project examines this period and shows how we can enhance the resilience of the local food sector and of the wider food system in the UK. The pandemic not only substantiated the importance of the local food sector, it also provided an opportunity to envision a food systems transformation centred on strengthening local food systems. Research in this area can help improve levels of food security so more people can gain access to food.",The local food sector is an important part of the UK’s food system but its importance has been under scrutiny in recent years., 지역 식품 부문은 영국 식품 시스템의 중요한 부분이지만 최근 몇 년 동안 그 중요성에 대한 정밀 조사가 이루어졌습니다.,2,1
438,호주,Western Sydney,"VINEYARD CREEK CULTURAL ECOLOGY Separated from the main Parramatta South campus by a rail corridor, Vineyard Creek is an area of significant natural and cultural heritage. A series of transitional ecological communities from the mangroves of the edge of Parramatta River upstream support a range of native species, including Burramatta eels. Elders have been observed on the spring tides returning up into the creek, completing a lifecycle out to the Coral Sea and back. The area may have had significant use by the local aboriginal groups, though disturbances have included quarrying for sandstone in the colonial era, and subsequent impacts of rail development. Dr Maryella Hatfield and a group of students from the School of Humanities and Communication Arts have undertaken videography sessions, with discussion of related issues and opportunities. Dr Brenda Dobia has also taken groups of education students out on site. Bush regeneration efforts are ongoing, in a manner consistent with a Bushland Management Strategy","The University of Sydney's Parramatta South campus is located on the banks of Vineyard Creek, a tributary of the Parramatta River.",시드니 대학교의 파라마타 사우스 캠퍼스는 파라마타 강의 지류인 빈야드 크릭 유역에 위치하고 있습니다.,4,1
726,호주,Western Sydney,"VINEYARD CREEK CULTURAL ECOLOGY Separated from the main Parramatta South campus by a rail corridor, Vineyard Creek is an area of significant natural and cultural heritage. A series of transitional ecological communities from the mangroves of the edge of Parramatta River upstream support a range of native species, including Burramatta eels. Elders have been observed on the spring tides returning up into the creek, completing a lifecycle out to the Coral Sea and back. The area may have had significant use by the local aboriginal groups, though disturbances have included quarrying for sandstone in the colonial era, and subsequent impacts of rail development. Dr Maryella Hatfield and a group of students from the School of Humanities and Communication Arts have undertaken videography sessions, with discussion of related issues and opportunities. Dr Brenda Dobia has also taken groups of education students out on site. Bush regeneration efforts are ongoing, in a manner consistent with a Bushland Management Strategy","The University of Sydney's Parramatta South campus is located on the banks of Vineyard Creek, a tributary of the Parramatta River.",시드니 대학교의 파라마타 사우스 캠퍼스는 파라마타 강의 지류인 빈야드 크릭 유역에 위치하고 있습니다.,4,1
1137,미국,Lynn,"Ambassador Corps
Students worked with women’s organizations in Costa Rica and Colombia to bring women's empowerment to the forefront of experiential learning opportunities.",Students in the Ambassador Corps worked with women's organizations in Costa Rica and Colombia to bring women's empowerment to the forefront of experiential learning opportunities.,대사단의 학생들은 코스타리카와 콜롬비아의 여성 단체와 협력하여 경험적 학습 기회의 최전선에 여성의 권한을 부여했습니다.,5,1
1990,캐나다,Brock,"SOLIDARITÉ DES FEMMES ET FAMILLES IMMIGRANTES FRANCOPHONES DU NIAGARA (SOFIFRAN) 
SOFIFRAN is a project designed to help with the social and economic combination of francophone women immigrants in the Niagara Region. It is a 36-month project, where work with child care services, school boards, city councils, transportation companies, and others will establish a model to address the barriers francophone immigrant women face to employment.",francophone immigrant women face barriers to employment in the Niagara Region., 불어권 이민자 여성은 나이아가라 지역에서 고용 장벽에 직면해 있습니다.,5,1
630,뉴질랜드,Auckland,"ADDICTION RESEARCHA landmark $5 million donation as part of the For All Our Futures Campaignhas enabled the appointment of a fully endowed Chair in Addiction. TheChair, Professor Benedikt Fischer, has built a multidisciplinary team thatwill strengthen New Zealand’s expertise in this important area of healthand also influence Government policies to deal with addiction problems(alcohol, drugs, gambling).",The Addiction Research Centre at the University of Auckland is the first of its kind in New Zealand., 오클랜드 대학교의 중독 연구 센터는 뉴질랜드 최초의 중독 연구 센터입니다.,3,1
754,영국,Oxford,We will incorporate world class features and amenities in our buildings that support the success of our customers and help them live healthy and active lives.,We are committed to providing our customers with the best possible service., 우리는 고객에게 최상의 서비스를 제공하기 위해 최선을 다하고 있습니다.,3,1
