,국가,대학교명,번역,분류,번역_전처리,5분류,요약
10,한국,Kangwon,"교원, 직원, 조교, 학생으로 구성된 평의원회에서 대학의 주요사항 심의",16,"교원, 직원, 조교, 학생으로 구성된 평의원회에서 대학의 주요 사항 심의",4,"교원, 직원, 조교, 학생으로 구성된 평의원회에서 대학의 주요 사항 심의"
11,한국,Kangwon,구성원 의견수렴 및 열린총장실 등 소통게시판을 운영하여 다양한 이해관계자 의견 수용,16,구성원 의견 수렴 및 열린 총장실 등 소통 게시판을 운영하여 다양한 이해관계자 의견 수용,4,구성원 의견 수렴 및 열린 총장실 등 소통 게시판을 운영하여 다양한 이해관계자 의견 수용
12,한국,Kangwon,회계 관련 자료 및 관련된 안건 논의 결과를 공개하여 투명한 회계 처리 진행,16,회계 관련 자료 및 관련된 안건 논의 결과를 공개하여 투명한 회계처리 진행,4,회계 관련 자료 및 관련된 안건 논의 결과를 공개하여 투명한 회계처리 진행
13,한국,Kangwon,학문의 자유 보장을 대학헌장에 명시,16,학문의 자유보장을 대학헌장에 명시,4,학문의 자유보장을 대학헌장에 명시
14,한국,Kangwon,국민권익위원회 주관 평가 준비 및 결과 공개를 통해 대학의 청렴/부패 현황 파악 및 개선 노력,16,국민권익위원회 주관평가 준비 및 결과 공개를 통해 대학의 청렴부패 현황 파악 및 개선 노력,4,국민권익위원회 주관평가 준비 및 결과 공개를 통해 대학의 청렴부패 현황 파악 및 개선 노력
15,한국,Kangwon,신고자의 비밀이 보장되는 부패관련 사항 신고센터 운영을 통해 청렴한 학내 분위기 구성,16,신고자의 비밀이 보장되는 부패 관련 사항 신고센터 운영을 통해 청렴한 학내 분위기 구성,4,신고자의 비밀이 보장되는 부패 관련 사항 신고센터 운영을 통해 청렴한 학내 분위기 구성
16,한국,Kangwon,지방정부 파견 직원으로 구성한 지역 관계자 참여기구 운영,16,지방정부 파견 직원으로 구성한 지역 관계자 참여기구 운영,4,지방정부 파견 직원으로 구성한 지역 관계자 참여기구 운영
17,한국,Kangwon,학부와 대학원에 총학생회를 두어 자유롭고 민주적인 자치활동 인정,16,학부와 대학원에 총학생회를 두어 자유롭고 민주적인 자치활동 인정,4,학부와 대학원에 총학생회를 두어 자유롭고 민주적인 자치활동 인정
18,한국,Kangwon,"규정에 근거한 교원, 직원, 학생의 총장선거 선거권 보장",16,"규정에 근거한 교원, 직원, 학생의 총장 선거 선거권 보장",4,"규정에 근거한 교원, 직원, 학생의 총장 선거 선거권 보장"
19,한국,Kyungpook,"평화문제연구소와 대구통일교육원은 지난 3월 경북대학교에서 제1회 전문가포럼과 통일교육위원회 워크숍을 공동으로 개최했다. 강원대학교 교수가 2차 북미회담과 한반도 평화를 주제로 강연을 했으며, 행사에는 대구시민 80여명이 참석했다. 강의에서 교수는 핵폐기 및 제재 해제 범위에 대한 북미 간 현안을 설명하고, 북미 회담을 합의에 이르지는 못했지만 협상의 여지를 남겨둔 점에서 평가했다. 그는 또 양국 간 협상에서 돌파구가 마련돼야 하며, 포괄적이고 원칙적인 합의에 도달한 후 시간이 지나면서 이행에 대해 논의해야 한다고 강조했다. 토론회에서는 한반도의 비핵화와 항구적 평화, 평화와 공존, 번영을 위한 언론의 역할, 남북한의 교류협력 등의 문제가 부각되었다. 통일교육위원회는 또 통일강연, 통일순방강연, 통일체험학습, 전문가포럼 및 통일교육위원회, 통일박람회, 어린이통일글쓰기 대회 등 6개 핵심분야 사업계획보고와 통일교육 추진방안을 논의했다. 대구통일교육원은 '대구통일교육의 현황과 과제'를 주제로 국채보상운동공원에서 2019 대구통일박람회와 2019 대구통일포럼을 개최했다.",16,"평화문제연구소와 대구통일교육원은 지난 3월 경북대학교에서 제1회 전문가포럼과 통일교육위원회 워크숍을 공동으로 개최했다. 강원대학교 교수가 2차 북미회담과 한반도 평화를 주제로 강연을 했으며, 행사에는 대구시민 80여명이 참석했다. 강의에서 교수는 핵폐기 및 제재 해제 범위에 대한 북미 간 현안을 설명하고, 북미 회담을 합의에 이르지는 못했지만 협상의 여지를 남겨둔 점에서 평가했다. 그는 또 양국 간 협상에서 돌파구가 마련돼야 하며, 포괄적이고 원칙적 인합의에 도달한 후 시간이 지나면서 이행에 대해 논의해야 한다고 강조했다. 토론회에서는 한반도의 비핵화와 항구적 평화, 평화와 공존, 번영을 위한 언론의 역할, 남북한의 교류협력 등의 문제가 부각되었다. 통일교육위원회는 또 통일강연, 통일순방 강연, 통일체험학습, 전문가포럼 및 통일교육위원회, 통일박람회, 어린이 통일글쓰기 대회 등 6개 핵심 분야 사업계획 보고와 통일교육 추진방안을 논의했다. 대구통일교육원은 대구통일교육의 현황과 과제를 주제로 국채보상운동공원에서 2019 대구통일박람회와 2019 대구통일포럼을 개최했다.",4,"평화문제연구소와 대구통일교육원은 지난 3월 경북대학교에서 제1회 전문가포럼과 통일교육위원회 워크숍을 공동으로 개최했다. 강원대학교 교수가 2차 북미회담과 한반도 평화를 주제로 강연을 했으며, 행사에는 대구시민 80여명이 참석했다. 강의에서 교수는 핵폐기 및 제재 해제 범위에 대한 북미 간 현안을 설명하고, 북미 회담을 합의에 이르지는 못했지만 협상의 여지를 남겨둔 점에서 평가했다. 그는 또 양국 간 협상에서 돌파구가 마련돼야 하며, 포괄적이고 원칙적 인합의에 도달한 후 시간이 지나면서 이행에 대해 논의해야 한다고 강조했다. 토론회에서는 한반도의 비핵화와 항구적 평화, 평화와 공존, 번영을 위한 언론의 역할, 남북한의 교류협력 등의 문제가 부각되었다. 통일교육위원회는 또 통일강연, 통일순방 강연, 통일체험학습, 전문가포럼 및 통일교육위원회, 통일박람회, 어린이 통일글쓰기 대회 등 6개 핵심 분야 사업계획 보고와 통일교육 추진방안을 논의했다. 대구통일교육원은 대구통일교육의 현황과 과제를 주제로 국채보상운동공원에서 2019 대구통일박람회와 2019 대구통일포럼을 개최했다."
20,한국,Kyungpook,경북대학교 철학과 BK21+ 사업팀은 8월 31일 한국분쟁해결센터와 업무협약을 체결해 전문가들의 갈등해결 감각을 키웠다. 2010년 설립된 한국분쟁해결센터는 전문적이고 체계적인 분쟁해결 서비스를 제공하는 민간단체입니다. 양 기관은 이번 협약을 통해 다양한 형태의 갈등을 분석하고 대안을 제시할 수 있는 갈등해결 전문가 양성을 위해 협력하기로 했다.,16,경북대학교 철학과 BK21 사업팀은 8월 31일 한국분쟁 해결센터와 업무협약을 체결해 전문가들의 갈등 해결 감각을 키웠다.2010년 설립된 한국분쟁 해결센터는 전문적이고 체계적인 분쟁 해결서비스를 제공하는 민간단체입니다. 양 기관은 이번 협약을 통해 다양한 형태의 갈등을 분석하고 대안을 제시할 수 있는 갈등 해결 전문가 양성을 위해 협력하기로 했다.,4, 설립된 한국분쟁 해결센터는 전문적이고 체계적인 분쟁 해결서비스를 제공하는 민간단체입니다. 양 기관은 이번 협약을 통해 다양한 형태의 갈등을 분석하고 대안을 제시할 수 있는 갈등 해결 전문가 양성을 위해 협력하기로 했다.
21,한국,Kyungpook,대학의 연구가 이론적인 탐구에 국한된다면 학문의 실천적인 측면은 무시될 가능성이 높다. 한국 사회 각계각층의 갈등 해결 경험을 축적한 한국분쟁해결센터와의 이번 만남이 이론을 실천하는 자리가 되기를 바랍니다.,16,대학의 연구가 이론적인 탐구에 국한된다면 학문의 실천적인 측면은 무시될 가능성이 높다. 한국사회 각계각층의 갈등 해결 경험을 축적한 한국분쟁 해결센터와의 이번 만남이 이론을 실천하는 자리가 되기를 바랍니다.,4,대학의 연구가 이론적인 탐구에 국한된다면 학문의 실천적인 측면은 무시될 가능성이 높다. 한국사회 각계각층의 갈등 해결 경험을 축적한 한국분쟁 해결센터와의 이번 만남이 이론을 실천하는 자리가 되기를 바랍니다.
22,한국,Kyungpook,"평화문제연구소와 대구통일교육원은 지난 3월 경북대학교에서 제1회 전문가포럼과 통일교육위원회 워크숍을 공동으로 개최했다. 강원대학교 교수가 2차 북미회담과 한반도 평화를 주제로 강연을 했으며, 행사에는 대구시민 80여명이 참석했다. 강의에서 교수는 핵폐기 및 제재 해제 범위에 대한 북미 간 현안을 설명하고, 북미 회담을 합의에 이르지는 못했지만 협상의 여지를 남겨둔 점에서 평가했다. 그는 또 양국 간 협상에서 돌파구가 마련돼야 하며, 포괄적이고 원칙적인 합의에 도달한 후 시간이 지나면서 이행에 대해 논의해야 한다고 강조했다. 토론회에서는 한반도의 비핵화와 항구적 평화, 평화와 공존, 번영을 위한 언론의 역할, 남북한의 교류협력 등의 문제가 부각되었다. 통일교육위원회는 또 통일강연, 통일순방강연, 통일체험학습, 전문가포럼 및 통일교육위원회, 통일박람회, 어린이통일글쓰기 대회 등 6개 핵심분야 사업계획보고와 통일교육 추진방안을 논의했다. 대구통일교육원은 '대구통일교육의 현황과 과제'를 주제로 국채보상운동공원에서 2019 대구통일박람회와 2019 대구통일포럼을 개최했다.",16,"평화문제연구소와 대구통일교육원은 지난 3월 경북대학교에서 제1회 전문가포럼과 통일교육위원회 워크숍을 공동으로 개최했다. 강원대학교 교수가 2차 북미회담과 한반도 평화를 주제로 강연을 했으며, 행사에는 대구시민 80여명이 참석했다. 강의에서 교수는 핵폐기 및 제재 해제 범위에 대한 북미 간 현안을 설명하고, 북미 회담을 합의에 이르지는 못했지만 협상의 여지를 남겨둔 점에서 평가했다. 그는 또 양국 간 협상에서 돌파구가 마련돼야 하며, 포괄적이고 원칙적 인합의에 도달한 후 시간이 지나면서 이행에 대해 논의해야 한다고 강조했다. 토론회에서는 한반도의 비핵화와 항구적 평화, 평화와 공존, 번영을 위한 언론의 역할, 남북한의 교류협력 등의 문제가 부각되었다. 통일교육위원회는 또 통일강연, 통일순방 강연, 통일체험학습, 전문가포럼 및 통일교육위원회, 통일박람회, 어린이 통일글쓰기 대회 등 6개 핵심 분야 사업계획 보고와 통일교육 추진방안을 논의했다. 대구통일교육원은 대구통일교육의 현황과 과제를 주제로 국채보상운동공원에서 2019 대구통일박람회와 2019 대구통일포럼을 개최했다.",4,"평화문제연구소와 대구통일교육원은 지난 3월 경북대학교에서 제1회 전문가포럼과 통일교육위원회 워크숍을 공동으로 개최했다. 강원대학교 교수가 2차 북미회담과 한반도 평화를 주제로 강연을 했으며, 행사에는 대구시민 80여명이 참석했다. 강의에서 교수는 핵폐기 및 제재 해제 범위에 대한 북미 간 현안을 설명하고, 북미 회담을 합의에 이르지는 못했지만 협상의 여지를 남겨둔 점에서 평가했다. 그는 또 양국 간 협상에서 돌파구가 마련돼야 하며, 포괄적이고 원칙적 인합의에 도달한 후 시간이 지나면서 이행에 대해 논의해야 한다고 강조했다. 토론회에서는 한반도의 비핵화와 항구적 평화, 평화와 공존, 번영을 위한 언론의 역할, 남북한의 교류협력 등의 문제가 부각되었다. 통일교육위원회는 또 통일강연, 통일순방 강연, 통일체험학습, 전문가포럼 및 통일교육위원회, 통일박람회, 어린이 통일글쓰기 대회 등 6개 핵심 분야 사업계획 보고와 통일교육 추진방안을 논의했다. 대구통일교육원은 대구통일교육의 현황과 과제를 주제로 국채보상운동공원에서 2019 대구통일박람회와 2019 대구통일포럼을 개최했다."
23,한국,Kyungpook,경북대학교 철학과 BK21+ 사업팀은 8월 31일 한국분쟁해결센터와 업무협약을 체결해 전문가들의 갈등해결 감각을 키웠다. 2010년 설립된 한국분쟁해결센터는 전문적이고 체계적인 분쟁해결 서비스를 제공하는 민간단체입니다. 양 기관은 이번 협약을 통해 다양한 형태의 갈등을 분석하고 대안을 제시할 수 있는 갈등해결 전문가 양성을 위해 협력하기로 했다.,16,경북대학교 철학과 BK21 사업팀은 8월 31일 한국분쟁 해결센터와 업무협약을 체결해 전문가들의 갈등 해결 감각을 키웠다.2010년 설립된 한국분쟁 해결센터는 전문적이고 체계적인 분쟁 해결서비스를 제공하는 민간단체입니다. 양 기관은 이번 협약을 통해 다양한 형태의 갈등을 분석하고 대안을 제시할 수 있는 갈등 해결 전문가 양성을 위해 협력하기로 했다.,4, 설립된 한국분쟁 해결센터는 전문적이고 체계적인 분쟁 해결서비스를 제공하는 민간단체입니다. 양 기관은 이번 협약을 통해 다양한 형태의 갈등을 분석하고 대안을 제시할 수 있는 갈등 해결 전문가 양성을 위해 협력하기로 했다.
24,한국,Kyungpook,대학의 연구가 이론적인 탐구에 국한된다면 학문의 실천적인 측면은 무시될 가능성이 높다. 한국 사회 각계각층의 갈등 해결 경험을 축적한 한국분쟁해결센터와의 이번 만남이 이론을 실천하는 자리가 되기를 바랍니다.,16,대학의 연구가 이론적인 탐구에 국한된다면 학문의 실천적인 측면은 무시될 가능성이 높다. 한국사회 각계각층의 갈등 해결 경험을 축적한 한국분쟁 해결센터와의 이번 만남이 이론을 실천하는 자리가 되기를 바랍니다.,4,대학의 연구가 이론적인 탐구에 국한된다면 학문의 실천적인 측면은 무시될 가능성이 높다. 한국사회 각계각층의 갈등 해결 경험을 축적한 한국분쟁 해결센터와의 이번 만남이 이론을 실천하는 자리가 되기를 바랍니다.
