대학교명,내용
건국대학교,"2020학년도 학원창립 89주년, 개교 74주년 기념 시상식(행정관 4층 대회의실) / 사진제공 홍보실지난 15일, 행정관 4층 대회의실에서 ‘학원창립 89주년·개교 74주년 기념 시상식’이 개최됐다. 코로나19 확산·감염방지와 교육부 및 질병관리본부가 추진, 시행하고 있는 ‘생활 속 거리 두기’ 정책에 동참하기 위해 별도의 기념식 행사는 취소됐고, 수상 대상인원 및 참석범위를 최소화한 가운데 진행됐다. 수상 부문인 △30년 근속상은 문과대학 영어영문학과 이형식 교수 포함 43명 △20년 근속상은 경영대학 경영학과 정헌수 교수 포함 68명 △법인 모범상 1명 △다수의 우수한 논문, 저서, 수상경력을 보유한 교수에게 수여하는 ‘학술상’ 7명 △연구수주액이 많고 기술 이전 실적이 우수한 교수에게 수여하는 ‘연구공로상’ 5명 △열정으로 학업지도와 교육활동에 최선을 다하는 교수에게 수여하는 ‘교육상’ 3명 △공로상 2명 △모범상 13명 △건국목련상(선행부문, 봉사부문) 8명으로 총 150명의 수상자를 선정해 시상했다. 한편, 5월 15일 개교기념일을 맞아 학교 공식 유튜브 채널과 인스타그램에 관련 영상을 올리고, 이벤트를 진행하는 등 온라인을 통한 축하 행사도 이어졌다."
건국대학교,"공과대학B동 165호에서 방역지침 준수 아래 ‘전기전자 기초설계 및 소프트웨어 실습’ 대면강의가 진행되고 있다. /사진 정여은 기자지난 4일부터 온라인 수업이 어려운 실험, 실습, 실기 교과목을 중심으로 일부 대면 수업이 시작됐다. 코로나19 대책본부는 △모든 건물 내 마스크 착용 △신분 확인을 위한 학생증 제시(미지침자는 확인서 작성 후 출입가능) △확진환자와 접촉한 경우 증상 유무와 관계없이 2주간 등교 금지 등이 명시된 ‘강의실, 실험 실습 실기실 안전수칙’을 발표했다. 강의실 내에서도 가능한 한 고정좌석을 이용하며 서로 2m이상 거리를 두는 것을 수칙으로 삼았다. 본교는 코로나19 방역 업무 또한 진행하고 있다. 대면 수업이 주로 실시되는 △공학관 △예술문화관 △과학관을 포함한 20개 건물을 대상으로 발열체크를 실시하고 있으며 268개의 실험실습실에 대해 ‘클린실험실 운영을 위한 조치’를 마련했다. 교내 전 부서에 대면수업용 방역 매뉴얼을 배포하고, 실험실마다 △손소독제 △소독용 에탄올 △페이퍼타올을 비치했다. 아울러 대면 수업 후, 매일 저녁마다 실험실 소독을 시행하고 있다. 바이러스 감염 방지를 위해 여러 대책과 지침이 마련돼 운영되고 있지만, 수업을 듣는 학우들의 아쉬움은 여전히 남아있다. 건축대학 A학우는 “대면수업이 효율성 부분에서는 좋지만, 위험 상황에 노출돼 있다는 것과 수업 후 공간을 사용하지 못하는 것이 아쉽다”고 전했다."
건국대학교,"코로나19 바이러스로 학사일정이 변경됨에 따라 연기된 ‘2020학년도 상반기 단과대학 및 학과 학생회 보궐선거’가 오는 26일부터 28일까지 온라인으로 진행될 예정이다.학과학생회 보궐선거 진행상황(정,부후보자)지난해 학생회를 구성하지 못해 보궐선거가 진행되는 단위는 △문과대학 △사회과학대학 △예술디자인대학 3개의 단과대학과 △문과대학 △이과대학 △사회과학대학 △경영대학 △공과대학 △예술디자인대학의 14개 학과다. 그러나 △3개의 단과대학 △사회과학대학 융합인재학과 △문과대학 미디어커뮤니케이션학과는 후보자 미등록으로 다시 무산됐다. 지난 7일부터 16일까지 단과대학 및 학과 학생회(정,부)회장 후보자 추천·등록을 마쳤고, 25일까지 후보자 유세가 진행된다. 현재 비상대책위원회로 운영 중인 중앙자치기구 동아리연합회 후보자 등록도 15일부터 20일까지 시행됐다. 투표율이 50%에 미치지 못할 경우 29일까지 투표 기간을 연장할 계획이며, 개표는 투표 종료 직후 이뤄진다. 온라인 투표는 외부 온라인 투표 시스템 업체를 통해 진행될 계획이다. 유권자는 모바일과 컴퓨터로 투표가 가능하며, 이름·학과·전화번호 인증을 거친다. 제55대 중앙선거관리위원회 김동회(사범대·교공16) 위원장은 “공정성, 비밀성이 보장되는 투표 시스템을 찾아 큰 우려는 해결됐지만, 이전과 달리 온라인 유세를 적극적으로 보장해 예상하지 못한 상황이 발생할 수 있다는 점이 걱정된다”고 말했다. 덧붙여 “공정하며 각 후보가 공약과 능력을 잘 나타낼 수 있는 유세가 됐으면 좋겠다”고 바람을 전했다."
건국대학교,"2020학년도 하계 계절학기 진행(7/6~24)오는 27일부터 29일까지 하계 계절학기 수강신청이 진행될 계획이다. 7월 6일부터 24일까지 시행될 하계 계절학기 수업료는 학점당 85,000이며 수업료 납부는 6월 16일부터 18일까지다. 신청학점은 최대 6학점, 휴학생은 최대 3학점이다. 2020학년도 2학기 IPP(장기현장실습) 신청(~6/10)재학생 3, 4학년을 대상으로 6월 10일까지 IPP 신청이 진행된다. 실습기간은 4개월(9/1~12/31), 6개월(7/1~12/31)이며 실습수당은 월 179만원 이상이다. 신청방법은 건국대학교 IPP시스템 로그인 후 전담교수와의 상담, 신청서 작성 등 절차를 거쳐야 한다. 자세한 사항은 IPP사업단(02-450-0564, 0568)에서 안내받을 수 있다. 코로나19 극복을 위한 장학금 신청(5/22~6/7)오는 22일부터 6월 7일까지 ‘힘내라 건국’ 장학금 신청이 진행된다. 2020학년도 1학기 학부 재학생(초과학기생 포함)이며 코로나 19로 학부모 또는 학생의 실직 및 폐업으로 소득이 감소한 자가 대상이다. 장학금액은 등록금의 10% 이내이고, 학교 홈페이지 온라인 신청을 통해 증빙 서류를 제출해야 한다. 장학복지팀(02-450-3211~21)에서 안내받을 수 있다. 도서관 열람실 개방(5/4~)지난 4일부터 실험, 실습, 실기 교과목 대면수업 지원을 위해 도서관 열람실이 개방됐다. 사회적 거리두기를 적용해 1,3,4 열람실 200석 이용 가능하며, 주중(월~금) 9시부터 21시까지 개방한다. 주말(토,일)과 공휴일은 휴실한다. 2020학년도 학생예비군 훈련 연기‘코로나19 확산 차단’을 위해 2020학년도 학생예비군 훈련이 9월 이후로 연기됐다. 훈련 대상은 2학기 재학 중인 학부생 및 대학원생과 교직원이며 훈련시간은 8시간이다. 대학 세부 훈련일정 확정 시 대학홈페이지와 함께 개인별로 통보할 예정이다."
건국대학교,금일 14시 우리 대학 제2학생회관 노천극장에서 2020학년도 상반기 전체학생대표자회의(이하 전학대회)가 진행되고 있다. 이번 회의에서는 △2019학년도 하반기 결산안 승인 △2020학년도 상반기 예산안 승인 △2020학년도 1학기 학생회비 환불 △회칙 개정 등이 논의 중이다.제2학생회관 노천극장에서 진행 중인 2020 상반기 전학대회 /사진 신윤수 기자제2학생회관 노천극장에서 진행 중인 2020 상반기 전학대회 /사진 신윤수 기자노천극장 출입 시 발열 체크 및 문진표를 작성하는 모습 /사진 신윤수 기자개개인의 발언 후 사용한 마이크 커버를 교체하는 모습 /사진 신윤수 기자
건국대학교,"-‘쿨하우스(KU:HOUSE)에서 살아보기’ 신청 접수(~4/30)오는 4월 30일까지 우리 대학 기숙사 ‘쿨하우스’에서 조건 제한 없이 입주자를 모집하고 있다. 우리 대학 학부생 및 대학원생은 거주 지역 불문하고 모두 신청할 수 있으며 입주 기간은 개별 상담을 통해 정할 수 있다. -온라인 강의 전면 시행에 따른 도서관 서비스 확대△수업 관련 단행본 희망도서 신청 확대국내서 5권 및 국외서 2권으로 신청 책수를 확대 운영하며 강의지정도서 종수 제한 없이 신청 가능하다△전자책(eBook) 이용 확대온라인 강의 활동을 지원하기 위해 교보문고 및 YES24 전자책 대출책수를 5권으로 확대 운영한다.△상호대차 및 원문복사 서비스 대상 확대교원 및 대학원생만 이용 가능했던 상호대차 및 원문복사 서비스를 학부생도 이용할 수 있다. 해당 서비스는 도서관 홈페이지 > Using Our Library > 원문복사에서 이용할 수 있다.△강의지정도서 서비스 확대2020학년도 1학기 강의를 진행하는 교원 및 강사는 강의지정도서 서비스를 온라인 수업기간 중 상시 신청가능하다.△도서관 서비스 확대운영2020년 4월 6일부터 2020학년도 1학기 종강시까지 한시적으로 도서관 서비스를 확대 운영한다. -코로나19 관련 전화상담 신청학생상담센터에서 코로나19로 인해 심리적인 불편감을 느끼는 학생들을 대상으로 전화 상담을 실시하고 있다. 오전 9시부터 오후 5시 30분까지 운영되며 상담을 원하는 학생은 02-450-3019,3220으로 전화할 수 있다. 또한 학생상담센터에서 코로나19로 지쳐 있을 우리 대학 학생들을 위해 마음건강 챙기기 브로셔를 제작했다. 관련 내용은 홈페이지에서 찾아 볼 수 있다."
건국대학교,"온라인 강의가 1학기 전체로 연장됨에 따라 교내 동아리들이 온라인을 활용한 홍보와 활동 방안을 모색하고 있지만, 신입부원 모집과 활동에 어려움을 겪고 있다.교내 동아리들은 매 학기 초에 진행됐던 ‘새내기 맞이 주간’(이하 새맞주)이 취소되면서 온라인 홍보에 주력했다. SNS와 우리 대학의 커뮤니티인 ‘에브리타임’을 통해 홍보글을 게시하고, 면접은 주로 전화와 화상으로 진행됐다. 중앙동아리 ‘인액터스’는 유튜브 라이브를 통한 실시간 설명회를 열기도 했다.온라인 홍보에도 불구하고 공식적인 오프라인 홍보가 없었다는 점은 신입부원 모집에 한계가 있었다. 중앙동아리 ‘목방’의 회장을 맡고 있는 곽창현(공대·전전17) 학우는 “중앙동아리는 교내에서의 오프라인 홍보가 매우 중요한데 홍보를 온라인으로만 진행하면서 신입부원 모집인원이 평소의 1/3 수준으로 줄었다”고 호소했다.우리 대학 동아리연합회 비상대책위원회는 “온라인 홍보활동을 통해 대부분의 동아리들이 회원 등록요건(3개 단과대학 이상, 20명 이상의 부원 확보)을 갖춰 2020년 재등록을 완료했다”며 “다만 이를 통해선 새내기들에게 얼마나 동아리홍보가 됐는지 알 수가 없었다”고 아쉬움을 드러냈다.학교와 중앙운영위원회에서 학생 활동 금지를 권고하고 동아리방이 위치한 제2학생회관이 폐쇄돼 활동에도 어려움이 크다. 대부분의 동아리들이 온라인 모임, 이벤트 등의 황동 방법을 모색하고 있지만 대면활동이 필요한 동아리는 사실상 1학기 활동을 못하고 있는 상황이다. 곽 학우는 “목방은 대부분의 활동을 동아리 방에서 하기 때문에 동아리 방이 폐쇄된 지금은 활동이 어렵다”며 “신입부원이 동아리에 흥미를 느끼기 위해서는 부원들 간에 친밀감을 갖는 것이 필요한데 활동을 아예 못해 걱정이다”라고 전했다."
건국대학교,"학교법인에서 주관한 ‘제21대 건국대학교 총장상(象)’에 관한 설문조사에서 ‘대학행정 및 경영능력’이 차기 총장의 가장 중요한 자격요건으로 꼽혔다. 이 조사는 총장 선출을 앞두고 학내 구성원과 동문의 여론을 파악하기 위해 지난 4월 1일부터 5일까지 △교원 △직원 △학생 △동문을 대상으로 진행됐다.차기 총장의 바람직한 자격요건(복수응답)을 묻는 질문에 21,504명의 응답자 중의 86.6%가 ‘대학행정 및 경영능력’을 가장 중요한 덕목이라고 답했다. △‘개인의 인성(71.7%)’ △‘건국대학교의 지속가능한 비전 제시능력(69.2%)’ △‘당면 현안 해결 능력(68.2%)’이 그 뒤를 이었다. ‘대학행정 및 경영능력’과 ‘개인의 인성’ 영역은 4개의 응답자 집단에서 모두 70% 이상의 답변율을 보이며 응답자 집단 모두가 이 두 영역을 높게 평가하고 있음을 알 수 있었다.‘대학행정 및 경영능력’ 영역에서 중요하게 여기는 세부사항으로 ‘교육의 질 개선’이 66.7%로 가장 높은 수치를 보였고 이어 ‘학내외 구성원과 원활한 소통 및 조정(60.2%)’, ‘전략적 사고와 문제해결 능력(52.4%)’ 순으로 나타났다. 특히, ‘교육의 질 개선’은 학생 집단의 답변 비율이 72.9%로 월등히 높았고 교원과 직원 집단은 ‘리더십(각각 62.7%, 63.7%)’을, 동문 집단은 ‘전략적 사고와 문제해결능력(57.7%)’을 가장 중요하게 여기고 있는 것으로 드러났다."
건국대학교,"코로나19로 인해 한산해진 우리 대학 후문 거리/사진 신윤수 기자“작년과 비교해 매출의 4분의 1이 감소했어요. 가게를 열지 않고 가만히 있는 것이 더 이득일 정도로 심각해요.”신종 코로나바이러스 감염증 확산에 우리 대학이 1학기 전면 온라인 강의를 결정하면서 인근 상권이 극심한 침체에 빠졌다. 작년 이맘때면 개강과 함께 북적거렸을 대학가는 발길이 뚝 끊긴 모습이다.3년 정도 우리 대학 후문에서 가게를 운영하고 있다는 ‘아프리카’의 김명성 사장은 “작년 3월과 비교했을 때 올해 3월 매출이 10분의 1가량 감소했다”며 “2학기 개강까지 버티기 위해 코로나 자영업자 지원금을 받는 등 대책을 마련하고 있다”고 밝혔다.‘행컵’ 건대점의 유연철 사장은 “매장에 학생들이 안 와서 정상 매출의 30% 정도가 감소했다”며 “아르바이트를 일부 정리하고 내가 풀타임 근무해야 운영되는 수준”이라고 전했다.우리 대학 기숙사 쿨하우스에 위치한 상가는 이보다 더 심했다. 온라인 개강으로 인해 기숙사생들도 짐을 빼고 있기 때문이다. 기숙사 상가에서 미용실을 운영하는 A씨는 “원래 이맘때면 기숙사에 들어온 학생들로 붐볐지만, 올해는 그렇지 못하다”며 “쿨하우스에서 임대료 10% 인하를 하긴 했지만, 미미한 수준”이라고 답했다.샌드위치 가게 ‘주니아’의 사장 B씨도 “온라인 개강이 결정된 이후, 매출이 마이너스”라며 “가게를 열 때 발생하는 비용들을 고려하면 가게를 열지 않는 것이 낫다”고 강조했다.그러나 상권 침체에도 불구하고 실제 가게를 폐업하기에는 어려운 상황이다. 후문에서 부동산을 운영하는 C씨는 “가게마다 권리금이 있어서 권리금을 포기하고 가게를 폐업하는 것은 현실적으로 힘들다”며 “그저 상황이 나아질 때까지 버티는 것밖에 방법이 없다”고 말했다."
건국대학교,"코로나19 확산 예방을 위해 출입금지된 산책로 / 사진 정지원 기자 코로나19 확산 예방을 위해 5월 3일까지 우리 대학 건물 출입 통제가 이뤄진다.학교 내부 건물의 경우, 1, 2, 3구역으로 구분해 통제했다. △제2학생회관, 상허연구관 등의 1구역 △제1학생회관, 공학관 등의 2구역 △신공학관, 수의학관 등의 3구역으로 나눠졌다. 1구역은 주·야간 모두 건물 전면 폐쇄하기로 했으며 관계자 외 출입이 불가하다. 2구역은 19시부터 익일 8시까지 야간만 폐쇄하기로 했으며 주간에는 KT카드로 출입이 가능하다. 3구역의 경우 주·야간 모두 건물 구성원만 KT카드로 출입이 가능하다. 만일 불가피하게 건물을 출입해야 하는 상황이라면, 각 구역의 주관건물에 연락해 허가를 받아야 한다.또한, 코로나19 종식 때까지 교내 출입 통제와 외부인의 캠퍼스 벤치 등에 안전띠를 설치했다. 해당 구역은 △법학관 앞 포토존 및 주변 벤치 △박물관 앞 벤치 △대운동장 농구장 부근 △쿨하우스~설립자묘소 뒤편 및 벤치 △황소상 주변 및 벤치 △예술문화대학 뒤편 및 벤치 △ 청심대 주변 및 벤치다.캠퍼스 내를 지나다니는 외부인들에 대해, 코로나대책본부팀은 “이에 대한 건의가 많이 들어오지만 완전히 막을 수는 없다”며 “크게 지장이 없는 한, 캠퍼스를 개방하고 있으며 지속적인 주시가 이어질 것”이라 전했다."
건국대학교,"1학기 전면 온라인 강의로 결정되면서, KU:L HOUSE(이하 쿨하우스) 일정도 변경됐다.△현재 거주 중인 관생 △이미 입주해 호실 방문한 이력이 있는 관생 △일시귀가자들은 퇴관 신청을 할 수 있다. 공식 퇴사일은 4월 24일이며, 이전에도 퇴사 가능하다. 다만, 본래 중도 퇴관 시 위약금이 부과되지만 4월 29일 17시 30분까지 퇴관할 경우 부과되지 않는다.한편 새로 입사를 희망하는 학생들은 5월 1일 10:00~17:00까지 입사할 수 있다. 입주 포기자 및 퇴관자 발생으로 인해 4월 말에서 5월 초에 전체 호실 조정이 있을 예정이다. 또한, 중도이탈 발생을 최대한 줄이고자 1학기 종강일까지 기숙사에 계속 거주하는 관생의 경우, 2학기 기숙사 우선선발 대상이 된다. 다만 지정한 입사일 외에는 입사가 불가능하며, 이후 중도 퇴관 시에는 위약금이 발생한다.아직 입사하지 않은 관생의 경우, 4월 24일 12시까지 입사 포기 신청을 할 수 있으며, 기숙사비는 전액 환불될 예정이다. 기숙사비 및 보증금 환불은 사례별 해당자에 대한 검수 작업 및 정산작업에 시간이 소요될 것으로 판단돼, 5월 말에서 6월경에 있을 예정이다.한편 쿨하우스에서는 1학기 동안 누구나 헬스, 필라테스요가, 댄스 등의 체력단련실과 열람실, 글로벌 카페 등의 각종 편의시설을 사용할 수 있다고 밝혔다."
건국대학교,"지난 13일과 21일에 코로나19 사태로 인한 학습권 침해에 따른 1차, 2차 등록금심의소원회(이하 등심위)가 진행됐다.이번 등심위에서는 사전에 예측할 수 없었던 코로나19라는 특수한 상황으로 변동된 예산에 대한 심의와 학습권 침해에 따른 등록금 부분 환불이 주요 안건으로 상정됐다.1차 등심위에서 학생 대표 측은 온라인 수업의 질이 기존 대면 수업에 비해 떨어진다는 점, 교내 교육시설 및 시스템 이용에 제한이 생긴 점 등을 이유로 등록금 부분 환불을 요구했다.그러나 학교 측은 코로나19로 변경된 예산에 대한 재심의가 열리겠지만, 법과 규정의 테두리 안에서 해당 사안을 심도있게 논의해야 한다며, 현재 우리 대학 규정 상으로는 등록금 부분 환불이 어렵다고 답변했다. 또한, 금전적 보상방법과 학생 지원 방안을 다각도로 논의할 것과 빠른 시일 내에 사유를 공개할 것을 약속했다.김동회 총학생회장은 “이번 등심위의 목표는 등록금 부분 환불”이며 “보상을 어떻게, 어디까지 할 것인지에 대한 논의는 장기화될 예정”이라 전했다.또한 총학생회 <스물에게>는 학생들의 의견을 모아 학습권 침해에 따른 등록금 부분 환불에 대한 학생 요구안을 작성하기 위해 18일부터 22일까지 설문조사를 진행했다.김 총학생회장은 “△전체 학생대상 설문조사 △중앙운영위원회 코로나 대응 TF팀 논의 △단과대학 운영위원회 공동 요구안 등을 취합한 ‘코로나19 학생 지원 요구안’을 29일 예정된 3차 등심위에서 전달할 것”이라 밝혔다."
건국대학교,"코로나19로 인한 1학기 온라인 강의 전면 시행에 따라, 더욱 열악한 환경으로 수업권을 침해받는 학우들이 있다. 우리 대학은 매년 20명의 장애 학생을 받고 있지만, 코로나19로 특히 혼란을 겪는 요즘 장애 학생들에 대한 배려가 부족하다는 목소리가 나오고 있다. 우리 대학 장애학생지원센터는 청각장애 학우들에게 ‘소보로(SOVORO)’라는 문자 통역 서비스를 제공하고 있다. 이는 실시간으로 강의 등에 입력된 음성을 텍스트로 변환하는 프로그램이다. 하지만 청각장애를 가진 신입생 A씨는 “소보로 프로그램을 지원받고 있지만, 강의 내용과 자막이 너무 다르고 수업을 따라가기 힘들어 결국 사용하지 않는다”고 토로하며 “지금은 수강하는 수업의 교수님께 메일을 보내 도움이 되는 해결책을 찾고 있다”고 말했다. 시각장애 학우들에 대해 대학은 현재 강의 영상파일을 오디오파일로 변환해주고 있다. 장애인권동아리 가날지기 소속 시각장애 학우는 “오프라인에서는 강의와 함께 제공되는 시각자료들은 도우미 학생들을 통해 이해했지만, 현재는 자료 설명을 받지 못해 수업을 따라가기 힘들다”며 “학교에서 보내주는 대용량 파일도 센스리더라는 보조기구를 통해 접근해야 해 재생이 안되거나 끊김 현상이 잦다”고 호소했다. 지체장애 학우들에 대해서도 전면 온라인 강의는 많은 문제에 부딪힌다. 가날지기 소속 지체장애 학우는 “지금처럼 온라인 강의가 중심인 경우 학교 측의 장애 학생 지원 인력이나 활동지원사의 도움을 받기 어려운데, 가정 방문과 이에 따른 감염 예방 지침이 없기 때문”이라며 “온라인 수업을 위해 지체 장애인에게 필요한 각종 기기들이 대부분 고가라 준비가 어렵다”고 밝혔다. 이에 대해 장애학생지원센터 안상연 주임은 “학교의 수업 관련 정책 변화에 맞춰 장애 학생의 수업권 확보를 최우선에 두고 있다”며 “특히 온라인 중간고사의 경우 각 단과대학에 장애 유형에 따른 주요 지원사항과 공통 지원사항을 공문을 통해 안내하고 협조를 요청했다”고 전했다. 안 주임은 “장애학생들이 느끼기에는 여전히 부족한 점과 불편한 점이 많을 것으로 생각하지만, 원활히 강의를 수강할 수 있도록 계속해서 노력하겠다”고 말했다."
건국대학교,"코로나19로 인해 1학기 전면 온라인 강의가 결정되면서, 우리 대학이 온라인 수업환경 개선에 전력을 다하고 있다. 온라인 수업은 우리 대학 e-campus를 통해 사전 녹화 영상을 시청하거나 ZOOM, MS Teams 등의 플랫폼을 이용해 실시간 강의를 진행하고 있다. 우리 대학 교무처는 강의 촬영을 위해 촬영 수요를 조사해 촬영 강의실을 지원하고, ZOOM과 MS Teams 호스트와 사용 매뉴얼을 지원해 원활한 진행을 돕고 있다. 총학생회 스물에게는 SNS를 통해 대학 측에 요구해 이뤄진 e-campus 서버 개선 내용을 지난 3월 30일 공개했다. 인코딩 문제, 버퍼링 문제 등의 개선 사항을 요구해 △LMS 서버 이중화 구성 △스트리밍 서버 4대 운용 △스토리지 10TB 확보 △CDN(Content Delievery Network) 시스템 도입 등으로 서버가 안정적으로 개선됐다. 우리 대학 교무위원회와 코로나19 비상대책본부는 “우리는 지금 한번도 가보지 않을 길을 가고 있다""며 ""그만큼 모두의 지혜와 지성, 창의와 협력이 절실하다”고 말했다. 이어 “여러 교수님들의 열의와 학생 여러분의 참여에 깊이 감사드린다”고 전했다."
건국대학교,"지난 3일, 교무위원회에서는 학생 안전과 안정적인 학사관리를 위해 2020학년도 1학기 전면 온라인 강의 시행을 발표했다. 실험·실습·실기 등 대면 수업이 불가피한 과목은 5월 4일부터 오프라인으로 시행할 계획이다. 또한, 대학 본부는 모든 수업에 기말고사 이후 하계 집중보강기간을 운영할 것이라고 밝혔다.온라인 강의를 촬영하는 교수와 e-campus를 통해 수업을 듣는 학우 / 사진제공 홍보실 1학기 전면 온라인 수업 시행에 따라 2020학년도 1학기 모든 등록 및 수강신청 완료 학생에 대해 수강한도학점 3학점을 추가 부여했고, 교과목별 허용 여부 조사 후 온라인 이론 수업 수강한도인원을 20% 증원했다. 지난 16일부터 20일까지 수강정정 기간이 진행됐으며, 5월 7일부터 8일까지는 실험, 실습, 실기 과목 수강 삭제 기간을 시행할 예정이다.  성적평가 방식에도 추가적인 조치가 이뤄졌다. 이번 학기 개설 강의는 모두 절대평가로 평가되고, 중간고사는 담당 교강사의 재량에 따라 온라인으로만 시행 가능하다. 기말고사는 추후 변동 가능성이 있지만, 대면수업에 한해 오프라인 시험을 진행할 예정이다.  한편, 총학생회는 지난 10일, 교학소통위원회를 통해 추가 신청 과목에 대해 불이익이 없도록 요구했고, 대학본부가 신속하게 평가제도 개편 여부를 결정할 것을 요청했다. 코로나-19 대응 중앙운영위원회 TF팀에서는 세부 강의에 대한 문제점을 교수자에게 직접 전달하는 것을 목표로 온라인 강의 만족도와 강의별 세부 설문조사를 실시했다. 이러한 노력에도 △절대평가를 통한 극단적인 성적부여 △수업의 질 하락 △기존 수강 학생들과의 학습 차이 등에 대한 문제가 우려되고 있다."
건국대학교,
건국대학교,
건국대학교,임명편집국장 지윤하(사과대·경제19)대학1부장 정지원(사과대·응통19)대학2부장 신윤수(경영대·경영19)문화부장 공예은(문과대·영문19)시사부장 어윤지(문과대·미컴19)디자인부장 최은빈(예디대·커디19)홍보미디어부장 정여은(사과대·경제19) 면직가동민(문과대·국문18)이지은(문과대·국문18)이준열(이과대·﻿물리18)
건국대학교,"사진 제공 119REO/119REO의 이승우 대표가 소방관에게 소방복을 전달받고 있다.‘119REO’는 우리 대학 학생들이 중심이 돼 창업한 사회적기업이다. 소방관들의 권리 보장을 위해 노력하고 있다는 그들은 3년 동안 다섯 차례에 걸쳐 약 3,400만원에 달하는 큰 기부금을 소방관들에게 전달했다. 쉽지 않은 길임에도 불구하고 묵묵히 사회적 가치 달성을 향해 나아가는 ‘119REO’의 이승우(건축대·건축12) 대표를 만나 그의 이야기를 들어봤다.Q. ‘119REO’는 어떤 기업인가요?- ‘119REO’는 암 투병 소방관의 권리 보장을 위해 존재합니다. 폐방화복을 가방 및 패션잡화류로 업사이클링합니다. 여기에서 얻어진 수익금을 암 투병 소방관에게 기부도 하고 그들의 희생과 노고를 기억할 수 있는 문화 전시를 기획·운영하고 있습니다.✻ 업사이클링 : 재활용품에 디자인 또는 활용도를 더해 그 가치를 높인 제품으로 재탄생시키는 것Q. 창업 과정에서 힘든 부분이 있다면?- 가장 어려운 점은 미션 달성에 대한 고민입니다. “암 투병 소방관의 권리 보장을 위해 우리는 무엇을 해야 하는가.” “우리의 행위는 맞는 방향으로 가고 있는가.”를 계속 질문하고 점검해야 합니다. 창업이라는 것은 시장에서 살아남기 위한 경쟁을 요구하지만, 저희는 이것을 넘어 우리의 사회적 가치 달성에 대해 묻고 또 점검합니다.Q. 우리 대학의 활동 중 창업에 도움이 됐던 점이 있다면?- 저는 건축학과 학생입니다. 건축은 이용자와 구매자 둘을 계속 생각하고 구조적인 부분까지 함께 디자인하는 학문입니다. 창업에서 가장 중요한 이해관계자들에 대해 사고를 하는 것과 비슷하다고 생각합니다. 그리고 기술경영학과를 다전공하고 있는데 기술경영학과에는 벤처와 경영전략에 관한 과목들이 있어 큰 도움이 됐습니다. 그 외에도 학교의 LINC+ 사업단을 통해 많은 멘토링을 받을 수 있다는 점도 이점입니다.Q. 우리 대학의 창업을 꿈꾸는 학생들에게 한마디- ‘119REO’를 하며 느낀 것은 세상에 문제를 말하는 사람은 많지만, 문제를 해결하려고 하는 사람은 매우 적다는 것입니다. 문제라고 말하는 것이 잘못된 것은 아니지만 문제를 해결할 수 있겠다는 생각이 들면 과감하게 도전해보면 좋겠습니다."
건국대학교,"1학기 건국희망장학금 신청(3/9~4/3)2020학년도 1학기 건국희망장학금 신청이 오는 4월 3일까지 진행된다. 신청대상은 △2020학년도 1학기 재학생(신/편입생, 복학생 포함) △기초생활수급자 △직전 학기 이수학점 12학점 이상 및 평점 2.0 이상, 3가지 사항을 모두 충족하는 학생이다.MSC 기초역량강화 프로그램 진행(3/16~6/19)우리 대학이 대학혁신지원사업의 일환으로 MSC 프로그램을 진행한다. 이는 재학생들의 수학, 과학, 전산 영역에 대한 학습능력을 키워주기 위한 온라인 교육과정이다. 이공계 기초학업능력을 향상시키고 싶은 재학생들이라면 누구나 신청 가능하며, 신청방법은 위인전 홈페이지에 접속해 비교과관리> 일반비교과> 과목명 검색 후 신청하면 된다.2020학년도 학군사관 후보생(61·62기) 모집(3/16~4/21)우리 대학 113학군단에서 61·62기 후보생을 모집한다. 지원자격은 지원 직전 학기까지 전체 취득학점이 신청학점의 80% 이상이고 전체평점이 C 학점 이상인 1·2학년 남녀 학생이다. 혜택은 △학군사관 후보생 신분증 발급 △우수 후보생 장학금 지원 △단기 복무장교 장려금 및 2년간 매월 교보재비 지원 등이 있다. 모집설명회는 4월 8일과 13일 창의관 402호에서 진행될 예정이다."
