,대학명,내용
58,서울시립대학교,"서울시립대학교 도시인문학연구소(소장 송석휘)는 <제3회 서울시립대학교 도시인문학연구소 영화평론상>을 공모한다. 최근 메타버스가 인간의 새로운 영토로 주목받고 있는 반면, 디지털 공간에서의 혐오와 폭력은 특수하면서도 일상적인 문제가 되고 있다. 이에 우리의 문화가 사이버폭력의 문제를 어떻게 재현하고 있는지 살펴보는 것은 중요한 비평적 과제가 되었다. 서울시립대 도시인문학연구소는 이러한 사이버폭력의 사회문화적 의미에 대한 한국 대학생의 관심을 일깨우고자 공모전을 개최한다.공모전 관련 상세한 내용은 ficciones517@uos.ac.kr나 도시인문학연구소(02-6490-5338)로 문의하면 된다.이번 공모전은 도시인문학연구소가 수행하고 있는 한국연구재단 인문사회연구소 지원사업 ‘디지털 폴리스의 인문적 비전: 새로운 도시공동체의 모색’의 일환으로 기획됐다."
59,서울시립대학교,"17일 오후 3시 온라인 세미나 -- 국제도시과학대학원 외국인 석사과정 연수생, 유관기관 등 국내외 인사 참여서울시립대학교(총장 서순탁)는 17일 ‘2022 국제도시과학대학원 GPD(글로벌프로젝트개발) 성과공유세미나’를 온라인으로 개최했다.세미나는 오후 3시부터 120분간 유튜브 생방송으로 진행됐다.GPD(글로벌프로젝트개발)수업은 개발도상국 공무원 연수생과 국내 민간 전문가 4~5명이 팀을 이뤄 개발도상국에 필요한 인프라 프로젝트를 개발한다.이번 세미나에서는 2021학년도 2학기에 국도원 학생이 개발한 프로젝트 중 사업화 가능성이 있는 7건을 선정해 발표했다. 제1세션은 도시재생과 인프라 개발, 제2세션은 환경과 에너지를 주제로 총 7개의 사업제안서를 발표했다.국도원의 외국인 연수생 석사과정의 지원기관인 서울시, KOICA, 한국환경산업기술원, 해외건설협회의 담당자와 LH(한국토지주택공사), KIND(한국해외인프라도시개발지원공사), SUSA(서울시 정책수출사업단) 등 해외사업 부서 담당자를 초청해 우수 사업제안서를 선발하고 해외사업개발 관련 의견을 청취했다.박현 국제도시과학대학원장은 “성과공유세미나로 ODA사업을 추진하는 기관이 협력 국가의 관심 사업 영역에 대한 정보를 얻고, 국내 민간 기업이 도시건설, 인프라, 환경 분야 해외사업을 발굴하는 기회가 됐기를 바란다.”라고 했다.2013년 설립된 서울시립대 국도원은 한국의 건설, 인프라 개발과 서울의 도시개발 정책 경험을 개도국 공무원에게 전수하는 석사과정을 운영하고 있다. 또한, 도시 수출을 목적으로 관련 기업 종사자의 해외진출을 지원하기 위한 독창적인 교육프로그램을 개발․운영하고 있다. 국도원은 도시, 인프라, 건설 분야 외국 공무원과 국내 민간 전문가가 만나 공부하며 글로벌 네트워크를 구축하는 플랫폼 역할을 수행하고 있다."
60,서울시립대학교,"도시문제 해결과 지속 가능한 도시 구축을 위해 협력 예정서울시립대학교 국제도시과학대학원(원장 박현)이 11일, 유네스코 물안보 국제연구교육센터(센터장 신봉우)와 업무협약을 체결했다.주요 협약 내용은 ▴공동연구사업 추진 및 학술행사 공동 개최 ▴연구 및 인턴십, 교육과정 관련 인적 교류 ▴연구자료 및 간행물 상호 교환 ▴물과 환경 관련 연구와 지원 등을 통한 상호 협력이다.박현 국제도시과학대학원장은 “최근 기후변화와 도시화의 심화로 도시 홍수피해 해소, 대체 수자원 확보, 도시 신재생에너지 시설구축 등이 개발도상국의 큰 관심 대상이다.”라며 “양 기관의 교육 경험을 바탕으로 전 세계도시가 겪는 물 부족 문제를 해결하고 지속 가능한 도시를 구축하기 위한 역량 강화 사업을 펼치는 등의 협력을 기대한다.”라고 밝혔다.신봉우 유네스코 물안보 국제연구교육센터 센터장은 “이번 협약은 물과 도시라는 밀접한 연관이 있는 두 분야의 기술과 경험을 상호 교류하고 협력할 좋은 기회”라며, “지속 가능한 성장동력을 만들고 확산시키기 위한 시너지 효과를 내는 계기가 될 것이다.”라고 했다.서울시립대학교는 1996년 국내 최초로 도시과학대학을 설립한 특성화 대학으로 도시문제 연구에 선도적인 역할을 해왔으며, 도시문제 해결과 도시 인프라 개발의 관점에서 도시건축물을 연구하고 있다.2012년에는 국제도시과학대학원을 설립해 첨단녹색도시개발학과와 글로벌건설학과, 해외공무원 석사학위과정(서울시·KOICA·환경부·국토부 초청과정)을 운영하며, 해외건설 및 도시 수출 전문가를 양성하고 국내외 전문가·공무원 간 인적 네트워크 구축에 힘쓰고 있다.유네스코 물안보 국제연구교육센터는 2017년 한국 정부와 유네스코 간 협정으로 설립된 기구로, 우리나라 물 분야의 축적된 경험과 기술을 바탕으로 개발도상국 물안보 역량강화를 위해 연구·교육·국제협력을 추진하고 있다."
61,서울시립대학교,"2022학년도 입학전형 결과, 학생부종합전형 선발 사례 소개- 11일까지 사전 온라인 신청​서울시립대학교(총장 서순탁)는 17일 전국 고등학교 교사와 교육청 관계자를 대상으로 ‘UOS 사례 공유 컨퍼런스’를 온라인으로 개최한다.​서울시립대 입학처는 2022학년도 수시모집 학생부종합전형 합격자 전형 자료와 사례를 다각적으로 분석한 결과를 처음으로 공개한다. 특히 올해는 지역균형선발전형과 논술전형 입시 결과도 함께 공개할 예정이다.​행사는 2022학년도 서울시립대학교 입학전형 결과 공유 및 학생부종합전형 결과분석(지원자 및 최종합격자 분석, COVID-19 면접 운영 사례, 계열별 선발 사례), 2023학년도 입학전형 주요사항 안내, Q&A순으로 진행된다. 참가를 희망할 경우 11일까지 신청 가능하며, 자세한 사항은 서울시립대학교 입학처 홈페이지에서 확인할 수 있다.  ※ 신청 URL(https://forms.gle/3tD9gcyimEZxFKUP8)​서울시립대는 해마다 대학이 추구하는 입학전형 방향과 운영 사례를 공개하는 컨퍼런스를 열어 대학의 신입생 선발 과정과 고교 현장 간 거리를 좁혀나가고 있다."
62,서울시립대학교,"최우수상 1인 외 우수상 9명에게 상패와 상금 수여 - 연구자의 사기 진작과 적극적인 연구 활동을 장려하고자 매년 시행 ​서울시립대학교(총장 서순탁)는 대학의 적극적인 연구 활동을 장려하기 위해 국가연구개발사업 연구실적 등 주요 연구 분야에서 우수한 성과를 낸 연구자 10명을 선정하고 26일, ‘2021 우수연구자 시상식’을 개최했다. ​서울시립대학교는 ▴최우수상에 김현욱 환경공학부 교수 ▴우수상에 김영찬 교통공학과 교수, 박영권 환경공학부 교수, 박인규 물리학과 교수, 박찬 조경학과 교수, 박현성 생명과학과 교수, 염춘호 국제도시과학대학원 교수, 이재영 환경공학부 교수, 이재호 전자전기컴퓨터공학부 교수, 조익훈 생명과학과 교수를 선정했다.최우수상을 받은 김현욱 교수는 지난 20여 년간 환경공학과 ICT 기술을 접목한 다양한 융합기술을 개발해 국가 환경보전에 이바지했다. 지난해 제26회 환경의 날 이와 같은 내용으로 국민포장(근정포장)을 수상한 바 있다. 김 교수는 최근 서울시 4대 물재생센터 운영 최적화를 목표로 산관학이 협력하는 국내 최초의 ‘물 재생기술 R&D센터’를 이끌며 빅데이터, 사물인터넷(IoT), 인공지능(AI) 등 4차 산업혁명 핵심기술을 접목한 연구·개발을 진행하고 있다.​김영찬 교통공학과 교수는 인공지능기반 교통신호제어시스템을 개발, 버스의 신속성 및 정시성 확보에 효과적인 기술인 SBRT의 우선신호개발을 수행하여 향후 전국적으로 도입될 트램 신호제어에 확장하는데 기여하는 등 교통신기술의 현장적용과 실용화 발전에 이바지하고 있다.​박영권 환경공학부 교수는 바이오매스 유래원료와 석유화학 유래원료의 촉매 혼합처리 공정을 이용하여 유용한 석유화학대체 연료를 생산했다. 이 기술은 향후 폐플라스틱과 유기성 쓰레기의 혼합처리에 있어 방향성을 제시하고 있으며 세계적으로 선도하고 있는 기술이다. ​조익훈 생명과학과 교수는 암을 비롯한 다양한 질병의 발생과 밀접한 관련이 있는 Wnt와 Hippo 신호전달에 대해 연구하고 있다. 본 연구진이 Proc Natl Acad Sci U S A. (IF=11.205)에 발표한 내용은 Hippo 신호전달의 새로운 조절 방법과 암의 형성에 기전을 설명하는 세계 최초의 발견이다.​서순탁 총장은 “어려운 상황에서도 끊임없는 도전과 연구로 좋은 성과를 내주신 교수님들께 감사드리며, 더 나은 연구 성과를 도출하기 위해 제도 개선과 지속적인 지원을 하겠다.” 라고 말했다."
63,서울시립대학교,"서울시립대학교 도시인문학연구소(소장 송석휘)는 2월 7일, 이노션 월드와이드의 김정아 크리에이티브 최고 책임자를 초청해 특별 강연을 진행한다. ​특강은 도시인문학연구소가 수행하고 있는 한국연구재단 인문사회연구소 지원사업 ‘디지털폴리스의 인문적 비전: 새로운 도시공동체의 모색’의 일환으로 기획됐다. ​이번 특강은 서울시립대학교 비교과과정과 연계하여 진행해 서울시립대 재학생들의 디지털 미디어에 대한 인문학적 이해를 높이고자 한다. 김정아 이노션 월드와이드 CCO는 한국의 대표적인 광고 기획 및 제작 회사인 이노션 월드와이드의 임원으로 2014년 칸 국제광고제 및 2017년 ‘뉴욕 페스티벌 국제 광고제’ 등에서 심사위원을 맡았다. 또한 2021년 캠페인 브리프 아시아 ‘한국 최고의 크리에이티브 디렉터’ 등에 선정되는 등 국제적인 명성을 가진 제작자다. ​한편 김정아 CCO는 2017년에 ‘학교폭력 피해자 가족협의회’와 함께 <사이버폭력 백신> 어플리케이션을 제작해 학교폭력에 대한 여론을 환기시켰다. 이외에도 미디어를 통해 세상을 긍정적으로 변화시키기 위한 여러 프로젝트를 선보이고 있다. ​김정아 CCO는 이번 강연에서, 미디어를 통해 공익적인 아이디어들이 어떻게 위력을 발휘할 수 있는지 다양한 사례를 소개할 예정이다."
64,서울시립대학교,"메타버스(metaverse)를 활용해 대학혁신지원사업 3개년 대표 성과 공유 - 강소학과 선도모델 구축 프로그램 등 17개의 세부 프로그램 소개 ​서울시립대학교(총장 서순탁)는 2월 15일까지 메타버스를 활용한 대학혁신지원사업 성과공유회를 개최한다. ​이번 행사에는 총 16개 부스를 마련해 창의적 인재 양성을 위한 서울시립대 대학혁신지원사업의 교육, 연구, 산학협력 등 영역별 대표 프로그램의 3개년도 성과를 공유하고 현장실습 지원, 캡스톤디자인 운영 등 대학이 추진한 산관학 협력 페스티벌도 함께 진행할 예정이다. ​참여를 희망하는 사람은 누구나 서울시립대 메타버스 성과공유회 인터넷 웹사이트(https://uisp-forum.uos.ac.kr)에 접속해 닉네임(별명)을 입력하면 입장할 수 있다. 입장한 후에는 서울시립대 마스코트인 이루매 캐릭터를 움직여 각 부스를 다니며 대학혁신지원사업의 주요 성과를 볼 수 있다. 또한 산관학 협력 페스티벌의 이벤트 참여와 채팅 기능으로 소통도 가능하다.​서순탁 총장은 “코로나19 대유행의 장기화는 대학 교육 환경에도 커다란 영향을 끼쳤다.”라며, “앞으로도 새로운 기술을 적극적으로 활용해 대학의 다양한 분야에서 현실과 가상을 넘나드는 모임과 소통이 이루어질 수 있도록 지원하겠다.”라고 했다."
65,서울시립대학교,"청소년들이 전공을 제대로 알고 진로를 설계할 수 있도록 서울시립대학교 교수님들이 나섰다! - 25일부터 3일간 인공지능, 산업디자인, 환경공학 등 6개의 분야의 교수님들과 줌(ZOOM)과 유튜브 라이브(Youtube Live)로 소통 ​ 서울시립대학교(총장 서순탁)는 25일부터 27일까지 교수와 청소년이 전공, 진로에 관해 온라인으로 직접 소통하는 <전공학 개론> 행사를 연다. ​<전공학 개론> 행사는 진로 선택을 고민하고 있거나 전공 관련 정보를 접할 기회가 적었던 학생들을 위해 기획했다. ​행사 취지를 공감한 서울시립대 환경공학부 김현욱 교수, 산업디자인학과 김성곤 교수, 인공지능학과 정지영 교수, 도시공학과 양승우 교수, 국제관계학과 김민정 교수, 융합응용화학과 장락우 교수가 재능 기부로 참여한다. 6개 전공에 관심 있는 청소년과 학부모는 누구나 ZOOM과 서울시립대학교 공식 유튜브 생중계로 참여할 수 있다.  (ZOOM 신청 링크: https://forms.gle/76UtD4pSqEfo5bzy6) ​온라인이지만 생생한 현장감을 주기 위해 강연자 앞에 대형 스크린을 배치하고 전문 사회자를 섭외해 강연자와 참여자가 친근한 분위기 속에서 소통할 수 있도록 준비했다. ​<전공학 개론>은 서울시립대 학생처에서 운영하는 사회공헌 사업인 ‘서울휴먼라이브러리’가 주관하는 행사다. 2016년부터 방학마다 열어온 행사였으나 코로나19 확산으로 잠시 중단했다가 온라인 행사로 새롭게 시작한다. ​서순탁 총장은 “이번 행사를 계기로 청소년들이 막연했던 전공을 제대로 알고 진로설계에 도움이 되기 바라며, 참여해주신 여러 교수님과 함께 훌륭한 인재로 성장하길 바란다.”라고 했다."
66,서울시립대학교,"글로벌 기후변화 대응에 앞장서는 보람찬 겨울방학 보내요! 서울시립대, 제1기 동계 온라인 해외봉사단 프로그램 발대식 개최​‘주민 기후변화 인식개선 캠페인’, ‘현지 학생과의 문화교류 활동’ 등 베트남 껀터시지역을 대상으로 해외 원격 봉사​서울시립대학교(총장 서순탁)는 19일 100주년 기념관 국제회의장에서 ‘제1기 동계 온라인 해외 봉사단 프로그램 발대식’을 개최했다. ​서울시립대는 글로벌 리더십과 도전정신을 기를 수 있도록 학생들에게 다양한 국제 경험 기회를 주고 있다. 이번 겨울에는 코로나19 장기화 상황에 맞춰 온라인 기반의 해외 봉사 프로그램을 마련했다. ​2021년 11월 서울시립대는 한국대학사회봉사협의회의 대학 자체 개발 온라인 해외 봉사 프로그램에 선정되어 봉사활동에 필요한 비용(1000만원)을 지원받았다. 이에 해외 국제 개발 협력 전문기관인 열매나눔인터내셔널, 온라인 프로그램 전문가와 함께 국내에서도 짜임새 있는 해외 봉사를 진행할 수 있도록 여건을 조성했다.​이번 프로그램에는 서울시립대 학생 15명과 베트남 학생 30여 명을 선발해 베트남 껀터시 Pacific(Thái Bình Dương)school과 껀터시 지역주민을 대상으로 봉사활동을 펼친다. 해외 봉사 단원들은 겨울방학 중 사전 교육과 7박 8일의 봉사활동으로 글로벌 기후변화 대응을 위한 다양한 활동을 기획하고 있다. 서울시립대의 이념인 ‘진리, 창조, 봉사’ 각 주제에 맞게 ▴주민 기후변화 인식개선 캠페인 ▴기후변화 대응 프로젝트 아이디어 경진대회 ▴현지(국제학교) 학생과의 문화교류 활동 등을 할 예정이다. 특히 이번 해외 봉사활동에는 학내 베트남 국적 학생들도 참여해 양국 간 문화 이해를 강화했다. 발대식에는 주요 보직자와 실무관계자, 온라인 해외 봉사단이 참석해 사기를 진작하고 안전을 약속하는 선서와 활동 구호를 외쳤다. 봉사 기간 중 코로나19 관련 안전 지침을 배부하고 실시간 모니터링으로 봉사단의 안전한 활동을 지원한다. 서순탁 총장은 “지난 2년간 코로나19로 인하여 중단되었던 해외봉사활동이 온라인의 형태로 재개됨에 따라 해외봉사에 관심 있던 학생들이 많이 지원했다. 참여하는 학생들이 모든 과정에 적극적으로 참여해 시대의 화두인 글로벌 기후변화 대응에 앞장 서는 서울시립대 학생으로 거듭나길 바란다.”라며 학생들을 격려했다."
67,서울시립대학교,"소형 수소 액화기 기술 개발, 액화수소 저장용기 기술 개발, 극저온 유체기계 기술 개발 등 업적 인정서울시립대학교 공과대학 기계정보공학과 이광훈 교수가 한국공학한림원 일반회원으로 선임됐다. ​이광훈 교수는 소형 수소 액화기 기술 개발, 액화수소 저장용기 기술 개발, 극저온 유체기계 기술 개발 등 한국 기계공학 발전에 이바지한 업적을 인정받았다. 이 교수는 현재 서울시립대학교에서 공과대학장, 과학기술대학원장, 산업기술연구소장을 맡고 있다.​한국공학한림원은 학계, 산업계, 국가 기관 등에서 공학 및 기술 발전에 공적을 세운 공학기술인을 발굴, 우대하고 공학・기술 관련 학술 연구와 지원사업 및 국제교류 협력 사업을 병행해 국가의 창조적인 공학・기술 개발에 이바지하고자 설립된 특별 법인이다. 이번에 선정된 일반회원의 임기는 3년이며 심사 후 연임이 가능하다."
68,서울시립대학교,"서울시립대학교 최병호 교수(현 도시보건대학원 원장)가 한국경제연구학회 제20대 회장으로 1일 취임했다. 임기는 2022년 12월 31일까지 1년이다. 최 신임회장은 성균관대 무역학과와 서울대 행정대학원을 졸업하고, 미국 조지아대에서 경제학 박사 학위를 취득했다. 한국보건사회연구원 원장, 한국보건경제학회 회장, 한국보건행정학회 회장, 한국사회보장학회 회장, 한국보건대학원협의회 회장을 지냈다. ​1997년 창립된 한국경제연구학회는 3,000여 명이 회원으로 가입된 우리나라 대표적인 경제학회다. 한국경제와 관련된 경제이론과 정책에 관한 학술 활동을 수행하며, 한국경제를 연구하는 해외 경제학자들과 지속적으로 교류해 왔다. ​영문학술지 ‘Korea and the World Economy’를 연 3회, 국문학술지 ‘한국경제연구’를 연 4회 발간하고 있다. 학술행사로 정기학술대회 및 한국경제정책포럼과 함께 한국경제를 국내외 시각에서 연구하는 하계 국제학술대회를 개최하고 있다."
69,서울시립대학교,"총 모집인원 847명에 3,742명 지원(4.42:1 ← 4.11:1) - 가군 일반전형 평균 5.11대1, 나군 일반전형 평균 4.26대1 - 인공지능학과 8.92대 1, 음악학과 피아노전공 10대1 최고 기록 서울시립대학교는 2022학년도 정시모집 경쟁률이 4.42대1로 마감됐다고 3일 밝혔다. ​ 이날 마감된 정시모집 원서접수 결과 총 847명 모집에 3,742명이 지원해 4.42대 1의 경쟁률을 기록했다. ​○ 세부적으로 살펴보면 가군 일반전형 5.11대 1, 나군 일반전형 4.26대 1의 경쟁률을 보였다. ○ 가군에서는 2021학년도부터 모집을 실시한 인공지능학과가 8.92대 1로 높은 경쟁률을 보였으며, 도시행정학과, 자유전공학부는 각각 6.23대 1와 5.21대 1을 기록했다. 그 외 음악학과 피아노전공이 10대1, 클라리넷전공이 9대 1의 높은 경쟁률을 보인 반면 바순전공, 튜바전공이 각각 2대 1을 기록하여 비교적 낮은 경쟁률을 보였다. ○ 나군 인문계열에서는 영어영문학과가 5.17대 1의 경쟁률을 보였으며 자연계열에서는 컴퓨터과학부가 5.11대 1을 기록했다. ​ 서울시립대학교는 오는 6일부터 12일까지 예체능 계열 실기고사를 시행한다. 정시모집 최초합격자는 2월 8일 오후 5시에 발표할 예정이다. ​ 2022학년도정시모집원서접수결과  전체현황 2022 학년도 2021학년도 전형유형 모집인원 지원인원 경쟁률 모집인원지원인원 경쟁률 총계 847 3,742 4.42: 1 788 3,239 4.11 1 가군 일반전형 155 792 5.11 :1 742 2,947 3.97 1 나군 일반전형 692 2.950 4.26 : 1 46 290 6.3 : 1 나군특별전형(북한이탈주민) 2  모집단위별 현황 1) 가군일반전형경쟁률현황 대학 모집단위 모집인원 지원인원 경쟁률 도시과학대학 도시행정학과 22 137 6.23 : 1 공과대학 인공지능학과 12 107 8.92 : 1 자유융합대학 자유 전 공학부 29 151 5.21 : 1 음악학과 (작곡전공] 3 14 4.67 : 1 음악학과 [피아노전공] 8 80 10.00 : 1 음악학과[현악 바이올린전공] 2 16 8.00 : 1 음악학과 [현악 비올라전공] 1 4 4.00 : 1 음악학과 [현악 첼로전공] 1 6 6.00 : 1 예술체육대학 음악학과[현악더블베이스전공] 1 4 4.00 : 1 음악학과[관악클라리넷전공] 2 18 9.00 1 음악학과 [관악 바순전공] 1 2 2.00 : 1 음악학과 [관악 트럼본전공] 1 7 7.00 : 1 음악학과 [관악 튜바전공] 1 2 2.00 : 1 환경조각학과 36 154 4.28 : 1 스포츠과학과 35 90 2.57 : 1 소계 155 792 5.11 : 1 2) 나군일반전형경쟁률현황 대학 모집단위 모집인원 지원인원 경쟁률 행정학과 35 144 4.11 : 1 국제관계학과 15 67 4.47 : 1 정경대학 경제학부 41 167 4.07 : 1 사회 복지학 과 20 89 4.45 : 1 세무학과 29 110 3.79 : 1 경영대학 경영학부 78 328 4.21 : 1"" src=""http://file.uos.ac.kr/upload/smarteditor/2022/01/20220105143155.png"">"
70,서울시립대학교,"조세형사법과 조세, 신탁과 조세, 관세법을 주제로 세무전문대학원 출신 세무전문가의 강의서울시립대학교는 개원 22주년을 맞아 세무전문대학원 재학생과 동문 등을 대상으로 총 3회 겨울방학 온라인 특강을 무료로 실시한다.​특강은 1월 15일 ▴1회 조세형사법과 조세(김종근 변호사, 법무법인 현진) ▴2회 신탁과 조세(송동진 변호사, 법무법인 위즈), 1월 22일 ▴3회 관세법(김민정 변호사, 법무법인 세종)을 주제로 진행된다.​박훈 세무전문대학원장은 “이번 특강은 세무전문대학원에서 박사학위를 받고 각자의 영역에서 최근 조세법 관련 전문서적을 발간한 분을 강사로 모셔 최근 조세분야 관련 주요한 사항을 듣는 자리다. 세무전문대학원 재학생을 대상으로 하지만 조세분야에 관심 있는 분이라면 누구나 참여할 수 있다. 무엇보다 세무전문대학원 졸업생 중 업계에서 왕성한 활동을 하는 분들을 강사로 모셨다는 점이 이번 특강의 특징이라 할 수 있다.”고 특강의 의의를 전했다. 자세한 내용은 세무전문대학원 홈페이지에서 살펴볼 수 있다. (링크: https://gtax.uos.ac.kr/gtax/main.do?epTicket=LOG)​세무전문대학원은 104년의 역사를 자랑하는 서울시립대의 대표적인 세무특성화 대학원이다. 2000년 3월 1일 개원했으며, 석사과정 40명, 박사과정 10명 정원에 매년 3대 1이 넘는 입시 경쟁률을 보이고 있다.[참고] 강사 소개□ 김종근 변호사 ○ 조세형사법 해설, 삼일인포마인(2021년 1월 출간) ○ 현, 법무법인 현진 대표변호사  ○ 차장검사 역임□ 송동진 변호사 ○ 신탁과 세법, 삼일인포마인(2021년 11월 출간) ○ 현, 법무법인 위즈 변호사 ○ 판사 역임□ 김민정 변호사 ○ 세관조사와 관세형사법, 박영사(2021년 8월 출간) ○ 현, 법무법인 세종 파트너변호사 ○ 관세공무원 역임"
71,서울시립대학교,"- 내년 대회 범위, 지원 규모 확대할 계획 -- 학생들이 프로그래밍에 대한 관심을 갖고 현장에서 원하는 문제해결능력을 갖출 수 있도록 지원 ​​​서울시립대학교 컴퓨터과학부에서는 ‘제5회 컴퓨터 알고리즘 프로그래밍 경진대회’를 주최하고 28일 시상식을 진행했다. 이번 대회는 코로나19 상황으로 인해 온라인(비대면) 방식으로 진행되었다. 제5회 컴퓨터 알고리즘 프로그래밍 경진대회는 컴퓨터과학부의 교직원 및 소모임 <알림(AL林)>의 주도로 진행한 행사로 서울시립대학교 전체학부과 재학생을 대상으로 컴퓨터 알고리즘 프로그래밍 문제의 난이도에 따라 1부 리그(모든 학과 재학생 참여 가능)와 2부 리그(컴퓨터과학부 1,2학년 및 타과생)를 분리하여 개최했다. ​대회 결과, 1부에서는 유시온(컴퓨터과학부, 4학년)학생이 대상, 전예준(컴퓨터과학부, 1학년)학생이 금상, 한상일(컴퓨터과학부, 4학년)학생이 은상을 수상했다. 2부에서는 이명규(수학과, 2학년) 대상, 박성우(전자전기컴퓨터공학부, 3학년)학생이 금상, 김민호(전자전기컴퓨터공학부, 3학년)학생이 은상을 수상했다. ​최근 컴퓨터 프로그래밍 능력에 대한 수요는 전공을 불문하고 급증하고 있고 프로그래밍에 기반한 문제해결능력을 갖춘 인재를 채용하는 추세다. 지속적으로 이 대회를 열어 다양한 전공의 학생들이 프로그래밍에 대한 관심을 갖고 현장에서 원하는 문제해결능력을 갖출 수 있도록 지원하고자 한다. ​서순탁 총장은 “ 알고리즘의 중요성을 잘 인지하고 있으며, 역량 있는 학생들에게 더 많은 지원을 할 수 있도록 하겠다.”고 말했다."
72,서울시립대학교,"2월 6일까지, ‘디지털 폴리스의 폐쇄적 공동체’ 관련 발표원고 모집 서울시립대학교 도시인문학연구소(소장 송석휘)는 “디지털 폴리스의 폐쇄적 공동체 다시보기: 공간성, 정체성 그리고 인간성”을 주제로 개최되는 국제학술대회의 발표원고를 2월 6일까지 모집한다. 이번 학술대회에서는 코로나 팬데믹 이후 디지털 전환이 가속화되면서 공적 공간의 소실과 치안 보장에 대한 강박적 욕구가 함께 심화되는 현대도시에서 등장하는 폐쇄적 공동체와 요새 도시의 개념을 둘러싼 다양한 쟁점들을 고루 조망한다. ​특히, 에드워드 소자의 제 3의 공간, 앙리 르페브레의 사회적 공간, 위르겐 하버마스의 의사소통의 공간 등 일상적, 집단적 공간 개념 틀을 통해 디지털 폴리스에서 온오프라인을 넘나드는 도시 공동체의 현재와 미래를 고찰하고자 한다. ​본 학술대회의 발표원고들은 추후 소정의 심사를 거쳐 서울시립대학교 학술지의 특별판이나 해외 출판도서로 출간할 예정이다.​원고 모집 관련 기타 상세한 내용은 김건 연구교수(konkim@uos.ac.kr)에게 문의바라며, 국제학술대회 관련 자세한 사항은 도시인문학연구소 홈페이지(https://ihuos.uos.ac.kr)에서 확인할 수 있다. (관련 문의: 도시인문학연구소, 02-6490-5338)"
73,서울시립대학교,"2022년 캠퍼스타운 2.0 종합형사업으로 지역주민·소상공인 지원 협의 ​서울시립대학교 캠퍼스타운사업단(단장 유석연)은 27일 백주년기념관에서 동대문구 주민, 소상공인 대표들이 참여한 지역활성화협의회 성과공유회(제3차 정기회의)및 데모데이 시상식을 열었다.​지역활성화협의회 성과공유회(제3차 정기회의)에서 총 3개년 간 진행된 서울시립대학교 캠퍼스타운 단위형 사업의 창업육성 및 지역상생 분야에 대한 다양한 성과를 공유했다. 창업 육성 프로그램으로 누적 55개 창업기업 지원, 매출액 46억원 및 투자유치 19억원 달성, 일자리 159개를 창출했고, 동대문구 주민 및 소상공인 780명이 참여한 총 36건의 지역상생 프로그램을 운영해 문화격차 해소, 경제 활성화 등 지역 현안 해결에 이바지했다. ​서순탁 총장은 코로나19 위기 속 침체되어 있는 동대문구 지역주민과 소상공인을 위해 2022년부터 진행될 캠퍼스타운2.0 종합형사업의 지역상생 프로그램에 대학의 전폭적인 지원을 약속했다. ​또 지난 11월 24일 투자유치 등 창업기업 활성화를 위해 진행된 데모데이 프로그램에서 선발된 우수기업 7팀에 대한 시상을 진행했다. 대상(서울시의회 의장상)에 ㈜에이에프아이, 최우수상(서울시립대학교 총장상)에 Anylife, 빛날덴탈스튜디오, 우수상(서울시립대학교 총장상)에 ㈜웨니, HMS, 런오빗, 텐밀리그램 등 청년UP플랫폼 입주기업들이 선정됐다."
74,서울시립대학교,"창업기업의 제품 핵심기능 설문 정량분석을 통한 성장동력 발굴- 동대문·서대문구 창업지원센터 등 3개 센터 14개사 지원- SBA(서울산업진흥원) 공동지원사업 수주로 프로그램 운영서울시립대학교 창업지원단 창업보육센터는 9월 27일부터 12월 17일까지 창업기업 제품·서비스 개선 사업화 프로그램인 품질기능전개(KS-QFD, Quality Function Development)와 후속 사업화 지원을 실시했다. ​품질기능전개(QFD)는 기업 제품과 서비스의 핵심 기능이 무엇인지 타깃 고객을 대상으로 설문한 결과를 정량 분석해 고객의 니즈를 반영하여 사업의 우선순위를 정하는 것이다. 9월 기초 온라인 교육을 시작으로 10월 기업과 전문가가 1:1 코칭을 하고 도출 결과에 따라 11월 사업화활동을 실시했다. 사업화활동 평가에 따라 기업 당 최대 500만원의 자금을 지원했다. 이번 프로그램에는 서울시립대가 운영하는 서대문구 창업보육센터, 동대문구 창업지원센터, 청년UP플랫폼 입주 기업 14개사가 참여했다. ​프로그램에 참여한 창업 기업 애니세이버 구성원들은 “미처 인지하지 못했던 고객의 니즈를 파악할 수 있었고 시야가 넓어졌다.”라며 매우 만족했다.​이임평 창업지원단장은 “이번 지원 사업으로 창업기업의 새로운 동력과 집중요소를 발견해 기업이 성장하는 데 도움이 됐다고 생각하고 정확한 고객니즈파악을 돕는 성장지원이 서울시립대학교 창업 지원의 핵심으로 자리 잡길 바란다.”라고 말했다.​서울시립대학교 창업지원단은 교내외 창업을 활성화하기 위해 2018년 4월 신설되어 창업교육센터와 창업보육센터를 운영하고 있다. 창업보육센터는 서대문구·동대문구 2개 센터 총 58개 호실을 보유하고 있고 중소벤처기업부, 서울시, 서대문구, 동대문구의 지원을 받고 있다."
