,제목,내용
264,호남권 국.사립 10개교 국립대학 육성사업 프로그램 참여키로,"전남대 등 호남권 대학협력 네트워크 국립대학 육성사업 프로그램 참여키로 전남대학교를 비롯한 「대학 협력 네트워크 활성화 협의체」 회원 대학들이 ‘광주전남이 읽고 톡하다’ 사업 등 국립대학육성사업 네트워크 프로그램에 참여하기로 했다.6월 23일 호남권 국.사립 대학 10개교가 참여한 가운데 열린 「대학 협력 네트워크 활성화 협의체」 회의에서 참여대학들은 기존 국립대학 육성사업 네트워크 프로그램인 ▲‘광주·전남이 읽고 톡 하다’(전남대) ▲‘충무공 발자취를 따라서’(목포해양대) ▲‘지역 인접대학 해양체험 문화 네트워크 교류 사업’(군산대) 등에 회원대학들이 함께 참여하기로 했다. 이날 참석자들은 또 ‘광주·전남이 읽고 톡하다’ 프로그램이 시행되고 있는 전남대 디지털도서관을 방문해 프로그램 운영 성과를 공유하기도 했다.「대학 협력 네트워크 활성화 협의체」는 대학 간 유형, 지역, 기능별 네트워크를 확대하고, 네트워크 사업 신규 프로그램 소개 등 참여대학 간 정보공유와 협력 활성화를 이끌고 있는 회의체이다.이준웅 전남대 기획조정처장은 “앞으로도 호남권역 국·사립대학간의 협력과 교류로 상호 발전해 나갈 수 있도록 협의체가 마중물 역할을 충실히 하겠다.”고 말했다.*문의 : 062)530-5139 (전남대학교 기획조정과)"
265,‘올해의 한 책’ 「관계에도 연습이 필요합니다」 선포,"전남대 ‘올해의 한 책’ 「관계에도 연습이 필요합니다」 선포 전남대학교가 「관계에도 연습이 필요합니다」를 올해의 한 책으로 선포했다.전남대는 ‘광주전남이 읽고 톡하다’ 사업의 일환으로 매년 선정하는 ‘2021년 올해의 한 책’으로 박상미 작가의 「관계에도 연습이 필요합니다」를 선정해 발표했다.이 책은 타인과의 관계에서 의연하게 대처하는 기술 뿐 아니라 새로운 시대에 건강한 관계를 유지하는 법을 알려주는 안내서이다. 박상미 작가는 현재 심리상담연구소 ‘더공감 마음학교’대표이자 한국의미치료학회 부회장이며, 경찰대학에서 강의하고 있는 심리상담 전문가이다.‘올해의 한 책’은 지난 3월 교수, 언론인, 협력기관, 광주전남지역중견관리자 등으로 구성된 17명의 한책선정위원회가 후보도서 5권을 선정했고, 이를 대상으로 지난 4월 21일부터 5월 20일까지 온오프라인 시도민 투표를 통해 선정됐다.동반 추천도서는 모지현 작가의 「꿈꾸는 사과」, 우종영 작가의 「나는 나무에게 인생을 배웠다」, 이응교 작가의 「서른세 번의 만남, 백석과 동주」, 정재찬 작가의 「우리가 인생이라 부르는 것들」 등 4권이다.전남대 도서관(관장 장우권)은 앞으로 한 책 도서교환전(6월 말)을 비롯, 테마도서전시회(9월), 작가 초청 한책 톡 콘서트(9~10월), 한책 문학기행(10월), 독서후기 공모전(11월), 한책 독서퀴즈(12월) 등 다양한 독서문화 프로그램을 진행할 계획이다.전남대가 지난 2013년부터 시작해 현재는 광주.전남지역 대학도서관이 공동주관하는 ‘광주전남이 읽고 톡하다’ 사업은 매년 한 권의 책을 선정해 지역민이 함께 읽고 토론하는 범시민 독서문화프로그램이다.※문의: 062)530-3533, http://gjtalk.jnu.ac.kr (전남대학교 도서관)"
266,여수캠퍼스 ‘전동킥보드’ 안전수칙 준수 강력 시행,"전남대 여수캠퍼스 ‘전동킥보드’ 안전수칙 준수 강력 시행안전모 미착용, 2인 탑승 등 강력 제재 2~3회 위반시 안전교육, 교내봉사활동 부여전남대학교 여수캠퍼스가 최근 이용이 늘고 있는 킥보드 등 개인형 이동장치(PM) 사용자들에 대해 안전수칙 위반시 교내 출입을 막는 등 대안 마련에 나섰다.전남대 여수캠퍼스는 오는 7월 1일부터 PM 이용시 안전모 미착용, 2인 탑승, 음주운행, 역주행 등 탑승자 안전의무를 위반할 경우 교내 진입을 막는 등 강화된 안전수칙을 시행한다.특히 2회 이상 안전수칙 위반자에게 대해서는 안전교육 및 면담을 실시하고, 3회 이상 위반시에는 교내봉사활동(3시간) 부여하는 등 강력한 조치를 취할 계획이다.  앞서 여수캠퍼스는 지난 6월 17일 오전 학생들의 출입이 많은 학교 정문과 생활관 입구에서 이 같은 내용을 담은 전단지를 제작해 배부하는 등 홍보활동을 전개했다.*문의: 061-659-6031~5 (전남대학교 행정지원과)"
267,전남대 국제여름학교 24일 온라인 개강,"전남대 온라인 국제여름학교 개강14개국 23개 외국인대학생 참가 전남대생 150여 명도 함께 수강 전 과목 영어 진행, 계절학기 학점 인정 전남대학교 국제여름학교가 오는 24일 온라인으로 개강한다.전남대는 세계 각국의 교수들을 초청해 외국인 학생과 전남대 재학생들에게 수준 높은 강의를 제공하는 국제여름학교(International Summer Session 2021)를 6월 24일 온라인으로 개강해 4주일 동안 계속된다.올해는 IoT인공지능, 경제학, 교육학 등 10과목이 모두 영어로 진행되는데, ▲미국 네바다-라스베가스대학 Venki Muthukumar 교수가 ‘IoT 데이터분석(사물인터넷)’을 맡고, ▲뉴질랜드 링컨대학의 Christopher Gan 교수가 ‘경제학 개론’을, ▲미국 사우스플로리대학 Sanghoon Park 교수가 ‘사용자 인터페이스 설계 및 교육 공학’을 각각 강의한다.또 예비교육 과정에서는 미국 탈튼주립대학의 Marcy Tanter 교수가 소설가 한강의 ‘소년이 온다’ 특강과 함께 한국의 민주주의와 광주에 대해 소개할 예정이다.수강생은 전 세계 14개국 23개 대학에서 45명의 외국인 학생들이 온라인으로 참가하고, 전남대생 150여명도 함께 수강한다. 특히 전남대 재학생 가운데 20여명은 외국인 학생들의 언어소통 등 학습과 문화체험활동을 돕는 ‘버디’(buddy)로 참가한다.국내.외 학생들은 수강 교과목에 대해 자국에서 계절학기 학점으로 인정받게 된다.전남대는 온라인의 특성을 최대한 활용하면서 실감나는 문화 교류가 이뤄질 수 있도록 5.18 소개 책자, 각종 기념품, 호떡만들기 세트 등을 담은 ‘문화체험 패키지’를 각국의 참여 학생들에게 미리 배송하고, 버디들과도 교류할 수 있도록 했다.전남대 국제여름학교는 지난 2009년 시작된 이래 11년 동안 국립대 최대 규모로 성장해 왔으나, 지난해에는 ‘코로나 19 팬데믹’으로 인해 취소됐다가 올해 온라인으로 재개됐다. * 문의: 062-530-1273(전남대학교 국제협력과) * 별첨: 사진은 2021년 전남대 온라인 국제여름학교 홍보 영상 사진 유튜브 영상 바로가기"
268,미디어 아티스트 이이남 작가 초대형 작품 기부,"미디어 아티스트 이이남 작가 전남대에 초대형 작품 기부2억 8천만 원 상당 ‘지식의 폭포’ 디지털 도서관 ‘정보마루’에 설치 세계적인 미디어 아티스트로 불리는 이이남 작가가 전남대학교에 2억 8천만 원 상당의 작품 ‘지식의 폭포’를 기부했다.이이남 작가는 지난 6월 18일 전남대학교 디지털도서관 정보마루에서 열린 발전기금 전달식에서 정성택 총장에게 작품을 전달했다.‘지식의 폭포’는 우리나라를 대표하는 고전회화의 소재인 폭포에 고대부터 현대까지 이르는 다양한 텍스트들을 디지털로 재해석해 시각화한 작품이다. 배경이 되는 박연폭포는 진경산수의 대가 겸재 정선의 작품으로 가장 한국적이란 평가를 받고 있는데, 이 작품에서는 디지털을 통해 수직으로 연장해 폭포의 장엄함을 극대화시켰다.이 작품은 10m가 넘는 초대형작으로, 오는 8월 중에 정보마루 1층 벽면에 설치될 예정이다. 이이남 작가는 “학술과 IT가 융복합된 최첨단 도서관에 작품을 기증할 수 있게 돼 영광이다.”며, “학생들이 일상 속에서 손쉽게 미디어아트 작품을 감상할 수 있길 바란다.”고 말했다.정성택 총장은 “기부해주신 작품으로 인해 ‘정보마루’가 더욱 빛날 것”이라며, “많은 사람들이 작품의 의미를 되새길 수 있도록 최적의 위치에 설치하겠다.”고 말했다.전남 담양 출신인 이이남 작가는 동서양의 고전 회화에 디지털 기술을 더해 움직이는 미디어 아트를 선보여 호평을 받고 있다. 10여 차례의 국내.외 개인전을 가졌으며, 아트코리아방송 2020 올해의 작가 비디오부문 등 다수의 수상경력을 가지고 있다. "
269,전남대-전남테크노파크 지역현안 사업 해결 ‘맞손’,"전남대-전남테크노파크 지역현안 사업 해결 ‘맞손’15일 여수캠퍼스서 정책간담회 인적 네트워크, 신규과제 발굴도전남대학교가 전남테크노파크와 지역현안사업에 적극 협력키로 했다.전남대는 지난 15일 여수캠퍼스에서 (재)전남테크노파크(원장 유동국)와 정책간담회를 갖고 두 기관 간 정책과제 발굴과 지역 현안사업 해결을 위해 협력체제를 구축키로 했다.또 교내 연구자와 전남테크노파크 간 인적 네트워크를 구성해 신규과제 발굴과 공동사업도 추진키로 했다.이날 간담회에서 전남대 여수캠퍼스는 ▲광양만권 R&D센터 구축 ▲수소출하센터 건립 ▲실버헬스케어의료기기 지원센터 구축사업 ▲광양만권 간단종사자 건강모니터링 실증센터 ▲기후변화 대응 수산생물 질병제어 기반기술 개발사업을 제시했다.또 ▲녹차 사포닌을 이용한 알츠하이머 질환예방 및 치유제의 상품화 ▲참조기의 정자은행구축을 통한 인공종자생산 ▲석유화학 폐유기용매의 재이용기술 개발 ▲환경성 질환 개선을 위한 수산생물자원 유래 소재기반기술 개발 사업 ▲해양특화 MICE 및 웰니스 관광 클러스터 구축 사업 등 10가지 사업에 대해 심도 깊은 논의가 이어졌다.전남테크노파크는 산학연관 협력체계를 기반으로 지역기업 육성, 산업기술 고도화, 지역경제 활성화를 추구하는 기관으로, 전남형 뉴딜사업, 전남 그린수소 메가클러스터 10년 수립 계획, 전남 주력산업 탄소중립 대응계획 수립, 여수국가산단 스마트그린산단사업 등을 추진하고 있다.*문의: 061-659-7901 (전남대학교 여수산학협력본부)"
270,2021 자랑스러운 전남대인 선정,"2021 자랑스러운 전남대인전남대학교가 개교 69주년을 맞아 모교의 명예와 위상을 높이고 대학발전에 공헌한 동문 12명을 ‘자랑스러운 전남대인’으로 선정했다. 또 용봉리더스포럼 김해곤 회장을 특별공로상 수상자로 선정했다.정성택 총장은 6월 15일 보직교수들과 조성희 총동창회장 등 동창회 관계자들이 참석한 가운데 대학본부 대회의실에서 '특별공로상 및 자랑스러운 전남대인 포상 전수식'을 갖고 상패와 부상을 전달했다. 당초 시상은 개교기념식에 맞춰 진행될 예정이었으나, 코로나 19 상황으로 인해 언택트 기념식으로 대체되면서 시상식도 함께 취소된 바 있다. 정 총장은 이 자리에서 “자랑스러운 전남대인 여러분 덕분에 전남대학교가 교육과 연구에서 발군의 역량을 발휘하며 성장을 거듭해 나가고 있다.”며 “앞으로도 진리, 창조, 봉사의 이념아래 동문 여러분과 함께 당당하고 자유로운 모교를 만들어 나가겠다.”고 말했다. 수상자는 다음과 같다. (출신학과 및 졸업연도)□ 특별공로상 ▲김해곤 용봉리더스포럼 회장(섬유공학과 1959)□ 자랑스러운 전남대인 ▲김영 영진산업(주) 대표(화학공학과 1976) ▲장석웅 전라남도교육감(역사교육과 1979) ▲민형배 국회의원(사회학과 1984) ▲문정현 법무법인 바른길 대표변호사(공법학과 1987) ▲전동평 영암군수(산업공학과 1989) ▲공진항 한화제약 부사장(제약학과 1986) ▲김용집 광주광역시의회 의장(행정학과 1989) ▲형민우 형치과의원장(치의학과 1988) ▲강용 학사농장 대표(낙농학과 1992) ▲김성준 국방부 인사복지실장(행정학과 1991) ▲조오섭 국회의원(신문방송학과 2003) ▲이병훈 국회의원(행정대학원 2005)"
271,"전남대 우수학술연구자 김진혁, 송선주 교수 선정","전남대 우수학술연구자 김진혁, 송선주 교수 선정 전남대학교가 개교 69주년을 맞아 국제적으로 우수한 논문을 발표하는 등 뛰어난 연구활동을 펼쳐 온 우수학술연구자로 김진혁, 송선주 교수를 선정했다.정성택 총장은 6월 14일 이들을 표창하고 격려했다.김진혁 교수(신소재공학부)는 산업통상자원부 에너지인력양성사업인 ‘저가-화합물 박막태양전지 GET-Future 연구실 사업’에서 화학물박막태양전지 관련 연구를 수행해서 박막양전지의 효율을 개선하는 결과를 『advanced energy materials』에 게재했다. 이 저널은 JCR 상위 10% 안에 드는 세계적으로 저명한 국제학술지로 꼽힌다.송선주 교수(신소재공학부)는 결함화학 기반 에너지소재 분야에서 160여 편의 학술논문을 발표하는 등 교육과 연구에 활발한 활동을 수행하고 있다. 특히 최근 고체산화물 연료전지 양극 신소재를 개발해 『Energy & Environmental Science』에 발표했고, 산업체와의 공동연구를 통해 기업 애로기술 해결을 위해 노력해왔다."
272,"전남대 용봉학술상 이수진, 송선주, 정지훈 교수","전남대 용봉학술상 이수진, 송선주, 정지훈 교수 전남대학교 제25회 용봉학술상 수상자로 이수진, 송선주, 정지훈 교수가 선정됐다. 또 용봉학술 특별상에는 김재국, 신해진 교수가 뽑혔다.전남대는 개교 69주년(6.9)을 맞아 교원의 연구의욕 고취와 대학 연구역량 강화를 위해 제정한 용봉학술상과 특별상 수상자로 이들을 선정했다.정성택 총장은 6월 14일 차담회를 갖고 이들을 표창, 격려했다.  이수진 교수(경영학부)는 경영학 인사조직 분야에서 리더십과 조직 구성원의 동기부여 향상을 위한 다각적 접근을 통해 많은 연구를 수행하고 있다. 최근 5년간 SSCI급 논문 15편을 포함해 KCI 등재지에 10여 편의 논문을 게재했으며, 이 중 두 편은 JCR 상위 10%에 해당하는 저널에 게재되는 등 탁월한 연구 성과를 이루고 있다. 또 자율전공학부 책임지도교수와 다수의 저널 편집위원을 맡아왔다. 송선주 교수(신소재공학부)는 결함화학 기반 에너지소재 분야에서 160여 편의 학술논문을 발표하는 등 왕성한 교육연구 활동을 해오고 있다. 특히 최근 고체산화물 연료전지 양극 신소재를 개발해 『Energy & Environmental Science』에 발표했고, 산업체와의 공동연구를 통해 기업 애로기술 해결을 위한 노력을 경주해왔다. 정지훈 교수(해양학과)는 최근 급격한 기후변화에 의한 동아시아 내륙지역의 폭염-가뭄 동시 발생증가 메커니즘을 규명한 연구결과를 『사이언스』지에 발표하는 등 기후역학 및 기후예측 분야에서 60여 편의 학술 논문을 발표했다. 현재 기상청-전남대 가뭄특이기상센터를 이끌고 있으며, 기상청-환경부와 함께 기후환경변화예측에 대한 연구들을 수행하고 있다. 용봉학술특별상 수상자인 김재국 교수(신소재공학부)는 차세대 이차전지 전극소재 및 전지시스템 연구·개발을 수행하며, 『네이처』지를 포함해 국제전문학술지에 220여 편의 논문을 게재하는 등 이차전지분야에서 학술적, 기술적 국가경쟁력을 높였다.신해진 교수(국문학과)는 한국 고전 번역과 연구로 인문학적 소통과 문화 발전에 크게 기여했으며, 인문학 분야에서 학술적 업적 및 공적이 매우 탁월한 학자로, 고금의 소통에 큰 관심을 가지고 82권의 학술저서를 내고, 38편의 논문을 유수 학술지에 게재한 바 있다. "
273,정성택 총장 ‘저출산 극복’ 릴레이 챌린지,"정성택 전남대 총장 ‘저출산 극복’ 릴레이 챌린지 정성택 전남대학교 총장이 ‘저출산 극복, 범국민 포(4)함 릴레이 챌린지’에 나섰다.이 챌린지는 저출산이 가져올 국가 위기를 연대와 협력을 통해 극복하고, ‘함께 일하고, 함께 돌보고, 함께 지키고, 함께 행복한 대한민국’을 만들자는 취지의 참여형 캠페인이다.정성택 총장은 6월 14일 오전 교내 전남대 어린이집(원장 류현강)을 방문해 시설을 둘러보고 아이들과 장난감 놀이 등을 함께하며, 즐거운 한 때를 보냈다. 또 보육 교사들과는 감사와 격려 인사를 나눴다.캠페인 동참 차원에서 이날 어린이들과 함께 촬영한 사진은 전남대 공식 인스타그램에 올려졌다.정 총장은 “여성들의 사회활동이 활발해지고 있는 가운데, 저출산을 막기 위해서는 보육지원시스템이 더욱 정교해져야 한다.”며 “전남대부터 일·가정 양립 직장문화를 조성하고, 지역사회에도 확산시켜나가도록 노력하겠다.”고 밝혔다.안영근 전남대병원장의 추천을 받은 정성택 총장은 송석언 제주대 총장과 권순기 경상국립대 총장에게 이 캠페인을 이어줄 것을 요청했다."
274,전남대학교 후광학술상 문화인류학자 조한혜정 교수 선정,"전남대학교 후광학술상 문화인류학자 조한혜정 교수 선정 전남대학교 후광학술상 수상자로 조한혜정 연세대 명예교수(73)가 선정됐다.후광학술상 선정위원회(위원장 정일준 고려대 사회학과 교수)는 한국의 대표적인 문화인류학자이자 여성학자이며, 페미니즘 운동가, 문화비평가인 조한혜정 연세대 명예교수를 제14회 후광학술상 수상자로 선정했다.시상식은 6월 11일 전남대 총장 접견실에서 간소하게 이뤄졌다. 조한혜정 교수는 이날 오후 인문대 김남주홀에서 열린 5.18 제41주년 기념 국제학술대회에서 ‘낡은 것은 가고 새 것은 오지 않은 시간에 나누는 민주 인권 평화 이야기’를 주제로 기조강연에 나섰다. 조한혜정 교수는 제주해녀에 대한 박사학위 논문(1979)을 통해 한국의 가부장제와 젠더문화에 대한 날카로운 분석을 제시했고, ‘돌봄 철학’ 등 시대를 이끌어가는 비전을 제시했으며, 이를 실현하는 대안문화와 대안교육활동을 지속적으로 전개해 왔다.또 1980~90년대에는 한국사회와 문화의 식민지성을 비판하고 여성주의적 대안을 모색했으며, 당대의 사회적 쟁점과 문화현상을 연구하는 학제간 연구는 물론 시민사회와의 연대를 통해 한국사회의 개혁을 선도했다.주요 저서로 「한국의 여성과 남성」, 「성찰적 근대성과 페미니즘-한국의 여성과 남성 2」 등이 있다.선정위원회는 수상자 결정문을 통해 “그는 한국 페미니스트 1세대로서 한국의 사회변동과 가족관계, 일상의 가부장제, 여성 문화에 대한 문화인류학 연구를 선도했으며, 문화정치학적 분석을 통해 문화 비평의 새로운 가능성을 제시했다.”고 밝히고, “그의 학술연구는 문화인류학을 한국사회의 다양성 공존을 위한 성찰로 자리매김했으며, 현장으로부터 대안적 실천을 지향한다는 일관된 기획으로 전개됐다.”고 평가했다.후광학술상은 전남대학교가 후광 김대중 전 대통령의 민주주의와 인권신장 및 한반도 평화정착에 기여한 공로를 기리기 위해 지난 2006년 ‘전남대학교 민주평화인권학술상’이란 이름으로 제정한 이래, 민주, 평화, 인권 등의 분야에 기여하거나 학술적 엄밀성은 물론 실천적 확장성까지 겸비한 국내외 연구자와 연구단체에게 주어져 왔다. "
275,전남대-여수산학융합원 정부 산학융합지구 촉진사업 선정,"전남대-전남여수산학융합원 정부 산학융합지구 촉진사업 선정사업비 31억여원 확보 전남대학교 여수캠퍼스와 전남여수산학융합원이 산업자원통상부의 ‘산학융합지구 촉진사업’에 선정돼 31억여 원의 사업비를 확보했다.'산학융합 촉진사업'은 전남대학교와 기업 등이 공동으로 산학융합촉진 프로그램 수행을 통해 기업 연구개발 역량강화, 기업애로사항컨설팅, 맞춤형 인력양성 등을 지원하는 사업이다.특히 기업과 학생, 교수가 팀을 이뤄 기업의 애로사항을 해결하는 현장중심형 교육프로그램인 ‘프로젝트Lab’과 학생을 선발해 기업맞춤형 특화교육 후 인턴으로 파견하는 ‘R&D인턴쉽’으로 이뤄졌다.  박경조 산학융합원장은 “산학융합 촉진사업의 성공적 운영을 위해 대학과 기업이 함께 연구하고 애로사항을 해결하는 현장 밀착형 산학협력체계 환경조성에 많은 노력을 하겠다.""고 말했다.*문의: 061-659-7786(전남대학교 전남여수산학융합원)"
276,여수산단 개조사업 첫 발 스마트제조 고급인력양성 시작,"여수산단 개조사업 첫 발 스마트제조 고급인력양성 시작전남대, 전남도·여수시 등 업무협약 체결 GS칼텍스, LG화학 등 33개 기업 참여 전남대학교가 여수산단 개조사업의 첫 사업인 ‘스마트제조 고급인력양성 사업’에 본격 나섰다.  전남대는 전남도, 여수시, 전남여수산학융합원, 한국산업단지공단, 한영대, 한국건설생활환경시험연구원 등과 함께 지난 6월 8일 한국산업단지공단 전남지역본부에서 ‘스마트제조 고급인력 양성사업 협약’을 맺고 본격적인 인력양성에 들어갔다. 이 사업에는 100억원이 투입되고, GS칼텍스, LG화학 등 여수산단 내 대기업은 물론 중소기업 등 33개 기업이 참여한다.협약에 따라 지자체에서는 행·재정적 지원을 하게 되며, 대학에서는 재학생 및 참여기업 재직자에 대한 교육을 담당하게 된다. 특히 기업이 요구하는 맞춤형 교육을 통해 채용과도 연결될 수 있도록 했는데, 재학생과 재직자 등 1,500여명이 교육을 받아 330여명이 대기업은 물론 중소기업에 취업할 것으로 기대되고 있다.앞서 정부는 2024년까지 1조110억원을 투입해 노후 산단을 저탄소 지능형 소재 부품산단으로 탈바꿈시켜 경쟁력을 확보하고 지속성장을 도모하기 위해 산단 대개조사업을 선언하고 본격적인 사업에 돌입했다.*문의: 061-659-7786(전남대학교 전남여수산학융합원)"
277,개교기념 용봉포럼 ‘나라 지키는 인재 양성’의 요람 되길,"전남대 개교기념 용봉포럼 ‘나라 지키는 인재 양성’의 요람 되길 전남대학교가 김인걸 국사편찬위원장을 초빙해 개교 69주년 기념 온라인 용봉포럼을 가졌다.전남대는 6월 8일 오후 온라인(ZOOM)에 약 200명의 교수, 학생, 직원들이 접속한 가운데, ‘지역인재, 어떻게 키워낼 것인가’를 주제로 강연회를 가졌다.김인걸 위원장은 ‘균형잡힌 역사인식을 갖춘 인재’를 부제로 한 이날 강연에서, 동학군의 장흥 석대들 전투 사례 등을 거론한 뒤, “승패에 따라 역사의 기록이 달라지는 것을 보면서, 1952년 전쟁의 격랑 속에서도 나라를 지키는 것은 인재라는 신념으로 문을 연 전남대학교의 태동을 축하”하며 인재의 요람으로 성장해 나가길 기원했다.김 위원장은 “인재 양성을 위해서는 환경변화에 따른 궤도수정이 불가피하지만, 인재상에 대한 방향과 목표만큼은 뚜렷해야 한다.”며 “인재를 키우는 일은 일시적 성공이나 외부적 평가 등 눈앞의 목표보다 좀 더 긴 안목, 긴 호흡이 필요하다.”고 역설했다.이와함께 “5.18의 후예로서 주인의식을 갖자는 정성택 총장의 호소에 적극 공감한다.”며 “이는 전남대나 광주전남 뿐만 아니라 모든 젊은이들의 몫”이라고 강조했다."
278,전남대 언어교육원 美 국무부 위탁 CLS 7년째 운영,"전남대 언어교육원 美 국무부 위탁 CLS 운영 전남대학교가 미국 국무부 위탁 한국어교육 프로그램인 CLS를 7년 연속 운영한다.CLS(Critical Language Scholarship) 프로그램은 미국정부가 ‘주목해야 할 14개의 세계 언어’를 선정, 다양한 전공의 미국 대학생 가운데 장학생을 선발하여 각 언어의 해당 국가에서 단기 집중 과정 형태로 언어 교육을 시행하는 권위 있는 프로그램이다.전남대 언어교육원은 CLS 한국어 프로그램 시행을 위한 한국어연수 현지교육기관으로 2015년에 선정된 이래 7년째 위탁교육을 시행하고 있다. 지난해에는 코로나 팬더믹 상황에서도 온라인 강의로 전환해 프로그램을 성공적으로 운영하기도 했다.올해는 미국 전역에서 선발된 22명의 CLS 한국어 장학생들이 6월 21일 오리엔테이션을 시작으로, 8월 12일까지 5개 반으로 나뉘어 약 8주간 온·오프라인 강의를 통해 한국어교육을 받는다.또한, 서예, 태권도 등 다양한 문화체험과 광주시내·외 야외체험활동을 통해 한국문화 전반을 알아가는 시간도 갖는다. 5·18 민주화운동에 대한 교육 및 영화시청, 국립 5·18 민주묘지참배 등을 통해 5·18정신의 국제화 노력도 병행할 예정이다.이와함께 전남대 학생들을 ‘1대1 언어파트너’로 연결해 미국 학생들의 과제수행, 한국어학습, 문화교류 등에 도움을 주면서 국제적 안목을 넓히고 다문화에 대한 이해를 높일 수 있는 기회로 활용키로 했다."
