,제목,내용
157,"[실내환경디자인학과] 국립대학육성사업 전시 프로젝트 경남연구원과 협업 ‘공공 공간, 새 숨을 불어넣다’ 진행","실내환경디자인학과는 경남연구원과 협업 프로젝트 전시회 ‘공공 공간, 새 숨을 불어넣다’전을 마련해 1월 24일부터 2월 11일까지 3주간 연구원 1층 로비에서 진행한다. 이번 전시는 실내환경디자인학과에서 진행하는 국립대학육성사업 ‘지역맞춤형 공간디자인 전시 프로젝트’의 일환으로 기획됐다. 학과 특성을 살려 경남연구원과의 협력을 통해 경상남도 시·군 지역 환경에 특화된 관광콘텐츠 개발 및 공간디자인 프로젝트로 추진했다. ‘공공 공간, 새 숨을 불어넣다’를 주제로 부산대 학생들의 작품으로 구성된 이번 전시는 실내환경디자인학과 학생들의 가장 큰 강점인 공간을 이용하는 사용자와 물리적 환경과의 상호작용에 대한 깊이 있는 이해를 바탕으로 천혜의 자연경관과 다양한 역사 문화가 숨 쉬는 경상남도의 모습을 공간 디자이너의 감각으로 녹여내 선보인다. 23점의 전시 작품들은 오프라인 전시와 함께 온라인(http://www.pnuiedgallery.com)으로도 상시 만날 수 있다.권현주 실내환경디자인학과 교수는 이번 전시에 대해 “역량 있는 부산대 학생들이 전시회를 위해 앞으로의 라이프 스타일 변화와 각 지역이 보유한 콘텍스트를 이해하고, 미래 관광객의 니즈를 예측함으로써 지역발전을 극대화할 수 있는 공간으로 기획했다”고 설명했다."
158,[조교협의회] 장애 학생 지원 물품 기부 “학생들과 가장 가까이서 소통하며 대학 발전에 노력”,"조교협의회는 1월 25일 장애학생지원센터를 방문해 교내 장애 학생들의 학습 지원을 위한 200만 원 상당의 노트북과 컴퓨터 등 후원 물품을 전달했다.대학에서 학생들과 가장 가까이서 소통하고 있는 조교들이 십시일반 뜻을 모아 2020년부터 장애학생지원센터와 인연을 맺어 매년 기부를 해오고 있다. 조교협의회는 “장애로 인해 학습에 어려움을 겪는 학생들에게 조금이나마 도움이 되었으면 한다”라며 “우리 조교들은 앞으로도 대학 구성원으로서 부산대 발전을 위해 더욱 노력할 것”이라고 밝혔다.* 사진: 왼쪽부터 이창인 조교회 부회장(행정학과 조교), 이성재 장애학생지원센터 팀"
159,"우성밸브 오찬세 대표, 1억 원 출연 약정 「산학협력연구 및 인재육성기금 조성」 협약 체결","부산대는 우수인재의 역외유출을 방지하고 첨단기술 개발을 통한 양질의 일자리 창출을 위한 「산학협력연구 및 인재육성기금 조성」 업무 협약식을 친환경 설비 전문기업인 우성밸브㈜ 오찬세 대표와 1월 21일 교내 대학본부 5층 제1회의실에서 개최했다.기계공학부 67학번 동문인 우성밸브㈜ 오찬세 대표는 앞서 지난해 12월 20일 대학 발전기금 1억 원을 출연 약정했다. 이 기금은 부산대 기계공학부와 공동으로 학부 장학금, 창의적인 프로젝트형 융복합 인재 육성(중소기업 상생 캡스톤 설계교육), 첨단기술 개발을 위한 新 산학협력을 통해 글로벌 경쟁력을 갖춘 대학 및 기업으로 성장하기 위한 교육-연구클러스터 구축, 교육-연구기금 조성 등에 쓰일 예정이다. 이날 행사는 이를 위한 부산대-우성밸브㈜ 간 산학 및 교육 협력과 기금 조성에 대한 업무 협약식으로 마련됐다."
160,[산학협력단] 기술사업부 김윤환 팀장 교육부 장관 표창…대학 창의적 자산 실용화 지원사업 유공,"산학협력단 기술사업부 김윤환 팀장이 최근 대학 창의적 자산 실용화 지원(BRIDGE+)사업 유공자로 교육부 장관 표창을 받았다. 17일 오전, 산학협동관 5층 세미나실에서 장관 표창 수여식이 진행됐다. 이 표창은 대학 연구성과의 기술이전·사업화 활성화에 노력해 온 유공자에게 주는 것으로, 김윤환 팀장은 2012년부터 10년간 부산대 산학협력단에 재직하며 대학 기술이전·사업화 프로세스 고도화와 꾸준한 기술사업화 성과 제고에 기여한 공로를 인정받았다. 한편, 산학협력단 기술사업부(부산대기술지주)는 독자적인 기술사업화 전주기 프로세스 ‘PNU 기술이전·사업화 선순환 에코 시스템’을 확립하고, 교내 창의적 자산 발굴 및 융·복합 연구지원 등 성과 창출에 앞장서고 있다. 또한 지속적인 기술사업화 전문성 강화, 체계 혁신, 규모적 성장을 이루며 대학 기술사업화 성공 모델로서 선도적인 역할을 수행하고 있다."
161,부산대-한림대 에너지신산업 디지털혁신공유대학 MOU 체결,"교육부의 ‘디지털 신기술 인재양성 혁신공유대학 사업’을 추진하고 있는 에너지신산업 부산대 사업단과 부산대 나노과학기술대학, 한림대 나노융합스쿨은 1월 13일 교내 나노대에서 학술교류 MOU 체결식을 가졌다. 향후 3개 기관은 △재학생에 대한 학생견학, 현장실습, 공동연구개발 등 참여기회 제공 △공간 및 시설, 기자재 등의 인프라 활용 △상호 요구에 따른 대학교육 직무능력 향상 교육지원 △산학연구프로젝트 발굴 등 상호 발전을 위해 긴밀히 협력하기로 했다. 이번 협약 체결에 따라 에너지신산업 부산대 사업단이 매년 진행하는 ‘팹실험실을 이용한 나노소자·공정 실습 교육’이 활기를 띠는 등 상호 인적·물적자원 교류를 통한 활발한 연계가 가능할 전망이다. 특히, 이번 협약은 에너지신기술 분야에서의 대학 간 협력이 이뤄진 사례로, 각 대학의 인력과 기술자원을 통해 관련 분야의 우수인재를 키워낼 수 있는 기반이 마련될 것으로 기대되고 있다."
162,부산대 등 부산권 6개 대학 산학협력 활성화 LINC 3.0 공유협업 MOU 체결,"부산대 등 부산권 6개 대학이 산학협력 활성화를 위한 대학 공유협업 MOU를 체결했다. 부산대와 동의대·동서대·부산가톨릭대·경남정보대·동의과학대는 1월 10일 동의대에서 ‘수직적 공유협업 기반 산학협력 생태계 활성화 협력 협약’을 체결했다. ‘수직적 공유협업’은 대학별 산학협력 주력 및 특성화 분야를 수직으로 체계화해 상호 협력하는 방식이다. 올해 시작하는 ‘산학협력선도대학육성(LINC)사업 3단계(LINC 3.0)’ 핵심 목표 중 하나다. LINC 3.0사업 3개 유형 가운데 부산대는 기술혁신선도형, 동의대와 동서대는 수요맞춤성장형, 부산가톨릭대는 협력기반구축형에 나서고, 경남정보대와 동의과학대는 전문대 수요맞춤성장형과 협력기반구축형에 지원한다. 6개 대학은 지원 유형별 인재양성, 기술혁신, 인프라 구축 목표를 공유하고 목표 달성에 협력해 신산학협력 성공 모델과 LINC 3.0사업 시너지를 창출한다. 이를 위해 △부산시 7대 전략 사업을 중심으로 대학 간 특성화 분야 융합 △미래 산업 대비 인재양성 체계화 △고부가가치 창출 기업가형 대학 육성 △산·학·연 협력 지속성 제고 기반 강화 △함께 성장하는 공유협업 생태계 조성 등에 협력하기로 했다."
163,[항공우주공학과] 로켓 동아리 PRO 전국대학로켓대회 대상·금상 수상,"항공우주공학과 로켓 동아리 PRO(지도교수 최정열) 학생들이 전국대학교로켓대회에서 대상과 금상 수상했다. 동아리 PRO팀은 12월 3일부터 5일까지 3일간 고흥항공센터에서 개최된 전국대학교로켓대회 로켓발사대회부문에서 대상(과학기술정보통신부 장관상)을, 앞서 비대면으로 개최된 로켓학술대회부문에서 금상(한국항공우주연구원장상)을 수상했다. 수상팀은 로켓발사부문에서는 로켓의 비행 안정성과 성공적인 사출 및 낙하 프로세스, 독창적인 임무설계 등을 높이 평가받았고, 로켓학술부문에서는 로켓을 발사체, 위성부, 지상국으로 나누어 각각 부여된 임무에 따라 체계적인 개념 설계를 수행해 우수한 역량을 인정받았다."
164,"창원한마음병원, 발전기금 총 100억 원 기부 약정 부산대 동문 기부금 최대 금액…교육연구·장학금 활용","동문 부부인 창원한마음병원 하충식 이사장과 최경화 의료원장이 부산대에 총 100억 원의 발전기금을 기부하기로 하고 1월 12일 약정식을 개최했다. 부산대 출신 동문 기부금 중 가장 많은 금액이다. 100억 원의 발전기금은 향후 부산대 발전을 위한 교육연구 혁신기금과 의과대학 장학기금으로 쓰일 계획이다. 부산대 동문인 하충식 이사장은 부산대 의학 석·박사 출신이며, 부인 최경화 의료원장도 부산대 의학과 83학번을 졸업하고 석사와 박사를 모두 부산대 의대에서 마쳤다. 이들 부부는 지난 2004년부터 지금까지 10억 원 이상을 부산대에 기탁하기로 하고 꾸준히 출연 중이다. 이번에 총 100억 원 기부를 약정하면서 출연금액 100억 원이 완성될 때까지 매년 발전기금을 출연해 대학 발전과 후배들의 성장을 지속적으로 응원한다는 계획을 밝혔다. 하충식 이사장은 이날 발전기금 기부 약정식에서 “국가거점국립대인 부산대는 앞으로 발전 가능성이 충분하기에 모교가 명문대로 도약하기를 간절히 바라는 마음으로 기부를 결심하게 됐다”며 “많아서가 아니라 정말 근검절약해서 기부를 하는 만큼 대학 구성원들도 큰 책임감을 갖고 지역과 국가 발전의 임무에 최선을 다해주었으면 한다”고 밝혔다. 하 이사장은 이어 “‘의술로 나라에 보답한다’는 인술보국(仁術報國)의 철학을 실천하고자 한다”며 인류문제해결을 위한 부산대의 국제공동연구기금으로 사용해달라는 뜻을 전했다. 최경화 의료원장은 “우리 사회를 이끌어 나갈 후배들이 뜻을 펼칠 수 있도록 대학에서 훌륭한 인재로 육성하여 주신다면 양 기관이 서로가 원하는 목표를 달성하게 되는 뜻깊은 일이 될 것”이라고 덧붙였다. 차정인 총장은 “기부하신 두 분의 숭고한 뜻에 따라 인류가 당면한 문제들을 해결하기 위해 앞으로 부산대가 수행하는 국제 공동연구와 미래인재 육성을 위한 장학금 등에 소중하게 써 글로벌 명문대학으로 도약하겠다”며 감사를 전했다."
165,[관광컨벤션학과] MICE 학술 동아리 GOB 부산 MICE 콘텐츠 공모전 대상 등 3건 수상,"관광컨벤션학과 MICE(마이스)* 학술 동아리인 GOB(지도교수 김이태)가 부산시 주관 ‘제11회 부산 MICE 콘텐츠 공모전’에서 각각 대상과 우수상, 입선을 차지했다. 시상식은 12월 21일 벡스코 제1전시장에서 개최됐다."
166,新산학협력 브랜드 「코렌스케어」 통합 열관리시스템 개발 산학연구회 1호 공식 출범,"新산학협력 브랜드인 ‘코렌스케어(KORENS CARE)’를 출범해 협업 중인 부산대 KORENS CARE(총괄단장 백승훈·기계공학부 교수)와 열관리 전문기업인 ㈜코렌스(하영대 대표)는 ‘통합 열관리시스템 개발’을 추진할 제1호 산학연구회를 1월 12일 출범시켰다. 이를 통해 친환경 열교환 시스템 분야 산업으로의 전환을 위한 기술개발의 토대를 마련하고자 1월 11일 오후 경남 양산에 위치한 ㈜코렌스에서 업무 협약식을 체결했다. 이는 지난 8월 기술개발과 인재양성에 관한 산학협력 협약 체결에 따른 것이다. 친환경 모빌리티 분야와 수소연료전지 등 미래핵심산업분야를 선도하고 있는 코렌스그룹의 계열사인 ㈜코렌스는 열관리 전문기업으로 EGR(Exhaust Gas Recirculation, 배기가스 재순환 장치) 시스템 글로벌 NO 1의 위치를 선점했고, 이를 바탕으로 친환경 미래산업에 대한 전환의 계기를 부산대와의 산학연구회를 통해 추진한다고 밝혔다. ‘코렌스케어’는 부산대와 ㈜코렌스 간 협업에 기반한 新산학협력 브랜드로, 친환경 미래 모빌리티 분야 연구센터 및 산학연구회, R&D대학원 등 기술개발과 핵심인력 양성을 통해 동남권 메가시티 구축과 미래 친환경 에너지 효율 극대화를 위한 친환경·탄소중립 시대 견인에 주력해 나갈 계획이다. 이를 위해 양 기관은 코렌스만의 독자적인 통합 열관리 시스템을 개발하기 위한 산학공동연구회를 구성하면서, 특히 연구·개발(R&D), 전문인력 양성에 협력할 구체적인 실행 계획을 진행한다."
167,"[법학과] 김재선 교수, 복지부 장관 표창 보건의료 제도·기반 확립 유공","법학전문대학원 김재선(사진) 교수가 보건의료 데이터 정책 추진 및 국민 건강 증진에 기여한 공로로 ‘제도·기반 확립 유공자 포상’ 대상자로 선정돼 12월 20일 보건복지부 장관 표창을 받았다. 김 교수는 보건의료데이터의 안전한 활용을 위한 법제 개선 연구과제를 수행해 보건의료데이터 보호 및 활용 생태계 구축을 위한 제도 개선 방안 마련에 힘써 왔다. 가명정보 보호 및 활용, 데이터 질 관리, 데이터 공유 및 관리 방안 등 제도 개선 방안에 법학자로서 의견을 개진했고, 보건의료데이터 관련 포럼과 전문가 자문회의 등에서 활동하며 산업·법학·의학·윤리 등 분야별 보건의료데이터 보호 및 활용방안에 관한 사회적 논의 확산에 기여한 공로를 인정받았다. 김 교수는 행정법·일반이론 등 전통적인 법학 연구뿐만 아니라 기술법제, 보건의료법제, 데이터법제 등 기술발전에 따른 새로운 규제이론에 대해서도 꾸준한 관심을 갖고 연구를 수행하고 있다"
168,[에너지신산업 부산대 사업단] 실험식 구축…에너지신산업 융합인재 양성,"교육부의 ‘디지털 신기술 인재양성 혁신공유대학 사업’을 추진하고 있는 에너지신산업 부산대 사업단은 12월 22일 교내 삼성산학협력관 1층에서 1차년도 성과발표회와 함께 실험실 오픈식을 가졌다. 2050 탄소중립 목표 달성을 위해 필연적으로 신재생에너지 및 에너지신산업 분야로의 기반 전환이 필요함에 따라 해당 분야의 전문적인 기술개발 인력이 요구되고 있다. 에너지신산업 부산대 사업단에서는 이러한 추세에 발맞춰 에너지신산업 기반 맞춤형·리더형 융합인재 양성을 목표로 에너지신산업 분야의 에너지생산, 에너지저장·변환을 연구할 수 있는 에너지생산실험실과 에너지저장실험실을 새로 조성했다. 약 50평 규모로, 고효율 태양전지소자를 제작하고 코인셀 및 파우치셀을 제작·실습할 수 있는 30여 종의 시설을 구축 중이며, 항온·항습·항진이 가능하도록 드라이룸을 설계했다. 에너지신산업 부산대 사업단은 ‘디지털 신기술 인재양성 혁신공유대학 사업’에 선정돼 2027년 2월까지 매년 약 15억 원을 지원받아 사업을 추진한다.* 사진: 에너시신산업 부산대사업단 실험식 오픈식 모"
169,[인권센터] '양성평등한 캠퍼스 조성' 우수 사례 공모전 은상 및 디딤돌상 수상,"인권센터(센터장 조소영·법학과 교수)는 12월 31일 교육부가 주관하고 한국청소년정책연구원 대학 성희롱·성폭력 근절 지원 중앙센터에서 주최한 ‘2021년 양성평등한 캠퍼스 조성 우수사례 공모전’에서 은상 및 디딤돌상에 선정됐다. 이 공모전은 대학 성희롱·성폭력 근절을 위한 전국 대학들의 우수사례를 발굴·확산하고자 개최됐다. 시상식은 1월 중순경 열릴 예정이다. 인권센터는 1998년 성폭력상담실로 출발해 2018년 공식 출범했다. 성희롱·성폭력사건 및 인권침해 행위에 대한 상담 및 사건조사와 폭력예방 및 인권감수성 향상을 위한 교육, 특강, 공모전, 실태조사 등 다양한 학술·문화 프로그램을 운영하고 있다. 특히 이번 공모전에서는 인권센터 최란주 주무관이 <“하루빨리 편안해 지시기를 바랍니다.”라고 말하는 나의 일상적 모순에 대하여>라는 제목으로 수기부문에서 은상을, 대학혁신지원사업의 일환으로 개최한 ‘2020년 성평등 공모전’과 ‘2021년 PNU 성평등 특강 프로그램’을 소개해 디딤돌상을 수상했다."
170,[의학과] 김성곤 교수 대한신경정신의학회장 선출,"의학과 김성곤(정신건강의학교실, 사진) 교수가 대한신경정신의학회 차기 회장에 선출됐다. 김 교수는 오는 2023년 1년간 대한신경정신의학회장으로서 총회와 정기학술대회의 대회장을 맡게 된다. 김 교수는 앞서 2020년 8월에 한국인 최초로 알코올 중독 전문 국제학회인 International Society for Biomedical Research on Alcoholism(ISBRA)의 이사장으로 선출돼 2022년 9월부터 ISBRA 이사장직을 2년간 수행할 예정이다. 국제적인 중독분야 학회에 진출한 한국인 학자 중 가장 영예로운 직함 중 하나로 여겨진다. 알코올 중독 의학과 관련해 1993년부터 국제무대에서 많은 활동을 펼쳐 온 김성곤 교수는 알코올 중독 분야 학술 전문가로 인정받아 2011년부터 현재까지 미국 알코올리즘학회의 공식 학회지인 『Alcoholism: Clinical Experimental & Research (ACER)』의 편집위원과 국제학회인 아시아 태평양 알코올 및 중독 연구회 부회장을 맡아 활동 중이다. ISAM 국제학회 이사, 2018 ISAM BUSAN 조직위원장 등을 역임했으며, 국내에서는 한국중독정신의학회 이사장, 대한신경정신의학회 윤리위원장, 대한신경정신의학회 수석부회장 등을 역임했다"
171,[의생명융합공학부] 전국 대회 잇단 수상 포스터 우수상 및 학부생연구프로그램 우수과제 등,"의생명융합공학부 권효경·김도경·민병언·박세영·조다영(20학번) 학생과 전자공학과 구본재(16학번) 학생으로 구성된 ‘잼잼이’팀이 ‘2021년 마이크로나노시스템학회(MNS) 추계학술발표대회’에서 학부생 포스터 경진대회 부문 우수상을 수상(11.12.)한 데 이어, 한국과학창의재단의 ‘2021년도 학부생연구프로그램(URP) 우수과제’에도 선정(12.16.)돼 연구 역량을 인정받았다. 학부생연구프로그램은 한국과학창의재단에서 주관하는 전국 규모의 경진대회로, 이번 대회에서는 생명과학, 의학·의공학, 기계재료, 전기전자 등 11개 분야에서 총 100개 과제가 경합했다. 부산대 수상팀은 감압식 압력 센서를 기반으로 질병 진단에 활용 가능한 터치패드 시스템을 개발해 우수과제에 선정됐다. 손가락 터치를 인지할 수 있는 압저항식 압력센서 어레이와 터치 결과를 분석하는 소프트웨어를 개발한 것으로, 반복적인 손가락 터치 정보를 인공지능으로 분석함으로써 퇴행성 질환을 진단하는 데 활용될 수 있다. 앞서 개최된 마이크로나노시스템학회 학술발표대회에서는 UV-레이저 기반 스크린 프린팅을 활용해 감압식 터치 센서를 간단하면서도 정교한 방법으로 제작해 높은 평가를 받았다. ‘잼잼이’팀은 ‘국립대학육성사업 창의혁신칼리지 프로그램’ 중 학생 창의 활동 지원 사업을 통해 결성됐다. 이들을 지도한 서민호 교수는 “학문적·기술적으로 부족할 수 있는 2학년생이 대부분인 팀 구성에서 어려움도 많았지만, 국립대학육성사업 및 단과대·학과의 아낌없는 지원으로 실력을 쌓아 부산대 이름으로 수상까지 하게 되어 큰 보람”이라고 말했다."
172,[공공정책학부] 원규동 학생 창원시 청년정책 공모전 입상,"공공정책학부 원규동(18학번) 학생이 12월 24일 창원시 청년정책 공모전에서 입상했다. 창원시의 ‘내가 살고 싶은 도시, 청년들에게 묻다’를 주제로 개최된 청년 아이디어 공모전은 청년들의 취향과 요구를 반영한 정주여건 개선과 청년 공감 정책 개발을 위해 추진됐다. 원규동 학생은 ‘창원청년필드 건립 제안’으로 수상했다. 교내 활동도 왕성하게 참여해 온 원규동 학생은 앞서 2021년 비교과 프로그램 학생 공모전 우수상(총장상)과 e-포트폴리오 경진대회 대상(총장상) 등을 수상하기도 했다"
173,[정보융합공학과] 최우수·우수상 수상 인공지능 및 소프트웨어 해커톤·학술대회,"정보융합공학과 학생들이 인공지능 및 소프트웨어 해커톤과 학술대회에서 최우수상 및 최우수·우수논문상을 잇따라 수상했다(지도교수 김종덕). 이 학과 석사과정 김성훈·이승호(21학번) 학생과 정보컴퓨터공학부 김윤섭(16학번) 학생은 12월 28일 개최된 ‘2021 부품 품질 검사 영상 인공지능 학습데이터 해커톤’에서 최우수상을 수상했다. 이번 대회는 과학기술정보통신부와 한국지능정보사회진흥원, (주)미래아이티 컨소시엄 주최로, AI 서비스 혁신 인식 확산과 혁신적인 알고리즘 아이디어 발굴을 위해 개최됐다. 수상팀은 AI 학습모델 개발 부문에서 ‘선박 및 해양 플랜트 부품의 불량 원인과 불량 정도를 학습하는 모델 구축’으로 우수한 연구 역량을 인정받았다. 조선업 현장에서는 내부 공정 중, 다음 공정인 공정 배관, 배선 등과 루트가 겹쳐 10% 이상 재작업이 발생한다. 이에 따른 비용과 작업 시간 손해 문제를 해결하기 위해 연구팀은 선체 내부 작업 사진에서 도면 요소를 추출해 도면 데이터와 비교함으로써 다음 공정에 영향을 미치는지 확인, 불량 정도를 판단해 주는 인공지능 모델을 개발했다(상기 이미지 참고). 앞서 12월 22일에 열린 ‘2021 한국소프트웨어종합학술대회(KSC2021)’에서도 정보융합공학과 학생들이 최우수논문상과 우수논문상을 동시에 수상했다. 최우수상은 대학원 최국철(석사 21학번)·허준환(박사 15학번) 학생과 학사과정 김윤섭(16학번) 학생이 수행한 ‘EtherCAT기반 겐트리 로봇 원격 제어 프로세스 제안 및 AoI 기반 데이터 신선도 분석’ 연구로 선정됐다. 이 논문에서는 EtherCAT 프로토콜 기반의 산업용 겐트리 로봇을 제어할 수 있는 모델과 M2M(Machine to Machine) 통신 프로토콜인 OPC-UA 프로토콜을 이용해 원격 제어할 수 있는 구조를 선보였다. 또한, 데이터의 신선도를 측정하는 AoI 지표를 기반으로 EtherCAT과 OPCUA를 연동했을 때 데이터 신선도를 분석·발표했다. 이어 박사과정 이창홍(21학번)·이재민(17학번) 학생은 ‘설명가능한 인공지능을 사용한 학습데이터 전처리 방법 제안’으로 우수상을 수상했다. 연구팀은 설명가능한 인공지능을 사용해 학습모델을 분석하고, 해석된 정보를 기반으로 단계적인 전처리 방법을 제안했다."
174,[대기환경과학과] 하경자 교수 한국기상학회장 취임,"대기환경과학과·IBS기후물리연구단 하경자(사진) 교수가 한국기상학회 제30대 회장에 취임했다. 하 교수는 2021년 1월부터 2년간 학회를 이끌게 된다. 한국기상학회는 1963년 1월에 창립해 곧 창립 60주년을 맞는다. 3,000명 이상의 회원이 활동 중인 대규모 학회로, SCI저널 『Asia-Pacific Journal of Atmospheric Sciences』를 발간하고 있다. 하경자 교수는 국내뿐 아니라 일본·미국 등에서도 연구활동을 해 왔으며, 현재 부산대 교수로 재직하며 기후변화 및 몬순 기후 분야의 대가로 한국과학기술한림원 이학부 정회원 및 국가과학기술자문회의 자문위원으로 활동하고 있다. 최근에는 기후위기로 인한 물순환 변화 및 대기-해양 상호작용 등의 연구와 ‘미래지구’ 활동에서 국제적인 연구 네트워크를 구성하는 데 심혈을 기울이고 있다. 2020년 부산시 문화상을 수상한 바 있다"
175,[발전기금] 모바일 시스템 구축 온라인 약정 등 편의성·정보보안 강화,"부산대는 사용자들의 편의를 도모하고자 재단법인 부산대학교 발전기금 홈페이지를 모바일 시스템으로 개편해 누구나 가깝고 편리하게 발전기금을 출연할 수 있도록 했다. 또 반응형 홈페이지를 구축해 편안한 인터페이스로 접근성을 강화하고 다양한 콘텐츠(기부스토리, 카드뉴스, 명예의 전당, 모금캠페인 등)를 마련했다. 안심하고 사용할 수 있도록 사이트의 보안도 한층 강화했다. 특히 대학자원관리시스템(PIP, PNU Information Portal)을 홈페이지와 연계함으로써 본인의 기부내역과 기부금의 사용내역을 확인할 수 있게 했다. 모바일 환경에서도 휴대폰 인증 후 온라인 약정 및 납입, 기부 내역과 사용처 확인, 기부금영수증 재발급 등이 가능하다."
176,[간호학과] 황선경 교수 한국성인간호학회장 취임,"간호학과 황선경(사진) 교수가 한국성인간호학회 제25대 회장에 취임했다. 임기는 2022년 1월부터 2023년 12월까지 2년간이다. 한국성인간호학회는 한국간호과학회의 회원학회로 1,500여 명의 회원이 활동하고 있는 성인간호학 분야의 전문 학술연구 단체다. 성인간호대상자의 건강증진, 질병예방 및 삶의 질 향상을 위한 이론과 기술, 실무교육 등을 제공하고 연구와 학술 활동, 학회지 발간 및 출판 등의 사업을 진행하고 있다. 황선경 교수는 2020~2021년 2년간 부산울산경남 성인간호학회장을 역임하며 지역사회에서의 간호학 발전을 견인했다. 심혈관계 건강문제, 중환자 및 가족간호, 급성기 간호중재, 간호연구방법 및 간호관련 이슈 등과 관련된 연구를 수행하며, 다양한 간호학 저서에 참여해 성인간호학 분야의 학술 발전에 기여하고 있다"
177,[화학교육/생명과학] 윤진환·김희수 교수 기초연구진흥 과기정통부 장관 표창 받아,"화학교육과 윤진환 교수와 생명과학과 김희수 교수가 12월 23일 일산 킨텍스에서 열린 ‘2021년 과학기술정보통신부 기초연구진흥 유공자 포상 시상식’에서 과학기술정보통신부 장관 표창을 받았다. 윤진환 교수는 잡아당겨도 찢어지지 않는 이온젤 개발(『Advanced Materials』 게재) 연구성과로 선정됐다. 연성소재 개발, 고분자 나노구조 분석에 대한 기초연구를 수행해 우수 연구성과를 도출하고 학문후속세대를 양성해 국가 기초연구 역량 제고에 기여했다는 평을 받았다. 김희수 교수는 기초연구사업 평가 및 사업 관리 등의 연구지원을 통해 우수성과 창출에 기여한 공로로 표창을 받았다. 김 교수는 한국연구재단 기초연구본부 생명과학단장을 맡고 있다. 기초연구진흥 유공자 포상은 기초연구를 수행하며 우수성과를 창출한 연구자 및 기초연구 진행을 위해 기여한 관계자를 발굴해 과학기술정보통신부가 수여하고 있다."
178,[노어노문학과] 학생들 부산-유라시아 도시외교 아이디어 최우수상 수상,"노어노문학과 이유환·정새한(16학번)·윤소정·홍성화(19학번) 학생이 ‘부산-유라시아(러시아, 몽골) 교류사업 대국민 아이디어 공모전’에서 최우수상을 수상했다. 시상식은 12월 16일 부산 유라시아 플랫폼에서 개최됐다. 부산시와 부산국제교류재단이 주최한 이번 대회에서는 유라시아 관문 도시인 부산의 브랜드를 제고하고 시민 참여형 공공외교 활성화를 위해 전국을 대상으로 부산-유라시아 도시외교 아이디어를 공모했다. 부산대 수상팀은 ‘러시아 선원 건강검진을 통한 보건의료 교류 방안’을 제시해 1등상인 최우수상에 선정됐다. 동북아 의료관광 중심도시를 추구하는 부산은 정치·경제·경쟁심화 등 다양한 리스크를 안고 있다. 수상팀은 이를 극복하기 위해 부산의 강점을 활용해 의료관광객 수요를 안정화시킬 필요가 있다고 파악했다. 특히 유라시아 관문도시인 부산에 연간 외국인 선원 67만 명이 출입한다는 데 착안했다. 외국인 선원들에게 꼭 필요한 부분을 제공해 이들을 의료관광객으로 만드는 게 아이디어의 목표였다. 학생들은 외국인 선원들과 접촉해 최근 코로나19 관련으로 의료접근성이 떨어진다는 현장의 목소리를 반영해 검진차량을 도입, 이를 주요 테마로 아이디어를 발전시켜 좋은 평가를 받았다."
179,"[경제통상대학원] 동문회·원우회 장학금 1,500만 원 출연","경제통상대학원 동문회와 원우회가 경제통상대학 지원을 위한 발전기금을 함께 출연했다. 경제통상대학원 동문회 박성범 회장 등 회원들과 제10기 원우회 배춘우 회장은 12월 28일 본관 5층 총장실을 찾아 각각 500만 원과 1,000만 원을 전달했다. 출연금은 경제통상대학 장학금으로 지원될 예정이다."
180,[영어교육과] 정연주 교수 학습자중심교과교육학회 국제협력연구지원 과제 선정,"영어교육과 정연주(사진) 교수가 학습자중심교과교육학회에서 시행하는 ‘2021년 국제협력 연구지원 사업 공모’에 최종 선정됐다. 정연주 교수는 ‘전산언어학적 기법을 활용한 한국인 EFL 학습자와 미국 ESL 학습자의 영어 쓰기 능력 발달 양상 연구: 언어적 요소와 감정 표현 요소를 중심으로’라는 연구주제로 사업을 수행하게 됐다. 이번 연구에서는 부산대에 재학 중인 한국인 EFL 학습자들과 미국 the University of North Carolina at Pembroke(노스캐롤라이나대, 펨브룩)에 재학 중인 ESL 학습자들이 장기간에 걸쳐 주기적으로 작성한 학술적 에세이들을 수집해 영어 학습자 에세이 코퍼스를 구축하고, 전산언어학적 기법을 활용해 두 집단의 에세이에 나타나는 장르별 언어 및 감정 표현적 특질을 비교·분석한다. 정연주 교수는 2022년 1년간 노스캐롤라이나대(펨브룩)의 영어·연극·세계언어학과(Department of English, Theater, and World Languages) 교수진과 공동으로 연구를 진행할 계획이다. 학습자중심교과교육학회는 국제협력 연구지원 사업에서 매년 국내 연구자와 해외 연구자로 구성된 총 3팀을 선발해 1년간 연구과제를 지원하고 있다"
