대학교명,내용
한국외국어대학교,"우리대학은 지난 2월 10일(목), ‘한국외대 신입생 아카데미(HUFS Freshman Academy)’의 일환으로 라트비아, 이탈리아, 터키 등 3개국 대사관과 공동 프로그램을 진행하였다. ‘HUFS Freshman Academy’는 2022학년도 수시모집 합격생 대상 대학에 진학하기 전 갖추어야 할 감성과 인성의 기초를 다질 수 있는 다양한 프로그램으로 구성된 미네르바교양대학 주관의 오리엔테이션으로 지난 1월 중순부터 5주간 진행되었다.‘세계와 바로 연결되는 대학, HUFS‘는 평소 50여 개 대사관과 문화 및 학문 교류를 긴밀히 유지하고 있으며, 이번 제1회 ‘HUFS Freshman Academy’ 프로그램의 취지에 공감한 3개국 대사관과 긴밀히 협의하여 대사의 역할과 대사관의 활동 영역 및 그리고 해당 지역의 경제와 문화 등에 대하여 신입생들에게 소개함으로써 글로벌 인재가 갖추어야 할 자세와 가치관을 함양할 수 있는 계기를 마련하였다.주한 이탈리아 대사관을 찾은 예비 신입생을 대상으로 페데리코 파일라(Federico Failla) 이탈리아 대사가 직접 프레젠테이션을 하고, 이어 경제, 외교 등 각 분야의 직원들이 대사관 업무와 이탈리아에 대한 소개, 이탈리아와 한국의 수교 역사에 대해 설명하였다. 이번 ‘HUFS Freshman Academy’에 참가한 학생들 또한 양국의 공통점과 차이점, 외교관으로서의 마음가짐, 주한 이탈리아 대사관의 상징, 이탈리아의 에너지 발전 방식, 이탈리아 출판 시장 등 폭넓은 분야에 대하여 질문을 하였다.주한 터키 대사관 방문은 터키·아제르바이잔어과 오종진 교수의 진행으로 서울캠퍼스에 위치한 주한 유누스 엠레 터키 문화원에서 시작하였다. 해당 문화원은 2019년 서울캠퍼스에 설립된 이래 터키문화부 산하 유일한 공식 문화원으로서 터키어와 터키문화를 한국에 소개하며 다양한 교류프로그램을 운영하고 있다.이후 주한 터키 대사관으로 자리를 옮긴 학생들은 에르신 에르친 주한 터키 대사와 오메르 첼릭 주한 터키 부대사가 직접 진행한 대사관 탐방 프로그램을 통해 한·터 양국의 경제 관계부터 양국의 주요 현안과 대사관의 주된 활동 분야까지 논의하였다.주한 라트비아 대사관 방문은 국제학부 김봉철 교수와 포르투갈어과 임소라 교수의 지도 아래 오바마 홀에서 EU에 대한 기초적인 배경지식에 대한 강의와 더불어 EU연구소의 활동 내용에 대한 안내로 시작하였다. 주한 라트비아 대사관을 찾은 학생들을 대상으로 아리스 비간츠 주한 라트비아 대사는 라트비아의 역사, 인물, 자연환경, 경제 등 직접 강연하였고, 대한민국과의 관계 그리고 우리대학에서 진행되고 있는 라트비아 관련 수업 등을 소개하였다. 무엇보다도 라트비아 출신의 세계적으로 저명한 발명가, 예술가를 언급하면서 라트비아 정부에서 한국 학생들에게 주는 장학금 및 교환학생 프로그램 등을 자세히 설명하였다.유럽의회 및 기타 유럽 국가들과 긴밀한 협조를 유지하며 유럽의 다양한 국가들과 교류를 진행해 온 EU연구소는 이번 라트비아 대사관 방문을 통해 대사관과의 교류프로그램을 유럽 전역 국가의 대사관으로 확대하기로 하였다.‘한국외대 신입생 아카데미(HUFS Freshman Academy)’는 독서와 음악공연, 연극, 미술관, 박물관 관람 그리고 Global Manners와 기타 강연을 통해 신입생들의 감성과 인성의 기초를 다질 수 있도록 미네르바교양대학에서 구성하여 다년간 축적한 노하우를 바탕으로 한국외대만이 제공할 수 있는 국제적 네트워크를 융합함으로써 신입생들에게 한국외대의 자부심과 창의성 느낄 수 있도록 전개해나갈 방침이다."
한국외국어대학교,"언택트 시대에 발맞춰 '메타버스'를 통한 전공 탐색의 장 마련 코로나19에도 전국 약 300여 명의 수험생 참가… 높은 관심 선보여한국외국어대학교(HUFS, 총장 김인철)는 지난 2월 5일(토), '전공탐색-메타버스'를 개최하였다. 이번 ‘전공탐색’에는 한국외대 서울캠퍼스와 글로벌캠퍼스의 총 37개 학과(부)가 참가하였으며, 한국외대에서 교육하는 전공에 관심 있는 전국 300여 명의 수험생 대상 학과 교수, 그리고 재학생들이 직접 해당 학과(부)의 전공에 대하여 안내하는 시간을 가졌다.고교교육 기여대학 지원사업의 일환으로 2009년부터 매년 개최된 한국외대 전공탐색은 전공에 대한 정확한 안내와 졸업 후 진로 및 취업 정보 등을 제공함으로써 대학 진학과 미래 설계를 준비하고자 하는 수험생들에게 선호도가 매우 높다. 특히 올해는 언택트 시대에 맞춰 최초로 메타버스를 통해 전공탐색이 열려 전국의 수험생들이 물리적 제약 없이 자유롭게 가상의 캠퍼스에서 전공을 탐색할 수 있었다는 점에서 그 의의를 찾을 수 있다.총 세 타임으로 나뉘어 진행된 한국외대 '전공탐색-메타버스'는 원활한 프로그램 운영을 위해 참가 학생들에게 희망하는 1개 타임을 선택하여 관심 있는 전공에 대한 궁금증을 해소하는 기회를 제공하였다.양재완 입학처장은 “코로나19로 인해 많은 수험생이 학교 활동에 어려움을 겪고 있다. 이번 ‘전공탐색-메타버스’를 통해 교수님, 재학생들과 직접 소통하며 앞으로의 학교 활동에 도움이 될 수 있는 많은 정보를 얻길 바란다”고 전했다."
한국외국어대학교,"우리대학 특수외국어육진흥원(원장 이은구)은 유누스 엠레 터키문화원(원장 오종진), 부산외대 지중해지역원(원장 윤용수)과 공동으로 1월 27일(목), ‘제3회 터키어말하기대회 시상식 및 시낭송-연주회’를 개최하였다. 2021년은 터키의 시인인 유누스 엠레 서거 700주년을 맞이하는 해로, 유네스코는 2021년을 ’유누스 엠레와 터키어의 해‘로 지정한 바 있다. 이번 행사는 이를 기념하기 위해 3개 기관이 협업하여 주최하였다.이날 시상식에는 우리대학 김인철 총장, 이은구 특수외국어육진흥원장, 터키문화원 오종진 원장과 잔 외즈규르 부원장, 엘신 엘친 터키 대사, 오메르 첼리콜 부대사를 비롯하여 대회에서 수상한 학생들과 터키-한국 전통음악 연주단이 참석하였다.본 대회에서 초급과 중고급 부문의 1, 2, 3위를 수상한 6명의 학생은 시상식에서 상장과 상품을 받았다. 1등 수상 학생들에게는 터키 왕복항공권이, 2, 3등 학생에게는 장학금이 지급되었다. 1위를 수상한 학생들은 본 시상식에 특별 초청된 터키-한국 전통음악 연주단의 해금과 가야금 반주에 맞추어 유누스 엠레의 시 “Bana Seni Gerek Seni”를 낭송하였다. 이어서, 터키-한국 전통음악 연주단은 서울대학교 국악학과를 졸업한 터키인 작곡가 겸 연주자인 탐 제브뎃이 편곡한 유누스 엠레의 시 “Gel Gör Beni”를 노래로 부르며 시상식의 대미를 장식하였다.행사를 주관한 터키문화원 오종진 원장(터키·아제르바이잔어과 교수)은 “코로나19로 어려운 시기임에도 양국의 친선관계 증진은 물론 젊은 세대들이 상대방의 언어-문화를 배울 수 있는 소중한 기회를 만들어 기쁘다”며 나아가 팬데믹이 종식되면 양국의 언어-문화 교류 증진에 더욱 다양한 사업을 확대하겠다고 향후 구상을 밝혔다."
한국외국어대학교,"2022년 1월 17일(월), 우리대학 서울캠퍼스 총장실에서 우수한 업무능력을 인정받은 7명의 교원 및 행정직원에게 부총리 겸 교육부장관 표창장과 한국대학신문 대학직원대상 전달식이 개최되었다.지난해 하반기, 행정직원들의 업무실적을 기반으로 한 표창 추천 결과 대학혁신지원사업, 법학전문대학원 교육역량강화, 정부 학자금지원, 대학 진로교육 활성화, 대학교육발전, 교육통계조사 등 총 6개 업무 분야에서 6명의 교원 및 행정직원(이준 교육혁신원장, 손호섭 팀장, 권윤기 팀장, 나영규 차장, 이누리 과장, 정택문 과장)이 부총리 겸 교육부장관 표창을 수상하였고, 학생지도 분야에서 1명의 행정직원(김혜정 과장)이 한국대학신문 대학직원대상을 수상하였다.표창장은 유은혜 부총리 겸 교육부장관과 이인원 한국대학신문 회장을 대신하여 김인철 총장이 수여하였다. 이 자리에서 김인철 총장은 행정직원들의 노고를 치하하고 학교 발전의 기반을 이루는 행정직원의 역량 강화를 위해 지속적으로 노력해 줄 것을 당부하였다.[부총리 겸 교육부장관 표창 수상자 명단]1. 대학혁신지원사업 유공 : 이 준 교육혁신원장2. 법학전문대학원 교육역량강화 유공 : 손호섭 팀장3. 정부 학자금지원 유공 : 권윤기 팀장4. 대학 진로교육 활성화 유공 : 나영규 차장5. 대학교육발전 유공 : 정택문 과장6. 교육통계조사 유공 : 이누리 과장[한국대학신문 대학직원대상 수상자 명단]- 학생지도 유공 : 김혜정 과장"
한국외국어대학교,"우리대학 학부 과정 김세인(경영 19), 원동욱(스페인어 18), 이수현(경영 19), 최희원(LT 19) (이상 성명 가나다 순) 학생이 지난 11월 22일(월), “제17회 KMAC 경영혁신 연구논문 및 사례연구 대학(원)생 공모전”에서 우수상(상금: 200만원)을 수상하였다.한국능률협회컨설팅이 주관하는 KMAC 경영혁신 연구논문 공모전은 경영혁신에 대한 참신한 시각을 발굴하고, 이를 국내 산업계와 학계에 공유해 변화와 혁신에 대한 인사이트를 제공·전파하기 위해 매년 개최되고 있다. 시상식은 12월 7일(화), ‘2021 한국의 경영대상’과 함께 서울 신라호텔에서 진행되었으며, 우리대학은 작년 최우수상 수상에 이어 2년 연속 수상의 쾌거를 달성하였다.공모전에 참가한 학생들은 “코로나19 및 정부규제가 온라인 게임 소비에 미친 영향”에 대한 연구를 진행하였다. 특히, 코로나19 및 정부규제가 온라인 게임 산업의 성과에 미치는 인과효과를 실증적으로 규명함으로써 기업이 코로나19로 인해 변화하는 경영 환경에 대응하는 것에 큰 실무적, 정책적 시사점을 제공할 것으로 기대된다.경영대학 퀀트마케팅학회(QMS) 소속 학생들로 구성된 팀을 이끈 이수현(경영 19) 학생은 ""코로나19의 영향을 게임산업을 중심으로 빅데이터를 통해 실증했다는 점에서 좋은 평가를 받을 수 있었다""며, “이번 수상을 계기로 향후 국내 게임산업의 발전에 전략적인 도움을 줄 수 있기를 바란다""고 전했다. 최희원(LT 19) 학생은 “팀원들과 함께 실제 데이터를 분석하고 논문을 작성하는 연구활동 과정 자체가 매우 유익하고 값진 경험이었다”고 하였으며, 김세인(경영 19) 학생은 “경영학적 관점에서의 빅데이터 분석을 배울 수 있었다”고 말했다. 원동욱(스페인어 18) 학생은 ""데이터 기반 사고 덕에 논리적, 과학적 경영혁신 전략 수립이 가능했다""고 소감을 밝혔다.한편, 해당 연구결과는 한국게임학회와 한국디지털정책학회 학술대회에서 발표되었다."
한국외국어대학교,"우리대학은 지난 1월 25일(화), 소공동 웨스틴조선호텔에서 외대의 번영과 대학교육의 발전을 위해 소중한 재원을 희사하여 큰 뜻을 펼친 기부자들을 초청, 감사의 뜻을 전하는 「한국외국어대학교 기부자 감사의 밤」 행사를 개최하였다. 코로나19 상황을 고려하여 행사 참석자의 경우 전원 백신접종을 완료한 인원만 참석이 가능하도록 조치하는 등 철저하게 방역지침을 준수하여 진행되었다.가정준 대외협력처장의 사회로 진행된 이 날 행사에는 강응구 서울대학교 의과대학 교수(故강성위 철학과 교수 가족), 김덕술 유니스토리자산운용 회장, 김상국 비타민하우스㈜ 대표이사, 박영구 인진건설㈜ 이사, 반병렬 潘氏大宗會長, 승병욱 뷰티풀코리아㈜ 대표이사, 안홍진 오피니언타임스 부회장, 양인모 주한명예영사단장, 양인집 한국외대 총동문회장, 용을식 KDI Group 회장, 이성희 현마육영재단 이사장, 이용익 ㈜신흥 대표이사, 이우평 ㈜커신 대표이사, 이춘희 ㈜하이트랜드로지스틱스 대표이사, 임소라 한국외대 교수, 전성철 ㈜세이브 대표, 정혜정 故정기엽 명예교수 가족, 조회환 한국외대 명예교수, 진미경 한국외대 초빙교수 등 총 21명의 기부자가 참석하였으며, 학교 측에서는 김인철 총장, 박정운 12대 총장, 윤석만 서울캠퍼스 부총장, 신정환 글로벌캠퍼스 부총장, 김학태 재무·대외부총장, 대외협력처 관계자 등 10여 명이 참석하였다.본 행사는 식순에 따라 내빈 소개에 이어 김인철 총장, 박정운 12대 총장, 양인집 총동문회장이 기부자들께 감사 인사를 전하는 순서로 진행되었다.김인철 총장은 감사 인사에서 “그동안 한국외대의 가치를 실현할 수 있도록 묵묵한 지지를 보내준 기부자님들께 깊이 감사드리며, 총장 임기 이후에도 변함없는 열정과 무한한 사랑으로 학교의 발전을 위해 고민하고 외대 가족들을 열렬히 응원할 것”이라고 전했다.이어 박정운 12대 총장은 “한국외대 고유의 가치를 소중히 여기고 지켜나가도록 도와주신 기부자님들의 큰 뜻에 감사드리며, 앞으로 도래할 새로운 시대의 한국외국어대학교의 성장과 혁신을 위해 지혜와 뜻을 모아주실 것을 부탁드린다”고 당부하며 “임기 동안 외대의 더 큰 도약을 위해 최선을 다할 것을 약속드린다”고 덧붙였다.양인집 총동문회장은 “4차산업혁명 시대의 새로운 사회는 교육과 연구를 더 절실히 필요로 할 것”이라며, “공동체를 소중히 여기는 따뜻한 마음을 가진 외대인을 양성하는 지성의 전당인 한국외대에 총동문회가 힘을 보태겠다”고 말했다.이어 전성철(이탈리아어 76) ㈜세이브 회장이 외대의 발전을 염원하며 건배 제의를 하였고, 감사공연에서는 장윤진 피아니스트와 서혜주 바이올리니스트(SW아트컴퍼니)가 「사랑의 인사」와 「차르다시」의 2중주 연주로 기부자들에게 감사의 마음을 전했다.이후 이어진 ‘학교발전을 위한 제언’에서는 기부자들의 학교 발전을 위한 격려와 조언을 경청하는 시간을 가졌다. 조회환(중국어 59) 중국학대학 명예교수는 “외대는 어문학을 넘어 학문의 장벽을 넘은 융복합을 실현해야 하는 시대적 사명이 있다”며, “정통학문과 현실학문의 결합을 향한 끊임없는 노력으로 외대가 세계 속에서 더 빛나기를 염원한다”고 하였다.안홍진(국제통상 75) 오피니언타임즈 부회장은 “대학 졸업 후에도 동문들에게 지속적인 관심을 보내준 모교에 감사한다”며, “외대가 동문과의 인연이 소중한 만큼 동문도 외대와 맺은 인연이 소중하고 자랑스럽다”고 전했다.김덕술(일본어 81) 유니스토리자산운용 회장은 “사회에 진출한 동문들도 기술의 진보에 발맞추기 위해 끊임없이 배우고 공부한다. 후배들이 사회 진출에 앞서 거시적인 안목과 통찰을 갖추기 위해 학교가 더 많은 경험과 기회를 제공하기를 바란다”고 하였다.진미경 초빙교수는 “새로운 변화의 시대에도 외대만의 고유가치를 소중히 지켜나가며 외대의 상징인 미네르바의 부엉이과 같이 총명이 가득한 지혜의 유산이 계승되기를 염원한다”고 전했다.마지막으로 참석자 전원의 기념촬영으로 감사의 밤 행사가 성황리에 마무리되었다."
한국외국어대학교,"우리대학 미식축구동아리 블랙나이츠(Black Knights)(지도교수 김봉철)는 지난 1월 23일(일), 경일대학교(경북 경산 소재)에서 개최된 제61회 전국대학 미식축구 선수권전 Challenge Bowl에서 우승을 차지하였다.코로나19 상황에도 불구하고 전국의 대학교 미식축구팀들이 모두 참가한 이번 대회에서 우리대학 블랙나이츠팀은 창단 30여 년 만에 처음으로 우승컵을 들어 올리며 전국대학 왕좌에 올랐다.이번 우승은 우리대학 학생들로 구성된 순수 아마추어팀 블랙나이츠 선수들의 훈련과 노력과 그간 팀을 거쳐간 수많은 선배들의 지원과 관심이 함께 어우러져 거둔 창단 첫 우승이라는 값진 성과로 남다른 의미가 있다."
한국외국어대학교,"2022년 1월 3일(월) 오전 11시, 우리대학 서울캠퍼스 애경홀에서 '2022년도 신년 하례식'이 개최되었다.곽선주 행정지원처장(서울)의 사회로 진행된 신년 하례식은 국민의례, 학교법인 동원육영회 김종철 이사장, 김인철 총장, 박정운 차기총장, 양인집 총동문회장의 신년사와 함께, 참석자 전원의 교가 제창으로 마무리되었다.김인철 총장은 “코로나19의 엄중한 상황에서도 강의와 연구를 해주신 교수님, 학업과 미래설계에 열중한 재학생 여러분, 행정업무와 방역 등 애쓰시는 교직원 선생님 등 외대 구성원 모든 분들께 진심으로 감사드린다""며 ""그간 미뤄온 학사구조개혁이 속도감 있게 추진될 수 있도록 유사학과 통합에 대한 협의, 우리대학의 재정 여력 제고, 교수 연구력 향상 등과 관련해 박정운 차기 총장님과 글로벌 종합대학으로서의 백 년 미래를 향해 본격적으로 전진할 수 있도록 하겠다""고 말했다.이에 대해 박정운 차기총장은 ""학교 발전을 위해 혼신의 힘을 다하겠다는 다짐과 마음으로 교수님, 직원 선생님, 학생, 동문 그리고 외대를 사랑하는 모든 분들의 말씀에 귀를 기울이며 그 마음을 담아서 학생이 발전하고 성공하는 더욱 강한 외대를 만들기 위해서 최선을 다하고 꼭 그렇게 만들어 내도록 하겠다""고 다짐하였다.이날 신년 하례식에는 코로나19 확산 방지와 구성원의 안전을 위해 온라인으로 진행되었으며, 행사에 참가한 구성원들도 방역수칙을 준수하여 진행되었다."
한국외국어대학교,"우리대학 글로벌캠퍼스 대학일자리플러스본부(본부장 최호성) 진로취업지원센터는 12월 29일(수), 교육부 대학 진로탐색학점제 지원 사업으로 진행된 2021학년도 2학기 'HUFS H-UP 진로탐색학점제' 결과 발표회를 개최하였다. 이날 행사에는 프로그램 참여 학생과 해당 프로그램 지도교수인 임소라, 장은영, 최철 교수(이상 성명 가나다순), 그리고 심사위원과 진로취업지원센터 관계자 등 총 30여 명이 참석하였다.이 날 발표회는 코로나19 확산에 따라 비대면으로 진행되었으며, 진로탐색학점제 2기에 선발된 학생들이 한 학기 동안 자신이 원하는 주제를 선택하고 진로와 꿈을 위한 노력과 진로 탐색, 그리고 그 성과를 발표하는 시간으로 진행되었다.성과 발표 종료 후, 글로벌캠퍼스 최호성 학생·인재개발처장은 “학생들이 자기주도적으로 자신의 진로를 탐색하고 미래를 설계하는 시간을 통해 모두에게 소중한 자산이 될 것으로 생각한다. 이렇게 결과 발표회까지 마무리한 것을 축하한다. 우리 학생들 스스로 자부심을 가져도 좋다”고 말했다. 세르비아‧크로아티아어과 김상헌 교수는 심사평을 통해 “학문적인 분야부터 실용적인 분야까지 우리 학생들이 다양한 꿈과 진로를 가지고, 대학 졸업 이후 진로를 탐색하기 위해 많은 고민과 노력을 하고 있음을 느꼈다. 3시간이 넘는 발표 시간이었지만 시간이 어떻게 가는지 모를 정도로 모두가 빛나는 발표 시간이었다”고 전했다.서울캠퍼스 이기현 진로취업지원센터장은 “참가한 학생 모두 한 학기 동안 다양한 진로 탐색과 자기주도적인 활동을 통해 진로에 대해 많은 고민을 할 수 있었던 시간으로 생각한다. 진로탐색학점제 한 학기를 성공적으로 마무리한 것을 축하한다”고 말했다. 글로벌캠퍼스 오세홍 진로취업지원센터 센터장은 “여러분의 인상적인 발표를 보고 들으며, 스스로 많이 고민한 흔적을 볼 수 있었다. 교육부 지원 사업을 떠나 이 프로그램이 향후에도 지속되어 우리 학생들에게 도움을 주었으면 좋겠다”고 말했다.지도교수로 참가한 임소라 교수(포르투갈어과 학과장)는 “온라인 비대면 외국어 교육 방안에 대하여 발표한 학생의 경우 시의적절한 주제에 대하여 계속해서 연구해 나가길 바란다. 본인의 전공 및 관심 분야에 대한 연구와 학업을 통해 학생들 모두 각자의 소중한 꿈과 진로에 대한 노력을 포기하지 말고 이어나갔으면 좋겠다”고 말했다. 최철 교수(법학전문대학원)는 “우리 학생들이 다양한 전공과 진로 분야에 대한 꿈을 갖고 있음에 놀랐다. 이론과 현장 그리고 융합이라는 취지에 맞게 학생들이 다양한 활동을 수행했는데 이 경험을 통해 앞으로 뜻하는 바를 모두 이루기를 바란다”고 전했다. 장은영 교수(중국어교육과)는 “학생들이 원하는 진로를 선택해서 한 학기 동안 다양한 꿈을 키워왔던 과정을 지켜보고 정말 훌륭하다고 생각했다. 우리 학생들의 소중한 꿈을 계속 이어가기를 바란다”고 말했다.이날 대상을 수상한 남궁산 학생은 수상 소감에서 “나의 진로에 대하여 고민할 수 있는 시간을 갖게 되어 정말 의미깊은 시간이었다. 이 프로그램을 진행하는 데 도움을 주신 모든 분에게 감사드린다. 이번 학기에 참여한 우리 학생들 모두 너무 훌륭했고 멋있었다고 말하고 싶다”고 수상 소감을 전했다. 우수상을 수상한 조아라 학생은 “학생들이 준비한 다양한 분야의 발표를 보면서 우리 학생들의 실력에 감탄했고, 기대하지 않았던 수상까지 하게 되어 놀랐다. 한 학기 동안 많은 지도를 해주신 지도교수님께 감사드린다. 앞으로도 진로에 대해서 보다 적극적으로 탐색해 나가는 학생이 되겠다”고 수상 소감을 전했다.2021학년도 2학기 진로탐색학점제 결과 발표회의 수상자는 다음과 같다. (수상자 사진은 시계 방향 순)2022학년도 1학기 HUFS H-UP 진로탐색학점제 3기 참가자 모집은 2월 7일(월)부터 21일(월)까지 진행될 예정이다."
한국외국어대학교,"우리대학 바이오메디컬공학부(학부장 고윤희) 재학생과 대학원생으로 구성된 'AIMLAB'팀(지도교수 남윤호, 팀원 백다영, 유환승, 이가원, 이준혁, 장승운 (이상 성명 가나다 순))이 「PAIP 2021 의료 AI Grand Challenge - Perineural Invasion in Multiple Organ Cancer」에서 최종 3위에 입상하는 좋은 성과를 거두었다. 이번 PAIP Challenge는 서울대학교 병원, 고려대학교 병원, 서울대가 주최하고 보건복지부가 주관한 국제 의료 AI 경진대회이다.올해 개최된 Challenge에서 주어진 문제는 대장과 전립선, 그리고 췌장 병리 영상에서 신경주위 침윤(Perineural Invasion)을 검출하는 것으로, 전 세계에서 482명이 참가해서 본 문제를 해결하기 위한 AI 모델을 개발해 결과물을 제출함으로써 다른 팀과 인공지능 기술을 겨뤘다.바이오메디컬공학부 학부장 고윤희 교수는 ""대회 준비하느라 팀원들 모두 너무 고생이 많았고, 국제 의료 경진대회에서 TOP 3에 선정되는 좋은 결과가 있어 기쁘다. 앞으로도 더욱 열심히 하여 의료 AI 분야에서 두각을 나타내길 바란다""고 밝혔다."
한국외국어대학교,"우리대학 지식출판콘텐츠원(원장 윤성우)에서 출간한 도서 3종 『브레히트 연극 사전』(한국브레히트학회 저)이 학술 부문에, 『『롤리타』 바로 읽기』(권철근 저)와 『태국 들여다보기』(정환승 저)가 교양 부문에 한국대학출판협회 ‘2021 올해의 우수도서’로 선정되었다.심사는 이권우 도서 평론가와 이현우 서평가가 참여하였다. 독창성, 완결성, 시의성 세 가지 항목으로 점수를 매겨 두 심사위원이 응모 도서를 읽고 토의 후 결정하였다. 지난해에 이어 올해도 심사를 맡은 이권우 도서 평론가와 이현우 서평가는 “코로나19의 장기화로 사회 전체의 활력이 크게 감소한 상황에서 특히 비대면 교육을 유지해야 했던 대학 상황을 고려해 보면, 비록 출품 종수나 다양성에서 예년에 미치지는 못했지만, 나름대로 대학출판부가 선전했다는 점을 인정하지 않을 수 없다. 상업 출판이 미처 가보지 않은 길을, 대학출판계가 묵묵히 걸어가길 바란다”라고 심사 소감을 밝혔다.한국브레히트학회가 발간한 『브레히트 연극 사전』은 2년에 걸쳐 학회의 거의 모든 회원이 참여한 역작으로, 독일 극작가 베르톨트 브레히트(Bertolt Brech)의 완성 희곡 47편과 미완성 희곡 31편을 수록하였다. 각 작품의 등장인물과 줄거리는 물론, 세부 장르와 집필 연도, 초연, 텍스트의 원전을 밝혀 브레히트 작품에 대한 폭넓은 이해의 자양분을 제공한다. 특히 브레히트를 이해하는 데 필수적인 개념 및 인물 등에 대한 주제어 118개에 대한 해설을 수록한 것이 특징으로, 작품 내적 요소만이 아닌 브레히트를 이해하고 감상하는 데 필수적인 배경지식을 제공한다. ‘브레히트 희곡 해설은 물론이고 중요 개념과 영향 관계에 있는 인물까지 주제어로 삼아 펴냈고, 이른바 소격이론으로 연극의 지평을 확장한 문제적 작가를 체계적으로 이해하는 데 큰 도움을 준다’고 선정 심사평에서 밝혔다.권철근 러시아어과 명예교수의 저서 『『롤리타』 바로 읽기』는 블라디미르 나보코프(Vladimir Nabokov)의 ‘문제작’ 『롤리타』에 대한 오독과 오명을 비판적으로 분석한다. 롤리타가 만들어낸, 그리고 롤리타를 둘러싼 신화 혹은 오해를 분석하기 위해 저자는 작가 블라디미르 나보코프의 생애로부터 논의를 시작한다. 이어서 롤리타의 반향과 영향, 예술 작품이자 문화 코드로서의 롤리타를 분석한다. 나보코프의 탁월한 예술적 성취를 통해 『롤리타』가 독자들에게 던지는 메시지 혹은 도발은 현대에도 유효할 것이다. 이 책은 그런 『롤리타』를 ‘바로’ 읽기 위한 지침을 제공한다.정환승 태국어통번역학과 교수의 『태국 들여다보기』는 30년 이상 태국 문화와 언어를 연구해 온 저자의 시야가 고스란히 녹아 있는 태국 입문서이다. 정치 군사적 우방으로서, 경제적 협력 관계로서, 문화를 교류하는 이웃사촌으로서 태국은 어느새 우리 가까이에 서 있으나 태국에 대한 이해도가 낮은 것이 현실이다. 이 책은 태국의 역사부터 시작하여 의식주 등의 문화생활, 관습과 문화유산, 종교, 언어생활 등을 아우르며 이웃 나라 태국에 대한 이해를 돕는다. 저자가 직접 촬영한 사진을 비롯하여 다채로운 도판을 통해 시각적으로 태국을 경험할 수 있는 것도 이 책의 커다란 장점이다. 우리나라와 다른 듯 닮은 나라 태국을 이해하는 데 이 책은 최선의 길잡이가 되어줄 것이다. 선정 심사평에 따르면, ‘한낱 여행지로만 아는 태국의 역사와 문화를 이해하는 데 도움을 준다’라는 점에서 주목받았다.한편, 이 우수도서 선정제도는 전국 47개 대학출판부를 회원으로 하는 한국대학출판협회의 주요 연례사업으로, 한국 학술출판의 한 축을 담당하고 있는 대학출판부 출간 도서들이 제대로 평가받지 못하고 있는 현실을 개선하고 양서를 널리 알리기 위해 2017년부터 시작되어 올해로 5회째를 맞이하고 있다."
