,제목,내용
234,"국가안보융합학부 졸업생, 발전기금 전달","국가안보융합학부 발전기금 2천 8백여만 원 전달   국가안보융합학부 국토안보학전공 5기 졸업생 27명과 해양안보학전공 7기 졸업생 8명이 학부 발전과 후배들을 위한 마음을 담아 발전기금을 기부했다. 국가안보융합학부 김민기 졸업생 대표와 전기석 학부장 2월 25일 오후 3시, 이진숙 총장을 방문해 국가안보융합학부 발전기금 28,800,000원을 전달했다.김민기 졸업생은 ""정예 장교로 성장하는 데 큰 힘이 되어준 국가안보융합학부와 제자 양성에 헌신해 주신 교수님들, 그리고 후배들을 생각하면서 졸업생들의 마음을 모았다”며, “기부에 함께해준 동기들에게 깊은 감사의 마음을 전함과 동시에 소정의 발전기금이 국가안보융합학부와 후배들에게 보탬이 됐으면 좋겠다”고 말했다.한편, 국가안보융합학부는 졸업생들이 매년 자발적으로 나서 학부와 후배들을 위한 발전기금을 기부하는 전통을 이어오고 있다."
235,"모빌리티ICT사업본부, ‘모빌리티 ICT 혁신 창업 캠프’ 성료","DSC 지역혁신플랫폼 참여대학 대학(원)생 30여 명 참여 충남대학교가 총괄대학으로 24개 대학이 참여하는 대전·세종·충남 지역혁신플랫폼의 모빌리티ICT사업본부가 미래 모빌리티 분야 대학생 역량 강화 및 지역 모빌리티 사업 성장을 위해 ‘모빌리티 ICT 혁신 창업 캠프’를 개최했다.모빌리티ICT사업본부는 2월 23일~24일, 대전 팁스타운 타운홀에서 DSC 지역혁신플랫폼 참여대학 대학(원)생 30여 명이 참여한 가운데 ‘모빌리티 ICT 혁신 창업 캠프’를 진행했다.‘대전·세종·충남 지역혁신플랫폼’ 사업의 일환으로 진행된 이번 캠프는 미래 모빌리티 분야의 대학생 역량 강화 및 지역 모빌리티 사업 성장을 위한 학생 창업문화 확산을 위해 개최됐다. 이번 캠프는 창업의 기초가 되는 기본교육, 아이디어 도출, 비즈니스 모델링, 실전창업사례를 중심으로 사업계획서 작성 및 실습 멘토링까지 전문적인 창업 교육이 이어졌다.캠프에 참가한 이수민 학생(충남대 전파정보통신공학과)은 “최근 모빌리티 ICT 분야에 관심 갖게 됐는데 이번 캠프에서 관련 분야 창업에 대해 직접 체험해볼 수 있었다”며, “사업계획서 작성 방법을 비롯해 창업 전반에 대해 알 수 있는 유익한 시간이었다”고 밝혔다.모빌리티ICT본부 안재민 본부장은 “이번 캠프가 모빌리티 ICT 분야에 대한 관심도 제고로 이어져 대학생 창업문화 확산에 이바지할 것으로 기대한다”며, “대학생 창업문화 확산을 위해 다양한 지원과 프로그램 개발함으로써 대전·세종·충남 권역의 모빌리티 ICT와 연계된 대학생-청년 창업생태계 구축에 최선을 다하겠다”고 밝혔다. 한편 모빌리티ICT사업본부는 오는 3월, 이번 창업캠프와 연계한 창업아이디어 경진대회를 개최할 예정이다."
236,충남대-한국산업기술진흥협회 업무협약 체결,"이공계 혁신 인재 육성 및 일자리 창출 공조  충남대학교와 한국산업기술진흥협회가 이공계 혁신 인재 육성 및 일자리 창출을 위해 업무협약을 체결했다.충남대와 한국산업기술진흥협회는 2월 23일 오후 4시 30분, 이진숙 총장과 마창환 부회장 등 양 기관 관계자와 지역 기업 임원들이 참석한 가운데 ‘충남대-한국산업기술진흥협회 업무협약’을 체결했다. 이번 협약에 따라 양 기관은 ▲이공계 혁신 인재 육성 및 지역사회 일자리 창출 ▲이공계 인력 및 채용정보 공유 등 취업지원기반 구축 ▲기업 애로기술지원 및 지역사회 일자리 창출 ▲현장 맞춤형 교육 및 훈련 프로그램 운영 등에 적극 협력하기로 했다. 이진숙 총장은 “이번 협약을 통해 한국산업기술진흥협회와 긴밀한 상호협력 기반을 다지고 이공계 우수 인재를 육성함으로써 지역 발전에 앞장서겠다”고 밝혔다."
237,"‘서울대 10개 만들기’ 김종영 교수, “국립대 재정 투입, 대학 간 통합 필요”","김종영 교수 초청 ‘서울대 10개 만들기’ 특강 개최  충남대학교가 2월 22일(화) 오전 10시 30분, 공과대학 취봉홀에서 경희대 사회학과 김종영 교수를 초청해 ‘서울대 10개 만들기-거점국립대, 어떻게 키울 것인가?’를 주제로 특강을 개최했다.이날 특강에는 이진숙 총장과 대전광역시 허태정 시장을 비롯해 충남대 교직원, 학생, 지역 오피니언 리더 등 200여 명이 참여했다. 이번 행사는 코로나19 상황을 고려해 현장 참석을 최소화하고, 온라인으로 동시에 진행됐다.이날 특강에서 김종영 교수는 수도권 중심의 ‘지위권력’과 ‘공간권력’을 민주화하고, 국가균형발전과 지역혁신을 유도하는 방안으로 충남대를 포함한 전국의 9개 지방거점국립대를 서울대 수준으로 육성할 방법론을 설명했다.김 교수는 현재 우리나라만 유일하게 마주하고 있는 ‘교육 지옥의 상황’은 대학병목(지위권력의 독점-명문대학 집중), 공간병목(공간권력의 독점-수도권 집중), 시험병목(평가권력의 독점-줄세우기 교육), 도구재병목(계급권력의 독점-돈), 직업병목(직업권력의 독점-노동시장 양극화) 등 5가지 병목현상으로 인해 교육 독점체제가 고착화되며 발생하는 문제라고 지적했다.또한 현재 명문대로 인정받는 하버드, 스탠퍼드, UC 등 세계 대학들 또한 시대에 부합하는 대학 교육 개혁과 교육 모델 구축을 통해 창조권력으로서 지역과 국가를 대표하는 대학으로 우뚝 설 수 있었다는 점을 강조하며 교육 혁신에 대한 당위성을 설명했다.그는 국내 대학이 처한 문제에 대한 해결방안으로 ‘서울대 10개 만들기’ 과제를 제시하며, ‘대학 예산’과 ‘대학 브랜드’라는 두 가지의 해결 방법을 제시했다.그가 제시한 자료에 의하면 현재 서울대를 비롯한 10개 대학과 UC 10개 대학을 비교했을 때 학생 수는 비슷하지만, 교원 수와 예산 규모는 현저히 낮다. 이에 김 교수는 국립대 예산 규모를 확대할 현실적인 방안으로 정부의 3천 6백억 원 규모의 지속적인 재정투입을 통해 거점국립대 경쟁력을 SKY 수준으로 높여야 하며, 1~2년 내에 연구성과가 발생할 수 없는 만큼 10~20년을 장기적인 안목으로 투자할 수 있는 축적의 시간이 필요하다고 이야기했다.특히, 인구소멸로 위기를 겪고 있는 비수도권 지역은 대학 간 통합이 대학의 경쟁력을 높이는 가장 효과적인 방법이며, 경상대와 경남과학기술대가 통합해 ‘경상국립대학교’로 출범하며 대학 경쟁력이 크게 높아진 사례를 설명했다.또한 현재 서울대가 지닌 지위권력과 공간권력으로부터 국립대학이 자유로워야 한다는 의견을 제시하며, 서울대에 버금가거나 넘어설 수 있는 대학 브랜드를 만들어야 한다고 제시했다. 그는 바꿀 수 있다면 10개 국립대의 이름 모두를 ‘서울대’ 또는 ‘한국대’로 개칭해야 한다고 설명했다.김종영 교수는 서울대 10개 만들기를 통해 대학의 공공성 확보와 인프라의 민주주의를 실현하는 것은 물론, 대학이 창조권력으로서 한국경제를 견인할 수 있는 실천적인 정책 대안을 구축, 실행해 나가야 한다고 덧붙였다.이날 세미나에 앞서 이진숙 총장은 “‘서울대 10개 만들기’의 저자 김종영 교수 초청 세미나는 대학의 위기 상황에서 충남대와 지역사회가 나아가야 할 방향에 대해 구성원과 적극적으로 소통하고 고민하기 위해 마련했다”며, “오늘의 강연이 국립대학 협력체계 구축에 마중물이 될 수 있도록 대학 구성원과 적극적으로 소통하며 고민해 나가겠다”고 밝혔다.이날 세미나에 참석한 허태정 대전시장은 “수도권 집중화로 인해 맞이한 지역의 위기 상황에서 지역사회의 위기 극복을 위해 교육기관이 지역혁신의 역할을 하는 것에 크게 공감한다”며 “충남대가 국가 거점국립대로서 충청권의 서울대 역할을 할 수 있도록 지자체들 또한 그 뜻을 함께할 것을 말씀드린다”고 밝혔다."
238,"충남대-더본 코리아-예산군, 업무협약 체결","지역통합캠퍼스(RIC)와 지역통합교육(RIE)의 성공적 추진 위해 상호협력  충남대학교와 더본 코리아(대표 백종원), 예산군(군수 황선봉)이 지역 협력체계 구축을 통한 지역통합캠퍼스(RIC)와 지역통합교육(RIE)의 성공적인 추진을 위해 업무협약을 체결했다.충남대와 더본 코리아, 예산군은 2월 21일 오후 3시, 이진숙 총장과 백종원 대표, 황선봉 군수 등 산-관-학 관계자들이 함께한 가운데 예산군청 상황실에서 ‘충남대-더본 코리아-예산군 업무협약식’을 개최했다.이번 협약은 충남대와 더본 코리아, 예산군이 각 기관의 특장점을 활용해 지역통합캠퍼스(RIC) 집중지원, 지역통합교육(RIE)의 활성화, ESG협의체 활동을 통한 지역가치사슬 구축 및 예산지역 거주역량 강화를 위해 추진됐다. 이번 협약에 따라 각 기관은 ▲ESG 추진 협의체 연계 지역사회발전 협조 ▲학생‧예산지역주민 협조를 통한 지역사회발전 ▲도시재생 및 지역사회발전 교육 추진 등 공동의 보조를 맞추게 된다. ‘지역통합캠퍼스(RIC, Regional Integrated Campus)’는 중‧고등학생, 대학생, 재직자 등을 대상으로 다양한 지역통합교육(RIE, Regional Integrated Education)을 제공하는 프로그램으로 충남대 등 참여 기관은 진로적성 및 현장실무 교육, 지역특성화 취·창업 교육, 산업전환 대응교육, ESG연계 교육, 지역문화 이해교육 등 다양한 지역 특화 교육을 운영할 예정이다.이진숙 총장은 “더본 코리아, 예산군과의 긴밀한 협업을 통해 지역민들이 지역혁신과 국가균형발전의 마중물이 될 수 있도록 최선을 다할 예정”이라며, “이번 업무협약을 바탕으로 지역의 인재들이 지역에서 성장하고, 뿌리내릴 수 있도록 다양한 방법을 모색해 나가겠다”고 말했다. "
239,"손명훈 동문, 약사국시 수석 합격","“환자들과 소통하고, 약학적으로 도움이 되는 약사가 될 것”  약학과를 졸업한 손명훈(약학과 16학번) 동문이 약사국시를 수석 합격했다.최근 제73회 약사 국가시험 합격자가 발표된 가운데 손명훈 씨가 350점 만점에 313점(89.4점/100점 환산 기준)을 받아 대구가톨릭대학교 김우진씨와 함께 공동 수석을 차지했다.그는 시험을 준비하는 데 있어 강의 교과서와 교수님들의 교육자료가 큰 도움이 됐고, 코로나19 상황에서 소수 인원으로 구성된 스터디를 통해 학습 방법이나 팁을 공유한 덕분에 포기하지 않고, 시험에 합격할 수 있었다고 밝혔다. 손명훈 동문 “약사국시가 점점 어려워지고 있어 큰 기대를 하지 않고 응시한 시험에서 좋은 결과를 받아 기쁘다”며, “앞으로 환자들과 소통하고, 약학적으로도 도움을 줄 수 있는 약사가 되고 싶다”고 말했다.한편, 손명훈 동문은 대전 탄방동 소재 약국에서 약사로서의 꿈을 펼칠 예정이다."
240,2022년 AI/SW 아이디어경진대회 성료,"SW융합연계전공ㆍ비전공자ㆍ전공 초급자, 11명 아이디어 선정  소프트웨어중심대학사업단(단장 : 김형식 교수)이 교내 SW융합연계전공, 비전공자, 전공 초급자(1학년)를 대상으로 하는 ‘2022년 AI/SW 아이디어경진대회’를 진행하고 시상식을 개최했다.지난 2월 19일, 교내 비전공자, SW융합연계전공, 전공초급자(1학년)를 대상으로 개최된 이번 경진대회에는 1단계 Flipped Learning(32명 수강), 2단계 부트캠프 온·오프라인 22명 참가해 총 11명(대상1, 금상2, 은상3, 동상5)의 아이디어가 선정됐다.이번 경진대회의 대상은 ‘나만의 말 습관을 고치는 AI기술을 언어학에 접목한 서비스’를 제안한 감성인지소프트웨어(언어학과) 연계전공자인 촘스키(김솔, 조유미)팀이 받았다.또, 전가영(심리학과) 학생이 코로나19에 우울증을 해소하기 위해 사람의 감정을 이모티콘으로 표현한 서비스, 컴퓨터융합부 1학년인 어나더레벨(변인경, 임세빈, 최진경)팀이 디지털기기 장시간 사용자 눈건강 관리 서비스를 제안해 각각 금상을 받았다.이번 대회는 단순한 경진대회가 아닌, 학생들의 아이디어를 단계별로 발전시켜 자신의 전공과 IT기술을 접목시킴으로써 AI/SW 융합을 실현하기 위해 기획됐다.특히, 매년 이어져온 ‘SW연계전공 아이디어경진대회’를 올해는 비전공자, 초급전공자(1학년)을 대상으로 확대함으로써 더 많은 학생들이 컴퓨터에 익숙해지고, AI/SW를 자기전공과의 융합은 물론, 실생활에 적용 가능한 아이디어를 비즈니스로 쉽게 제안할 수 있도록 했다.이번 대회는 총 3단계로 나눠 진행됐으며, 1단계는 수업내용을 온라인으로 먼저 학습한 뒤 수업을 진행하는 방식인 플립러닝(Flipped Learning)을 2주간 동영상 학습, 2단계는 아이디어 부트캠프를 통해 참여 팀원 간 협업과 전문가 멘토들의 지도를 받아 아이디어 서비스 설계, UI/UX 설계, 비즈니스 모델 구현에 대한 아이디어 고도화(2월5일)를 진행했고, 3단계는 2주간의 기간 동안 완성도를 높인 아이디어의 완성도를 높여 경진대회(2월 19일) 발표가 이어졌다.소프트웨어중심대학사업단 김형식 단장은 ""이번 경진대회를 1회성 행사가 아닌, 단계적 학습을 통해 SW 초급자들도 AI/SW를 이해하고 활용할 수 있도록 기획했는데, 제시된 아이디어도 훌륭했지만 기대했던 것보다 결과의 완성도가 높아서 매우 고무적""이라고 말했다.한편, 소프트웨어중심대학사업단은 교내 융합교육확대를 위해 AI+SW+X 융복합 핵심 인재 양성을 목표로 비전공 학생들도 쉽게 자기전공에 SW를 적용해 활용할 수 있도록 코딩특강, 부트캠프, AI/SW 경진대회 등을 지원하고 있으며, 충남대 학생이면 누구나 참여할 수 있도록 학생들에게 교육과 참여의 기회를 제공하고 있다. 이하 자세한 내용은 사업단 홈페이지(http://swuniv.cnu.ac.kr) 접속을 통해 확인할 수 있다."
241,『서울대 10개 만들기』 김종영 교수 초청 세미나 개최,"‘서울대 10개 만들기-거점국립대, 어떻게 키울 것인가?’ 주제2월 22일 취봉홀, 충남대가 나아가야 할 방향 구성원 의견 공유  충남대학교가 『서울대 10개 만들기』의 저자인 경희대학교 김종영 교수를 초청해 ‘서울대 10개 만들기-거점국립대, 어떻게 키울 것인가?’를 주제로 세미나를 개최한다.충남대 기획처는 오는 2월 22일(화) 오전 10시 30분, 공과대학 1호관 취봉홀홀에서 경희대 사회학과 김종영 교수를 초청해 ‘서울대 10개 만들기-거점국립대, 어떻게 키울 것인가?’를 주제로 세미나를 개최한다. 이날 세미나는 오프라인과 온라인(Zoom) 중계, 하이브리드 형식으로 진행되며 충남대 보직자, 교직원 및 재학생이 참여한다. ‘서울대 10개 만들기-거점국립대, 어떻게 키울 것인가?’를 주제로 한 이날 세미나에서 김종영 교수는 전국 10개 국가거점국립대학교를 서울대와 같은 세계적인 대학으로 육성할 수 있도록 선택과 집중을 해야 하고, 충남대와 같은 거점국립대학들 역시 스스로 대학의 경쟁력을 높이기 위한 다양한 노력을 해야 한다고 설명할 예정이다. 이번 세미나는 학령 인구 감소 등 지방대학의 위기 상황에서 거점국립대학교인 충남대가 나아가야 할 방향에 대해 대학 구성원과 의견을 나누고 적극적으로 소통하기 위해 기획됐다. 김종영 교수는 『서울대 10개 만들기(살림터, 2021)』를 통해 서울이라는 ‘공간 병목’과 학벌이라는 ‘지위 병목’을 해결하기 위해 국가거점국립대학교 중심으로 대학의 구조조정을 이룬 뒤, 이들 대학을 서울대 수준을 격상해야 한다고 제안했다. 한편, 충남대를 비롯한 국가거점국립대학교총장협의회는 지난 2월 9일, 국회 소통관에서 기자회견을 갖고 거점국립대학교를 서울대 수준의 연구중심대학으로 육성하는 ‘서울대 10개 만들기’ 내용을 골자로 한 고등교육 20대 대선공약을 제안하기도 했다. -문의 : 기획평가과, 821-6194-Zoom : https://cnu-ac-kr.zoom.us/j/3488498083"
242,"김필동 교수, 장학기금 기부","""학생들의 학업에 보탬이 되길""  사회과학대학 사회학과 김필동 교수가 학생들의 학업에 보탬이 되길 바란다며 장학기금 1,000만 원을 기부했다.김필동 교수는 2월 17일 오후 2시, 이진숙 총장을 방문해 사회학과 장학기금 1,000만 원을 전달했다.김필동 교수는 “지금까지 사회학과 교수님들과 함께 월급에서 조금씩 발전기금을 기부해왔지만 정년 퇴임을 맞이해 학생들을 위한 장학기금을 기부하게 됐다""며, ""퇴임 후에도 사회학과와 충남대학교 발전에 관심을 갖고 지원을 아끼지 않겠다”고 말했다.한편, 김필동 교수는 지난 1983년 11월부터 지금까지 약 39년간 충남대에 재직했으며, 이번 달 28일에 정년 퇴임을 앞두고 있다."
243,"LINC+사업단, ‘2021 하반기 CNU-MIC 창의인재 인증식’ 개최","멘토링, 인턴십, 캡스톤디자인 모두 이수, 창의인재 122명 배출  122명의 재학생들이 ‘CNU-MIC 창의인재’로 인증받았다.LINC+사업단(단장 김동욱)과 인재개발원(원장 윤대현)은 2월 17일 오후 3시, 인재개발원 마루빌에서 단과대학 대표 학생 및 캡스톤디자인 담당 교수가 참석한 가운데 ‘2021 하반기 CNU-MIC 창의인재 인증식’을 개최했다.CNU-MIC(Mentoring-Internship-Capstone, 상표등록: 401571977) 창의인재 인증은 산학협력 활성화를 위한 멘토링과 인턴십, 그리고 캡스톤디자인 교과목을 통해 학생들의 취업과 창업을 지원하는 충남대학교의 선순환 산학연계 프로그램이다.CNU-MIC 창의인재 인증을 받은 학생들은 분야별 전문가, 기업인 등이 학생과 함께 참여해 문제를 해결하는 멘토링, 산업체에서 4주 이상 직무수행을 하며 현장 능력을 익히는 인턴십, 인턴십에서 발굴한 산업체 문제를 해결하는 캡스톤디자인 교과목을 단계적으로 성실히 이수해, 충남대학교 총장 명의의 인증서를 받았다.참여 학생들은 수업과 현장에서 배운 지식을 토대로 문제해결 능력, 팀워크 및 의사소통 역량을 배양하는 한편, 취업과 창업에 필요한 역량을 갖출 것으로 기대되고 있다. 이날 인증을 받은 박예은(언론정보학과) 학생은 “CNU-MIC 창의인재 인증 간 캡스톤디자인과 현장실습을 통해 값지고, 뜻깊은 경험을 할 수 있었다”며, “많은 재학생이 이번 프로그램에 참여하길 적극 추천한다”고 말했다.한편, LINC+사업단은 LINC+후속 사업인 LINC3.0에서 MIC와 더불어 창업(Start-up)을 주도하고, 글로벌 마인드를 가진 융합창의인재 MICS-CnU(믹스 씨앤유)로 확대·운영할 계획이라고 밝혔다."
244,"분석과학기술대학원, 온라인 역량강화교육 개최","신입생 및 재학생 대상 분석장비 전문가 교육 진행  분석과학기술대학원(원장 안현주)이 분석장비 전문가를 희망하는 예비 신입생과 재학생들의 역량강화를 위한 온라인 교육을 개최했다.분석과학기술대학원은 2월 14일부터 17일까지 2022학년도 예비 신입생과 재학생이 참석한 가운데 최근 분석기술 동향과 동문 특강을 담은 역량강화교육을 온라인으로 진행했다.이번 교육에서는 분석전문가 기본교육(교과목과 연구실 소개, 특허, 영어발표 기술 등)과 학업에 필요한 분석장비(HPLC/GS, ICP-AES/ICP-MS) 활용기술교육 및 소형 장비개발 특강이 이어졌다.또, 동문 특강에는 윤소정(KBSI), 정태현(부경대), 서정아(셀트리온), 윤재경(애질런트) 등 대학원 졸업생이 참석해 대학원 생활, 취업준비, 취업 후 회사생활 등을 공유하며, 앞으로의 진로와 비전을 함께 고민했다.분석과학기술대학원 안현주 원장은 “이번 역량강화교육이 분석장비 전문가 양성을 위한 시발점으로 학생들의 미래 설계를 위한 도움이 되길 희망한다”며, ""앞으로도 재학생의 역령강화를 위한 다양한 교육과 실습 프로그램을 진행할 예정""이라고 밝혔다.한편, 충남대 분석과학기술대학원은 2014년 9월부터 연구장비엔지니어양성사업을 통해 분석과학기술 분야 석·박사 전문인력을 양성하고 있으며, 현장 중심형 교육으로 세계적인 분석장비 전문가 양성에 매진하고 있다."
245,"이재범 교수 공동연구팀, ‘Nano Today’ 논문 게재","무기발광소재에서의 멀티컬러 발광 메커니즘을 세계 최초로 규명  자연과학대학 화학과 이재범 교수 연구팀은 부산대, 연세대 세브란스병원, 한국기초과학지원연구원, 경희대, 미시간대학과의 공동연구를 통해 단일 크기의 입자에서 입사 빛의 파장에 따라 다른 형광을 발광하는 양자점(FeSe, 셀렌화철)을 합성함으로써 무기발광소재에서의 멀티컬러 발광 메커니즘을 세계 최초로 규명했다.이번 연구는 나노과학기술 분야의 세계적 학술지인 ‘Nano Today’(IF: 20.722)에 2월 12일 온라인판으로 게재됐으며, 화학과 이재범 교수는 교신저자, 권준영 박사는 제1저자로 참여했다.(논문 제목: Excitation-dependent emissive FeSe nanoparticles induced by chiral interlayer expansion and their multi-color bio-imaging)연구팀이 주목한 ‘양자점’은 직경에 따른 양자구속효과(quantum confinement)에 의해 발광 컬러가 달라지는 반도체 나노물질을 일컫는다. 이번 연구에서 이재범 교수 연구팀은 기존 양자점의 직경으로 발광파장을 조절하는 방법과 다르게 외부광의 파장에 따라 같은 크기의 양자점의 발광파장이 현저히 달라지는 특성을 무기나노물질에서 확인했다. 연구팀은 이번 현상의 메커니즘을 밝히기 위해 전자현미경 및 광학 분석을 수행했고, 밀도범함수 이론 기반 계산과 분자동역학 시뮬레이션을 수행했다. 그 결과, 원자층이 겹겹이 쌓여 있는 구조를 가진 ‘셀렌화철 양자점’은 Fe-3d 오비탈에 의한 모트절연체(Mott insulator)의 특성을 띠고, 이 때문에 띠끝(band edge)에 국부화된 전자상태를 만듦으로써 여기된 전자의 이완이 방해되게 된다는 것을 확인했다. 이에 연구팀은 여러 가지 표면안정제를 도입해 셀렌화철의 층간 팽창정도를 조절함으로써 멀티컬러 발광 정도를 조절하는데 성공했다. 이번 연구 결과는 지금까지 종종 보고됐던 유기물 기반 멀티컬러 발광현상의 매커니즘과는 다르게 무기발광소재에서 처음으로 새로운 매커니즘을 제시한 연구 결과다.이재범 교수는 “셀렌화철 양자점의 바이오 이미징 분야에 응용 가능성을 보여주기 위해 실제적으로 양자점을 통한 뇌조직 이미징을 시도함으로써 다양한 파장의 입사광에서 멀티컬러 발광을 보여 줬다”며, “개발된 멀티컬러 무기 양자점소재를 이용해 새로운 디스플레이 소재를 만드는데 기여할 원천재료로 사용 가능성도 기대할 수 있다”고 밝혔다.이번 연구는 정부(과학기술정보통신부, 보건복지부)의 재원으로 한국연구재단과 한국보건산업진흥원의 지원(NRF-2019K1A3A1A18116066, 2019R1A2C2007825, 2015M3D1A1070609, 2021R1A5A1032937, HI19C0754)을 받아 수행됐고, 중소기업부 소재부품장비 원천기술개발 과제로 대량생산 공정을 개발 중이다. 논문 링크 : https://doi.org/10.1016/j.nantod.2022.101424"
246,"건축공학과 BK21 사업단, 국제 세미나 성료","'BK4 International Seminar for Advanced Building Technology' 개최 공과대학 건축공학과 BK21 사업단 ‘사회기반시설 재난대응형 혁신인재양성 교육연구팀’이 2월 15일~16일, 양일간 온·오프라인 국제세미나 ‘BK4 International Seminar for Advanced Building Technology’를 개최했다. 융복합과학원의 CIT 국제공동연구 지원사업의 일환으로 진행된 이번 국제세미나는 일본, 싱가포르, 영국, 한국 총 4개국의 전문가가 참여했으며, 충남대 BK21 사업팀 단일 규모 학술 세미나 중 최대 규모로 진행됐다.이날 세미나에서는 CIT 국제공동연구과제 MOU 체결, 대학 해외석학 등 국내·외 전문가가 발표 및 토론이 이어졌다.한편, ‘사회기반시설 재난대응형 혁신인재양성 교육연구팀’은 4IR 융합 연구기반 안전사회 구축이라는 비전을 가지고 사회기반시설 재난대응형 혁신인재양성이라는 목표를 달성하기 위해 노력하고 있다.사회기반시설 재난대응형 혁신인재양성 교육연구팀 김규용 교수는 ""활발한 국제공동연구를 진행함으로서 충남대의 발전계획인 미래인재양성에 이바지하겠다""고 말했다."
247,"사범대학, ‘SCP 선도협력학교 성과 콜로키움’ 개최","SCP 선도협력학교 성과 보고 및 공유의 장 마련  사범대학(학장 최유현)이 2021학년도 SCP 선도협력학교 25개교의 협력 프로그램 운영 성과를 공유하고, 2022학년도 프로그램 내실과 활성화를 위한 콜로키움을 개최했다. 사범대학은 2월 15일 오후 4시, 이진숙 총장, 대전광역시교육청 설동호 교육감, 교육부 홍기석 학교혁신정책관 및 선도협력학교 학교장과 담당 교사가 함께한 가운데 글로벌인재양선센터에서 ‘SCP 선도협력학교 성과 콜로키움’을 개최했다. 이번 콜로키움에서는 채홍준 교육부 교원양성연수과장의 ‘초․중등 교원양성체제 발전방안’ 발표를 시작으로, 최유현 사범대학장의 ‘2021년도 SCP 선도협력학교 운영 성과와 과제’ 발표가 이어졌으며, 선도협력학교 4개교의 운영 사례 발표가 진행됐다.‘SCP 선도협력학교’는 학교와 대학의 파트너십(School-College Partnership)을 기초로 초․중․고등학생들의 학습 역량 및 사범대학생들의 교사 역량을 증진시키는 동시에 현장 교원 및 사범대학 교수간의 다양한 지원과 교류 활동을 선도적으로 실천하는 프로그램이다. 사범대학은 이날 콜로키움에 앞서 대전 오류초등학교, 대전 장대중학교와의 신규 SCP 선도협력학교 협약을 체결했으며, 이에 따라 2022년 SCP 선도협력학교 프로그램에는 총 27개 초․중․고등학교가 참여한다.이진숙 총장은 “이번 SCP 선도협력학교 프로그램을 통해 우수 교원의 교육 역량 개발을 촉진하고, 협력학교 학생들에게 수준 높은 교육과 다양한 학습 기회를 제공할 수 있었다”며, “국가 거점국립대학교로서 SCP 선도협력학교 참여 학교와 미래 교육에 대한 대응력을 강화할 수 있도록 적극적인 협력을 이어나가겠다”고 밝혔다."
248,"윤순길 교수팀, ‘ACS Sustainable Chemistry & Engineering’ 논문 게재","항균, 고 투명도, 저 반사도, 침수 저항성 갖는 SiZnO 박막 증착 공정 개발 공과대학 신소재공학과 윤순길 교수팀이 스마트폰 유리에 번식하는 박테리아를 제거할 수 있는 박막 소재로서 항균, 고 투명도, 저 반사도, 침수시 저항성을 갖는 SiZnO 박막 증착 공정을 개발했다.이번 연구결과는 화학 분야의 세계적 과학저널인 ACS Sustainable Chemistry & Engineering (IF: 8.198)에 2월 14일 온라인 게재됐으며, 연구 성과를 인정받아 표지 논문으로 선정됐다. (논문제목: Antireflective, Transparent, Water-Resistance, and Antibacterial Zn-doped Silicon Oxide Thin Films for Touchscreen-Based Display Applications (Vol. 20, 2136-2147, 2022)) 현재 사용되는 스마트폰 유리에는 대장균, 포도상구균과 같은 박테리아를 박멸할 수 있는 항균 기능이 없어 스마트폰을 이용하는 많은 사람이 해로운 박테리아로부터 노출돼 있다.이에 연구팀은 세계 최초로 항균 기능과 더불어 스마트폰 유리의 제반 특성(투명도, 저 반사도, 방수기능)을 만족할 수 있는 스마트폰 유리 개발에 성공했다.이번 연구에서는 ‘SiO2(유리 성분)’에 ‘Zn(항균 특성)’을 도핑하는 소재를 약 30nm 두께로 박막 공정을 통해 증착함으로써 스마트폰 유리에 항균 기능과 제반 특성을 모두 부여했다. 윤순길 교수는 “이번에 개발된 스마트폰 SiZnO 박막 기술이 상용화되면 항균 기능과 제반 특성에 힘입어 수요가 급증할 것으로 판단된다”고 밝혔다."
