,국가,대학교명,번역,분류,번역_전처리,5분류,요약
106,한국,Kyungpook,보건대학원이 대구중구치매구호센터로부터 '치매예방대학'으로 선정됐다. 보건복지부와 경북대학교 보건대학원이 주관하는 대구 8개 치매구호센터 중 첫 번째,3,보건대학원이 대구 중구 치매 구호센터로부터 치매 예방대학으로 선정됐다. 보건복지부와 경북대학교 보건대학원이 주관하는 대구 8개 치매 구호센터 중 첫 번째,1,보건대학원이 대구 중구 치매 구호센터로부터 치매 예방대학으로 선정됐다. 보건복지부와 경북대학교 보건대학원이 주관하는 대구 8개 치매 구호센터 중 첫 번째
15,한국,Kangwon,대학 구성원 및 지역사회 대상 취‧창업을 위한 대학 공간 제공,1,대학 구성원 및 지역사회 대상 취창업을 위한 대학 공간 제공,1,대학 구성원 및 지역사회 대상 취창업을 위한 대학 공간 제공
94,한국,Kyungpook,"경북대학교 도서관이 '대구/경북 거점도서관 비전선포식'으로 거듭났다. 기념식은 대학 교육 및 연구 지원의 핵심 기관이 되겠다는 경북대학교 도서관의 의지를 보여주었다. 현재 도서관은 지식기반사회에서 교육문화시설이자 커뮤니티 지식정보센터의 역할도 겸하고 있다. 경북대학교 도서관은 1982년에 건립되어 2000년과 2017년에 증축되었습니다. 장서 330만 권, 이용자 수 150만 명으로 전국에서 세 번째로 큰 대학입니다.",4,"경북대학교 도서관이 대구경북 거점도서관 비전 선포식으로 거듭났다. 기념식은 대학교육 및 연구지원의 핵심기관이 되겠다는 경북대학교 도서관의 의지를 보여주었다.현재도서관은 지식기반사회에서 교육문화시설이자 커뮤니티 지식정보센터의 역할도 겸하고 있다. 경북대학교 도서관은 1982년에 건립되어 2000년과 2017년에 증축되었습니다.장서 330만권, 이용자 수 150만명으로 전국에서 세 번째로 큰 대학입니다.",1, 지식기반사회에서 교육문화시설이자 커뮤니티 지식정보센터의 역할도 겸하고 있다. 경북대학교 도서관은 1982년에 건립되어 2000년과 2017년에 증축되었습니다
108,한국,Kyungpook,"경북대학교 도서관이 '대구/경북 거점도서관 비전선포식'으로 거듭났다. 기념식은 대학 교육 및 연구 지원의 핵심 기관이 되겠다는 경북대학교 도서관의 의지를 보여주었다. 현재 도서관은 지식기반사회에서 교육문화시설이자 커뮤니티 지식정보센터의 역할도 겸하고 있다. 경북대학교 도서관은 1982년에 건립되어 2000년과 2017년에 증축되었습니다. 장서 330만 권, 이용자 수 150만 명으로 전국에서 세 번째로 큰 대학입니다.",4,"경북대학교 도서관이 대구경북 거점도서관 비전 선포식으로 거듭났다. 기념식은 대학교육 및 연구지원의 핵심기관이 되겠다는 경북대학교 도서관의 의지를 보여주었다.현재도서관은 지식기반사회에서 교육문화시설이자 커뮤니티 지식정보센터의 역할도 겸하고 있다. 경북대학교 도서관은 1982년에 건립되어 2000년과 2017년에 증축되었습니다.장서 330만권, 이용자 수 150만명으로 전국에서 세 번째로 큰 대학입니다.",1, 지식기반사회에서 교육문화시설이자 커뮤니티 지식정보센터의 역할도 겸하고 있다. 경북대학교 도서관은 1982년에 건립되어 2000년과 2017년에 증축되었습니다
65,한국,Kangwon,"학내 구성원 및 지역주민 대상 미술, 음악, 스포츠 등 다양한 분야의 교육과정 제공",4,"학내 구성원 및 지역주민 대상 미술, 음악, 스포츠 등 다양한 분야의 교육과정 제공",1,"학내 구성원 및 지역주민 대상 미술, 음악, 스포츠 등 다양한 분야의 교육과정 제공"
34,한국,Kangwon,지역주민 대상 교육‧체험시설 제공,2,지역주민 대상 교육체험시설 제공,1,지역주민 대상 교육체험시설 제공
26,한국,Kangwon,캠퍼스와 도계 시내 간 통학을 돕기 위해 학생들에게 매월 통학권 배부,1,캠퍼스와도계시내 간 통학을 돕기 위해 학생들에게 매월 통학권 배부,1,캠퍼스와도계시내 간 통학을 돕기 위해 학생들에게 매월 통학권 배부
25,한국,Kangwon,캠퍼스와 시내 간 통학버스 운행을 통한 이동 편의 제공,1,캠퍼스와 시내 간 통학버스 운행을 통한 이동 편의 제공,1,캠퍼스와 시내 간 통학버스 운행을 통한 이동 편의 제공
13,한국,Kangwon,빈곤‧국제기구‧개발정책 교육을 통한 국제개발협력 분야 전문 인력 양성,1,빈곤국제기구 개발정책 교육을 통한 국제개발협력 분야 전문인력 양성,1,빈곤국제기구 개발정책 교육을 통한 국제개발협력 분야 전문인력 양성
83,한국,Kangwon,각 학과별 여성 지원자와 입학자 수 수록,5,각 학과별 여성 지원자와 입학자 수수록,1,각 학과별 여성 지원자와 입학자 수수록
66,한국,Kangwon,"학내 구성원 및 지역주민 대상 영어, 프랑스어, 중국어 등의 외국어 강좌 제공",4,"학내 구성원 및 지역주민 대상 영어, 프랑스어, 중국어 등의 외국어 강좌 제공",1,"학내 구성원 및 지역주민 대상 영어, 프랑스어, 중국어 등의 외국어 강좌 제공"
30,한국,Kangwon,경제적 부담 완화를 위한 저소득층 학생 대상 기숙사비（관리비+식비） 지원,2,경제적 부담 완화를 위한 저소득층 학생 대상 기숙사비 관리비식비 지원,1,경제적 부담 완화를 위한 저소득층 학생 대상 기숙사비 관리비식비 지원
22,한국,Kangwon,경제적 부담 완화를 위한 저소득층 학생 대상 기숙사비（관리비+식비） 지원,1,경제적 부담 완화를 위한 저소득층 학생 대상 기숙사비 관리비식비 지원,1,경제적 부담 완화를 위한 저소득층 학생 대상 기숙사비 관리비식비 지원
27,한국,Kangwon,식당마다 전문 영양사를 배치하여 양질의 건강한 식단 구성,2,식당마다 전문 영양사를 배치하여 양질의 건강한 식단 구성,1,식당마다 전문 영양사를 배치하여 양질의 건강한 식단 구성
64,한국,Kangwon,농업분야의 경쟁력을 갖춘 전문인력 양성을 위한 교육 제공,4,농업분야의 경쟁력을 갖춘 전문인력 양성을 위한 교육제공,1,농업분야의 경쟁력을 갖춘 전문인력 양성을 위한 교육제공
31,한국,Kangwon,농업분야의 경쟁력을 갖춘 전문인력 양성을 위한 교육 제공,2,농업분야의 경쟁력을 갖춘 전문인력 양성을 위한 교육제공,1,농업분야의 경쟁력을 갖춘 전문인력 양성을 위한 교육제공
67,한국,Kangwon,온라인 교양 및 전공 강좌를 제공하여 모든 수요자의 교육 접근성 제고,4,온라인 교양 및 전공 강좌를 제공하여 모든 수요자의 교육 접근성 제고,1,온라인 교양 및 전공 강좌를 제공하여 모든 수요자의 교육 접근성 제고
14,한국,Kangwon,빈곤과 개발협력 관련 사례 연구를 통한 국제개발에 대한 이해와 관심 제고,1,빈곤과 개발협력 관련 사례연구를 통한 국제개발에 대한 이해와 관심 제고,1,빈곤과 개발협력 관련 사례연구를 통한 국제개발에 대한 이해와 관심 제고
72,한국,Kangwon,전임교원 신규임용지침에 근거하여 여성교원의 우선 채용 보장,5,전임교원 신규 임용지침에 근거하여 여성교원의 우선 채용보장,1,전임교원 신규 임용지침에 근거하여 여성교원의 우선 채용보장
81,한국,Kangwon,여직원 및 여학생이 사용가능한 휴게실을 마련하여 편의 제공,5,여직원 및 여학생이 사용 가능한 휴게실을 마련하여 편의 제공,1,여직원 및 여학생이 사용 가능한 휴게실을 마련하여 편의 제공
35,한국,Kangwon,"지역주민 대상 숲 해설, 학술림 탐방, 목공체험 제공",2,"지역주민 대상 숲해설, 학술림 탐방, 목공체험 제공",1,"지역주민 대상 숲해설, 학술림 탐방, 목공체험 제공"
71,한국,Kangwon,교수회 규정에 근거하여 부회장 임원에 대한 참여 보장,5,교수회 규정에 근거하여 부회장 임원에 대한 참여 보장,1,교수회 규정에 근거하여 부회장 임원에 대한 참여 보장
21,한국,Kangwon,경제적 부담 완화를 위한 저소득층 학생 대상 학업장려금 지원,1,경제적 부담 완화를 위한 저소득층 학생 대상 학업장려금 지원,1,경제적 부담 완화를 위한 저소득층 학생 대상 학업장려금 지원
75,한국,Kangwon,여후보생 선발 시범대학으로 선정되어 지속적인 여후보생 선발 진행,5,여 후보생 선발 시범대학으로 선정되어 지속적인 여 후보생 선발 진행,1,여 후보생 선발 시범대학으로 선정되어 지속적인 여 후보생 선발 진행
46,한국,Kangwon,심폐소생술 실습 등으로 지역주민에게 응급처치 방법 전달,3,심폐소생술 실습 등으로 지역주민에게 응급처치 방법 전달,1,심폐소생술 실습 등으로 지역주민에게 응급처치 방법 전달
1,한국,Seoul,구성원의 식사/기아 문제 해결 - “천원의 식사” ∙서울대학교에서는 재학생 대상으로 ‘천원의 식사’ 코너를 운영하여 저소득층 학생들의 식비 부담을 줄이고 건강 향상에 기여하고 있습니다. ‘천원의 식사’는 가격에 비해 양질의 식사를 제공하여 구성원에게 인기가 높습니다. 학교 생협 직영 식당 6개소에서는 건강하고 저렴한 음식을 제공하기 위해 구성원들에게 식비 가격을 기준 가격보다 할인해 주고 있습니다.,2,구성원의 식사기아 문제 해결 천원의 식사서울대학교에서는 재학생 대상으로 천원의 식사코너를 운영하여 저소득층 학생들의 식비 부담을 줄이고 건강 향상에 기여하고 있습니다. 천 원의 식사는 가격에 비해 양질의 식사를 제공하여 구성원에게 인기가 높습니다. 학교생협 직영식당 6개소에서는 건강하고 저렴한 음식을 제공하기 위해 구성원들에게 식비가격을 기준가격보다 할인해주고 있습니다.,1,구성원의 식사기아 문제 해결 천원의 식사서울대학교에서는 재학생 대상으로 천원의 식사코너를 운영하여 저소득층 학생들의 식비 부담을 줄이고 건강 향상에 기여하고 있습니다. 천 원의 식사는 가격에 비해 양질의 식사를 제공하여 구성원에게 인기가 높습니다. 학교생협 직영식당 6개소에서는 건강하고 저렴한 음식을 제공하기 위해 구성원들에게 식비가격을 기준가격보다 할인해주고 있습니다.
52,한국,Kangwon,전문 상담을 통한 학교생활 어려움 및 심리문제 해소,3,전문상담을 통한 학교생활 어려움 및 심리 문제 해소,1,전문상담을 통한 학교생활 어려움 및 심리 문제 해소
74,한국,Kangwon,학칙에 근거하여 휴학사유를 증빙할 경우 학생의 임신‧출산‧육아에 따른 휴학 허가,5,학칙에 근거하여 휴학사유를 증빙할 경우 학생의 임신 출산 육아에 따른 휴학허가,1,학칙에 근거하여 휴학사유를 증빙할 경우 학생의 임신 출산 육아에 따른 휴학허가
78,한국,Kangwon,여성 교원의 권익 보호 및 양성평등 실현 도모를 위한 여교수회 운영,5,여성교원의 권익보호 및 양성평등 실현도모를 위한 여교수회 운영,1,여성교원의 권익보호 및 양성평등 실현도모를 위한 여교수회 운영
17,한국,Kangwon,외국인 학생의 언어소통능력 향상을 위한 한국어 학습 봉사활동 진행,1,외국인 학생의 언어 소통 능력 향상을 위한 한국어 학습 봉사활동 진행,1,외국인 학생의 언어 소통 능력 향상을 위한 한국어 학습 봉사활동 진행
48,한국,Kangwon,"의료봉사, 결핵검사 등의 지역주민 대상 봉사활동 진행",3,"의료봉사, 결핵검사 등의 지역주민 대상 봉사활동 진행",1,"의료봉사, 결핵검사 등의 지역주민 대상 봉사활동 진행"
8,한국,Seoul,"지역사회 교육 프로그램
∙ 중앙도서관과 규장각, 평생교육원을 중심으로 대중에게 개방되는 공개 강의와 지역사회를 위한 교육 행사가 정기적으로 진행되고 있습니다. 
∙ ‘문화가 함께하는 도서관’ 프로그램을 통해 미술전시회, 북콘서트, 음악회, 명사초청 강연, 별빛 영화제 등 복합문화 공간으로서의 도서관 역할을 강화하고 있습니다. 
규장각 금요 시민강좌를 통해 일반시민들이 한국학에
관한 전문 강의를 접할 기회를 제공합니다. 지역사회
고교생 체험 캠프는 휴먼 라이브러리, 고문헌 전시자
료와 도서관 투어, 명사특강 등으로 구성한 프로그램으
로 매년 100명 정도의 고등학생들이 참여하고 있습니
다. 인권센터는 주제를 달리한 인권강좌를 주최해 학
내 외 전문가들에게 심도 있는 강의를 제공합니다.",4,"지역사회교육 프로그램 중앙도서관과 규장각, 평생교육원을 중심으로 대중에게 개방되는 공개강의와 지역사회를 위한 교육행사가 정기적으로 진행되고 있습니다.문화가 함께하는 도서관 프로그램을 통해 미술 전시회, 북콘서트, 음악회, 명사 초청 강연, 별빛영화제 등 복합문화공간으로서의 도서관 역할을 강화하고 있습니다. 규장각 금요시민 강좌를 통해 일반 시민들이 한국학에 관한 전문 강의를 접할 기회를 제공합니다.지역사회 고교생 체험캠프는 휴먼 라이브러리 , 고문헌 전시 자료와 도서관 투어, 명사특강 등으로 구성한 프로그램으로 매년 100명 정도의 고등학생들이 참여하고 있습니다. 인권센터는 주제를 달리한 인권 강좌를 주최해 학내외 전문가들에게 심도 있는 강의를 제공합니다.",1," 함께하는 도서관 프로그램을 통해 미술 전시회, 북콘서트, 음악회, 명사 초청 강연, 별빛영화제 등 복합문화공간으로서의 도서관 역할을 강화하고 있습니다. 규장각 금요시민 강좌를 통해 일반 시민들이 한국학에 관한 전문 강의를 접할 기회를 제공합니다"
9,한국,Seoul,"지역사회 교육 봉사
∙ 서울대학교 글로벌사회공헌단을 중심으로 지역사회와
국제사회에 도움이 되는 사회공헌 활동과 봉사활동을
수행하며, 사회공헌형 교과는 캠퍼스 중심 교육을 탈피
하여 취약계층을 위한 활동에 전공이론을 접목하여 사
회공헌을 실천하고 있습니다. 
∙ ‘골뱅이 어울림 학교’는 지역사회 발달장애아동을 대상
으로 요리, 음악, 체육 등 주말학교 프로그램 운영으로
사회적 약자를 이해하고 어울림을 추구합니다. 
∙ ‘프로네시스 나눔 실천단’은 교육소외지역의 고등학생들
에게 양질의 교육 프로그램을 무상으로 제공합니다. 
∙ ‘샤눔 다문화 공헌단‘은 다양한 국적과 다문화적 배경
을 가진 학생들이 다문화 관련 지역사회 나눔을 실천
합니다.",4,"지역사회교육봉사 서울대학교 글로벌사회공헌단을 중심으로 지역사회와 국제사회에 도움이 되는 사회공헌활동과 봉사활동을 수행하며, 사회공헌형 교과는 캠퍼스 중심 교육을 탈피하여 취약계층을 위한 활동에 전공이론을 접목하여 사회공헌을 실천하고 있습니다. 골뱅이어울림학교는 지역사회 발달장애아동을 대상으로 요리, 음악, 체육 등 주말학교 프로그램 운영으로 사회적 약자를 이해하고 어울림을 추구합니다. 프로네시스나눔 실천단은 교육 소외지역의 고등학생 들에게 양질의 교육 프로그램을 무상으로 제공합니다.샤눔다문화 공헌단은 다양한 국적과 다문화적 배경을 가진 학생들이 다문화 관련 지역사회 나눔을 실천합니다.",1, 공헌단은 다양한 국적과 다문화적 배경을 가진 학생들이 다문화 관련 지역사회 나눔을 실천합니다.
63,한국,Kangwon,지역의 우수한 영재를 발굴하여 전문 교육 제공을 통한 진로탐색 지원,4,지역의 우수한 영재를 발굴하여 전문교육 제공을 통한 진로탐색 지원,1,지역의 우수한 영재를 발굴하여 전문교육 제공을 통한 진로탐색 지원
45,한국,Kangwon,흡연과 성매개감염에 대한 전문 의료진의 교육 제공,3,흡연과 성매개 감염에 대한 전문 의료진의 교육 제공,1,흡연과 성매개 감염에 대한 전문 의료진의 교육 제공
44,한국,Kangwon,성범죄 관련 예방방법 안내를 통한 교내 성범죄 발생 감소 노력,3,성범죄 관련 예방 방법 안내를 통한 교내 성범죄 발생 감소 노력,1,성범죄 관련 예방 방법 안내를 통한 교내 성범죄 발생 감소 노력
93,한국,Kyungpook,"군위군과 경북대학교 칠곡병원은 2017년 국민건강증진을 위한 협약을 체결하고 지역주민 100여명이 가정의학과, 방사선과, 재활의학과, 검사의학과 등 의료서비스를 받았다. 경북대학교 칠곡병원 직원들도 군위군을 방문해 지역 주민들에게 무료 의료 서비스를 제공했다. 군위군민에게 양질의 보건의료 서비스를 제공하기 위해 협력적 진료 분위기에서 지식과 자원, 경험을 적극적으로 공유하고 있습니다.",3,"군위군과 경북대학교 칠곡병원은 2017년 국민건강증진을 위한 협약을 체결하고 지역주민 100여명이 가정의학과, 방사선과, 재활의학과, 검사의학과 등 의료서비스를 받았다. 경북대학교 칠곡병원 직원들도 군위군을 방문해 지역주민들에게 무료 의료서비스를 제공했다.군위군민에게 양질의 보건의료서비스를 제공하기 위해 협력적 진료 분위기에서 지식과 자원, 경험을 적극적으로 공유하고 있습니다.",1," 양질의 보건의료서비스를 제공하기 위해 협력적 진료 분위기에서 지식과 자원, 경험을 적극적으로 공유하고 있습니다."
107,한국,Kyungpook,"군위군과 경북대학교 칠곡병원은 2017년 국민건강증진을 위한 협약을 체결하고 지역주민 100여명이 가정의학과, 방사선과, 재활의학과, 검사의학과 등 의료서비스를 받았다. 경북대학교 칠곡병원 직원들도 군위군을 방문해 지역 주민들에게 무료 의료 서비스를 제공했다. 군위군민에게 양질의 보건의료 서비스를 제공하기 위해 협력적 진료 분위기에서 지식과 자원, 경험을 적극적으로 공유하고 있습니다.",3,"군위군과 경북대학교 칠곡병원은 2017년 국민건강증진을 위한 협약을 체결하고 지역주민 100여명이 가정의학과, 방사선과, 재활의학과, 검사의학과 등 의료서비스를 받았다. 경북대학교 칠곡병원 직원들도 군위군을 방문해 지역주민들에게 무료 의료서비스를 제공했다.군위군민에게 양질의 보건의료서비스를 제공하기 위해 협력적 진료 분위기에서 지식과 자원, 경험을 적극적으로 공유하고 있습니다.",1," 양질의 보건의료서비스를 제공하기 위해 협력적 진료 분위기에서 지식과 자원, 경험을 적극적으로 공유하고 있습니다."
57,한국,Kangwon,"지역의 경력단절 및 미취업자, 청년 대상 강사 양성과정 운영",4,"지역의 경력단절 및 미취업자, 청년대상 강사 양성과정 운영",1,"지역의 경력단절 및 미취업자, 청년대상 강사 양성과정 운영"
23,한국,Kangwon,"기초생활수급자, 차상위 계층 학생 및 장애학생 주거문제 해소를 위한 생활관 우선 선발",1,"기초생활수급자, 차상위계층 학생 및 장애학생 주거문제 해소를 위한 생활관 우선 선발",1,"기초생활수급자, 차상위계층 학생 및 장애학생 주거문제 해소를 위한 생활관 우선 선발"
105,한국,Kyungpook,"치과의사를 지정하여 어린이들의 치과검진을 실시하고, 치과대학 동문회는 어린이들에게 정기적인 구강관리 교육과 치과사업 활성화를 위해 치아건강증진을 위한 기금을 조성한다. 케어.",3,"치과의사를 지정하여 어린이들의 치과 검진을 실시하고, 치과대학 동문회는 어린이들에게 정기적인 구강관리 교육과 치과사업 활성화를 위해 치아 건강증진을 위한 기금을 조성한다.케어.",1,"치과의사를 지정하여 어린이들의 치과 검진을 실시하고, 치과대학 동문회는 어린이들에게 정기적인 구강관리 교육과 치과사업 활성화를 위해 치아 건강증진을 위한 기금을 조성한다"
91,한국,Kyungpook,"치과의사를 지정하여 어린이들의 치과검진을 실시하고, 치과대학 동문회는 어린이들에게 정기적인 구강관리 교육과 치과사업 활성화를 위해 치아건강증진을 위한 기금을 조성한다. 케어.",3,"치과의사를 지정하여 어린이들의 치과 검진을 실시하고, 치과대학 동문회는 어린이들에게 정기적인 구강관리 교육과 치과사업 활성화를 위해 치아 건강증진을 위한 기금을 조성한다.케어.",1,"치과의사를 지정하여 어린이들의 치과 검진을 실시하고, 치과대학 동문회는 어린이들에게 정기적인 구강관리 교육과 치과사업 활성화를 위해 치아 건강증진을 위한 기금을 조성한다"
50,한국,Kangwon,건물 및 휴게공간에 금연 구역 표지판 부착,3,건물 및 휴게공간에 금연구역 표지판 부착,1,건물 및 휴게공간에 금연구역 표지판 부착
69,한국,Kangwon,"여성교원 대표성과 위상도, 양성평등 구현노력을 평가 받아 우수대학 선정",5,"여성교원 대표성과 위상도, 양성평등 구현 노력을 평가받아 우수 대학 선정",1,"여성교원 대표성과 위상도, 양성평등 구현 노력을 평가받아 우수 대학 선정"
