,국가,대학교명,번역,분류,번역_전처리,5분류,요약
72,한국,Kyungpook,"수목진단센터는 대구·경북 등 주거지역의 수목 피해를 진단하기 위한 공공수목처리시스템의 일환으로 산림청이 2014년에 설립했다. 한국수목보호협회 이승규 박사가 나무에 발생하는 녹에 대한 강연을 하는 '나무에 녹는 녹'을 주제로 워크숍이 진행됐다. 경북대학교 수목진단센터는 경북대학교 상주캠퍼스에서 국립수목병원과 워크숍을 개최했다. 워크숍에는 경북대학교 생태환경시스템학부 교수들의 '교란과 개척자 향신료' 강의가 포함됐다. 산림기술경영연구소에서는 칡뿌리 관리에 관한 최신 자료도 소개했다. 또한 참가자들은 칡덩굴의 주둥이를 채취, 제거, 봉인하는 행위를 체험하였다. - 경북대학교 수목진단센터장 - 경북대학교 응용생명과학부 교수 육지에서의 생활 15. 육지에서의 생활 LIFE ON LAND 사람과 동물과 마찬가지로 나무에서도 많은 질병이 발생합니다. 녹은 나무에 뿌려진 녹 가루와 같은 징후를 나타내는 곰팡이에 의해 발생합니다. 우리나라 뿐만 아니라 전 세계적으로 발생하여 과수와 조경수에 많은 피해를 주고 있다. 이번 워크숍이 수목의 질병과 수목 피해를 진단하는 실질적인 방법을 배울 수 있는 좋은 기회가 되기를 바랍니다.",15,"수목진단센터는 대구경북 등 주거지역의 수목 피해를 진단하기 위한 공공수목 처리시스템의 일환으로 산림청이 2014년에 설립했다. 한국수목보호협회 이승규 박사가 나무에 발생하는 녹에 대한 강연을 하는 나무에 녹는 녹을 주제로 워크숍이 진행됐다. 경북대학교 수목진단센터는 경북대학교 상주캠퍼스에서 국립수목병원과 워크숍을 개최했다. 워크숍에는 경북대학교 생태환경시스템학부 교수들의 교란과 개척자 향신료 강의가 포함됐다.산림기술경영연구소에서는  칡 뿌리관리에 관한 최신 자료도 소개했다. 또한 참가자들은 칡덩굴의 주둥이를 채취, 제거, 봉인하는 행위를 체험하였다. 경북대학교 수목진단센터장 경북대학교 응용생명과학부 교수육지에서의 생활 15.육지에서의 생활LIFEONLAND 사람과 동물과 마찬가지로 나무에서도 많은 질병이 발생합니다. 녹은 나무에 뿌려진 녹가루와 같은 징후를 나타내는 곰팡이에 의해 발생합니다. 우리나라뿐만 아니라 전 세계적으로 발생하여 과수와 조경수에 많은 피해를 주고 있다.이번 워크숍이 수목의 질병과 수목 피해를 진단하는 실질적인 방법을 배울 수 있는 좋은 기회가 되기를 바랍니다.",2,수목진단센터는 대구경북 등 주거지역의 수목 피해를 진단하기 위한 공공수목 처리시스템의 일환으로 산림청이 2014년에 설립했다. 한국수목보호협회 이승규 박사가 나무에 발생하는 녹에 대한 강연을 하는 나무에 녹는 녹을 주제로 워크숍이 진행됐다. 경북대학교 수목진단센터는 경북대학교 상주캠퍼스에서 국립수목병원과 워크숍을 개최했다. 워크숍에는 경북대학교 생태환경시스템학부 교수들의 교란과 개척자 향신료 강의가 포함됐다
84,한국,Kyungpook,"수목진단센터는 대구·경북 등 주거지역의 수목 피해를 진단하기 위한 공공수목처리시스템의 일환으로 산림청이 2014년에 설립했다. 한국수목보호협회 이승규 박사가 나무에 발생하는 녹에 대한 강연을 하는 '나무에 녹는 녹'을 주제로 워크숍이 진행됐다. 경북대학교 수목진단센터는 경북대학교 상주캠퍼스에서 국립수목병원과 워크숍을 개최했다. 워크숍에는 경북대학교 생태환경시스템학부 교수들의 '교란과 개척자 향신료' 강의가 포함됐다. 산림기술경영연구소에서는 칡뿌리 관리에 관한 최신 자료도 소개했다. 또한 참가자들은 칡덩굴의 주둥이를 채취, 제거, 봉인하는 행위를 체험하였다. - 경북대학교 수목진단센터장 - 경북대학교 응용생명과학부 교수 육지에서의 생활 15. 육지에서의 생활 LIFE ON LAND 사람과 동물과 마찬가지로 나무에서도 많은 질병이 발생합니다. 녹은 나무에 뿌려진 녹 가루와 같은 징후를 나타내는 곰팡이에 의해 발생합니다. 우리나라 뿐만 아니라 전 세계적으로 발생하여 과수와 조경수에 많은 피해를 주고 있다. 이번 워크숍이 수목의 질병과 수목 피해를 진단하는 실질적인 방법을 배울 수 있는 좋은 기회가 되기를 바랍니다.",15,"수목진단센터는 대구경북 등 주거지역의 수목 피해를 진단하기 위한 공공수목 처리시스템의 일환으로 산림청이 2014년에 설립했다. 한국수목보호협회 이승규 박사가 나무에 발생하는 녹에 대한 강연을 하는 나무에 녹는 녹을 주제로 워크숍이 진행됐다. 경북대학교 수목진단센터는 경북대학교 상주캠퍼스에서 국립수목병원과 워크숍을 개최했다. 워크숍에는 경북대학교 생태환경시스템학부 교수들의 교란과 개척자 향신료 강의가 포함됐다.산림기술경영연구소에서는  칡 뿌리관리에 관한 최신 자료도 소개했다. 또한 참가자들은 칡덩굴의 주둥이를 채취, 제거, 봉인하는 행위를 체험하였다. 경북대학교 수목진단센터장 경북대학교 응용생명과학부 교수육지에서의 생활 15.육지에서의 생활LIFEONLAND 사람과 동물과 마찬가지로 나무에서도 많은 질병이 발생합니다. 녹은 나무에 뿌려진 녹가루와 같은 징후를 나타내는 곰팡이에 의해 발생합니다. 우리나라뿐만 아니라 전 세계적으로 발생하여 과수와 조경수에 많은 피해를 주고 있다.이번 워크숍이 수목의 질병과 수목 피해를 진단하는 실질적인 방법을 배울 수 있는 좋은 기회가 되기를 바랍니다.",2,수목진단센터는 대구경북 등 주거지역의 수목 피해를 진단하기 위한 공공수목 처리시스템의 일환으로 산림청이 2014년에 설립했다. 한국수목보호협회 이승규 박사가 나무에 발생하는 녹에 대한 강연을 하는 나무에 녹는 녹을 주제로 워크숍이 진행됐다. 경북대학교 수목진단센터는 경북대학교 상주캠퍼스에서 국립수목병원과 워크숍을 개최했다. 워크숍에는 경북대학교 생태환경시스템학부 교수들의 교란과 개척자 향신료 강의가 포함됐다
10,한국,Seoul,"2019년 에너지 효율화 사업
∙2019년 약 45개 건물(관악캠퍼스)에 고효율 조명 설치, 노후 장비 교체, 단열개선 사업, 냉난방기 교체 사업, 태양광 발전 등의 에너지 효율성 제고 사업을 진행하였습니다. 시설교체를 주로 하는 에너지 효율화 사업 이외에도 에너지 절약 운전과 홍보, 교육, 현장 점검 등의 활동을 병행하였습니다. 정기적인 교직원 교육을 통해 온실가스 배출 감소를 위한 인식을 개선하고 자발적인 참여를 유도하고 있습니다.",13,"2019년 에너지 효율화 사업 2019년 약 45개 건물 관악캠퍼스에 고효율 조명 설치, 노후장비 교체, 단열 개선사업, 냉난방기 교체 사업, 태양광 발전 등의 에너지 효율성 제고사업을 진행하였습니다.시설교체를 주로 하는 에너지 효율화 사업 이외에도 에너지 절약 운전과 홍보, 교육, 현장점검 등의 활동을 병행하였습니다. 정기적인 교직원 교육을 통해 온실가스 배출 감소를 위한 인식을 개선하고자발적인 참여를 유도하고 있습니다.",2," 주로 하는 에너지 효율화 사업 이외에도 에너지 절약 운전과 홍보, 교육, 현장점검 등의 활동을 병행하였습니다. 정기적인 교직원 교육을 통해 온실가스 배출 감소를 위한 인식을 개선하고자발적인 참여를 유도하고 있습니다."
59,한국,Kangwon,"지역주민 대상 숲 해설, 학술림 탐방, 목공체험 제공",15,"지역주민 대상 숲해설, 학술림 탐방, 목공체험 제공",2,"지역주민 대상 숲해설, 학술림 탐방, 목공체험 제공"
15,한국,Kangwon,춘천호수연구센터를 발족하여 수생태계 연구 및 호수자원 보존,6,춘천호수연구센터를 발족하여 수생태계연구 및 호수자원보존,2,춘천호수연구센터를 발족하여 수생태계연구 및 호수자원보존
41,한국,Kangwon,수생생태계 관련 교육 자료 탑재,14,수생생태계 관련 교육자료 탑재,2,수생생태계 관련 교육자료 탑재
40,한국,Kangwon,태백시 관내 수질 개선 등 수생태계 복원을 위한 관학 협력사업 추진,14,태백시 관내 수질개선 등 수생태계 복원을 위한 관학협력사업 추진,2,태백시 관내 수질개선 등 수생태계 복원을 위한 관학협력사업 추진
69,한국,Kyungpook,"탄소 중립을 향하여. 한국 대학 최초로 2030년까지 탄소중립캠퍼스 조성을 선언한다. 대구시, 현대일렉트릭, 태영건설 협약 체결
""대학의 구현을위한 업무 협약 캠퍼스 탄소 중립 공간 조성 프로젝트'로 추정 약 2조원. 계획은 필요한 전력을 생성하는 것입니다
주거용 기숙사, 상업 시설을 포함하는 캠퍼스의 경우 시설, 연구소, 체육시설 등을 연료와 태양전지, 마이크로그리드 시스템 구축
전력 소비를 줄입니다. 이 모든 것이 필요합니다.
혁신공원 조성이 먼저다. 에너지융합 탄소중립형 인재양성센터 건립 및
전기의 상업화를 가능하게 하는 규제를 해제하고
발전설비 설치 다.",13,"탄소중립을 향하여. 한국대학 최초로 2030년까지 탄소중립 캠퍼스 조성을 선언한다. 대구시, 현대일렉트릭, 태영건설 협약 체결 대학의 구현을 위한 업무협약 캠퍼스탄 소중립 공간 조성 프로젝트로 추정 약 2조원. 계획은 필요한 전력을 생성하는 것입니다 주거용 기숙사, 상업시설을 포함하는 캠퍼스의 경우 시설, 연구소, 체육시설 등을 연료와 태양전지, 마이크로그리드 시스템 구축 전력 소비를 줄입니다.이 모든 것이 필요합니다. 혁신공원 조성이 먼저다.에너 지융합 탄소중립형 인재 양성센터 건립 및 전기의 상업화를 가능하게 하는 규제를 해제하고 발전설비 설치다.",2, 지융합 탄소중립형 인재 양성센터 건립 및 전기의 상업화를 가능하게 하는 규제를 해제하고 발전설비 설치다.
81,한국,Kyungpook,"탄소 중립을 향하여. 한국 대학 최초로 2030년까지 탄소중립캠퍼스 조성을 선언한다. 대구시, 현대일렉트릭, 태영건설 협약 체결
""대학의 구현을위한 업무 협약 캠퍼스 탄소 중립 공간 조성 프로젝트'로 추정 약 2조원. 계획은 필요한 전력을 생성하는 것입니다
주거용 기숙사, 상업 시설을 포함하는 캠퍼스의 경우 시설, 연구소, 체육시설 등을 연료와 태양전지, 마이크로그리드 시스템 구축
전력 소비를 줄입니다. 이 모든 것이 필요합니다.
혁신공원 조성이 먼저다. 에너지융합 탄소중립형 인재양성센터 건립 및
전기의 상업화를 가능하게 하는 규제를 해제하고
발전설비 설치 다.",13,"탄소중립을 향하여. 한국대학 최초로 2030년까지 탄소중립 캠퍼스 조성을 선언한다. 대구시, 현대일렉트릭, 태영건설 협약 체결 대학의 구현을 위한 업무협약 캠퍼스탄 소중립 공간 조성 프로젝트로 추정 약 2조원. 계획은 필요한 전력을 생성하는 것입니다 주거용 기숙사, 상업시설을 포함하는 캠퍼스의 경우 시설, 연구소, 체육시설 등을 연료와 태양전지, 마이크로그리드 시스템 구축 전력 소비를 줄입니다.이 모든 것이 필요합니다. 혁신공원 조성이 먼저다.에너 지융합 탄소중립형 인재 양성센터 건립 및 전기의 상업화를 가능하게 하는 규제를 해제하고 발전설비 설치다.",2, 지융합 탄소중립형 인재 양성센터 건립 및 전기의 상업화를 가능하게 하는 규제를 해제하고 발전설비 설치다.
78,한국,Kyungpook,"환경공학과 교수가 대구한국물클러스터에 신설되는 한국물기술인증원장으로 선임됐다. 1952년생인 민 씨는 수계에 정통한 지역 전문가로 대구 취수장 이전, 중금속 유입 논란 등 다양한 지역 현안을 인지하고 있는 것으로 전해졌다. 다음달 한국수자원인증원이 개원하면 '기술개발·인력·검증·국내외진출'이라는 원스톱 지원체계가 완성될 전망이다.",6,"환경공학과 교수가 대구한국물 클러스터에 신설되는 한국물기술인증원장으로 선임됐다.1952년생인민씨는 수계에 정통한 지역전문가로 대구 취수장이전, 중금속 유입 논란 등 다양한 지역 현안을 인지하고 있는 것으로 전해졌다.다음달 한국수자원 인증원이 개원하면 기술개발 인력 검증 국내외 진출이라는 원스톱 지원체계가 완성될 전망이다.",2, 한국수자원 인증원이 개원하면 기술개발 인력 검증 국내외 진출이라는 원스톱 지원체계가 완성될 전망이다.
66,한국,Kyungpook,"환경공학과 교수가 대구한국물클러스터에 신설되는 한국물기술인증원장으로 선임됐다. 1952년생인 민 씨는 수계에 정통한 지역 전문가로 대구 취수장 이전, 중금속 유입 논란 등 다양한 지역 현안을 인지하고 있는 것으로 전해졌다. 다음달 한국수자원인증원이 개원하면 '기술개발·인력·검증·국내외진출'이라는 원스톱 지원체계가 완성될 전망이다.",6,"환경공학과 교수가 대구한국물 클러스터에 신설되는 한국물기술인증원장으로 선임됐다.1952년생인민씨는 수계에 정통한 지역전문가로 대구 취수장이전, 중금속 유입 논란 등 다양한 지역 현안을 인지하고 있는 것으로 전해졌다.다음달 한국수자원 인증원이 개원하면 기술개발 인력 검증 국내외 진출이라는 원스톱 지원체계가 완성될 전망이다.",2, 한국수자원 인증원이 개원하면 기술개발 인력 검증 국내외 진출이라는 원스톱 지원체계가 완성될 전망이다.
61,한국,Kangwon,"야생동물의 질병연구 및 부상당한 야생동물 구조, 치료를 통해 생태계 유지",15,"야생동물의 질병연구 및 부상당한 야생동물 구조, 치료를 통해 생태계 유지",2,"야생동물의 질병연구 및 부상당한 야생동물 구조, 치료를 통해 생태계 유지"
50,한국,Kangwon,"야생동물의 질병연구 및 부상당한 야생동물 구조, 치료를 통해 생태계 유지",14,"야생동물의 질병연구 및 부상당한 야생동물 구조, 치료를 통해 생태계 유지",2,"야생동물의 질병연구 및 부상당한 야생동물 구조, 치료를 통해 생태계 유지"
27,한국,Kangwon,생활계폐기물 처리를 외부 전문 업체에 위탁하여 업무의 안정성과 효율성 제고,12,생활계폐기물처리를 외부 전문업체에 위탁하여 업무의 안정성과 효율성 제고,2,생활계폐기물처리를 외부 전문업체에 위탁하여 업무의 안정성과 효율성 제고
58,한국,Kangwon,과학체험캠프 개최.지역 학생 대상 동물생태에 대한 다양한 실험‧실습 지원으로 전공 관련 경험 제공,15,과학체험캠프 개최. 지역 학생 대상 동물 생태에 대한 다양한 실험실습 지원으로 전공 관련 경험 제공,2,과학체험캠프 개최. 지역 학생 대상 동물 생태에 대한 다양한 실험실습 지원으로 전공 관련 경험 제공
47,한국,Kangwon,항생제의 무분별한 사용 지적 및 모니터링을 통한 생태계 유지 방안 제시,14,항생제 의 무분별한 사용 지적 및 모니터링을 통한 생태계 유지 방안 제시,2,항생제 의 무분별한 사용 지적 및 모니터링을 통한 생태계 유지 방안 제시
49,한국,Kangwon,미생물 투여를 통한 수질 관리를 통해 수생환경 개선 노력,14,미생물 투여를 통한 수질관리를 통해 수생환경 개선 노력,2,미생물 투여를 통한 수질관리를 통해 수생환경 개선 노력
9,한국,Seoul,"태양광 설치 건물의 전력에너지 자립률
∙ 전력에너지 자립률은 연간발전량을 연간소비량과 연간
발전량의 합으로 나눈 값으로, 관악캠퍼스 전체의 에너
지 자립율은 매년 올라가고 있습니다. 태양광 설치 건
물 중 가장 높은 자립율을 보이는 건물은 체육문화교육
연구동(71-1동)으로, 약 40%의 가장 높은 자립률을 보
이고 있습니다.",13,"태양광 설치 건물의 전력에너지 자립률 전력에너지 자립률은 연간 발전량을 연간 소비량과 연간 발전량의 합으로 나눈 값으로, 관악캠퍼스 전체의 에너지 자립율은 매년 올라가고 있습니다. 태양광 설치 건물 중 가장 높은 자립율을 보이는 건물은 체육문화교육연구동 711동으로, 약 40의 가장 높은 자립률을 보이고 있습니다.",2,"태양광 설치 건물의 전력에너지 자립률 전력에너지 자립률은 연간 발전량을 연간 소비량과 연간 발전량의 합으로 나눈 값으로, 관악캠퍼스 전체의 에너지 자립율은 매년 올라가고 있습니다. 태양광 설치 건물 중 가장 높은 자립율을 보이는 건물은 체육문화교육연구동 711동으로, 약 40의 가장 높은 자립률을 보이고 있습니다."
