,국가,대학교명,번역,분류,번역_전처리,5분류,요약
13,한국,Ajou,"아주대학교는 매년 한국장학재단과의 협업으로 기초생활수급자 및 차상위계층 포함한 지원 소득 5분위
이내 학생의 해외대학 연수 프로그램 ‘파란사다리’ 사업을 시행한다. 본교 국제교류팀에서 시행하는 파란
사다리 사업은 사회적 취약계층 대학생에게 글로벌 진로탐색 경험을 제공함으로써 개인의 진로역량 개발
및 진로개척의 기회를 열어주고 사회진출 이전 출발점을 동일하게 맞춰주는 교육의 사다리 체계 구축을
목적으로 시행된다.
2021년 파란사다리 사업에서 본교는 총 90명의 학생을 모집하여 파견했으며, 미국 워싱턴대학교, 에스
토니아 탈린대학교, 미국 케터링대학교가 파견 대학으로 참여한다. 또한, 이번 사업은 코로나19 확산으로
인하여 전면 온라인 연수로 진행한다. 아주대학교는 파란사다리 사업을 통해 어려운 생활 여건에서도
학업에 최선을 다하는 학생에게 해외대학 연수 기회를 제공하여 성공적인 졸업을 지원한다.",1,"아주대학교는 매년 한국장학재단과의 협업으로 기초생활수급자 및 차상위계층 포함한 지원소득 5분위 이내 학생의 해외대학 연수 프로그램 파란 사다리 사업을 시행한다.본 교국제교류팀에서 시행하는 파란 사다리 사업은 사회적 취약계층 대학생에게 글로벌 진로탐색 경험을 제공함으로써 개인의 진로역량 개발 및 진로개척의 기회를 열어주고 사회진출이 전 출발점을 동일하게 맞춰주는 교육의사다리 체계 구축을 목적으로 시행된다.2021년 파란 사다리 사업에서 본교는 총 90명의 학생을 모집하여 파견했으며, 미국 워싱턴대학교, 에스토니아 탈린대학교, 미국 케터링대학교가 파견대학으로 참여한다. 또한, 이번 사업은 코로나 19 확산으로 인하여 전면 온라인 연수로 진행한다.아주대학교는 파란 사다리 사업을 통해 어려운 생활여건에서도 학업에 최선을 다하는 학생에게 해외 대학 연수 기회를 제공하여 성공적인 졸업을 지원한다.",1, 파란 사다리 사업을 통해 어려운 생활여건에서도 학업에 최선을 다하는 학생에게 해외 대학 연수 기회를 제공하여 성공적인 졸업을 지원한다.
1,한국,Seoul,구성원의 식사/기아 문제 해결 - “천원의 식사” ∙서울대학교에서는 재학생 대상으로 ‘천원의 식사’ 코너를 운영하여 저소득층 학생들의 식비 부담을 줄이고 건강 향상에 기여하고 있습니다. ‘천원의 식사’는 가격에 비해 양질의 식사를 제공하여 구성원에게 인기가 높습니다. 학교 생협 직영 식당 6개소에서는 건강하고 저렴한 음식을 제공하기 위해 구성원들에게 식비 가격을 기준 가격보다 할인해 주고 있습니다.,2,구성원의 식사기아 문제 해결 천원의 식사서울대학교에서는 재학생 대상으로 천원의 식사코너를 운영하여 저소득층 학생들의 식비 부담을 줄이고 건강 향상에 기여하고 있습니다. 천 원의 식사는 가격에 비해 양질의 식사를 제공하여 구성원에게 인기가 높습니다. 학교생협 직영식당 6개소에서는 건강하고 저렴한 음식을 제공하기 위해 구성원들에게 식비가격을 기준가격보다 할인해주고 있습니다.,1,구성원의 식사기아 문제 해결 천원의 식사서울대학교에서는 재학생 대상으로 천원의 식사코너를 운영하여 저소득층 학생들의 식비 부담을 줄이고 건강 향상에 기여하고 있습니다. 천 원의 식사는 가격에 비해 양질의 식사를 제공하여 구성원에게 인기가 높습니다. 학교생협 직영식당 6개소에서는 건강하고 저렴한 음식을 제공하기 위해 구성원들에게 식비가격을 기준가격보다 할인해주고 있습니다.
22,한국,Ajou,"아주대학교의료원이 산업통상자원부, 한국산업기술진흥원 (KIAT)이 주관하는 ‘바이오융복합 기술 전문인력양성사업’에 선정됐다. 이번 사업 수행을 위해 아주대학교, 건양대학교, 청주대학교, 한국바이오협회로 컨소시엄을 구성하였으며, 2021년부터 2026년까지 5년간 정부출연금 약 75억원을 지원받게 된다. 아주대학교는 의과대학을 중심으로 소프트웨어학과, 전자공학과, 약학과 등 총 7개 학과로 내부 컨소 시엄을 구성하여 디지털헬스케어 분과를 담당하며, 기존에 구축되어 있던 교육인프라를 활용하여 빅데이터, AI, SW, IoT 기술 등 기술 융복합을 통한 의료데이터 정보 플랫폼 교육을 제공할 예정이다.",3,"아주대학교 의료원 이 산업통상자원부, 한국산업기술진흥원 KIAT 이 주관하는 바이오 융복합기술 전문인력 양성사업에 선정됐다. 이번 사업 수행을 위해 아주대학교, 건양대학교, 청주대학교, 한국바이오협회로 컨소시엄을 구성하였으며, 2021년부터 2026년까지 5년간 정부출연금 약 75억원을 지원받게 된다.아주대학교는 의과대학을 중심으로 소프트웨어학과, 전자공학과, 약학과 등 총 7개 학과로 내부 컨소시엄을 구성하여 디지털 헬스케어 분과 를 담당하며, 기존에 구축되어 있던 교육 인프라를 활용하여 빅데이터, AI, SW, IoT 기술 등 기술 융복합을 통한 의료 데이터 정보 플랫폼 교육을 제공할 예정이다.",1," 의과대학을 중심으로 소프트웨어학과, 전자공학과, 약학과 등 총 7개 학과로 내부 컨소시엄을 구성하여 디지털 헬스케어 분과 를 담당하며, 기존에 구축되어 있던 교육 인프라를 활용하여 빅데이터, AI, SW, IoT 기술 등 기술 융복합을 통한 의료 데이터 정보 플랫폼 교육을 제공할 예정이다."
7,한국,Seoul,"지역사회에 교육 프로그램과 교육 자원 제공
∙중앙도서관, 평생교육원, 규장각, 인권센터를 중심으로 지역사회 구성원에게 교육 프로그램을 제공합니다.
∙SNUON 공개 강좌 및 세계적인 대규모 온라인 공개수업 플랫폼 에덱스(edX)에 서울대학교 강좌를 개설하여 운영하고 있습니다.
∙K-MOOC (Korea-Massive Open Online Course)에 45개 강좌를 운영하여 대중들에게 교육자원 접근성을 높이고 있습니다.",4,"지역사회에 교육 프로그램과 교육자원 제공중앙도서관, 평생교육원, 규장각, 인권센터를 중심으로 지역사회 구성원에게 교육 프로그램을 제공합니다. SNUON 공개강좌 및 세계적인 대규모 온라인 공개수업 플랫폼에 덱스edX에 서울대학교 강좌를 개설하여 운영하고 있습니다. KMOOCKoreaMassiveOpenO nlineCourse에 45개 강좌를 운영하여 대중들에게 교육자원 접근성을 높이고 있습니다.",1,"지역사회에 교육 프로그램과 교육자원 제공중앙도서관, 평생교육원, 규장각, 인권센터를 중심으로 지역사회 구성원에게 교육 프로그램을 제공합니다. SNUON 공개강좌 및 세계적인 대규모 온라인 공개수업 플랫폼에 덱스edX에 서울대학교 강좌를 개설하여 운영하고 있습니다. KMOOCKoreaMassiveOpenO nlineCourse에 45개 강좌를 운영하여 대중들에게 교육자원 접근성을 높이고 있습니다."
28,한국,Ajou,"아주대학교 법학전문대학원은 경력단절 여성을 위하여 수원시와 함께 ‘거꾸로 취업지원!’ 사업을 진행 하였다. ‘거꾸로 취업지원!’은 법률서비스 시장 확대에 따른 법률 관련 전문인력 수요에 대응하여 아주대 학교 로스쿨의 법률인프라·네트워크 및 교육커리큘럼을 활용하여 경력단절여성의 법률사무원 전문인력 양성 및 취업연계를 지원하는 사업이다. 구직 희망 여성에게는 재취업의 기회를, 기업에게는 역량 있는 여성인재 채용의 기회를, 지역사회에는 잠재 인력의 활용을 통한 경쟁력 확대를 목적으로 추진되었다.",5,"아주대학교 법학전문대학원은 경력단절 여성을 위하여 수원시와 함께 거꾸로 취업지원사업을 진행하였다. 거꾸로 취업지원은 법률서비스 시장 확대에 따른 법률 관련 전문인력 수요에 대응하여 아주대학교 로스쿨의 법률 인프라 네트워크 및 교육 커리큘럼을 활용하여 경력단절 여성의 법률사무원 전문인력 양성 및 취업연계를 지원하는 사업이다. 구직 희망 여성에게는 재취업의 기회를, 기업에게는 역량 있는 여성인재 채용의 기회를, 지역사회에는 잠재 인력의 활용을 통한 경쟁 력 확대를 목적으로 추진되었다.",1,"아주대학교 법학전문대학원은 경력단절 여성을 위하여 수원시와 함께 거꾸로 취업지원사업을 진행하였다. 거꾸로 취업지원은 법률서비스 시장 확대에 따른 법률 관련 전문인력 수요에 대응하여 아주대학교 로스쿨의 법률 인프라 네트워크 및 교육 커리큘럼을 활용하여 경력단절 여성의 법률사무원 전문인력 양성 및 취업연계를 지원하는 사업이다. 구직 희망 여성에게는 재취업의 기회를, 기업에게는 역량 있는 여성인재 채용의 기회를, 지역사회에는 잠재 인력의 활용을 통한 경쟁 력 확대를 목적으로 추진되었다."
2,한국,Seoul,"지속가능한 농업 지식/기술 제공 ∙농업생명과학대학에서는 지속가능농업 분야 관련 정규 교과목을 개설하고 연간 546명의 졸업생을 배출하고 있으며, 지속가능 분야의 전문가 초청 강연을 진행하고 있습니다. 식물병원에서는 ‘나무의사 양성과정’, ‘수목치료사 양성과정’ 프로그램을 통해 수목의 보호, 관리에 대한 교육과 연구, 병해충 진단 컨설팅을 하고 있으며, 농산업･식품 생산자들에게는 지속가능한 농업 지식을 제공하고 있습니다.",2,"지속가능한 농업지식기술 제공농업생명과학대학에서는 지속가능농업 분야 관련 정규교과목을 개설하고 연간 546명의 졸업생을 배출하고 있으며, 지속가능 분야의 전문가 초청 강연을 진행하고 있습니다. 식물병원에서는 나무의 사양성과정, 수목치료 사 양성과 정 프로그램을 통해 수목의 보호, 관리에 대한 교육과 연구, 병해충 진단 컨설팅을 하고 있으며, 농산업 식품생산자들에게는 지속가능한 농업지식을 제공하고 있습니다.",1,"지속가능한 농업지식기술 제공농업생명과학대학에서는 지속가능농업 분야 관련 정규교과목을 개설하고 연간 546명의 졸업생을 배출하고 있으며, 지속가능 분야의 전문가 초청 강연을 진행하고 있습니다. 식물병원에서는 나무의 사양성과정, 수목치료 사 양성과 정 프로그램을 통해 수목의 보호, 관리에 대한 교육과 연구, 병해충 진단 컨설팅을 하고 있으며, 농산업 식품생산자들에게는 지속가능한 농업지식을 제공하고 있습니다."
57,한국,Kyungpook,"경북대학교 다양성위원회는 대학의 다양성을 보호·증진하고 사회 화합과 발전에 기여하는 대학 문화를 조성하기 위해 설립된 대통령 자문기구입니다. 총 15명의 교수, 학생, 직원, 외부 전문가로 구성되어 있습니다. 경북대학교 다양성위원회는 양성평등 증진, 다양성 가치 확산을 위한 교육 프로그램 개발, 관련 정책 자문 및 제안 등 다양성 보호에 관한 의견을 수렴하는 역할을 합니다.",5,"경북대학교 다양성위원회는 대학의 다양성을 보호증진하고 사회화합과 발전에 기여하는 대학문화를 조성하기 위해 설립된 대통령 자문기구입니다. 총 15명의 교수, 학생, 직원, 외부 전문가로 구성되어 있습니다. 경북대학교 다양성위원회는 양성평등 증진, 다양성가치 확산을 위한 교육 프로그램 개발, 관련 정책자문 및 제안 등 다양성 보호에 관한 의견을 수렴하는 역할을 합니다.",1,"경북대학교 다양성위원회는 대학의 다양성을 보호증진하고 사회화합과 발전에 기여하는 대학문화를 조성하기 위해 설립된 대통령 자문기구입니다. 총 15명의 교수, 학생, 직원, 외부 전문가로 구성되어 있습니다. 경북대학교 다양성위원회는 양성평등 증진, 다양성가치 확산을 위한 교육 프로그램 개발, 관련 정책자문 및 제안 등 다양성 보호에 관한 의견을 수렴하는 역할을 합니다."
43,한국,Kyungpook,"경북대학교 다양성위원회는 대학의 다양성을 보호·증진하고 사회 화합과 발전에 기여하는 대학 문화를 조성하기 위해 설립된 대통령 자문기구입니다. 총 15명의 교수, 학생, 직원, 외부 전문가로 구성되어 있습니다. 경북대학교 다양성위원회는 양성평등 증진, 다양성 가치 확산을 위한 교육 프로그램 개발, 관련 정책 자문 및 제안 등 다양성 보호에 관한 의견을 수렴하는 역할을 합니다.",5,"경북대학교 다양성위원회는 대학의 다양성을 보호증진하고 사회화합과 발전에 기여하는 대학문화를 조성하기 위해 설립된 대통령 자문기구입니다. 총 15명의 교수, 학생, 직원, 외부 전문가로 구성되어 있습니다. 경북대학교 다양성위원회는 양성평등 증진, 다양성가치 확산을 위한 교육 프로그램 개발, 관련 정책자문 및 제안 등 다양성 보호에 관한 의견을 수렴하는 역할을 합니다.",1,"경북대학교 다양성위원회는 대학의 다양성을 보호증진하고 사회화합과 발전에 기여하는 대학문화를 조성하기 위해 설립된 대통령 자문기구입니다. 총 15명의 교수, 학생, 직원, 외부 전문가로 구성되어 있습니다. 경북대학교 다양성위원회는 양성평등 증진, 다양성가치 확산을 위한 교육 프로그램 개발, 관련 정책자문 및 제안 등 다양성 보호에 관한 의견을 수렴하는 역할을 합니다."
39,한국,Kyungpook,보건대학원이 대구중구치매구호센터로부터 '치매예방대학'으로 선정됐다. 보건복지부와 경북대학교 보건대학원이 주관하는 대구 8개 치매구호센터 중 첫 번째,3,보건대학원이 대구 중구 치매 구호센터로부터 치매 예방대학으로 선정됐다. 보건복지부와 경북대학교 보건대학원이 주관하는 대구 8개 치매 구호센터 중 첫 번째,1,보건대학원이 대구 중구 치매 구호센터로부터 치매 예방대학으로 선정됐다. 보건복지부와 경북대학교 보건대학원이 주관하는 대구 8개 치매 구호센터 중 첫 번째
53,한국,Kyungpook,보건대학원이 대구중구치매구호센터로부터 '치매예방대학'으로 선정됐다. 보건복지부와 경북대학교 보건대학원이 주관하는 대구 8개 치매구호센터 중 첫 번째,3,보건대학원이 대구 중구 치매 구호센터로부터 치매 예방대학으로 선정됐다. 보건복지부와 경북대학교 보건대학원이 주관하는 대구 8개 치매 구호센터 중 첫 번째,1,보건대학원이 대구 중구 치매 구호센터로부터 치매 예방대학으로 선정됐다. 보건복지부와 경북대학교 보건대학원이 주관하는 대구 8개 치매 구호센터 중 첫 번째
52,한국,Kyungpook,"치과의사를 지정하여 어린이들의 치과검진을 실시하고, 치과대학 동문회는 어린이들에게 정기적인 구강관리 교육과 치과사업 활성화를 위해 치아건강증진을 위한 기금을 조성한다. 케어.",3,"치과의사를 지정하여 어린이들의 치과 검진을 실시하고, 치과대학 동문회는 어린이들에게 정기적인 구강관리 교육과 치과사업 활성화를 위해 치아 건강증진을 위한 기금을 조성한다.케어.",1,"치과의사를 지정하여 어린이들의 치과 검진을 실시하고, 치과대학 동문회는 어린이들에게 정기적인 구강관리 교육과 치과사업 활성화를 위해 치아 건강증진을 위한 기금을 조성한다"
38,한국,Kyungpook,"치과의사를 지정하여 어린이들의 치과검진을 실시하고, 치과대학 동문회는 어린이들에게 정기적인 구강관리 교육과 치과사업 활성화를 위해 치아건강증진을 위한 기금을 조성한다. 케어.",3,"치과의사를 지정하여 어린이들의 치과 검진을 실시하고, 치과대학 동문회는 어린이들에게 정기적인 구강관리 교육과 치과사업 활성화를 위해 치아 건강증진을 위한 기금을 조성한다.케어.",1,"치과의사를 지정하여 어린이들의 치과 검진을 실시하고, 치과대학 동문회는 어린이들에게 정기적인 구강관리 교육과 치과사업 활성화를 위해 치아 건강증진을 위한 기금을 조성한다"
9,한국,Seoul,"지역사회 교육 봉사
∙ 서울대학교 글로벌사회공헌단을 중심으로 지역사회와
국제사회에 도움이 되는 사회공헌 활동과 봉사활동을
수행하며, 사회공헌형 교과는 캠퍼스 중심 교육을 탈피
하여 취약계층을 위한 활동에 전공이론을 접목하여 사
회공헌을 실천하고 있습니다. 
∙ ‘골뱅이 어울림 학교’는 지역사회 발달장애아동을 대상
으로 요리, 음악, 체육 등 주말학교 프로그램 운영으로
사회적 약자를 이해하고 어울림을 추구합니다. 
∙ ‘프로네시스 나눔 실천단’은 교육소외지역의 고등학생들
에게 양질의 교육 프로그램을 무상으로 제공합니다. 
∙ ‘샤눔 다문화 공헌단‘은 다양한 국적과 다문화적 배경
을 가진 학생들이 다문화 관련 지역사회 나눔을 실천
합니다.",4,"지역사회교육봉사 서울대학교 글로벌사회공헌단을 중심으로 지역사회와 국제사회에 도움이 되는 사회공헌활동과 봉사활동을 수행하며, 사회공헌형 교과는 캠퍼스 중심 교육을 탈피하여 취약계층을 위한 활동에 전공이론을 접목하여 사회공헌을 실천하고 있습니다. 골뱅이어울림학교는 지역사회 발달장애아동을 대상으로 요리, 음악, 체육 등 주말학교 프로그램 운영으로 사회적 약자를 이해하고 어울림을 추구합니다. 프로네시스나눔 실천단은 교육 소외지역의 고등학생 들에게 양질의 교육 프로그램을 무상으로 제공합니다.샤눔다문화 공헌단은 다양한 국적과 다문화적 배경을 가진 학생들이 다문화 관련 지역사회 나눔을 실천합니다.",1, 공헌단은 다양한 국적과 다문화적 배경을 가진 학생들이 다문화 관련 지역사회 나눔을 실천합니다.
54,한국,Kyungpook,"군위군과 경북대학교 칠곡병원은 2017년 국민건강증진을 위한 협약을 체결하고 지역주민 100여명이 가정의학과, 방사선과, 재활의학과, 검사의학과 등 의료서비스를 받았다. 경북대학교 칠곡병원 직원들도 군위군을 방문해 지역 주민들에게 무료 의료 서비스를 제공했다. 군위군민에게 양질의 보건의료 서비스를 제공하기 위해 협력적 진료 분위기에서 지식과 자원, 경험을 적극적으로 공유하고 있습니다.",3,"군위군과 경북대학교 칠곡병원은 2017년 국민건강증진을 위한 협약을 체결하고 지역주민 100여명이 가정의학과, 방사선과, 재활의학과, 검사의학과 등 의료서비스를 받았다. 경북대학교 칠곡병원 직원들도 군위군을 방문해 지역주민들에게 무료 의료서비스를 제공했다.군위군민에게 양질의 보건의료서비스를 제공하기 위해 협력적 진료 분위기에서 지식과 자원, 경험을 적극적으로 공유하고 있습니다.",1," 양질의 보건의료서비스를 제공하기 위해 협력적 진료 분위기에서 지식과 자원, 경험을 적극적으로 공유하고 있습니다."
40,한국,Kyungpook,"군위군과 경북대학교 칠곡병원은 2017년 국민건강증진을 위한 협약을 체결하고 지역주민 100여명이 가정의학과, 방사선과, 재활의학과, 검사의학과 등 의료서비스를 받았다. 경북대학교 칠곡병원 직원들도 군위군을 방문해 지역 주민들에게 무료 의료 서비스를 제공했다. 군위군민에게 양질의 보건의료 서비스를 제공하기 위해 협력적 진료 분위기에서 지식과 자원, 경험을 적극적으로 공유하고 있습니다.",3,"군위군과 경북대학교 칠곡병원은 2017년 국민건강증진을 위한 협약을 체결하고 지역주민 100여명이 가정의학과, 방사선과, 재활의학과, 검사의학과 등 의료서비스를 받았다. 경북대학교 칠곡병원 직원들도 군위군을 방문해 지역주민들에게 무료 의료서비스를 제공했다.군위군민에게 양질의 보건의료서비스를 제공하기 위해 협력적 진료 분위기에서 지식과 자원, 경험을 적극적으로 공유하고 있습니다.",1," 양질의 보건의료서비스를 제공하기 위해 협력적 진료 분위기에서 지식과 자원, 경험을 적극적으로 공유하고 있습니다."
42,한국,Kyungpook,경북대학교 지구시스템과학부 천문대기학과는 대학생은 물론 일반인을 대상으로 관측 및 강의를 조직하여 천문학을 재미있고 유익한 천문학으로 만들기 위해 노력하고 있습니다. 천문대기학과 지구시스템과학부에서는 경북대학교 과학관에서 매년 상반기와 하반기에 일반 대중을 대상으로 봄여름 밤하늘 이야기를 8회 개최하고 있습니다. 공개 강연은 공개 관찰과 함께 개최됩니다.,4,경북대학교 지구시스템과 학부 천문대기학과는 대학생은 물론 일반인을 대상으로 관측 및 강의를 조직하여 천문학을 재미있고 유익한 천문학으로 만들기 위해 노력하고 있습니다. 천문대기학과지구 시스템과 학부에서는 경북대학교 과학관에서 매년 상반기와 하반기에 일반 대중을 대상으로 봄여름 밤하늘이야기를 8회 개최하고 있습니다. 공개 강연은 공개 관찰과 함께 개최됩니다.,1,경북대학교 지구시스템과 학부 천문대기학과는 대학생은 물론 일반인을 대상으로 관측 및 강의를 조직하여 천문학을 재미있고 유익한 천문학으로 만들기 위해 노력하고 있습니다. 천문대기학과지구 시스템과 학부에서는 경북대학교 과학관에서 매년 상반기와 하반기에 일반 대중을 대상으로 봄여름 밤하늘이야기를 8회 개최하고 있습니다. 공개 강연은 공개 관찰과 함께 개최됩니다.
56,한국,Kyungpook,경북대학교 지구시스템과학부 천문대기학과는 대학생은 물론 일반인을 대상으로 관측 및 강의를 조직하여 천문학을 재미있고 유익한 천문학으로 만들기 위해 노력하고 있습니다. 천문대기학과 지구시스템과학부에서는 경북대학교 과학관에서 매년 상반기와 하반기에 일반 대중을 대상으로 봄여름 밤하늘 이야기를 8회 개최하고 있습니다. 공개 강연은 공개 관찰과 함께 개최됩니다.,4,경북대학교 지구시스템과 학부 천문대기학과는 대학생은 물론 일반인을 대상으로 관측 및 강의를 조직하여 천문학을 재미있고 유익한 천문학으로 만들기 위해 노력하고 있습니다. 천문대기학과지구 시스템과 학부에서는 경북대학교 과학관에서 매년 상반기와 하반기에 일반 대중을 대상으로 봄여름 밤하늘이야기를 8회 개최하고 있습니다. 공개 강연은 공개 관찰과 함께 개최됩니다.,1,경북대학교 지구시스템과 학부 천문대기학과는 대학생은 물론 일반인을 대상으로 관측 및 강의를 조직하여 천문학을 재미있고 유익한 천문학으로 만들기 위해 노력하고 있습니다. 천문대기학과지구 시스템과 학부에서는 경북대학교 과학관에서 매년 상반기와 하반기에 일반 대중을 대상으로 봄여름 밤하늘이야기를 8회 개최하고 있습니다. 공개 강연은 공개 관찰과 함께 개최됩니다.
33,한국,Kyungpook,"경북대학교 창업농장축제 - 농림축산식품부 주관으로 경북대학교 영농창업특화사업단과 농림수산식품교육원, 문화정보원이 주최하는 축제입니다. . 이날 행사는 농업기술 체험, 전시, VR(가상현실), AR(증강현실), MR(혼합현실)을 활용한 특강 등 다양한 프로그램으로 진행됐다.",1,"경북대학교 창업농장축제 농림축산식품부 주관으로 경북대학교 영농창업 특화사업단과 농림수산식품교육원, 문화정보원이 주최하는 축제입니다..이날 행사는 농업기술체험, 전시, VR가상현실, AR증강현실, MR혼합현실을 활용한 특강 등 다양한 프로그램으로 진행됐다.",1," 행사는 농업기술체험, 전시, VR가상현실, AR증강현실, MR혼합현실을 활용한 특강 등 다양한 프로그램으로 진행됐다."
47,한국,Kyungpook,"경북대학교 창업농장축제 - 농림축산식품부 주관으로 경북대학교 영농창업특화사업단과 농림수산식품교육원, 문화정보원이 주최하는 축제입니다. . 이날 행사는 농업기술 체험, 전시, VR(가상현실), AR(증강현실), MR(혼합현실)을 활용한 특강 등 다양한 프로그램으로 진행됐다.",1,"경북대학교 창업농장축제 농림축산식품부 주관으로 경북대학교 영농창업 특화사업단과 농림수산식품교육원, 문화정보원이 주최하는 축제입니다..이날 행사는 농업기술체험, 전시, VR가상현실, AR증강현실, MR혼합현실을 활용한 특강 등 다양한 프로그램으로 진행됐다.",1," 행사는 농업기술체험, 전시, VR가상현실, AR증강현실, MR혼합현실을 활용한 특강 등 다양한 프로그램으로 진행됐다."
6,한국,Seoul,"학생과 교직원의 건강 관리 
∙서울대학교에서는 보건진료소를 운영하여 학생과 교직원의 신체적･정신적 건강 증진을 위해 노력하고 있습니다.
∙대학생활문화원은 심리적 도움이 필요한 학생들을 위한 집단 및 개인 상담, 24시간 심리상담 전화인 SNU call 운영, ‘생명 지킴이 교육’ 프로그램을 운영합니다.
∙보건진료소는 금연 프로그램 운영, 금연상담과 진료를 하고 금연 보조제와 검사 일체를 무상으로 제공하고 있습니다",3,"학생과 교직원의 건강관리 서울대학교에서는 보건진료소를 운영하여 학생과 교직원의 신체적 정신적 건강증진을 위해 노력하고 있습니다. 대학생활문화원은 심리적 도움이 필요한 학생들을 위한 집단 및 개인상담, 24시간 심리상담 전화인 SNUcall 운영, 생명지킴이 교육 프로그램을 운영합니다. 보건진료소는 금연 프로그램 운영, 금연상담과 진료를 하고 금연보조제와 검사 일체를 무상으로 제공하고 있습니다",1,"학생과 교직원의 건강관리 서울대학교에서는 보건진료소를 운영하여 학생과 교직원의 신체적 정신적 건강증진을 위해 노력하고 있습니다. 대학생활문화원은 심리적 도움이 필요한 학생들을 위한 집단 및 개인상담, 24시간 심리상담 전화인 SNUcall 운영, 생명지킴이 교육 프로그램을 운영합니다. 보건진료소는 금연 프로그램 운영, 금연상담과 진료를 하고 금연보조제와 검사 일체를 무상으로 제공하고 있습니다"
24,한국,Ajou,아주대학교의료원이 12월 28일 국립정신건강센터와 업무 협약을 체결했다. 두 기관은 협약에 따라 △국민의 정신건강을 위한 인프라 교류 △진료 의뢰 및 의학적 자문 △정신건강 관련 사업·연구·학술 활동 공동 추진 △의료인 등 교육·수련 △소외계층 정신건강 증진 등의 분야에서 협력할 예정이다. 박해심 의료원장은 “아주대학교병원은 정신건강 입원영역 적정성 평가에서 1등급을 획득했을 뿐만 아니라 경기도와 함께 경기남부해바라기센터를 운영하는 등 국민의 정신건강 향상을 위해 최선을 다하고 있다”고 전하며 정신건강 분야에서 지속적으로 교류하고 협력할 것을 제안했다. 이영문 국립정신건강센터장은 “코로나19로 그 어느 때보다 정신건강의 중요성이 강조되고 있다”며 “협약을 통해 대한민국 정신건강 분야를 선도하고 국민 정신건강을 위해 함께 협력할 것”이라고 말했다.,3,아주대학교 의료원이 12월 28일 국립정신건강센터와 업무협약을 체결했다. 두 기관은 협약에 따라 국민의 정신건강을 위한 인프라 교류진료 의뢰 및 의학적 자문정신건강 관련 사업 연구학술활동 공동 추진 의료인 등 교육수련 소외계층 정신건강증진 등의 분야에서 협력할 예정이다.박해 심의료원장은 아주대학교병원은 정신건강입원 영역적정성 평가에서 1등급을 획득했을 뿐만 아니라 경기도와 함께 경기남부해 바라기센터를 운영하는 등 국민의 정신건강 향상을 위해 최선 을 다하고 있다고 전하며 정신건강 분야에서 지속적으로 교류하고 협력할 것을 제안했다. 이 영문 국립정신건강센터장은 코로나 19로 그 어느 때보다 정신건강의 중요성이 강조되고 있다며 협약을 통해 대한민국 정신건강 분야를 선도하고 국민정신건강을 위해 함께 협력할 것이라고 말했다.,1, 심의료원장은 아주대학교병원은 정신건강입원 영역적정성 평가에서 1등급을 획득했을 뿐만 아니라 경기도와 함께 경기남부해 바라기센터를 운영하는 등 국민의 정신건강 향상을 위해 최선 을 다하고 있다고 전하며 정신건강 분야에서 지속적으로 교류하고 협력할 것을 제안했다. 이 영문 국립정신건강센터장은 코로나 19로 그 어느 때보다 정신건강의 중요성이 강조되고 있다며 협약을 통해 대한민국 정신건강 분야를 선도하고 국민정신건강을 위해 함께 협력할 것이라고 말했다.
58,한국,Kyungpook,"대구여성가족재단은 1차 교류사업으로 경북대학교와 사범대학 재학생 양성평등 교육을 위한 상호교류협약을 체결했다. 양 기관은 대학생 및 교직원 양성평등 교육 확대를 위해 노력하고, 지역사회 양성평등 문화 확산을 위해 공동 연구 및 학술세미나를 개최한다.",5,"대구여성가족재단은 1차 교류사업으로 경북대학교와 사범대학 재학생 양성평등교육을 위한 상호교류협약을 체결했다. 양 기관은 대학생 및 교직원 양성평등교육 확대를 위해 노력하고, 지역사회 양성평등 문화 확산을 위해 공동연구 및 학술세미나를 개최한다.",1,"대구여성가족재단은 1차 교류사업으로 경북대학교와 사범대학 재학생 양성평등교육을 위한 상호교류협약을 체결했다. 양 기관은 대학생 및 교직원 양성평등교육 확대를 위해 노력하고, 지역사회 양성평등 문화 확산을 위해 공동연구 및 학술세미나를 개최한다."
44,한국,Kyungpook,"대구여성가족재단은 1차 교류사업으로 경북대학교와 사범대학 재학생 양성평등 교육을 위한 상호교류협약을 체결했다. 양 기관은 대학생 및 교직원 양성평등 교육 확대를 위해 노력하고, 지역사회 양성평등 문화 확산을 위해 공동 연구 및 학술세미나를 개최한다.",5,"대구여성가족재단은 1차 교류사업으로 경북대학교와 사범대학 재학생 양성평등교육을 위한 상호교류협약을 체결했다. 양 기관은 대학생 및 교직원 양성평등교육 확대를 위해 노력하고, 지역사회 양성평등 문화 확산을 위해 공동연구 및 학술세미나를 개최한다.",1,"대구여성가족재단은 1차 교류사업으로 경북대학교와 사범대학 재학생 양성평등교육을 위한 상호교류협약을 체결했다. 양 기관은 대학생 및 교직원 양성평등교육 확대를 위해 노력하고, 지역사회 양성평등 문화 확산을 위해 공동연구 및 학술세미나를 개최한다."
